network_id,station_id,start_date,gap_length,season,task,n_train_days,n_gap_days_with_donor,fill_mae,climate_mae,achieved_skill,acf30,heuristic_explained_variance,recoverability_r,predicted_skill,predicted_conditional_risk,operator_withheld,right_boundary_allowed,truth_source,geometry_source,formal_evidence
cahaba_river_huc31,02423160,2019-02-06,116,DJF,offline_archival,4692,116,0.2604771078780492,1.5445454545454542,0.8313567871301624,0.7660544432511392,0.6024964495081362,0.9638915105833077,0.9642856195580367,0.1877445330894743,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2024-06-03,10,JJA,offline_archival,2345,10,0.24831660425160357,1.116000000000002,0.7774940822118251,0.7788057257027944,0.9594158357917589,0.9548636043977544,0.9553187832954749,0.24716963593604357,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2019-07-08,7,JJA,offline_archival,2348,7,0.5915966528204871,1.87142857142857,0.683879651164625,0.7798332412515471,0.9595104977788135,0.950570701293465,0.9528023024502409,0.26061291192975905,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2018-07-23,8,JJA,offline_archival,2347,8,0.1865306539633944,0.6112499999999983,0.6948373759290063,0.779213051449731,0.9594460424931279,0.9613977545464722,0.9614557663569783,0.21295111971186523,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2024-06-13,12,JJA,offline_archival,2343,12,0.4015152478811621,2.245,0.8211513372466984,0.7783429956287252,0.9343650372022388,0.9502130112411707,0.9510474414021096,0.27037748889497903,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2018-06-12,52,JJA,offline_archival,2303,52,0.2552647240422894,0.6968589743589744,0.6336924206549799,0.7730849875506224,0.8028591703709194,0.9571152397372008,0.9573041149319153,0.234156615586175,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2021-11-14,54,SON,offline_archival,2301,54,0.44548969173610425,2.4593518518518516,0.8188589032510099,0.7761843585875132,0.7984572511742901,0.9579285566186677,0.9581108404133283,0.23054807819386888,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2019-12-20,32,DJF,offline_archival,2323,32,0.257945238598451,3.1449479166666667,0.9179810777687386,0.7773221346411201,0.8573450442577845,0.9574667785500559,0.9576870099797082,0.23369039118711576,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423380,2020-09-19,31,SON,offline_archival,2324,31,0.3652749164319824,2.1553763440860223,0.8305284747908488,0.7743982024569397,0.8563743442344071,0.9576907750914638,0.9579500258625829,0.23462938468400105,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423496,2020-11-18,54,SON,offline_archival,8331,54,0.3308948693271949,1.2518409160619308,0.7356733870241825,0.7612815871117676,0.7969057457219764,0.9521511373072135,0.9526426306504995,0.25291704331689546,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423496,2019-02-11,32,DJF,offline_archival,8353,32,0.3385503875765496,1.6959239130434784,0.8003740704563849,0.7637231498987256,0.8611791671088526,0.9517015471479373,0.9520394176244987,0.2572649333765654,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423496,2020-11-16,31,SON,offline_archival,8354,31,0.3136579790786653,1.2534926504070965,0.7497727816937748,0.7625117032498602,0.8601604711994628,0.951861026537328,0.9522643211141563,0.25498678010110737,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423496,2019-11-17,92,SON,offline_archival,8293,92,0.3228525861611999,2.228224888296958,0.8551077192177143,0.7626825748049255,0.6836096216881363,0.9544380427129459,0.9548458477342153,0.23897863560488428,False,True,held_out_observed_days,real_missing_blocks_length_season,False
cahaba_river_huc31,02423496,2021-12-06,116,DJF,offline_archival,8269,116,0.37924949413603976,1.6315906778753484,0.7675584328356808,0.7626607323276522,0.5969610493635822,0.9554263383796313,0.9558512515940334,0.23202814814017186,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13340000,2017-06-01,8,JJA,offline_archival,8541,8,5.220724886646007,0.4659090909090913,-10.205458293288983,0.7800920213603038,0.9808265718870957,0.8807300223040045,0.8815054523642905,0.6506614505530068,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13340000,2014-12-12,118,DJF,offline_archival,8431,118,1.8273478382894133,1.2973320955634886,-0.40854284306880984,0.7775969166956418,0.6046569648545689,-3187.1235089333836,-2649.7225860891504,14508.893451481174,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13341050,2017-06-30,8,JJA,offline_archival,7887,8,0.37262010787976707,0.7607142857142861,0.5101707502050012,0.7257267071394413,0.9593712737439848,0.8813775176877807,0.8813827336668767,0.24344905872646297,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13341050,2016-07-19,12,JJA,offline_archival,7883,12,0.27599432637600935,0.7281746031746029,0.6209778188187772,0.7253817132804384,0.9377282996742455,0.8828111714711251,0.8828205007042073,0.2422945115114735,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13341050,2017-08-14,52,JJA,offline_archival,7843,52,0.7699692166718993,0.42075364693785733,-0.8299763347877029,0.7249465742382563,0.7992675821447118,0.8231176292219535,0.8429183959865312,0.32595364517181075,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13341050,2013-05-20,91,MAM,offline_archival,7804,91,0.3678022038736267,0.6199895342752487,0.4067606249134871,0.7232535975696834,0.6422292046883161,-89711.22543273238,-79121.39920070325,164437.1152326277,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13341050,2016-12-09,118,DJF,offline_archival,7777,118,0.10340408801134812,0.4235179821665102,0.7558448699571538,0.7222185242309245,0.5215995967422944,-5941.422864586998,-5213.654477645676,10646.767105550336,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13342500,2015-08-16,10,JJA,offline_archival,9000,10,0.3090647315303256,0.7020833333333337,0.5597891064256493,0.7431858419282364,0.9561227446520623,0.8867069106732522,0.8867476189816936,0.25099153920192085,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13342500,2016-07-30,7,JJA,offline_archival,9003,7,0.2304692916463425,0.49420289855072497,0.5336545125044685,0.743052910319058,0.956116662380177,0.8849536485090107,0.8850000200228008,0.2546456360042946,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13342500,2016-05-04,91,MAM,offline_archival,8919,91,0.2813407976695494,1.369302436693741,0.7945371379394731,0.7421349461045167,0.654811963398463,-21939.062853112107,-18497.050885425746,40857.596528317794,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13342500,2015-12-16,116,DJF,offline_archival,8894,116,0.3606755156417342,0.8558546011085366,0.5785785165207115,0.7393201034427046,0.5612860964084332,-23520.93233535796,-21304.113108804995,46999.89309443016,False,True,held_out_observed_days,real_missing_blocks_length_season,False
clearwater_river_huc17,13342500,2015-02-04,118,DJF,offline_archival,8892,118,0.2755512634233385,1.156773659587772,0.7617932763773909,0.7327891275761944,0.5369799054938801,-26789.79758569186,-24605.122798286433,54548.545610612084,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2018-10-25,7,SON,offline_archival,3838,7,0.3833349293728154,2.3771428571428572,0.8387413157686474,0.778638939334746,0.9146918397236229,0.8278880586587111,0.82837087550297,0.7545213349226698,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2016-10-15,9,SON,offline_archival,3836,9,0.5345278739785874,1.1311111111111107,0.5274311526711898,0.7786654853130721,0.9147737647972782,0.8259325383843141,0.8263748369199555,0.7634217806255392,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2024-08-06,7,JJA,offline_archival,3838,7,0.3999186476468241,1.154285714285713,0.6535358250584441,0.7782152381996071,0.9142851782566211,0.8272575513390469,0.8277271932934375,0.7561232684207361,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2018-08-01,8,JJA,offline_archival,3837,8,0.659569176583783,1.2712499999999993,0.48116485617794824,0.7781731843853545,0.9145301167820457,0.8258822614958813,0.8263381404669952,0.7625029592657782,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2023-08-22,12,JJA,offline_archival,3833,12,0.7694140390125673,1.5233333333333343,0.4949141975847482,0.7776127774268425,0.8808492095579576,0.8267909967904808,0.8271585600922189,0.75883408807957,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2018-08-17,52,JJA,offline_archival,3793,52,0.8270108404734349,1.1117307692307692,0.2561051080328902,0.7713953860189763,0.7821280213784636,0.8786532168079799,0.8794432537569975,0.5343207260689643,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2023-09-03,54,SON,offline_archival,3791,54,0.7336113913269746,1.3075925925925929,0.4389602728840586,0.7687682141576945,0.7722618043944227,0.887350489817941,0.8879491058086507,0.49712889213022626,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06037500,2018-05-20,91,MAM,offline_archival,3754,91,0.9321407924088136,1.061062271062271,0.12150227387162582,0.7751086274866128,0.6784029908389857,0.8961327358694767,0.8970586894731442,0.45143689501739787,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2017-09-27,7,SON,offline_archival,5620,7,0.9138646251599306,2.059999999999999,0.5563763955534315,0.8139022745583223,0.9848087624608709,0.894142768559407,0.8951797792877538,0.49672829518881456,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2023-11-25,9,SON,offline_archival,5618,9,0.7458714492066404,0.45735449735449724,-0.6308387771871249,0.8142093840065645,0.9847573634521819,0.889654234506328,0.890744766937669,0.5166687684967628,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2022-08-26,10,JJA,offline_archival,5617,10,1.066776168810598,0.8146666666666675,-0.3094633823370665,0.8139997187357655,0.9847883898766806,0.8905906867713951,0.891779229235505,0.5119692974804453,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2016-07-02,7,JJA,offline_archival,5620,7,1.1451728593666188,0.9485714285714282,-0.20726054451300224,0.8141815508298467,0.9848040700285938,0.8939692615227759,0.8950211769080924,0.4970416585332623,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2024-06-17,8,JJA,offline_archival,5619,8,1.0735355589976878,1.163392857142858,0.07723727852846551,0.814344486796307,0.9849094147364459,0.8933150056793719,0.8944122640742015,0.5000428512805517,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2024-08-06,12,JJA,offline_archival,5615,12,0.9129545308405925,1.6455555555555554,0.44519981245338736,0.8139564455528933,0.9790361431455297,0.8928323966607565,0.8938105365579684,0.5025425730210913,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2017-08-09,52,JJA,offline_archival,5575,52,0.8083355229163808,1.6395005635390245,0.5069623390848318,0.807329352403818,0.9006670772155281,0.9144911700863227,0.9153840466600336,0.39807911370979493,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038500,2021-09-17,31,SON,offline_archival,5596,31,0.5474070858659027,0.33139784946236567,-0.6518124265259229,0.8115730376994479,0.9474205297023558,0.8905759660194561,0.8911260884352629,0.517381163918997,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2016-10-08,9,SON,offline_archival,6842,9,0.4515805845719984,0.5506172839506175,0.17986485761587767,0.8065072285419874,0.9757356939725506,0.9239919179764987,0.9241121947996621,0.32094603564862206,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2024-06-30,10,JJA,offline_archival,6841,10,0.9847867803898038,0.4294736842105257,-1.2930084347311643,0.8061268670383461,0.9756205446209376,0.9244112081300896,0.9245225595353962,0.3185133907323813,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2021-08-27,7,JJA,offline_archival,6844,7,0.18787174586319896,1.0601503759398487,0.8227876439730107,0.8064211394438294,0.9756695742828717,0.922772262372271,0.9228877443290672,0.32554798607631785,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2015-07-07,8,JJA,offline_archival,6843,8,0.31560306456552745,2.5197368421052633,0.874747608840835,0.8062880490165547,0.9756291666065178,0.9226181016291822,0.92273146050846,0.3252698422131226,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2023-06-16,12,JJA,offline_archival,6839,12,0.8881115351411992,2.1571737759431264,0.5882985668352505,0.8063994636416109,0.9667309786264465,0.9271836396158853,0.9272906719591381,0.30769762450363086,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2022-07-14,52,JJA,offline_archival,6799,52,0.8038763656807768,1.0544590643274854,0.2376409925467572,0.8037360110762292,0.8859374266103917,0.9516492264065349,0.9521691074910397,0.19935710131295103,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2016-10-17,54,SON,offline_archival,6797,54,0.2324077752946233,1.5078249818445897,0.8458655493223699,0.8047392917134867,0.8760233000905574,0.9493358798971365,0.9500243388130976,0.2117634043990961,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06038800,2015-05-04,91,MAM,offline_archival,6760,91,0.5433453309768222,2.2571765008297517,0.7592809730310921,0.7983012050863274,0.7490234746205328,0.9523662981573273,0.9528307256943809,0.19832697179108205,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2024-10-18,7,SON,offline_archival,3181,7,0.7572508120337557,1.0714285714285718,0.2932325754351617,0.7231474875855569,0.9331742079584777,0.8989916231599893,0.8990146989901291,0.46994197075349936,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2023-09-18,9,SON,offline_archival,3179,9,0.37264333821566037,0.7646464646464644,0.5126593066928614,0.723910713195572,0.9329395441347054,0.8985167351952985,0.8985412248735717,0.47227780856791923,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2017-06-19,10,JJA,offline_archival,3178,10,0.4006549674045846,1.193,0.6641618043549165,0.723287398122733,0.9329495949959952,0.8988687706479408,0.898888184173795,0.47022102360923695,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2015-06-11,7,JJA,offline_archival,3181,7,1.371602516298616,3.44,0.601278338285286,0.7236050610127505,0.9328942585433129,0.8991712240606953,0.8991933620506862,0.468678970432811,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2015-07-30,8,JJA,offline_archival,3180,8,0.8506373007629131,0.9550000000000014,0.10928031333726507,0.7238991315163192,0.9328130198081281,0.898941768600139,0.8989662078018765,0.4685473343087346,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2023-06-27,12,JJA,offline_archival,3176,12,0.6053652927635137,1.5283333333333335,0.6039049338515723,0.7236317521133611,0.9073608063406257,0.8991664264485025,0.8991850655196807,0.46896399894364044,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2015-08-31,52,JJA,offline_archival,3136,52,1.042002265672619,1.9324475524475522,0.46078626333073547,0.7119506600554592,0.7902266443666882,0.9186835375346624,0.9193314488364461,0.3776134404363171,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06040000,2024-02-09,32,DJF,offline_archival,3156,32,0.6075817251007213,1.0980109126984128,0.4466523801593547,0.7193170244953939,0.846395036033674,0.9055517539580166,0.9062051967385983,0.43130576776073526,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2024-09-22,7,SON,offline_archival,7045,7,1.2188772706016275,0.9729323308270666,-0.25278730285947937,0.8035961090094306,0.9826721923620065,0.8931261426673465,0.8933524653701196,0.5758602289296048,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2017-10-25,9,SON,offline_archival,7043,9,1.3533686355983423,0.5901234567901233,-1.2933652611603712,0.803411866048486,0.9826369134276416,0.8895972825839488,0.8899069125558979,0.5936423613012402,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2015-08-06,10,JJA,offline_archival,7042,10,1.479601913046762,0.9333040935672517,-0.5853374299382574,0.8032156824587708,0.9826576483807302,0.8885036608232623,0.8888724195564456,0.5986099680469048,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2023-06-11,8,JJA,offline_archival,7044,8,2.087560537461152,1.1977919676642588,-0.7428406549861715,0.8035243654625284,0.9826656582688819,0.8910205688888744,0.8912848302258304,0.5867934843944492,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2016-06-22,52,JJA,offline_archival,7000,52,0.9319642737840659,1.1527357704215293,0.19151960258570988,0.8015309454711047,0.8674561770193379,0.8933507156351778,0.8938538591955185,0.5688407375553214,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2018-02-27,32,DJF,offline_archival,7020,32,1.0406342174912953,0.5165951797385622,-1.0144094608430883,0.8026820813909746,0.9132515512386494,0.8820869670265472,0.8824053808982334,0.6307674501659014,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2017-09-24,31,SON,offline_archival,7021,31,1.7739081085701598,2.836681203324567,0.3746536951381233,0.8002366706695471,0.9131400160938413,0.8815226107187829,0.8818798644350967,0.639481247792601,False,True,held_out_observed_days,real_missing_blocks_length_season,False
madison_river_huc10,06041000,2023-09-12,92,SON,offline_archival,6960,92,1.1561870075860696,1.4460124362483362,0.200430799484834,0.7942653487627735,0.7360468730296605,0.9183135879596025,0.9193718499451758,0.4342467919279286,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2018-09-12,9,SON,offline_archival,5109,9,0.7107967645855623,2.9854700854700837,0.7619146250887179,0.8078443201352242,0.9589687958787871,0.9497417667746169,0.9522786845785933,0.31087098755445985,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2021-07-31,10,JJA,offline_archival,5108,10,0.6461141684822632,1.3373717948717954,0.5168776768286775,0.8074488034021468,0.9590401799942028,0.9466981776237731,0.9483768757481047,0.336292109896896,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2023-06-16,7,JJA,offline_archival,5111,7,0.9996547590138236,2.004395604395607,0.5012687331674461,0.8078639222683406,0.9590351120056161,0.9525885411603173,0.9560629643613338,0.2863434723637258,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2019-06-16,8,JJA,offline_archival,5110,8,1.3961796191949887,2.0596153846153853,0.3221163380192401,0.8077046101290548,0.9589865417022175,0.9531411937058565,0.956837982526895,0.2813034232683369,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2019-06-28,12,JJA,offline_archival,5106,12,1.3199400165170092,0.9769230769230767,-0.3511197019465453,0.8072604684786298,0.9356652114777247,0.949986864900191,0.9520257429345955,0.3122171521706324,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2019-08-21,52,JJA,offline_archival,5066,52,0.9426533199510628,1.8900764299802761,0.501261798200986,0.8029389518627155,0.8352111782794852,0.9559859433405151,0.9564295597510564,0.28402955489685544,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2018-10-27,54,SON,offline_archival,5064,54,0.591312464918981,1.71545584045584,0.6553030098624664,0.8039607079787575,0.8305016182304283,0.9544754223490561,0.9548946005488156,0.29379743216863025,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03086500,2023-12-25,32,DJF,offline_archival,5086,32,0.29340874886324264,1.644242216117216,0.8215538161061753,0.8070501130195035,0.8768714083483149,0.9542904849657103,0.9547020725023718,0.2944713418683074,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2018-11-08,7,SON,offline_archival,5322,7,1.0603752920049787,2.092857142857142,0.4933360379498394,0.8047208562138135,0.9928991784982185,0.9510864768191764,0.9515967193780616,0.29743506924779034,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2018-11-13,9,SON,offline_archival,5320,9,0.3896931124499503,2.949206349206349,0.8678650910422665,0.8047586663904303,0.9928977717596458,0.9474221752344247,0.9483483601780309,0.31732816553871207,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2017-08-31,10,JJA,offline_archival,5319,10,0.4513811388247291,1.936428571428571,0.7669001865161855,0.8050893559448438,0.9929054593108582,0.944862800329179,0.9463788783667613,0.32907995978499366,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2017-08-31,7,JJA,offline_archival,5322,7,0.3191582452542297,1.6602040816326513,0.8077596310085154,0.8052645196759393,0.9929407552808949,0.9509452023360289,0.9514563200753705,0.2979460294678837,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2023-06-19,8,JJA,offline_archival,5321,8,3.713167442051274,4.407142857142857,0.15746605852969453,0.8055901228917219,0.9929738523458529,0.9476673788608578,0.9483527855739032,0.31747049160707336,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2019-06-28,12,JJA,offline_archival,5317,12,0.8468633185422639,1.6053571428571425,0.4724766870037065,0.8053139387116623,0.9876957832035779,0.9544868993432977,0.9570361099492609,0.26384629726928904,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2023-07-06,52,JJA,offline_archival,5277,52,0.816352365669234,1.9517857142857138,0.5817407824567511,0.8016237018668718,0.8941335638823097,0.9469138770341208,0.9490593847299138,0.31258746409973026,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03090500,2021-10-19,54,SON,offline_archival,5275,54,0.5132702349983885,0.9206878306878309,0.44251437035402896,0.7978571418340816,0.8779932954937357,0.9486021608595273,0.951049120246409,0.3014198255581801,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03091500,2023-11-25,7,SON,offline_archival,5525,7,0.9255025938842412,1.1771428571428568,0.21377206830222206,0.8350370069373518,0.993781476988107,0.9474243991904322,0.9478495996603984,0.334269949278583,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03091500,2021-09-21,9,SON,offline_archival,5523,9,1.1589982037730056,1.2777777777777781,0.09295792748199594,0.8338640489755894,0.9937462283492905,0.9428338895912947,0.9435002081954961,0.36204678987794736,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03091500,2023-06-11,10,JJA,offline_archival,5522,10,3.447338212127787,0.4428571428571438,-6.784312091901438,0.8350207427158607,0.9937962847489891,0.940739786586611,0.9414954778567534,0.3751747363911469,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03091500,2023-07-14,7,JJA,offline_archival,5525,7,0.7462132216388717,1.859183673469387,0.5986339422579063,0.8350408328705461,0.9937964665337167,0.947488365967935,0.9479271905089743,0.3338125687607226,False,True,held_out_observed_days,real_missing_blocks_length_season,False
mahoning_river_huc50,03091500,2017-07-15,8,JJA,offline_archival,5524,8,0.7184149357277642,1.2410714285714302,0.4211332891977735,0.8348833616501207,0.9937908859784426,0.9455521189752832,0.9462360157417933,0.3444167252674628,False,True,held_out_observed_days,real_missing_blocks_length_season,False
