policy,mean_regret,median_regret,mean_worst_target_mae,n_network_budget_rows
distance_even,0.25007415366562397,0.1959363053245311,1.5727544224439225,63
greedy_mutual_information,0.2550589637427649,0.21481473269545548,1.5777392325210635,63
oracle,0.0,0.0,1.3226802687782986,63
qr_pivot,0.19657786691142734,0.14848443759740237,1.519258135689726,63
random,0.2562125454181433,0.23127483425117656,1.5788928141964418,63
simple_risk_minimax,0.24082499531267318,0.16892908380145322,1.563505264090972,63
