network_id,reason
huc8_17090012,no_scored_b_union_d_evaluation_gap
usgs_red_river_of_the_north_huc4_0902,no_scored_b_union_d_evaluation_gap
usgs_snake_river_huc4_1705,no_scored_b_union_d_evaluation_gap
