network_id,target_station,donor_station,gap_length,realized_mae,n_placements
chmi_jizera,0-203-1-098000,0-203-1-099900,90,1.508451663372186,20
chmi_jizera,0-203-1-098000,0-203-1-101800,90,1.3836802874600065,20
chmi_jizera,0-203-1-099900,0-203-1-084500,90,1.5732326823981082,20
chmi_jizera,0-203-1-099900,0-203-1-091000,90,1.5085240032393454,20
chmi_jizera,0-203-1-099900,0-203-1-098000,90,1.5265321777789556,20
chmi_jizera,0-203-1-099900,0-203-1-101800,90,1.3279657999291188,20
chmi_jizera,0-203-1-101800,0-203-1-084500,90,1.6863470177550823,20
chmi_jizera,0-203-1-101800,0-203-1-091000,90,1.6100795273941828,20
chmi_jizera,0-203-1-101800,0-203-1-098000,90,1.6116177760566468,20
chmi_jizera,0-203-1-101800,0-203-1-099900,90,1.4292031266361662,20
chmi_labe,0-203-1-004200,0-203-1-042000,90,1.418535015115523,20
chmi_labe,0-203-1-004200,0-203-1-104400,90,1.452424689512867,20
chmi_labe,0-203-1-004200,0-203-1-204000,90,1.4333442571693564,20
chmi_labe,0-203-1-004200,0-203-1-240000,90,1.3673053880280863,20
chmi_labe,0-203-1-004200,0-203-1-245000,90,1.4043019877343577,20
chmi_labe,0-203-1-042000,0-203-1-004200,90,1.7581473025935483,20
chmi_labe,0-203-1-042000,0-203-1-104400,90,1.7856837203156357,20
chmi_labe,0-203-1-042000,0-203-1-204000,90,1.7718312351350758,20
chmi_labe,0-203-1-042000,0-203-1-240000,90,1.7550116278459484,20
chmi_labe,0-203-1-042000,0-203-1-245000,90,1.7526294345069098,20
chmi_labe,0-203-1-104400,0-203-1-004200,90,1.629518468770928,20
chmi_labe,0-203-1-104400,0-203-1-042000,90,1.625365660922542,20
chmi_labe,0-203-1-104400,0-203-1-204000,90,1.6309775269811673,20
chmi_labe,0-203-1-104400,0-203-1-240000,90,1.6272400595952206,20
chmi_labe,0-203-1-104400,0-203-1-245000,90,1.6193763075515548,20
chmi_labe,0-203-1-204000,0-203-1-004200,90,1.507762958827908,20
chmi_labe,0-203-1-204000,0-203-1-042000,90,1.5094016699852693,20
chmi_labe,0-203-1-204000,0-203-1-104400,90,1.5234989342172693,20
chmi_labe,0-203-1-204000,0-203-1-240000,90,1.4388998780295543,20
chmi_labe,0-203-1-204000,0-203-1-245000,90,1.424020403589617,20
chmi_labe,0-203-1-240000,0-203-1-004200,90,1.5104807484030587,20
chmi_labe,0-203-1-240000,0-203-1-042000,90,1.5433325698980929,20
chmi_labe,0-203-1-240000,0-203-1-104400,90,1.5687771920679443,20
chmi_labe,0-203-1-240000,0-203-1-204000,90,1.5055743220023314,20
chmi_labe,0-203-1-240000,0-203-1-245000,90,1.3946384534309808,20
chmi_labe,0-203-1-245000,0-203-1-004200,90,1.495355456157448,20
chmi_labe,0-203-1-245000,0-203-1-042000,90,1.5000957946202853,20
chmi_labe,0-203-1-245000,0-203-1-104400,90,1.5234555220697197,20
chmi_labe,0-203-1-245000,0-203-1-204000,90,1.4528010194216459,20
chmi_labe,0-203-1-245000,0-203-1-240000,90,1.352300783770323,20
chmi_morava,0-203-1-345000,0-203-1-355000,90,0.9814314733691021,20
chmi_morava,0-203-1-345000,0-203-1-367000,90,1.1520915459780856,20
chmi_morava,0-203-1-345000,0-203-1-403000,90,1.4463999536874805,20
chmi_morava,0-203-1-345000,0-203-1-413000,90,1.4533526277680213,20
chmi_morava,0-203-1-345000,0-203-1-421500,90,1.4590224653372545,20
chmi_morava,0-203-1-355000,0-203-1-345000,90,1.2678906363655023,20
chmi_morava,0-203-1-355000,0-203-1-367000,90,1.266875199027155,20
chmi_morava,0-203-1-355000,0-203-1-403000,90,1.7632352907049362,20
chmi_morava,0-203-1-355000,0-203-1-413000,90,1.7688093375867613,20
chmi_morava,0-203-1-355000,0-203-1-421500,90,1.777693304850579,20
chmi_morava,0-203-1-367000,0-203-1-345000,90,1.5177706420747812,20
chmi_morava,0-203-1-367000,0-203-1-355000,90,1.3409278421725217,20
chmi_morava,0-203-1-367000,0-203-1-403000,90,1.8242104348773676,20
chmi_morava,0-203-1-367000,0-203-1-413000,90,1.827189515751647,20
chmi_morava,0-203-1-367000,0-203-1-421500,90,1.8420504725849434,20
chmi_morava,0-203-1-403000,0-203-1-345000,90,1.9110852483347531,20
chmi_morava,0-203-1-403000,0-203-1-355000,90,1.9088750351569708,20
chmi_morava,0-203-1-403000,0-203-1-367000,90,1.9044409076414397,20
chmi_morava,0-203-1-403000,0-203-1-413000,90,1.9214620902001847,20
chmi_morava,0-203-1-403000,0-203-1-421500,90,1.9222531606938105,20
chmi_morava,0-203-1-413000,0-203-1-345000,90,1.763934278801957,20
chmi_morava,0-203-1-413000,0-203-1-355000,90,1.6499318351849588,20
chmi_morava,0-203-1-413000,0-203-1-367000,90,1.5475948368575492,20
chmi_morava,0-203-1-413000,0-203-1-403000,90,1.8600632950116385,20
chmi_morava,0-203-1-413000,0-203-1-421500,90,1.892853552314584,20
chmi_morava,0-203-1-421500,0-203-1-345000,90,1.5412711138092046,20
chmi_morava,0-203-1-421500,0-203-1-355000,90,1.4839650891699778,20
chmi_morava,0-203-1-421500,0-203-1-367000,90,1.4433239272406,20
chmi_morava,0-203-1-421500,0-203-1-403000,90,1.5865992157123894,20
chmi_morava,0-203-1-421500,0-203-1-413000,90,1.5762290469356084,20
chmi_sazava,0-203-1-154900,0-203-1-155000,90,1.385745910300102,20
chmi_sazava,0-203-1-154900,0-203-1-155800,90,1.4114745259590702,20
chmi_sazava,0-203-1-154900,0-203-1-158000,90,1.4768127949568697,20
chmi_sazava,0-203-1-154900,0-203-1-159000,90,1.4638120091524283,20
chmi_sazava,0-203-1-154900,0-203-1-161000,90,1.5050751379573104,20
chmi_sazava,0-203-1-154900,0-203-1-165000,90,1.5098591788480586,20
chmi_sazava,0-203-1-154900,0-203-1-167200,90,1.4958755312599876,20
chmi_sazava,0-203-1-155000,0-203-1-154900,90,1.289237221491689,20
chmi_sazava,0-203-1-155000,0-203-1-155800,90,1.0456584774636504,20
chmi_sazava,0-203-1-155000,0-203-1-158000,90,1.357626873570546,20
chmi_sazava,0-203-1-155000,0-203-1-159000,90,1.241467584194567,20
chmi_sazava,0-203-1-155000,0-203-1-161000,90,1.3880901341257081,20
chmi_sazava,0-203-1-155000,0-203-1-165000,90,1.4269098397444002,20
chmi_sazava,0-203-1-155000,0-203-1-167200,90,1.374854754412075,20
chmi_sazava,0-203-1-155800,0-203-1-154900,90,1.5692774108681788,20
chmi_sazava,0-203-1-155800,0-203-1-155000,90,1.2898457977600852,20
chmi_sazava,0-203-1-155800,0-203-1-158000,90,1.5378563467105757,20
chmi_sazava,0-203-1-155800,0-203-1-159000,90,1.443877270977834,20
chmi_sazava,0-203-1-155800,0-203-1-161000,90,1.6077138911473607,20
