source_family,pchip_or_linear,seasonal_boundary_ridge,donor_blup_ridge,xgboost_b_d,bilstm,air2stream
pchip_or_linear,0.9761904761904763,0.9285714285714287,0.9047619047619048,0.9047619047619048,0.6190476190476191,-0.7999999999999999
seasonal_boundary_ridge,0.9761904761904763,0.9285714285714287,0.9047619047619048,0.9047619047619048,0.5476190476190477,-0.39999999999999997
donor_blup_ridge,0.9285714285714287,0.9761904761904763,0.9523809523809524,0.9285714285714287,0.7380952380952381,0.0
xgboost_b_d,0.6424682395644284,0.45592760180995473,0.8518552036199094,0.9137556561085972,0.6727272727272726,0.2380952380952381
bilstm,-0.04242424242424241,0.04242424242424241,-0.19999999999999998,-0.23636363636363633,0.28484848484848485,
air2stream,-0.28571428571428575,,,0.09523809523809526,,0.6428571428571429
