source_family,pchip_or_linear,seasonal_boundary_ridge,donor_blup_ridge,xgboost_b_d,bilstm,air2stream
pchip_or_linear,0.6900220264034039,0.758901805618624,1.0185622656703333,0.7126857715071371,6.848514880879364,-0.14078778100467523
seasonal_boundary_ridge,0.6954685633714199,0.7657954629943425,1.0080478289302173,0.7066654758561767,8.71757578146152,-0.09183653833990739
donor_blup_ridge,0.5403952647311301,0.6129211049937219,0.8708825015806053,0.6082742582835989,6.098073892939284,-0.029641885981319168
xgboost_b_d,1.0008787099513707,0.45564910364498795,0.8098670646560941,0.8791329782555887,4.614565604173641,0.054904998251517144
bilstm,-0.004775282035820263,-0.001976006567235871,-0.020481520276567897,-0.016492076254849695,0.3165193487662442,
air2stream,-0.7229145393115944,,,-0.17480204073745553,,0.30303165107730157
