network_id,station_id,gap_length,placement,gap_start,season,panel,model_family,mae_deg_c,linear_boundary_mae_deg_c
arso_kamniska_bistrica,4400,7,2,2020-12-28,DJF,first_confirmation,seasonal_boundary_ridge,0.25475618223925584,0.2214285714285714
arso_kamniska_bistrica,4400,7,2,2020-12-28,DJF,first_confirmation,donor_blup_ridge,0.232346505867602,0.2214285714285714
arso_kamniska_bistrica,4400,7,3,2021-06-27,JJA,first_confirmation,pchip_or_linear,0.3637682410667179,0.34642857142857153
arso_kamniska_bistrica,4400,7,3,2021-06-27,JJA,first_confirmation,seasonal_boundary_ridge,0.33215516752414687,0.34642857142857153
arso_kamniska_bistrica,4400,7,3,2021-06-27,JJA,first_confirmation,donor_blup_ridge,0.32043575957018866,0.34642857142857153
arso_kamniska_bistrica,4400,7,4,2021-12-25,DJF,first_confirmation,pchip_or_linear,0.4673469387755103,0.55
arso_kamniska_bistrica,4400,7,4,2021-12-25,DJF,first_confirmation,seasonal_boundary_ridge,0.5783356660373447,0.55
arso_kamniska_bistrica,4400,7,4,2021-12-25,DJF,first_confirmation,donor_blup_ridge,0.5757341910823428,0.55
arso_kamniska_bistrica,4400,30,0,2020-01-01,DJF,first_confirmation,pchip_or_linear,0.5200865508728028,0.5132258064516129
arso_kamniska_bistrica,4400,30,0,2020-01-01,DJF,first_confirmation,seasonal_boundary_ridge,0.49928772448134484,0.5132258064516129
arso_kamniska_bistrica,4400,30,0,2020-01-01,DJF,first_confirmation,donor_blup_ridge,0.46965242160929904,0.5132258064516129
arso_kamniska_bistrica,4400,30,1,2020-06-24,JJA,first_confirmation,pchip_or_linear,0.5602905977451791,0.488709677419355
arso_kamniska_bistrica,4400,30,1,2020-06-24,JJA,first_confirmation,seasonal_boundary_ridge,0.49409576590950444,0.488709677419355
arso_kamniska_bistrica,4400,30,1,2020-06-24,JJA,first_confirmation,donor_blup_ridge,0.47229339483807464,0.488709677419355
arso_kamniska_bistrica,4400,30,2,2020-12-16,DJF,first_confirmation,pchip_or_linear,1.0944915494197767,0.9929032258064514
arso_kamniska_bistrica,4400,30,2,2020-12-16,DJF,first_confirmation,seasonal_boundary_ridge,1.011195592532483,0.9929032258064514
arso_kamniska_bistrica,4400,30,2,2020-12-16,DJF,first_confirmation,donor_blup_ridge,0.9678006730048362,0.9929032258064514
arso_kamniska_bistrica,4400,30,3,2021-06-09,JJA,first_confirmation,pchip_or_linear,0.38241930615117303,0.22666666666666663
arso_kamniska_bistrica,4400,30,3,2021-06-09,JJA,first_confirmation,seasonal_boundary_ridge,0.23707165458675808,0.22666666666666663
arso_kamniska_bistrica,4400,30,3,2021-06-09,JJA,first_confirmation,donor_blup_ridge,0.22625528943908643,0.22666666666666663
arso_kamniska_bistrica,4400,30,4,2021-12-02,DJF,first_confirmation,pchip_or_linear,0.41904926543810767,0.41731182795698923
arso_kamniska_bistrica,4400,30,4,2021-12-02,DJF,first_confirmation,seasonal_boundary_ridge,0.41619235797820564,0.41731182795698923
arso_kamniska_bistrica,4400,30,4,2021-12-02,DJF,first_confirmation,donor_blup_ridge,0.3941507431579314,0.41731182795698923
