source_family,pchip_or_linear,seasonal_boundary_ridge,donor_blup_ridge,xgboost_b_d,bilstm,air2stream
pchip_or_linear,0.952912690499929,0.935757014670275,0.8005483549351945,0.8993661871528275,0.29453308596165734,-0.03952569169960475
seasonal_boundary_ridge,0.9059393248824955,0.9194060675117505,0.799437402079476,0.8634026491952715,0.22278293135435992,-0.05434782608695652
donor_blup_ridge,0.7680743483834213,0.786946303945307,0.9178749465888051,0.8617789488676827,0.2557081014223871,-0.24209486166007904
xgboost_b_d,0.6890682041032845,0.6269995623768613,0.8834621025686099,0.9439674382749959,0.3277060948013607,0.17261563230947377
bilstm,-0.04242424242424241,0.04242424242424241,-0.19999999999999998,-0.23636363636363633,0.28484848484848485,
air2stream,-0.05054945054945055,,,0.16043956043956045,,0.6263736263736264
