direction,curve_mechanism,gap_mechanism,n_station_gaps,n_networks,matched_network_spearman,mismatched_network_spearman,spearman_delta,matched_calibration_slope,mismatched_calibration_slope,slope_delta,matched_mean_predicted,mismatched_mean_predicted,mean_observed,support_season_cell_fraction
uniform-block curve on summer-biased gaps,uniform_block,summer_biased,254,12,0.9090909090909092,0.8951048951048951,-0.013986013986014068,1.0428454312732494,0.851497131944726,-0.19134829932852337,0.9280995389127363,1.0941361087233485,1.0414411057867725,0.9606299212598425
summer-biased curve on uniform-block gaps,summer_biased,uniform_block,244,12,0.9440559440559443,0.9300699300699302,-0.013986013986014068,1.020822394708415,1.2189415312268568,0.19811913651844182,1.0069499721311854,0.9598193029865633,1.0352923726657346,1.0
uniform-block curve on donor-synchronous gaps,uniform_block,donor_sync,255,12,0.4895104895104896,0.5244755244755246,0.034965034965035,0.7429790042691368,0.7324817448844003,-0.010497259384736446,2.374284178253616,1.0544073830665464,2.4121465180807147,1.0
donor-synchronous curve on uniform-block gaps,donor_sync,uniform_block,255,12,0.9440559440559443,0.0979020979020979,-0.8461538461538464,1.020822394708415,0.17602939798455342,-0.8447929967238615,1.0069499721311854,2.517415745845113,1.053815223903352,1.0
uniform-block curve on multi-block gaps,uniform_block,multi_block,255,12,0.8881118881118882,0.7062937062937064,-0.18181818181818188,1.0161163333392402,0.30432255018375415,-0.7117937831554861,0.5991611803084576,1.0640115707902071,0.5954346480606513,1.0
multi-block curve on uniform-block gaps,multi_block,uniform_block,255,12,0.9440559440559443,0.5664335664335665,-0.3776223776223778,1.020822394708415,2.3134351219673563,1.2926127272589414,1.0069499721311854,0.6128822773080855,1.053815223903352,1.0
