network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_02020006,development,01359139,Ta,M,2002-02-27,2002-02-27,2026-04-08,8807,8807,8807,8807,1.0,1.0,0,materialized
huc8_02020006,development,01359139,P,M,2002-02-27,2002-02-27,2026-04-08,8807,8807,8807,8807,1.0,1.0,0,materialized
huc8_02020006,development,01359139,W,M,2002-02-27,2002-02-27,2026-04-08,8807,8807,8807,8807,1.0,1.0,0,materialized
huc8_02020006,development,01359139,RH,M,2002-02-27,2002-02-27,2026-04-08,8807,8807,8807,8807,1.0,1.0,0,materialized
huc8_02020006,development,01359139,Rs,M,2002-02-27,2002-02-27,2026-04-08,8807,8807,8807,8807,1.0,1.0,0,materialized
huc8_02020006,development,01359139,F,H,2002-02-27,2002-02-27,2026-04-08,8807,8807,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02020006,development,01359139,L,H,2002-02-27,2002-02-27,2026-04-08,8807,8807,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02020006,development,01362230,Ta,M,1997-07-09,1997-07-09,2025-12-04,10376,10376,10376,10376,1.0,1.0,0,materialized
huc8_02020006,development,01362230,P,M,1997-07-09,1997-07-09,2025-12-04,10376,10376,10376,10376,1.0,1.0,0,materialized
huc8_02020006,development,01362230,W,M,1997-07-09,1997-07-09,2025-12-04,10376,10376,10376,10376,1.0,1.0,0,materialized
huc8_02020006,development,01362230,RH,M,1997-07-09,1997-07-09,2025-12-04,10376,10376,10376,10376,1.0,1.0,0,materialized
huc8_02020006,development,01362230,Rs,M,1997-07-09,1997-07-09,2025-12-04,10376,10376,10376,10376,1.0,1.0,0,materialized
huc8_02020006,development,01362230,F,H,1997-07-09,1997-07-09,2025-12-04,10376,10376,10376,10376,1.0,1.0,0,materialized
huc8_02020006,development,01362230,L,H,1997-07-09,1997-07-09,2025-12-04,10376,10376,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02020006,development,01362500,Ta,M,1996-06-01,1996-06-01,2025-11-20,10765,10765,10765,10765,1.0,1.0,0,materialized
huc8_02020006,development,01362500,P,M,1996-06-01,1996-06-01,2025-11-20,10765,10765,10765,10765,1.0,1.0,0,materialized
huc8_02020006,development,01362500,W,M,1996-06-01,1996-06-01,2025-11-20,10765,10765,10765,10765,1.0,1.0,0,materialized
huc8_02020006,development,01362500,RH,M,1996-06-01,1996-06-01,2025-11-20,10765,10765,10765,10765,1.0,1.0,0,materialized
huc8_02020006,development,01362500,Rs,M,1996-06-01,1996-06-01,2025-11-20,10765,10765,10765,10765,1.0,1.0,0,materialized
huc8_02020006,development,01362500,F,H,1996-06-01,1996-06-01,2025-11-20,10765,10765,10765,10765,1.0,1.0,0,materialized
huc8_02020006,development,01362500,L,H,1996-06-01,1996-06-01,2025-11-20,10765,10765,0,0,0.0,0.0,0,failed_or_unavailable
