network_id,station_id,role,regulated,donor_count,donor_direction,nearest_donor_distance_km,drainage_area_sqkm,climate,bfi,catalog_climate_band,catalog_regulation_stratum,donor_station_ids,eligible_for_matching
huc8_03100207,02313272,validation,,11,,11.164807990833049,,,,humid_subtropical,unregulated,02310308|02310650|02310673|02310674|02310689|02310690|02310700|02310740|02310742|02310752|285531082412600,False
huc8_03100207,285531082412600,validation,,11,,5.099124427123334,,,,humid_subtropical,unregulated,02310308|02310650|02310673|02310674|02310689|02310690|02310700|02310740|02310742|02310752|02313272,False
huc8_03150104,02388975,validation,True,4,,3.5766623962211312,251.3,SEPlains,68.6,humid_subtropical,regulated,02388985|02389150|02394000|02394682,False
huc8_03150104,02388985,validation,,4,,3.5766623962211312,,,,humid_subtropical,regulated,02388975|02389150|02394000|02394682,False
huc8_03150104,02389150,validation,True,4,U1_D1_B0_X2,6.93515563324499,340.4,SEPlains,68.2,humid_subtropical,regulated,02388975|02388985|02394000|02394682,False
huc8_03150104,02394000,validation,True,4,,14.004918760111197,2908.3,SEPlains,60.7,humid_subtropical,regulated,02388975|02388985|02389150|02394682,False
huc8_03150104,02394682,validation,,4,,14.004918760111197,,,,humid_subtropical,regulated,02388975|02388985|02389150|02394000,False
huc8_03160111,02455980,validation,False,3,,15.066677100047098,71.4,EastHghlnds,39.9,humid_subtropical,unregulated,02457595|02458148|02458450,False
huc8_03160111,02457595,validation,False,3,,8.888835127703986,133.2,EastHghlnds,39.2,humid_subtropical,unregulated,02455980|02458148|02458450,False
huc8_03160111,02458148,validation,,3,U0_D1_B0_X2,13.995594043987644,,,,humid_subtropical,unregulated,02455980|02457595|02458450,False
huc8_03160111,02458450,validation,False,3,,8.888835127703986,85.9,EastHghlnds,37.4,humid_subtropical,unregulated,02455980|02457595|02458148,False
huc8_04020105,04043097,development,,2,,43.40484811844092,,,,humid_continental,unregulated,04043238|04043244,False
huc8_04020105,04043238,development,False,2,U0_D0_B0_X2,1.9660993664152777,14.1,MxWdShld,61.9,humid_continental,unregulated,04043097|04043244,False
huc8_04020105,04043244,development,False,2,,1.9660993664152777,26.6,MxWdShld,61.3,humid_continental,unregulated,04043097|04043238,False
huc8_04040003,040871473,development,,2,,2.1271448205396197,,,,humid_continental,unregulated,040871475|040871488,False
huc8_04040003,040871475,development,,2,,2.1271448205396197,,,,humid_continental,unregulated,040871473|040871488,False
huc8_04040003,040871488,development,False,2,,5.202585476545767,28.9,CntlPlains,35.9,humid_continental,unregulated,040871473|040871475,False
huc8_04060102,04121650,development,,4,,8.995285756464007,,,,humid_continental,regulated,04121660|04121680|04121944|04121970,False
huc8_04060102,04121660,development,,4,,8.995285756464007,,,,humid_continental,regulated,04121650|04121680|04121944|04121970,False
huc8_04060102,04121680,development,,4,U1_D1_B0_X2,6.3367234616259305,,,,humid_continental,regulated,04121650|04121660|04121944|04121970,False
huc8_04060102,04121944,development,False,4,,5.646707736233129,953.6,CntlPlains,67.9,humid_continental,regulated,04121650|04121660|04121680|04121970,False
huc8_04060102,04121970,development,True,4,,5.646707736233129,6050.8,MxWdShld,75.1,humid_continental,regulated,04121650|04121660|04121680|04121944,False
huc8_04060103,04124000,development,False,3,,12.680027062399878,2243.6,MxWdShld,85.4,humid_continental,regulated,04124200|04125460|04125550,False
huc8_04060103,04124200,development,True,3,U1_D1_B0_X1,12.680027062399878,2553.9,MxWdShld,85.3,humid_continental,regulated,04124000|04125460|04125550,False
huc8_04060103,04125460,development,False,3,,15.540550954906166,637.0,CntlPlains,79.9,humid_continental,regulated,04124000|04124200|04125550,False
huc8_04060103,04125550,development,True,3,,15.000155894383779,3582.2,MxWdShld,84.2,humid_continental,regulated,04124000|04124200|04125460,False
huc8_04070007,04136000,development,True,7,,12.901745487914296,2882.1,MxWdShld,81.6,humid_continental,regulated,04136500|04136900|04137005|04137020|04137025|04137030|04137500,False
huc8_04070007,04136500,development,True,7,,12.901745487914296,3524.8,MxWdShld,80.3,humid_continental,regulated,04136000|04136900|04137005|04137020|04137025|04137030|04137500,False
huc8_04070007,04136900,development,True,7,,6.40140714684524,3916.2,MxWdShld,79.6,humid_continental,regulated,04136000|04136500|04137005|04137020|04137025|04137030|04137500,False
huc8_04070007,04137005,development,True,7,U3_D4_B0_X0,6.40140714684524,4144.1,MxWdShld,79.1,humid_continental,regulated,04136000|04136500|04136900|04137020|04137025|04137030|04137500,True
huc8_04070007,04137020,development,,7,,3.862820112699217,,,,humid_continental,regulated,04136000|04136500|04136900|04137005|04137025|04137030|04137500,False
huc8_04070007,04137025,development,,7,,3.862820112699217,,,,humid_continental,regulated,04136000|04136500|04136900|04137005|04137020|04137030|04137500,False
huc8_04070007,04137030,development,,7,,8.457863167634107,,,,humid_continental,regulated,04136000|04136500|04136900|04137005|04137020|04137025|04137500,False
huc8_04070007,04137500,development,True,7,,11.619263369996206,4529.2,MxWdShld,78.4,humid_continental,regulated,04136000|04136500|04136900|04137005|04137020|04137025|04137030,False
huc8_04140101,04232034,development,False,2,,11.811031970777902,100.1,NorthEast,53.3,humid_continental,unregulated,04232050|0423205010,False
huc8_04140101,04232050,development,False,2,U0_D1_B0_X1,2.231308210104368,77.4,NorthEast,52.9,humid_continental,unregulated,04232034|0423205010,False
huc8_04140101,0423205010,development,False,2,,2.231308210104368,379.7,NorthEast,52.9,humid_continental,unregulated,04232034|04232050,False
huc8_05010005,03026480,development,,3,,11.45362294103386,,,,humid_continental,regulated,03027500|03028000|03028500,False
huc8_05010005,03027500,development,True,3,,8.369560028132168,187.9,NorthEast,41.4,humid_continental,regulated,03026480|03028000|03028500,False
huc8_05010005,03028000,development,False,3,U0_D1_B0_X2,8.369560028132168,161.1,NorthEast,42.9,humid_continental,regulated,03026480|03027500|03028500,False
huc8_05010005,03028500,development,True,3,,9.982100413571056,527.4,NorthEast,42.3,humid_continental,regulated,03026480|03027500|03028000,False
huc8_05010006,03034000,development,False,4,,14.29536588972899,407.6,EastHghlnds,39.6,humid_continental,regulated,03034500|03036000|03038000|03039000,False
huc8_05010006,03034500,development,False,4,U0_D1_B0_X3,14.29536588972899,226.1,EastHghlnds,38.0,humid_continental,regulated,03034000|03036000|03038000|03039000,False
huc8_05010006,03036000,development,True,4,,18.306032428674566,890.8,EastHghlnds,38.4,humid_continental,regulated,03034000|03034500|03038000|03039000,False
huc8_05010006,03038000,development,True,4,,15.540798742108468,493.7,EastHghlnds,37.5,humid_continental,regulated,03034000|03034500|03036000|03039000,False
huc8_05010006,03039000,development,True,4,,15.540798742108468,720.6,EastHghlnds,37.0,humid_continental,regulated,03034000|03034500|03036000|03038000,False
huc8_05010007,03041500,development,True,3,,15.028723350529532,1863.6,EastHghlnds,41.6,humid_continental,regulated,03042000|03043810|03044000,False
huc8_05010007,03042000,development,True,3,,15.028723350529532,499.3,EastHghlnds,41.8,humid_continental,regulated,03041500|03043810|03044000,False
huc8_05010007,03043810,development,,3,U1_D1_B0_X1,2.4693764776869034,,,,humid_continental,regulated,03041500|03042000|03044000,False
huc8_05010007,03044000,development,True,3,,2.4693764776869034,3525.9,EastHghlnds,41.2,humid_continental,regulated,03041500|03042000|03043810,False
huc8_05020001,03054500,development,True,2,,18.877244116274703,2360.6,EastHghlnds,31.0,humid_continental,regulated,03056000|03057000,False
huc8_05020001,03056000,development,True,2,U1_D1_B0_X0,15.800916128895574,3053.8,EastHghlnds,31.3,humid_continental,regulated,03054500|03057000,True
huc8_05020001,03057000,development,True,2,,15.800916128895574,3514.2,EastHghlnds,31.3,humid_continental,regulated,03054500|03056000,False
huc8_05020005,03072000,development,True,3,,8.377353749486764,588.4,EastHghlnds,31.2,humid_continental,regulated,03072655|03073000|03075070,False
huc8_05020005,03072655,development,True,3,,8.377353749486764,11547.3,EastHghlnds,31.7,humid_continental,regulated,03072000|03073000|03075070,False
huc8_05020005,03073000,development,True,3,U0_D1_B0_X2,16.801152833983807,467.2,EastHghlnds,34.1,humid_continental,regulated,03072000|03072655|03075070,False
huc8_05020005,03075070,development,True,3,,40.42859096891393,13824.0,EastHghlnds,32.1,humid_continental,regulated,03072000|03072655|03073000,False
huc8_05020006,03076500,development,True,4,,17.289548872897626,761.8,EastHghlnds,39.4,humid_continental,regulated,03077500|03079000|03081000|03083500,False
huc8_05020006,03077500,development,True,4,,2.5714253327580203,1122.0,EastHghlnds,38.9,humid_continental,regulated,03076500|03079000|03081000|03083500,False
huc8_05020006,03079000,development,False,4,,12.784715176528099,990.8,EastHghlnds,39.3,humid_continental,regulated,03076500|03077500|03081000|03083500,False
huc8_05020006,03081000,development,True,4,U2_D1_B0_X1,2.5714253327580203,2659.9,EastHghlnds,38.8,humid_continental,regulated,03076500|03077500|03079000|03083500,False
huc8_05020006,03083500,development,True,4,,58.92055675336036,4429.5,EastHghlnds,37.3,humid_continental,regulated,03076500|03077500|03079000|03081000,False
huc8_05030102,03094704,development,,4,,13.903274448857456,,,,humid_continental,regulated,03102850|03102950|03103500|03104490,False
huc8_05030102,03102850,development,True,4,U0_D2_B0_X2,11.562664203999075,870.5,NorthEast,37.0,humid_continental,regulated,03094704|03102950|03103500|03104490,False
huc8_05030102,03102950,development,False,4,,13.903274448857456,250.8,NorthEast,34.3,humid_continental,regulated,03094704|03102850|03103500|03104490,False
huc8_05030102,03103500,development,True,4,,11.562664203999075,1523.4,NorthEast,36.9,humid_continental,regulated,03094704|03102850|03102950|03104490,False
huc8_05030102,03104490,development,,4,,29.05345005461255,,,,humid_continental,regulated,03094704|03102850|03102950|03103500,False
huc8_05040001,03119341,development,,10,U0_D0_B0_X10,5.845819053069067,,,,humid_continental,unmatched_gages,03119971|03119979|03120820|03120869|03120961|03125338|03126395|03127980|03127986|03127989,False
huc8_05040001,03119971,development,,10,,2.676678035580663,,,,humid_continental,unmatched_gages,03119341|03119979|03120820|03120869|03120961|03125338|03126395|03127980|03127986|03127989,False
huc8_05040001,03119979,development,,10,,2.676678035580663,,,,humid_continental,unmatched_gages,03119341|03119971|03120820|03120869|03120961|03125338|03126395|03127980|03127986|03127989,False
huc8_05040001,03120820,development,,10,,2.8019837267545604,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120869|03120961|03125338|03126395|03127980|03127986|03127989,False
huc8_05040001,03120869,development,,10,,2.8019837267545604,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120820|03120961|03125338|03126395|03127980|03127986|03127989,False
huc8_05040001,03120961,development,,10,,5.5554729263340406,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120820|03120869|03125338|03126395|03127980|03127986|03127989,False
huc8_05040001,03125338,development,,10,,18.28097765231387,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120820|03120869|03120961|03126395|03127980|03127986|03127989,False
huc8_05040001,03126395,development,,10,,7.637519668822506,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120820|03120869|03120961|03125338|03127980|03127986|03127989,False
huc8_05040001,03127980,development,,10,,1.425266783728784,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120820|03120869|03120961|03125338|03126395|03127986|03127989,False
huc8_05040001,03127986,development,,10,,2.998400734195433,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120820|03120869|03120961|03125338|03126395|03127980|03127989,False
huc8_05040001,03127989,development,,10,,1.425266783728784,,,,humid_continental,unmatched_gages,03119341|03119971|03119979|03120820|03120869|03120961|03125338|03126395|03127980|03127986,False
huc8_05040005,03140853,development,,2,U0_D0_B0_X2,1.402572624880487,,,,humid_continental,unmatched_gages,03140900|03140950,False
huc8_05040005,03140900,development,,2,,1.402572624880487,,,,humid_continental,unmatched_gages,03140853|03140950,False
huc8_05040005,03140950,development,,2,,4.171499253568572,,,,humid_continental,unmatched_gages,03140853|03140900,False
huc8_05090203,03262001,development,False,2,U0_D0_B0_X2,8.58826707652098,62.7,SEPlains,19.0,humid_continental,unregulated,03277075|03277130,False
huc8_05090203,03277075,development,False,2,,8.58826707652098,95.5,SEPlains,17.0,humid_continental,unregulated,03262001|03277130,False
huc8_05090203,03277130,development,False,2,,16.58626673900968,94.2,SEPlains,15.0,humid_continental,unregulated,03262001|03277075,False
huc8_05110001,03306000,development,True,2,,13.873295872448237,1767.2,SEPlains,22.9,humid_continental,regulated,03306500|03311500,False
huc8_05110001,03306500,development,True,2,,13.873295872448237,1906.3,SEPlains,23.1,humid_continental,regulated,03306000|03311500,False
huc8_05110001,03311500,development,True,2,U2_D0_B0_X0,67.31524067501604,7158.0,SEPlains,27.6,humid_continental,regulated,03306000|03306500,True
huc8_05120201,03353200,development,False,2,,26.29017019970773,273.9,CntlPlains,27.9,humid_continental,regulated,03353611|03354000,False
huc8_05120201,03353611,development,True,2,,26.29017019970773,4857.2,CntlPlains,32.1,humid_continental,regulated,03353200|03354000,False
huc8_05120201,03354000,development,True,2,,29.588899457581576,6324.6,CntlPlains,30.1,humid_continental,regulated,03353200|03353611,False
huc8_05130202,03431083,development,,2,,2.0009031818889835,,,,humid_continental,unmatched_gages,03431091|03431514,False
huc8_05130202,03431091,development,,2,U0_D1_B0_X1,2.0009031818889835,,,,humid_continental,unmatched_gages,03431083|03431514,False
huc8_05130202,03431514,development,,2,,9.957884171966647,,,,humid_continental,unmatched_gages,03431083|03431091,False
huc8_05140101,03292470,development,False,7,,7.014435371433069,181.9,SEPlains,18.3,humid_continental,unregulated,03292474|03292475|03292480|03292500|03293000|03293500|03293530,False
huc8_05140101,03292474,development,False,7,U0_D0_B1_X6,3.6080645459907195,17.2,SEPlains,20.9,humid_continental,unregulated,03292470|03292475|03292480|03292500|03293000|03293500|03293530,False
huc8_05140101,03292475,development,False,7,,1.053465715722373,27.5,SEPlains,21.4,humid_continental,unregulated,03292470|03292474|03292480|03292500|03293000|03293500|03293530,False
huc8_05140101,03292480,development,False,7,,1.053465715722373,14.9,SEPlains,21.1,humid_continental,unregulated,03292470|03292474|03292475|03292500|03293000|03293500|03293530,False
huc8_05140101,03292500,development,False,7,,4.367450850172692,45.3,SEPlains,22.8,humid_continental,unregulated,03292470|03292474|03292475|03292480|03293000|03293500|03293530,False
huc8_05140101,03293000,development,False,7,,4.367450850172692,48.8,SEPlains,21.9,humid_continental,unregulated,03292470|03292474|03292475|03292480|03292500|03293500|03293530,False
huc8_05140101,03293500,development,False,7,,3.532874405995391,65.6,SEPlains,22.4,humid_continental,unregulated,03292470|03292474|03292475|03292480|03292500|03293000|03293530,False
huc8_05140101,03293530,development,False,7,,3.532874405995391,15.4,SEPlains,23.1,humid_continental,unregulated,03292470|03292474|03292475|03292480|03292500|03293000|03293500,False
huc8_05140102,03293510,development,False,12,,13.485700557303486,156.1,SEPlains,22.8,humid_continental,unregulated,03297800|03297900|03298000|03298135|03298150|03298200|03298250|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03297800,development,False,12,,10.041086543489968,31.4,SEPlains,21.3,humid_continental,unregulated,03293510|03297900|03298000|03298135|03298150|03298200|03298250|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03297900,development,False,12,,10.798378660732048,207.5,SEPlains,18.4,humid_continental,unregulated,03293510|03297800|03298000|03298135|03298150|03298200|03298250|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03298000,development,False,12,,7.825416069296539,358.2,SEPlains,18.8,humid_continental,unregulated,03293510|03297800|03297900|03298135|03298150|03298200|03298250|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03298135,development,False,12,,4.077701137842902,14.1,SEPlains,21.1,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298150|03298200|03298250|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03298150,development,False,12,,4.077701137842902,30.0,SEPlains,21.0,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298200|03298250|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03298200,development,False,12,,5.391835375732065,552.7,SEPlains,19.4,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298150|03298250|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03298250,development,False,12,,5.391835375732065,29.2,SEPlains,21.1,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298150|03298200|03301900|03301940|03302000|03302030|03302050,False
huc8_05140102,03301900,development,False,12,,5.503581359697731,8.9,SEPlains,21.7,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298150|03298200|03298250|03301940|03302000|03302030|03302050,False
huc8_05140102,03301940,development,,12,U1_D2_B0_X9,6.286170202101947,,,,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298150|03298200|03298250|03301900|03302000|03302030|03302050,False
huc8_05140102,03302000,development,False,12,,9.725516417304432,166.7,SEPlains,22.9,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298150|03298200|03298250|03301900|03301940|03302030|03302050,False
huc8_05140102,03302030,development,False,12,,1.4971045573021957,214.5,SEPlains,22.9,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298150|03298200|03298250|03301900|03301940|03302000|03302050,False
huc8_05140102,03302050,development,False,12,,1.4971045573021957,10.7,SEPlains,23.0,humid_continental,unregulated,03293510|03297800|03297900|03298000|03298135|03298150|03298200|03298250|03301900|03301940|03302000|03302030,False
huc8_07040006,05382255,development,False,3,,2.049642725892812,9.6,CntlPlains,56.5,humid_continental,unregulated,05382257|05382267|05382284,False
huc8_07040006,05382257,development,False,3,,2.049642725892812,12.5,CntlPlains,56.8,humid_continental,unregulated,05382255|05382267|05382284,False
huc8_07040006,05382267,development,False,3,U0_D0_B0_X3,3.466215938791613,167.9,CntlPlains,55.9,humid_continental,unregulated,05382255|05382257|05382284,False
huc8_07040006,05382284,development,,3,,4.9029546070367385,,,,humid_continental,unregulated,05382255|05382257|05382267,False
huc8_07070005,05406460,development,,2,,1.048962646804374,,,,humid_continental,unregulated,05406470|05406491,False
huc8_07070005,05406470,development,,2,U0_D0_B0_X2,1.048962646804374,,,,humid_continental,unregulated,05406460|05406491,False
huc8_07070005,05406491,development,,2,,2.7511851562401413,,,,humid_continental,unregulated,05406460|05406470,False
huc8_07120001,05515500,development,True,8,,9.589686182005071,1371.5,CntlPlains,66.9,humid_continental,regulated,05516665|05517000|05517010|05517500|05518000|05527000|05527500|412320088154101,False
huc8_07120001,05516665,development,,8,,13.32240029518135,,,,humid_continental,regulated,05515500|05517000|05517010|05517500|05518000|05527000|05527500|412320088154101,False
huc8_07120001,05517000,development,False,8,U1_D5_B0_X2,9.779377723817769,1127.2,CntlPlains,60.4,humid_continental,regulated,05515500|05516665|05517010|05517500|05518000|05527000|05527500|412320088154101,False
huc8_07120001,05517010,development,,8,,9.589686182005071,,,,humid_continental,regulated,05515500|05516665|05517000|05517500|05518000|05527000|05527500|412320088154101,False
huc8_07120001,05517500,development,True,8,,21.5653530688801,3467.3,CntlPlains,63.6,humid_continental,regulated,05515500|05516665|05517000|05517010|05518000|05527000|05527500|412320088154101,False
huc8_07120001,05518000,development,True,8,,31.39489609686899,4587.0,CntlPlains,60.9,humid_continental,regulated,05515500|05516665|05517000|05517010|05517500|05527000|05527500|412320088154101,False
huc8_07120001,05527000,development,,8,,12.193092876514525,,,,humid_continental,regulated,05515500|05516665|05517000|05517010|05517500|05518000|05527500|412320088154101,False
huc8_07120001,05527500,development,True,8,,7.829562006176159,13289.2,CntlPlains,44.9,humid_continental,regulated,05515500|05516665|05517000|05517010|05517500|05518000|05527000|412320088154101,False
huc8_07120001,412320088154101,development,,8,,7.829562006176159,,,,humid_continental,regulated,05515500|05516665|05517000|05517010|05517500|05518000|05527000|05527500,False
huc8_07120004,05536995,development,True,2,,11.679616335219292,1913.6,CntlPlains,32.1,humid_continental,regulated,05537980|05539670,False
huc8_07120004,05537980,development,True,2,U0_D1_B0_X1,11.679616335219292,2925.8,CntlPlains,35.7,humid_continental,regulated,05536995|05539670,False
huc8_07120004,05539670,development,,2,,17.400350191573867,,,,humid_continental,regulated,05536995|05537980,False
huc8_10230006,06610000,development,,2,U1_D1_B0_X0,11.133564058463651,,,,cold_semiarid,unmatched_gages,410333095530101|412126095565201,False
huc8_10230006,410333095530101,development,,2,,22.451810269384467,,,,cold_semiarid,unmatched_gages,06610000|412126095565201,False
huc8_10230006,412126095565201,development,,2,,11.133564058463651,,,,cold_semiarid,unmatched_gages,06610000|410333095530101,False
huc8_10300101,06893060,development,,4,,4.804519995614997,,,,cold_semiarid,regulated,06893620|06893820|06893890|06894000,False
huc8_10300101,06893620,development,False,4,,4.804519995614997,24.4,CntlPlains,21.6,cold_semiarid,regulated,06893060|06893820|06893890|06894000,False
huc8_10300101,06893820,development,,4,,3.861860459345464,,,,cold_semiarid,regulated,06893060|06893620|06893890|06894000,False
huc8_10300101,06893890,development,True,4,,3.861860459345464,89.0,CntlPlains,21.2,cold_semiarid,regulated,06893060|06893620|06893820|06894000,False
huc8_10300101,06894000,development,True,4,U1_D0_B0_X3,9.1403547907528,480.4,CntlPlains,21.6,cold_semiarid,regulated,06893060|06893620|06893820|06893890,False
huc8_11010014,07075250,validation,,2,U0_D2_B0_X0,8.153936208302856,,,,humid_subtropical,regulated,07075270|07076000,False
huc8_11010014,07075270,validation,,2,,8.153936208302856,,,,humid_subtropical,regulated,07075250|07076000,False
huc8_11010014,07076000,validation,True,2,,56.82332022214617,2976.5,EastHghlnds,28.2,humid_subtropical,regulated,07075250|07075270,False
huc8_11020002,07096000,validation,True,4,,21.61036048094817,7940.4,WestMnts,66.6,humid_subtropical,regulated,07097000|07099400|07099969|07109500,False
huc8_11020002,07097000,validation,True,4,,21.61036048094817,10246.7,WestMnts,62.7,humid_subtropical,regulated,07096000|07099400|07099969|07109500,False
huc8_11020002,07099400,validation,True,4,U1_D2_B0_X1,9.978010528745427,11952.3,WestMnts,60.2,humid_subtropical,regulated,07096000|07097000|07099969|07109500,False
huc8_11020002,07099969,validation,,4,,9.978010528745427,,,,humid_subtropical,regulated,07096000|07097000|07099400|07109500,False
huc8_11020002,07109500,validation,True,4,,18.127691674370986,16200.6,WestMnts,57.0,humid_subtropical,regulated,07096000|07097000|07099400|07099969,False
huc8_11020003,07105530,validation,True,2,,24.9029067790548,1072.0,WestMnts,50.0,humid_subtropical,regulated,07106000|07106500,False
huc8_11020003,07106000,validation,True,2,,24.9029067790548,1768.5,WestPlains,49.7,humid_subtropical,regulated,07105530|07106500,False
huc8_11020003,07106500,validation,True,2,,35.41838392300005,2404.4,WestPlains,48.8,humid_subtropical,regulated,07105530|07106000,False
huc8_11030012,07143672,validation,False,1,,19.109132261083026,2003.4,WestPlains,24.6,humid_subtropical,regulated,07144100,False
huc8_11030012,07144100,validation,True,1,,19.109132261083026,3200.4,WestPlains,25.3,humid_subtropical,regulated,07143672,False
huc8_11030012,375350097262800,validation,,1,U0_D0_B1_X0,2.1392928412406924,,,,humid_subtropical,regulated,07144100,False
huc8_11130206,07311900,validation,True,3,,23.684638089922075,4771.7,WestPlains,19.6,humid_subtropical,regulated,07312100|07312500|07312700,False
huc8_11130206,07312100,validation,True,3,,23.684638089922075,5275.7,WestPlains,19.1,humid_subtropical,regulated,07311900|07312500|07312700,False
huc8_11130206,07312500,validation,True,3,U2_D1_B0_X0,27.06147342161707,8146.3,WestPlains,16.8,humid_subtropical,regulated,07311900|07312100|07312700,True
huc8_11130206,07312700,validation,True,3,,27.06147342161707,8852.9,WestPlains,16.0,humid_subtropical,regulated,07311900|07312100|07312500,False
huc8_13060011,08405200,development,,2,,28.735368023382673,,,,cold_arid_highland,unmatched_gages,08406500|08407500,False
huc8_13060011,08406500,development,,2,U1_D1_B0_X0,14.789419674962419,,,,cold_arid_highland,unmatched_gages,08405200|08407500,False
huc8_13060011,08407500,development,,2,,14.789419674962419,,,,cold_arid_highland,unmatched_gages,08405200|08406500,False
huc8_15030108,09522005,development,,2,,25.765364599450233,,,,hot_arid,unmatched_gages,09534000|09534550,False
huc8_15030108,09534000,development,,2,,0.2400338128976489,,,,hot_arid,unmatched_gages,09522005|09534550,False
huc8_15030108,09534550,development,,2,,0.2400338128976489,,,,hot_arid,unmatched_gages,09522005|09534000,False
huc8_16020102,10133650,development,False,2,,5.467840730588596,89.6,WestMnts,68.5,cold_semiarid,unregulated,10133800|10133980,False
huc8_16020102,10133800,development,False,2,U1_D1_B0_X0,5.467840730588596,147.8,WestMnts,69.0,cold_semiarid,unregulated,10133650|10133980,True
huc8_16020102,10133980,development,False,2,,12.368356735769934,285.2,WestMnts,69.7,cold_semiarid,unregulated,10133650|10133800,False
huc8_16050102,10348200,development,True,2,,22.541997864846525,2762.5,WestMnts,67.1,cold_semiarid,regulated,10350500|10351600,False
huc8_16050102,10350500,development,,2,U1_D1_B0_X0,4.399749031228017,,,,cold_semiarid,regulated,10348200|10351600,False
huc8_16050102,10351600,development,True,2,,4.399749031228017,4132.7,WestMnts,67.6,cold_semiarid,regulated,10348200|10350500,False
