date,P01020A,P01024A,E03228A,E06053A,E10096A,E04263A,E10217A,E16044A
2017-07-28,14.889020833333333,14.377875000000001,,,,,,
2017-07-29,15.094083333333332,14.673395833333332,,,,,,
2017-07-30,14.8809375,14.375437499999999,,,,,,
2017-07-31,14.471479166666667,13.845854166666667,,,,,,
2017-08-01,14.315208333333333,13.517249999999999,,,,,,
2017-08-02,14.366729166666666,13.665833333333333,,20.495,,,,
2017-08-03,14.786875,14.285553191489363,,,,,,
2017-08-04,14.607041666666667,14.179531914893618,,,,,,
2017-08-05,13.725291666666665,13.000416666666666,,,,,,
2017-08-06,13.9226875,13.301854166666667,,,,,,
2017-08-07,14.578395833333333,14.0676875,,,,,,
2017-08-08,14.216729166666667,13.7433125,,,,,,
2017-08-09,14.529770833333332,14.16925,,,,,,
2017-08-10,14.318714285714284,14.0399375,,,,,,
2017-08-11,14.029708333333334,13.688229166666666,,13.4905,,,,
2017-08-12,14.246729166666666,14.038291666666666,,13.435208333333334,,,,
2017-08-13,13.711166666666665,13.440395833333334,,12.76276595744681,,,,
2017-08-14,14.162270833333332,14.279895833333335,,13.681489361702127,,,,
2017-08-15,14.412395833333333,15.000020833333332,,14.607708333333333,,,,
2017-08-16,14.109083333333333,13.460812500000001,,13.41375,,,,
2017-08-17,15.014145833333332,14.413104166666665,,15.064791666666666,,,,
2017-08-18,14.356229166666667,13.567291666666668,,14.06255319148936,,,,
2017-08-19,13.817770833333334,12.968291666666666,,12.824791666666668,,,,
2017-08-20,13.765583333333334,12.8755,,12.736808510638298,,,,
2017-08-21,13.903645833333334,12.83975,,12.515416666666667,,,,
2017-08-22,14.703541666666666,13.895145833333332,,14.218125,,,,
2017-08-23,14.924291666666667,14.206666666666665,,15.399565217391304,,,,
2017-08-24,14.367958333333334,13.691770833333335,,14.599791666666667,,,,
2017-08-25,14.358291666666666,13.681208333333332,,13.723125000000001,,,,
2017-08-26,14.481604166666665,13.762437499999999,,13.925833333333335,,,,
2017-08-27,14.193687500000001,13.500291666666667,,13.347708333333332,,,,
2017-08-28,14.893645833333332,14.297854166666667,,13.982916666666668,,,,
2017-08-29,14.323354166666666,13.637020833333333,,13.643125,,,,
2017-08-30,13.576625,12.685854166666667,,12.266458333333333,,,,
2017-08-31,13.652979166666666,12.563958333333334,,12.13125,,,,
2017-09-01,13.5606875,12.294791666666667,,11.698541666666666,,,,
2017-09-02,13.561958333333335,12.243250000000002,,12.239583333333334,,,,
2017-09-03,13.889208333333334,12.874020833333333,,12.667499999999999,,,,
2017-09-04,14.297895833333333,13.574291666666667,,13.107708333333333,,,,
2017-09-05,15.09925,14.462375,,13.972499999999998,,,,
2017-09-06,14.2935625,13.522617021276595,,12.96375,,,,
2017-09-07,13.966270833333333,13.173791666666666,,12.385625,,,,
2017-09-08,14.150020833333334,13.527812500000001,,13.544166666666667,,,,
2017-09-09,13.565041666666666,12.634541666666665,,12.1,,,,
2017-09-10,13.316541666666666,12.404770833333332,,11.325106382978722,,,,
2017-09-11,13.607583333333332,12.981127659574469,,12.473958333333334,,,,
2017-09-12,13.343666666666666,12.4471875,,11.943125,,,,
2017-09-13,13.3575625,12.828645833333333,,12.30408163265306,,,,
2017-09-14,12.991791666666666,12.237,,11.537916666666668,,,,
2017-09-15,12.84825,11.915702127659575,,11.169166666666667,,,,
2017-09-16,13.083583333333332,12.443229166666667,,11.595625,,,,
2017-09-17,13.2316875,12.621041666666665,,11.388333333333334,,,,
2017-09-18,13.109895833333333,12.411145833333334,,11.917499999999999,,,,
2017-09-19,12.660916666666667,11.627416666666667,,11.03125,,,,
2017-09-20,12.9189375,11.955041666666666,,10.883541666666666,,,,
2017-09-21,13.630375,13.122645833333332,,12.529787234042553,,,,
2017-09-22,12.943875,12.402625,,11.255416666666667,,,,
2017-09-23,13.446125,12.907604166666667,,12.497291666666667,,,,
2017-09-24,13.519229166666667,12.966875,,12.842500000000001,,,,
2017-09-25,13.698729166666666,13.1883125,,12.804583333333333,,,,
2017-09-26,13.426104166666667,12.7995,,12.782916666666667,,,,
2017-09-27,13.597312500000001,13.1415,,13.119166666666667,,,,
2017-09-28,13.905666666666667,13.427229166666669,,13.266458333333333,,,,
2017-09-29,13.625270833333333,12.998916666666666,,12.299583333333333,,,,
2017-09-30,12.915479166666666,12.104914893617023,,10.894166666666665,,,,
2017-10-01,13.783499999999998,13.582374999999999,,12.172291666666666,,,,
2017-10-02,13.033125,12.464893617021277,,12.034374999999999,,,,
2017-10-03,12.333520833333333,11.386958333333332,,10.633958333333334,,,,
2017-10-04,12.418208333333332,11.423666666666668,,10.7125,,,,
2017-10-05,12.541458333333333,12.143166666666666,,11.310208333333334,,,,
2017-10-06,11.909687499999999,10.8115,,10.287291666666667,,,,
2017-10-07,12.416104166666665,11.514354166666665,,10.993125,,,,
2017-10-08,12.512395833333334,11.624375,,11.091041666666667,,,,
2017-10-09,12.734229166666667,11.951895833333333,,11.6325,,,,
2017-10-10,12.834291666666667,12.166170212765957,,11.8725,,,,
2017-10-11,12.852083333333333,12.299604166666667,,11.99340425531915,,,,
2017-10-12,11.999208333333334,11.0148125,,10.701875000000001,,,,
2017-10-13,13.186458333333334,12.941833333333333,,12.180208333333333,,,,
2017-10-14,13.870604166666666,14.14931914893617,,14.226458333333333,,,,
2017-10-15,13.2713125,13.066708333333333,,12.751063829787233,,,,
2017-10-16,13.32004081632653,13.068081632653062,,12.242244897959184,,,,
2017-10-17,12.207458333333333,11.297312499999999,,11.127083333333333,,,,
2017-10-18,12.0350625,11.022520833333333,,9.998541666666666,,,,
2017-10-19,12.8876875,12.421479166666666,,11.535833333333334,,,,
2017-10-20,12.9390625,12.313145833333332,,11.966041666666667,,,,
2017-10-21,12.624395833333333,12.320458333333333,,11.570833333333333,,,,
2017-10-22,12.105895833333333,11.542291666666666,,10.78875,,,,
2017-10-23,11.595458333333333,11.298916666666665,,9.81125,,,,
2017-10-24,12.444479166666667,12.516479166666668,,11.455833333333333,,,,
2017-10-25,12.570958333333332,12.4325,,11.733617021276595,,,,
2017-10-26,12.1484375,11.685166666666667,,10.629791666666668,,,,
2017-10-27,11.37448484848485,10.716636363636363,,9.321250000000001,,,,
2017-10-28,11.686583333333333,11.045458333333334,,9.566595744680852,,,,
2017-10-29,11.234250000000001,10.040625,,10.319583333333332,,,,
2017-10-30,10.688708333333333,9.424416666666668,,8.725,,,,
2017-10-31,11.240583333333333,10.225291666666667,,9.528541666666667,,,,
2017-11-01,11.475541666666667,10.667250000000001,,10.198958333333334,,,,
2017-11-02,10.917541666666667,9.731125,,9.21808510638298,,,,
2017-11-03,10.859333333333334,9.643666666666666,,8.808958333333333,,,,
2017-11-04,10.557125000000001,10.461375,,9.827916666666667,,,,
2017-11-05,9.284541666666668,9.227708333333334,,7.47625,,,,
2017-11-06,8.927083333333334,8.620875,,6.592291666666667,,,,
2017-11-07,9.799666666666667,9.31409090909091,,8.496875000000001,,,,
2017-11-08,,,,8.27375,,,,
2017-11-09,,,,8.353541666666667,,,,
2017-11-10,,,,8.086170212765957,,,,
2017-11-11,,,,7.161041666666667,,,,
2017-11-12,,,,6.3525,,,,
2017-11-13,,,,6.5789583333333335,,,,
2017-11-14,,,,8.125,,,,
2017-11-15,,,,9.248958333333333,,,,
2017-11-16,,,,8.623877551020408,,,,
2017-11-17,,,,6.196041666666667,,,,
2017-11-18,,,,6.421458333333334,,,,
2017-11-19,,,,5.623333333333334,,,,
2017-11-20,,,,7.298125,,,,
2017-11-21,,,,8.503333333333334,,,,
2017-11-22,,,,9.923958333333333,,,,
2017-11-23,,,,9.065,,,,
2017-11-24,,,,6.0339583333333335,,,,
2017-11-25,,,,5.447500000000001,,,,
2017-11-26,,,,5.491875,,,,
2017-11-27,,,,6.787916666666667,14.89,,,
2017-11-28,,,,5.712708333333333,,,,
2017-11-29,,,,5.505833333333334,,,,
2017-11-30,,,,4.516041666666667,,,,
2017-12-01,,,,4.901666666666666,,,,
2017-12-02,,,,6.043541666666667,,,,
2017-12-03,,,,7.249375000000001,,,,
2017-12-04,,,,6.211458333333333,,,,
2017-12-05,,,,7.115833333333334,,,,
2017-12-06,,,,7.957708333333334,,,,
2017-12-07,,,,8.526458333333332,,,,
2017-12-08,,,,5.325208333333333,,,,
2017-12-09,,,,4.824166666666667,,,,
2017-12-10,,,,5.484166666666667,,,,
2017-12-11,,,,5.228541666666667,,,,
2017-12-12,,,,5.222291666666666,1.6053846153846154,,,
2017-12-13,,,,6.249583333333334,2.951041666666667,,,
2017-12-14,,,,5.3027999999999995,2.5047916666666667,,,
2017-12-15,,,,,3.6320833333333336,,,
2017-12-16,,,,,2.396666666666667,,,
2017-12-17,,,,,2.0654166666666667,,,
2017-12-18,,,,,2.5825,,,
2017-12-19,,,,,3.104375,,,
2017-12-20,,,,,5.068333333333333,,,
2017-12-21,,,,,6.455625,,,
2017-12-22,,,,,7.497291666666666,,,
2017-12-23,,,,,7.1620833333333325,,,
2017-12-24,,,,,7.965,,,
2017-12-25,,,,,7.933125,,,
2017-12-26,,,,,5.621666666666666,,,
2017-12-27,,,,,4.2125,,,
2017-12-28,,,,,1.992708333333333,,,
2017-12-29,,,,,1.988125,,,
2017-12-30,,,,,3.852083333333333,,,
2018-01-10,,,,,,16.85,16.962,
2018-01-23,,,,,,6.760869565217392,7.0264,
2018-01-24,,,,,,6.4725,6.4522916666666665,
2018-01-25,,,,,,5.549787234042553,5.5975,
2018-01-26,,,,,,5.7402083333333325,5.927291666666666,
2018-01-27,,,,,,5.75375,6.062708333333333,
2018-01-28,,,,,,7.079583333333333,7.63,
2018-01-29,,,,,,7.408333333333334,7.355,
2018-01-30,,,,,,5.615833333333334,5.449166666666667,
2018-01-31,,,,,,5.402916666666666,5.05375,
2018-02-01,,,,,,4.614166666666667,4.33,
2018-02-02,,,,,,5.551458333333334,5.463541666666667,
2018-02-03,,,,,,5.175416666666666,5.240833333333334,
2018-02-04,,,,,,5.039791666666667,5.064166666666667,
2018-02-05,,,,,,4.788043478260869,4.747708333333334,
2018-02-06,,,,,,4.070416666666667,3.969583333333333,
2018-02-07,,,,,,4.259791666666667,4.173958333333333,
2018-02-08,,,,,,4.576041666666667,4.826875,
2018-02-09,,,,,,5.302708333333333,5.4679166666666665,
2018-02-10,,,,,,4.425,4.576875,
2018-02-11,,,,,,4.989583333333333,5.055,
2018-02-12,,,,,,4.0325,4.152083333333334,
2018-02-13,,,,,,4.446458333333333,4.548958333333333,
2018-02-14,,,,,,4.4643749999999995,4.657708333333333,
2018-02-15,,,,,,5.183333333333334,5.1866666666666665,
2018-02-16,,,,,,4.594375,4.734583333333333,
2018-02-17,,,,,,4.729583333333333,5.172333333333333,
2018-02-18,,,,,,4.7387500000000005,,
2018-02-19,,,,,,6.388750000000001,6.922285714285715,
2018-02-20,,,,,,6.402083333333334,6.638333333333333,
2018-02-21,,,,,,6.2525,6.492291666666667,
2018-02-22,,,,,,5.198958333333334,5.29375,
2018-02-23,,,,,,4.143125,3.8233333333333337,
2018-02-24,,,,,,4.4643749999999995,3.561458333333333,
2018-02-25,,,,,,4.372708333333333,2.6929166666666666,
2018-02-26,,,,,,3.607083333333333,2.3604166666666666,
2018-02-27,,,,,,3.5877083333333335,3.0864583333333333,
2018-02-28,,,,,,2.549583333333333,0.7341666666666667,
2018-03-01,,,,,,2.3120833333333333,0.37729166666666664,
2018-03-02,,,,,,2.3595833333333336,1.2104166666666667,
2018-03-03,,,,,,2.58,1.9620833333333332,
2018-03-04,,,,,,3.7908333333333335,3.848125,
2018-03-05,,,,,,4.786875,5.4325,
2018-03-06,,,,,,5.2775,5.523333333333333,
2018-03-07,,,,,,5.253333333333333,6.081666666666667,
2018-03-08,,,,,,4.511875,5.0789583333333335,
2018-03-09,,,,,,4.796666666666667,5.569166666666667,
2018-03-10,,,,,,5.938124999999999,6.09375,
2018-03-11,,,,,,5.9093478260869565,6.225208333333334,
2018-03-12,,,,,,5.973958333333333,6.1031249999999995,
2018-03-13,,,,,,6.435,6.100625,
2018-03-14,,,,,,6.197446808510637,6.268125,
2018-03-15,,,,,,5.678958333333334,5.8272916666666665,
2018-03-16,,,,,,5.130208333333333,5.638125,
2018-03-17,,,,,,4.402978723404256,4.199791666666667,
2018-03-18,,,,,,3.579791666666667,3.4535416666666667,
2018-03-19,,,,,,4.4852083333333335,4.554791666666667,
2018-03-20,,,,,,5.514166666666667,5.748958333333333,
2018-03-21,,,,,,4.835,4.496521739130435,
2018-03-22,,,,,,6.7472916666666665,7.569545454545454,
2018-03-23,,,,,,6.609791666666666,7.104375,
2018-03-24,,,,,,6.716666666666666,7.604791666666667,
2018-03-25,,,,,,5.966875000000001,7.484583333333333,
2018-03-26,,,,,,5.958125,7.502083333333334,
2018-03-27,,,,,,6.350625,7.663333333333334,
2018-03-28,,,,,,6.235416666666667,7.498125000000001,
2018-03-29,,,,,,5.890625,7.20625,
2018-03-30,,,,,,6.520625,7.597916666666666,
2018-03-31,,,,,,5.831875,6.812682926829268,
2018-04-01,,,,,,5.798749999999999,6.71875,
2018-04-02,,,,,,5.578260869565218,6.360645161290323,
2018-04-03,,,,,,7.404583333333334,8.35,
2018-04-04,,,,,,7.290212765957446,7.9902083333333325,
2018-04-05,,,,,,6.983750000000001,7.213958333333333,
2018-04-06,,,,,,7.06,6.861458333333334,
2018-04-07,,,,,,7.4745833333333325,8.457916666666668,
2018-04-08,,,,,,7.758125,8.404166666666667,
2018-04-09,,,,,,8.245,9.152978723404255,
2018-04-10,,,,,,7.25875,8.517272727272728,
2018-04-11,,,,,,7.244583333333334,,
2018-04-12,,,,,,7.051041666666666,,
2018-04-13,,,,,,7.4089583333333335,,
2018-04-14,,,,,,8.11375,,
2018-04-15,,,,,,8.209791666666666,,
2018-04-16,,,,,,9.101875,,
2018-04-17,,,,,,9.424285714285714,11.34153846153846,
2018-04-18,,,,,,11.103125,12.011666666666665,
2018-04-19,,,,,,11.472499999999998,12.449375000000002,
2018-04-20,,,,,,11.382083333333334,12.001249999999999,
2018-04-21,,,,,,9.887500000000001,10.724583333333333,
2018-04-22,,,,,,10.785833333333334,11.63875,
2018-04-23,,,,,,9.860208333333333,10.323333333333332,
2018-04-24,,,,,,9.733333333333333,10.122291666666667,
2018-04-25,,,,,,9.435833333333333,9.999583333333334,
2018-04-26,,,,,,8.998085106382979,9.438723404255319,
2018-04-27,,,,,,8.570833333333333,9.328125,
2018-04-28,,,,,,8.905625,9.500208333333333,
2018-04-29,,,,,,8.775,9.044375,
2018-04-30,,,,,,8.284791666666667,8.372083333333334,
2018-05-01,,,,,,8.22804347826087,9.05875,
2018-05-02,,,,,,9.220652173913043,9.664375,
2018-05-03,,,,,,9.079318181818183,9.722083333333334,
2018-05-04,,,,,,10.062954545454545,11.010208333333333,
2018-05-05,,,,,,10.65931818181818,11.975416666666668,
2018-05-06,,,,,,10.956521739130435,12.602083333333333,
2018-05-07,,,,,,11.15,13.180208333333333,
2018-05-08,,,,,,11.762391304347828,13.258541666666666,
2018-05-09,,,,,,11.357045454545455,12.311702127659574,
2018-05-10,,,,,,10.889565217391304,11.430208333333333,
2018-05-11,,,,,,10.371956521739131,10.76625,
2018-05-12,,,,,,10.775681818181818,11.959166666666667,
2018-05-13,,,,,,11.022127659574467,11.451666666666666,
2018-05-14,,,,,,10.541818181818181,10.788333333333334,
2018-05-15,,,,,,10.707173913043478,10.949375000000002,
2018-05-16,,,,,,10.590833333333334,10.471458333333333,
2018-05-17,,,,,,10.21125,9.878541666666667,
2018-05-18,,,,,,9.921666666666667,9.66375,
2018-05-19,,,,,,10.137083333333333,10.264375,
2018-05-20,,,,,,10.679565217391303,11.011666666666668,
2018-05-21,,,,,,10.943333333333333,11.096041666666666,
2018-05-22,,,,,,10.928333333333333,10.900208333333333,
2018-05-23,,,,,,10.840208333333335,10.480416666666667,
2018-05-24,,,,,,10.749166666666667,10.317916666666667,
2018-05-25,,,,,,11.387916666666667,11.040625,
2018-05-26,,,,,,11.36021739130435,11.356666666666667,
2018-05-27,,,,,,11.642083333333334,12.03,
2018-05-28,,,,,,11.91,12.366875,
2018-05-29,,,,,,11.882608695652175,12.053541666666668,
2018-05-30,,,,,,11.967173913043478,12.01,
2018-05-31,,,,,,12.279782608695653,12.9225,
2018-06-01,,,,,,12.325208333333334,12.85125,
2018-06-02,,,,,,12.7575,13.017708333333333,
2018-06-03,,,,,,12.668125000000002,13.0075,
2018-06-04,,,,,,12.534166666666666,12.752765957446808,
2018-06-05,,,,,,12.386875000000002,12.014583333333334,
2018-06-06,,,,,,12.261666666666665,12.03125,
2018-06-07,,,,,,12.380416666666667,12.367708333333333,
2018-06-08,,,,,,12.229375,11.924166666666666,
2018-06-09,,,,,,12.218958333333333,11.981666666666667,
2018-06-10,,,,,,12.180208333333333,12.084583333333333,
2018-06-11,,,,,,12.390833333333333,12.490208333333333,
2018-06-12,,,,,,12.579166666666666,12.40375,
2018-06-13,,,,,,12.57875,12.654166666666667,
2018-06-14,,,,,,12.815909090909091,13.043750000000001,
2018-06-15,,,,,,12.41171875,11.980833333333335,
2018-06-16,,,,,,12.792127659574469,12.319999999999999,
2018-06-17,,,,,,12.821041666666666,12.726875,
2018-06-18,,,,,,13.049791666666666,13.507083333333334,
2018-06-19,,,,,,13.013541666666667,13.395957446808511,
2018-06-20,,,,,,13.173541666666667,13.947291666666667,
2018-06-21,,,,,,12.894791666666668,12.673404255319149,
2018-06-22,,,,,,12.780000000000001,12.682708333333332,
2018-06-23,,,,,,12.581458333333332,11.649583333333332,
2018-06-24,,,,,,12.761458333333332,12.300624999999998,
2018-06-25,,,,,,13.220833333333333,12.802291666666667,
2018-06-26,,,,,,13.147708333333334,12.446041666666666,
2018-06-27,,,,,,13.297826086956523,12.709166666666667,
2018-06-28,,,,,,13.498125,13.122083333333334,
2018-06-29,,,,,,13.559583333333334,13.227021276595744,
2018-06-30,,,,,,13.751875,13.65787234042553,
2018-07-01,,,,,,13.687608695652173,13.950208333333334,
2018-07-02,,,,,,13.756041666666667,14.062291666666667,
2018-07-03,,,,,,13.90625,13.710833333333333,
2018-07-04,,,,,,13.642553191489363,13.540416666666667,
2018-07-05,,,,,,14.122666666666666,14.145833333333334,
2018-07-06,,,,,,14.07125,14.80531914893617,
2018-07-07,,,,,,14.132553191489363,14.938541666666666,
2018-07-08,,,,,,14.039166666666667,14.686458333333334,
2018-07-09,,,,,,14.064782608695653,14.178125,25.19666666666667
2018-07-10,,,,,,13.94625,13.409791666666665,
2018-07-11,,,,,,14.043124999999998,13.824791666666668,
2018-07-12,,,,,,13.796666666666667,13.969148936170212,
2018-07-13,,,,,,13.835744680851063,14.175744680851064,
2018-07-14,,,,,,14.10891304347826,14.891666666666666,
2018-07-15,,,,,,14.014565217391304,15.022083333333333,
2018-07-16,,,,,,14.505625,14.991875,
2018-07-17,,,,,,15.376041666666666,15.127291666666666,
2018-07-18,,,,,,14.23808510638298,13.338958333333332,
2018-07-19,,,,,,14.211458333333333,14.222083333333332,
2018-07-20,,,,,,13.989999999999998,13.746041666666665,
2018-07-21,,,,,,13.768958333333332,13.575416666666667,
2018-07-22,,,,,,14.172083333333333,14.976875,
2018-07-23,,,,,,14.256875,16.162708333333335,
2018-07-24,,,,,,14.387045454545454,16.058958333333333,
2018-07-25,,,,,,14.267083333333334,15.091458333333334,
2018-07-26,,,,,,15.387083333333335,16.256249999999998,
2018-07-27,,,,,,17.321875000000002,17.925833333333333,
2018-07-28,,,,,,16.81,16.237727272727273,
2018-07-29,,,,,,16.388333333333332,15.586595744680853,
2018-07-30,,,,,,17.124375,15.604999999999999,
2018-07-31,,,,,,16.2725,15.092083333333333,
2018-08-01,,,,,,15.524791666666667,14.624791666666667,
2018-08-02,,,,,,15.471041666666666,15.703958333333333,
2018-08-03,,,,,,15.368958333333333,16.294375,
2018-08-04,,,,,,15.434166666666668,15.528541666666667,
2018-08-05,,,,,,15.219999999999999,14.844583333333333,
2018-08-06,,,,,,15.28875,15.521666666666667,
2018-08-07,,,,,,15.459791666666668,15.99,
2018-08-08,,,,,,15.041041666666667,14.689375,
2018-08-09,,,,,,14.397708333333334,13.276666666666666,
2018-08-10,,,,,,14.199375000000002,12.600833333333334,
2018-08-11,,,,,,14.150625,12.57404255319149,
2018-08-12,,,,,,15.893958333333332,15.174791666666666,
2018-08-13,,,,,,15.674375,16.230416666666667,
2018-08-14,,,,,,15.328936170212767,17.635106382978723,
2018-08-15,,,,,,15.592083333333333,17.097916666666666,
2018-08-16,,,,,,15.989791666666667,15.441458333333332,
2018-08-17,,,,,,14.745416666666666,13.081458333333332,
2018-08-18,,,,,,15.095625,14.370624999999999,
2018-08-19,,,,,,15.227916666666667,14.945833333333333,
2018-08-20,,,,,,15.347916666666668,14.503333333333332,
2018-08-21,,,,,,15.739791666666667,14.853958333333333,
2018-08-22,,,,,,15.3075,14.52375,
2018-08-23,,,,,,15.1075,13.598541666666668,
2018-08-24,,,,,,14.572083333333333,12.338541666666666,
2018-08-25,,,,,,14.162708333333333,11.517291666666667,
2018-08-26,,,,,,14.140208333333334,11.802916666666667,
2018-08-27,,,,,,14.656666666666666,12.873750000000001,
2018-08-28,,,,,,14.517916666666666,12.7975,
2018-08-29,,,,,,14.565208333333333,12.913333333333334,
2018-08-30,,,,,,13.942083333333334,11.870624999999999,
2018-08-31,,,,,,13.504375000000001,11.49,
2018-09-01,,,,,,14.093541666666667,12.546875,
2018-09-02,,,,,,14.685416666666667,13.454374999999999,
2018-09-03,,,,,,14.698125,13.091666666666667,
2018-09-04,,,,,,14.415416666666667,12.623958333333334,
2018-09-05,,,,,,14.495833333333332,12.480416666666668,
2018-09-06,,,,,,13.999375,12.076875000000001,
2018-09-07,,,,,,14.093333333333334,10.949791666666668,
2018-09-08,,,,,,14.475416666666668,11.675624999999998,
2018-09-09,,,,,,14.796041666666667,13.247708333333334,
2018-09-10,,,,,,13.958958333333333,12.079791666666667,
2018-09-11,,,,,,14.511875000000002,12.410208333333335,
2018-09-12,,,,,,14.287291666666667,12.016808510638297,
2018-09-13,,,,,,13.756041666666667,11.543958333333334,
2018-09-14,,,,,,13.704791666666667,11.820208333333333,
2018-09-15,,,,,,13.496250000000002,11.586041666666667,
