date,GPRSA9A,GSML37,EN0099A,EN0100A,EN0101A,EP0124A,EP0130A,EP0137A
2013-09-02,,,,,,13.819375,13.852708333333332,
2013-09-03,,,,,,14.3075,14.77625,
2013-09-04,,,,,,13.506666666666668,13.611875,
2013-09-05,,,,,,13.855416666666665,14.017083333333334,
2013-09-06,,,,,,12.994583333333333,13.220833333333333,
2013-09-07,,,,,,12.446875,12.477083333333333,
2013-09-08,,,,,,12.393958333333332,12.264791666666667,
2013-09-09,,,,,,13.616458333333334,13.654791666666666,
2013-09-10,,,,,,13.107291666666667,13.102083333333333,
2013-09-11,,,,,,13.464791666666665,13.510833333333332,
2013-09-12,,,,,,14.665625,14.804583333333333,
2013-09-13,,,,,,14.821875,15.070416666666667,
2013-09-14,,,,,,13.121666666666668,13.305,
2013-09-15,,,,,,12.510625,12.354999999999999,
2013-09-16,,,,,,12.078541666666666,12.251458333333334,
2013-09-17,,,,,,13.222708333333335,13.033333333333333,
2013-09-18,,,,,,13.224583333333333,13.437083333333334,
2013-09-19,,,,,,13.0675,12.987708333333332,
2013-09-20,,,,,,12.761875000000002,12.3965,
2013-09-21,,,,,,14.02625,,
2013-09-22,,,,,,14.501875,,
2013-09-23,,,,,,14.462916666666667,,
2013-09-24,,,,,,14.379375000000001,14.891785714285716,
2013-09-25,,,,,,13.717083333333333,13.940833333333332,
2013-09-26,,,,,,14.354583333333332,14.520625,
2013-09-27,,,,,,14.532291666666666,14.771041666666667,
2013-09-28,,,,,,14.635416666666666,14.82875,
2013-09-29,,,,,,14.397291666666668,14.59125,
2013-09-30,,,,,,14.451041666666667,14.637291666666668,
2013-10-01,,,,,,14.928333333333335,15.057916666666666,
2013-10-02,,,,,,14.917708333333332,15.147083333333335,
2013-10-03,,,,,,15.138958333333333,15.291666666666666,
2013-10-04,,,,,,14.881666666666668,15.033125,
2013-10-05,,,,,,13.773541666666667,13.857708333333333,
2013-10-06,,,,,,13.555625,13.50625,
2013-10-07,,,,,,14.227916666666667,14.415416666666667,
2013-10-08,,,,,,13.705,13.773333333333333,
2013-10-09,,,,,,13.201041666666667,13.352916666666667,
