date,GPRSA1A,EN0091A,EP0141A,M01015A,E02012A,E01100A
2013-04-17,,,,,12.703541666666666,
2013-04-18,,,,,11.847604166666665,
2013-04-19,,,,,11.785104166666665,
2013-04-20,,,,,11.746041666666665,
2013-04-21,,,,,11.558645833333335,
2013-04-22,,,,,11.128020833333332,
2013-04-23,,,,,12.3921875,
2013-04-24,,,,,13.786666666666667,
2013-04-25,,,,,13.801250000000001,
2013-04-26,,,,,13.514375000000001,
2013-04-27,,,,,12.131979166666667,
2013-04-28,,,,,11.113958333333334,
2013-04-29,,,,,11.5834375,
2013-04-30,,13.93,,,12.434791666666667,13.297999999999998
2013-05-01,,,,,13.135,
2013-05-02,,13.959999999999999,,,13.786145833333334,
2013-05-03,,15.01375,,,13.68757894736842,13.978399999999999
2013-05-04,,14.605833333333335,,,13.719375,13.903958333333334
2013-05-05,,16.0775,,,14.745416666666666,14.612291666666666
2013-05-06,,16.957916666666666,,,15.483229166666668,15.066249999999998
2013-05-07,,16.98270833333333,,,16.172291666666666,16.019375
2013-05-08,,17.559375,,,16.135,16.242708333333333
2013-05-09,,15.365833333333335,,,13.9771875,14.519166666666665
2013-05-10,,13.995208333333332,,,12.9146875,13.719583333333333
2013-05-11,,13.543958333333334,,,12.78625,13.352083333333333
2013-05-12,,12.539375,,,12.209583333333333,12.594583333333333
2013-05-13,,12.455625,,,12.398541666666667,12.480208333333332
2013-05-14,,12.030416666666667,,,11.823020833333333,12.112499999999999
2013-05-15,,11.17125,,,11.450625,11.369583333333333
2013-05-16,,11.597083333333332,,,12.335833333333333,11.926458333333334
2013-05-17,,13.225,,,12.847187499999999,13.149375
2013-05-18,,16.0125,,,14.344270833333333,14.045
2013-05-19,,16.494375,,,15.051770833333334,14.747708333333334
2013-05-20,,16.0775,,,14.59621052631579,14.589374999999999
2013-05-21,,15.770000000000001,,,14.905729166666667,14.79625
2013-05-22,,16.083333333333332,,,14.7415625,14.855833333333335
2013-05-23,,15.15375,,,13.589062499999999,14.239166666666668
2013-05-24,,13.080416666666666,,,12.000208333333333,12.972499999999998
2013-05-25,,11.200000000000001,,,12.269895833333335,12.451041666666667
2013-05-26,,13.424166666666666,,,14.1865625,13.580833333333333
2013-05-27,,15.333541666666667,,,14.465104166666668,14.485833333333334
2013-05-28,,14.3675,,,13.378645833333332,14.086666666666666
2013-05-29,,13.748333333333333,,,13.250833333333333,13.451875000000001
2013-05-30,,15.637916666666667,,,14.392395833333333,14.170208333333333
2013-05-31,,17.542916666666667,,,15.761666666666665,15.535416666666668
2013-06-01,,18.87875,,,17.108229166666668,16.79520833333333
2013-06-02,,18.021666666666665,,,17.4196875,17.278958333333332
2013-06-03,,18.63416666666667,,,17.389166666666664,17.66875
2013-06-04,,19.477083333333333,,,17.45927083333333,18.148333333333333
2013-06-05,,19.293125,,,17.806562500000002,18.573125
2013-06-06,,18.96229166666667,,,18.471041666666668,19.03291666666667
2013-06-07,,19.543958333333332,,,18.05,19.352291666666666
2013-06-08,,19.404791666666664,,,17.661041666666666,18.937916666666666
2013-06-09,,18.98125,,,18.080000000000002,19.127291666666668
2013-06-10,,18.678541666666668,,,17.224270833333332,19.000416666666666
2013-06-11,,18.043333333333333,,,16.213125,18.360625000000002
2013-06-12,,18.083541666666665,,,16.244791666666668,18.081458333333334
2013-06-13,,17.049375,,,15.914583333333333,17.099999999999998
2013-06-14,,16.444375,-9.99,,16.03625,16.803541666666668
2013-06-15,,16.740833333333335,-9.99,,15.831874999999998,16.605625
2013-06-16,,16.251458333333336,-9.99,,15.407083333333333,16.121458333333333
2013-06-17,,15.895625,-9.99,,15.379270833333335,16.015625
2013-06-18,,17.000416666666666,,,16.72822916666667,16.969375
2013-06-19,,18.131666666666668,,,18.281979166666666,18.094375
2013-06-20,,19.044166666666666,,,18.988958333333333,19.191875
2013-06-21,,19.789791666666666,,,18.382291666666667,19.136041666666667
2013-06-22,,18.956458333333334,,,17.584166666666665,18.76729166666667
2013-06-23,,17.590833333333332,,,16.342291666666664,17.523333333333333
2013-06-24,,17.373541666666664,,,15.930937499999999,16.903541666666666
2013-06-25,,17.4425,,,16.474479166666665,17.283958333333334
2013-06-26,,17.973125,,,16.825416666666666,17.901666666666667
2013-06-27,,18.97625,,,17.218958333333333,18.247291666666666
2013-06-28,,19.145625,,,17.631875,18.462083333333332
2013-06-29,,18.88083333333333,,,18.680729166666666,19.059791666666666
2013-06-30,,20.330208333333335,,,19.313645833333336,19.748958333333334
2013-07-01,,20.586875,,,19.177395833333332,19.989583333333332
2013-07-02,,19.620408163265306,,,17.91979381443299,19.72041666666667
2013-07-03,,18.511666666666667,,,17.357604166666665,19.007291666666667
2013-07-04,,19.356041666666666,,,18.1021875,19.015208333333334
2013-07-05,,19.72854166666667,,,18.865,19.3875
2013-07-06,,20.002291666666668,,,19.501562500000002,20.37375
2013-07-07,,20.282083333333333,,,20.017916666666668,21.342291666666668
2013-07-08,,20.642708333333335,,,20.940729166666667,22.42625
2013-07-09,,21.8275,,,21.376041666666666,23.000208333333333
2013-07-10,,22.285416666666666,,,21.326041666666665,23.283125
2013-07-11,,21.930833333333336,,,20.916145833333335,23.13270833333333
2013-07-12,,21.71604166666667,,,20.714583333333334,23.084791666666664
2013-07-13,,21.891666666666666,,,20.985,23.37375
2013-07-14,,22.234791666666666,,,21.449375,24.040208333333336
2013-07-15,,22.557083333333335,,,21.961770833333333,24.344583333333333
2013-07-16,,22.56375,,,21.850104166666668,24.366041666666664
2013-07-17,,22.36145833333333,,,21.585624999999997,24.359166666666667
2013-07-18,,22.403958333333335,,,21.6840625,24.722291666666667
2013-07-19,,22.458125,,,21.871770833333333,24.812291666666667
2013-07-20,,22.402083333333334,,,21.619895833333334,24.58375
2013-07-21,,22.6825,,,21.67895833333333,24.456458333333334
2013-07-22,,23.3,,,21.991249999999997,24.76625
2013-07-23,,23.310000000000002,,,21.918854166666666,24.880416666666665
2013-07-24,,22.762708333333332,,,21.49427083333333,24.600416666666664
2013-07-25,,22.430833333333336,,,21.089166666666667,24.162499999999998
2013-07-26,,21.93625,,,20.69364583333333,23.657291666666666
2013-07-27,,20.6825,,,19.679895833333333,22.752916666666668
2013-07-28,,19.816875,,,18.808020833333334,21.74083333333333
2013-07-29,,19.972916666666666,,,18.959374999999998,20.940625
2013-07-30,,19.851875,,,18.4771875,20.483541666666667
2013-07-31,,19.605833333333333,,,18.73875,20.267916666666668
2013-08-01,,19.762631578947367,,,19.53185567010309,20.656041666666667
2013-08-02,,,,,19.885416666666668,21.62875
2013-08-03,,,,,19.150000000000002,21.58729166666667
2013-08-04,,,,,17.832708333333333,21.016041666666666
2013-08-05,,,,,17.570416666666667,20.299583333333334
2013-08-06,,,24.954285714285714,,17.482916666666664,19.94666666666667
2013-08-07,,,19.395098039215686,,17.501770833333335,20.16375
2013-08-08,,,19.120208333333334,,17.338229166666668,20.329583333333332
2013-08-09,,,19.3553125,,17.70958333333333,20.497083333333332
2013-08-10,,,19.592043010752686,,17.640967741935484,20.401521739130434
2013-08-11,,,20.143854166666667,,17.758958333333332,20.508125
2013-08-12,,,19.79885416666667,,17.166875,20.1275
2013-08-13,,,19.4584375,,16.54625,19.624375
2013-08-14,,,19.1071875,,16.097291666666667,19.090416666666666
2013-08-15,,,19.643229166666668,,16.5325,19.047083333333333
2013-08-16,,,19.859684210526318,,17.291354166666668,19.453541666666666
2013-08-17,,,19.012083333333333,,16.971354166666668,19.367291666666667
2013-08-18,,,19.173750000000002,,16.672708333333333,19.171458333333334
2013-08-19,,,19.41375,,16.7240625,19.235416666666666
2013-08-20,,,19.272187499999998,,16.589375,19.182291666666668
2013-08-21,,,19.208229166666666,,16.390104166666667,19.212500000000002
2013-08-22,,,20.228645833333335,,16.95479166666667,19.873541666666664
2013-08-23,,,20.347604166666667,,17.110208333333333,20.051666666666666
2013-08-24,,,19.134687500000002,,16.794583333333332,19.814791666666668
2013-08-25,,,18.176666666666666,,15.986770833333333,19.118333333333332
2013-08-26,,,19.2446875,,16.005625,19.033541666666668
2013-08-27,,,19.739895833333332,,16.416458333333335,19.425833333333333
2013-08-28,,,19.6709375,,16.55270833333333,19.602708333333332
2013-08-29,,,19.42978947368421,,16.414479166666666,19.775625
2013-08-30,,,19.778333333333332,,16.427291666666665,19.804375
2013-08-31,,,19.669791666666665,,16.515729166666667,19.580833333333334
2013-09-01,,,18.323541666666667,,15.609583333333333,18.9725
2013-09-02,,,18.884583333333335,,15.348958333333334,18.876875000000002
2013-09-03,,,19.369583333333335,,15.603229166666667,19.016666666666666
2013-09-04,,,19.554479166666667,,15.8153125,19.29375
2013-09-05,,,19.460833333333333,,15.928020833333333,26.20104166666667
2013-09-06,,,19.0584375,,16.07875,64.269375
2013-09-07,,,18.099999999999998,,15.331354166666666,54.663125
2013-09-08,,,17.328541666666666,,14.417083333333332,35.520625
2013-09-09,,,17.347916666666666,,14.181354166666667,22.682857142857145
2013-09-10,,,16.6675,,13.940520833333332,16.749791666666667
2013-09-11,,,16.008229166666666,,13.637708333333334,16.264166666666664
2013-09-12,,,16.87125,,14.044791666666667,16.266875000000002
2013-09-13,,,17.240312499999998,,15.022291666666668,16.609166666666667
2013-09-14,,,16.479583333333334,,15.123750000000001,16.373958333333334
2013-09-15,,,15.240416666666667,,13.801875,15.360416666666666
2013-09-16,,,14.689166666666667,,13.083333333333334,14.494791666666666
2013-09-17,,,14.20221052631579,,13.103229166666667,14.153541666666667
2013-09-18,,,14.321562499999999,,13.624166666666667,14.078958333333333
2013-09-19,,,14.114895833333334,,13.3446875,14.158333333333333
2013-09-20,,,14.094270833333333,,13.021875,14.220625
2013-09-21,,,14.247708333333334,,13.194791666666667,14.38
2013-09-22,,,15.175104166666666,,14.270000000000001,14.896875
2013-09-23,,,15.716458333333334,,15.011145833333332,15.61875
2013-09-24,,,15.239583333333334,,14.659791666666665,15.638125
2013-09-25,,,15.823541666666666,,14.748125,15.948541666666666
2013-09-26,,,16.229166666666668,,15.263125,16.358124999999998
2013-09-27,,,15.983333333333334,,14.991145833333334,16.243125
2013-09-28,,,15.635104166666666,,14.612916666666665,16.104791666666667
2013-09-29,,,15.783229166666667,,14.687916666666666,15.957708333333334
2013-09-30,,,15.668333333333335,,14.700000000000001,15.914166666666667
2013-10-01,,,15.743229166666666,,14.699687500000001,15.81875
2013-10-02,,,16.320416666666667,,15.216354166666667,16.05666666666667
2013-10-03,,,16.372,,15.620104166666666,16.301458333333333
2013-10-04,,,,,15.871354166666668,16.453541666666666
2013-10-05,,,,,15.506666666666668,16.345208333333336
2013-10-06,,,,,14.501666666666667,15.840833333333334
2013-10-07,,,,,14.268020833333333,15.900833333333333
2013-10-08,,,,,14.265625,15.759583333333333
2013-10-09,,,,,13.8490625,15.475208333333333
2013-10-10,,,,,12.405104166666668,14.357916666666666
2013-10-11,,,,,11.239166666666668,13.18875
2013-10-12,,,,,11.513333333333334,12.694375
2013-10-13,,,,,11.512291666666668,12.404791666666666
2013-10-14,,,,,11.293020833333335,11.875208333333333
2013-10-15,,,,,10.772708333333334,11.513333333333334
2013-10-16,,,,,10.797916666666666,11.555833333333332
2013-10-17,,,,,11.657708333333334,12.160416666666668
2013-10-18,,,,,12.199791666666668,12.719166666666666
2013-10-19,,,,,13.176145833333335,13.348333333333334
2013-10-20,,,,,13.464270833333332,13.655416666666667
2013-10-21,,,,,13.596145833333333,13.825625
2013-10-22,,,,,14.23375,14.473958333333334
2013-10-23,,,,,14.088958333333332,14.443125
2013-10-24,,,,,12.8759375,13.310625
2013-10-25,,,,,13.419583333333334,13.5625
2013-10-26,,,,,13.831458333333332,13.950000000000001
2013-10-27,,,,,13.171770833333333,13.486458333333333
2013-10-28,,,,,13.011041666666666,13.283469387755101
2013-10-29,,,,,11.558958333333335,12.256458333333333
2013-10-30,,,,,11.326666666666666,11.38125
2013-10-31,,,,,12.0015625,11.586041666666667
2013-11-01,,,,,12.252916666666666,11.9325
2013-11-02,,,,,12.036041666666668,12.082708333333334
2013-11-03,,,,,10.750520833333333,11.2025
2013-11-04,,,,,10.535937500000001,10.660833333333334
2013-11-05,,,,,10.752708333333333,10.605208333333334
2013-11-06,,,,,11.551562500000001,11.053541666666668
2013-11-07,,,,,11.925425531914893,11.724255319148936
2013-11-08,,,,,10.344895833333334,10.936250000000001
2013-11-09,,,,,9.61375,9.846458333333333
2013-11-10,,,,,9.887395833333334,9.604166666666666
2013-11-11,,,,,10.667604166666665,9.911875
2013-11-12,,,,,11.5075,11.118333333333334
2013-11-13,,,,,9.5096875,10.422916666666667
2013-11-14,,,,,9.3715625,9.416666666666666
2013-11-15,,,,,8.736979166666666,8.546666666666667
2013-11-16,,,,,8.257083333333332,7.9781249999999995
2013-11-17,,,,,9.090625000000001,8.08
2013-11-18,,,,,9.775104166666667,8.521666666666667
2013-11-19,,,,,8.350729166666666,8.076666666666666
2013-11-20,,,,,7.007708333333333,7.162916666666667
2013-11-21,,,,,7.039375,6.736875
2013-11-22,,,,,6.758020833333333,6.234791666666666
2013-11-23,,,,,6.0406249999999995,5.7093750000000005
2013-11-24,,,,,4.460208333333333,5.32
2013-11-25,,,,,5.702105263157895,5.413958333333333
2013-11-26,,,,,5.9734375,5.207291666666666
2013-11-27,,,,,6.769895833333333,5.386458333333334
2013-11-28,,,,,7.8741666666666665,5.956666666666667
2013-11-29,,,,,8.39625,6.602083333333333
2013-11-30,,,,,7.2175,6.7250000000000005
2013-12-01,,,,,6.060208333333333,6.233125
2013-12-02,,,,,6.955625,6.261666666666667
2013-12-03,,,,,7.27875,6.332291666666666
2013-12-04,,,,,7.238125,6.342708333333333
2013-12-05,,,,,6.283020833333333,6.029791666666667
2013-12-06,,,,,6.521041666666666,6.022083333333334
2013-12-07,,,,,7.4721875,6.290416666666666
2013-12-08,,,,,7.702395833333333,6.602083333333333
2013-12-09,,,,,6.7540625,6.370833333333334
2013-12-10,,,,,6.803541666666667,6.370625
2013-12-11,,,,,7.001145833333333,6.500208333333333
2013-12-12,,,,,7.049791666666667,6.395625
2013-12-13,,,,,8.484895833333333,7.154166666666666
2013-12-14,,,,,7.871145833333333,7.283541666666667
2013-12-15,,,,,8.7028125,8.008541666666668
2013-12-16,,,,,10.211770833333334,9.756458333333333
2013-12-17,,,,,8.871979166666668,9.501041666666667
2013-12-18,,,,,8.557916666666667,8.641041666666666
2013-12-19,,,,,7.85625,8.22
2013-12-20,,,,,6.821041666666667,7.02
2013-12-21,,,,,9.1225,8.552083333333334
2013-12-22,,,,,8.315729166666666,8.609166666666667
2013-12-23,,,,,8.2975,8.041458333333333
2013-12-24,,,,,8.207083333333333,9.022083333333333
2013-12-25,,,,,5.612916666666667,6.960625
2013-12-26,,,,,6.2004166666666665,6.733333333333333
2013-12-27,,,,,7.798125,7.4785416666666675
2013-12-28,,,,,6.449479166666666,6.916666666666667
2013-12-29,,,,,4.708125,6.013333333333333
2013-12-30,,,,,8.781458333333333,7.180416666666667
2014-01-01,,,,,,7.936875000000001
2014-01-02,,,,,,8.278541666666667
2014-01-03,,,,,,7.995
2014-01-04,,,,,,7.101666666666667
2014-01-05,,,,,,6.332708333333334
2014-01-06,,,,,,7.729791666666666
2014-01-07,,,,,,8.008333333333333
2014-01-08,,,,,,7.809166666666666
2014-01-09,,,,,,8.416458333333333
2014-01-10,,,,,,7.614166666666667
2014-01-11,,,,,,7.573541666666666
2014-01-12,,,,,,6.748958333333333
2014-01-13,,,,,,7.0097916666666675
2014-01-14,,,,,,6.459166666666667
2014-01-15,,,,,,7.193958333333334
2014-01-16,,,,,,8.016666666666667
2014-01-17,,,,,,7.263333333333333
2014-01-18,,,,,,7.7316666666666665
2014-01-19,,,,,,7.299375
2014-01-20,,,,,,6.474166666666666
2014-01-21,,,,,,6.276458333333333
2014-01-22,,,,,,7.002291666666667
2014-01-23,,,,,,6.750416666666666
2014-01-24,,,,,,6.677499999999999
2014-01-25,,,,,,7.571666666666666
2014-01-26,,,,,,7.2275
2014-01-27,,,,,,6.721875
2014-01-28,,,,,,6.602916666666666
2014-01-29,,,,,,6.724791666666667
2014-01-30,,,,,,6.30375
2014-01-31,,,,,,6.0562499999999995
2014-02-01,,,,,,6.825
2014-02-02,,,,,,6.497708333333333
2014-02-03,,,,,,6.44
2014-02-04,,,,,,6.3843749999999995
2014-02-05,,,,,,6.757916666666667
2014-02-06,,,,,,6.613125
2014-02-07,,,,,,7.070208333333333
2014-02-08,,,,,,7.004375
2014-02-09,,,,,,6.517916666666667
2014-02-10,,,,,,6.390416666666667
2014-02-11,,,,,,6.566458333333333
2014-02-12,,,,,,6.552499999999999
2014-02-13,,,,,,5.8048
2014-02-14,,,,,,5.963958333333333
2014-02-15,,,,,,6.626041666666667
2014-02-16,,,,,,6.4004166666666675
2014-02-17,,,,,,7.013541666666666
2014-02-18,,,,,,7.7316666666666665
2014-02-19,,,,,,7.6691666666666665
2014-02-20,,,,,,8.522291666666666
2014-02-21,,,,,,8.036875
2014-02-22,,,,,,7.515416666666667
2014-02-23,,,,,,8.275208333333333
2014-02-24,,,,,,8.792291666666667
2014-02-25,,,,,,8.647499999999999
2014-02-26,,,,,,8.053541666666666
2014-02-27,,,,,,8.031666666666666
2014-02-28,,,,,,7.460625
2014-03-01,,,,,,6.994583333333334
2014-03-02,,,,,,7.436041666666667
2014-03-03,,,,,,7.359583333333333
2014-03-04,,,,,,7.5410416666666675
2014-03-05,,,,,,7.718541666666667
2014-03-06,,,,,,8.22125
2014-03-07,,,,,,8.683666666666666
2015-06-02,,,,16.478076923076923,,
2015-06-04,,,,18.092173913043478,,
2015-06-05,,,,18.900000000000002,,
2015-06-06,,,,18.112916666666667,,
2015-06-07,,,,18.118750000000002,,
2015-06-08,,,,17.8125,,
2015-06-09,,,,17.33625,,
2015-06-10,,,,16.034583333333334,,
2015-06-11,,,,17.035,,
2015-06-12,,,,18.672916666666666,,
2015-06-13,,,,18.47625,,
2015-06-14,,,,18.620416666666667,,
2015-06-15,,,,18.972083333333334,,
2015-06-16,,,,19.10375,,
2015-06-17,,,,19.635416666666668,,
2015-06-18,,,,20.172083333333333,,
2015-06-19,,,,19.88375,,
2015-06-20,,,,19.919999999999998,,
2015-06-21,,,,19.5125,,
2015-06-22,,,,18.434166666666666,,
2015-06-23,,,,18.72458333333333,,
2015-06-24,,,,19.575833333333332,,
2015-06-25,,,,20.434583333333332,,
2015-06-26,,,,20.120416666666667,,
2015-06-27,,,,19.56625,,
2015-06-28,,,,19.22875,,
2015-06-29,,,,19.567083333333333,,
2015-06-30,,,,21.75708333333333,,
2015-07-01,,,,22.549583333333334,,
2015-07-02,,,,21.060416666666665,,
2015-07-03,,,,21.247916666666665,,
2015-07-04,,,,22.14916666666667,,
2015-07-05,,,,21.1275,,
2015-07-06,,,,20.12875,,
2015-07-07,,,,19.709583333333335,,
2015-07-08,,,,18.93583333333333,,
2015-07-09,,,,18.59958333333333,,
2015-07-10,,,,19.85291666666667,,
2015-07-11,,,,20.105833333333333,,
2015-07-12,,,,19.530416666666667,,
2015-07-13,,,,19.4225,,
2015-07-14,,,,19.563333333333333,,
2015-07-15,,,,19.795416666666668,,
2015-07-16,,,,20.416666666666668,,
2015-07-17,,,,20.4375,,
2015-07-18,,,,19.789166666666667,,
2015-07-19,,,,19.795833333333334,,
2015-07-20,,,,20.315,,
2015-07-21,,,,20.307083333333335,,
2015-07-22,,,,19.977083333333333,,
2015-07-23,,,,18.926666666666666,,
2015-07-24,,,,17.524166666666666,,
2015-07-25,,,,17.21291666666667,,
2015-07-26,,,,17.064583333333335,,
2015-07-27,,,,17.19875,,
2015-07-28,,,,16.888333333333332,,
2015-07-29,,,,16.52875,,
2015-07-30,,,,16.509583333333335,,
2015-07-31,,,,17.27125,,
2015-08-01,,,,17.346666666666668,,
2015-08-02,,,,18.6925,,
2015-08-03,,,,19.500416666666666,,
2015-08-04,,,,18.691666666666666,,
2015-08-05,,,,18.117083333333333,,
2015-08-06,,,,18.4984,,
2015-08-07,,,,18.54,,
2015-08-08,,,,18.743750000000002,,
2015-08-09,,,,19.1025,,
2015-08-10,,,,19.34375,,
2015-08-11,,,,18.349166666666665,,
2015-08-12,,,,18.528333333333332,,
2015-08-13,,,,18.681250000000002,,
2015-08-14,,,,17.889166666666664,,
2015-08-15,,,,17.192083333333333,,
2015-08-16,,,,16.768333333333334,,
2015-08-17,,,,17.5392,,
2015-08-18,,,,17.89875,,
2015-08-19,,,,16.920416666666664,,
2015-08-20,,,,17.91541666666667,,
2015-08-21,,,,18.743199999999998,,
2015-08-22,,,,20.185,,
2015-08-23,,,,19.209166666666665,,
2015-08-24,,,,17.358333333333334,,
2015-08-25,,,,16.665833333333335,,
2015-08-26,,,,17.5125,,
2015-08-27,,,,16.8884,,
2015-08-28,,,,17.101363636363637,,
2015-08-29,,,,17.326666666666668,,
2015-08-30,,,,17.324583333333333,,
2015-08-31,,,,17.164583333333333,,
2015-09-01,,,,16.776666666666667,,
2015-09-02,,,,16.434583333333332,,
2015-09-03,,,,16.0675,,
2015-09-04,,,,15.916666666666666,,
2015-09-05,,,,15.729583333333332,,
2015-09-06,,,,15.239583333333334,,
2015-09-07,,,,15.321923076923078,,
2015-09-08,,,,15.024166666666666,,
2015-09-09,,,,14.905833333333334,,
2015-09-10,,,,15.238333333333335,,
2015-09-11,,,,15.433749999999998,,
2015-09-12,,,,15.884583333333333,,
2015-09-13,,,,15.885416666666666,,
2015-09-14,,,,15.360416666666666,,
2015-09-15,,,,14.44,,
2015-09-16,,,,13.84125,,
2015-09-17,,,,14.059166666666668,,
2015-09-18,,,,14.547916666666666,,
2015-09-19,,,,14.923333333333334,,
2015-09-20,,,,14.819583333333334,,
2015-09-21,,,,14.707916666666668,,
2015-09-22,,,,14.157499999999999,,
2015-09-23,,,,13.9325,,
2015-09-24,,,,14.75,,
2015-09-25,,,,14.506666666666668,,
2015-09-26,,,,13.885,,
2015-09-27,,,,13.644166666666665,,
2015-09-28,,,,13.63,,
2015-09-29,,,,13.599166666666667,,
2015-09-30,,,,13.494166666666667,,
2015-10-01,,,,13.21125,,
2015-10-02,,,,13.1325,,
2015-10-03,,,,12.78375,,
2015-10-04,,,,12.775416666666667,,
2015-10-05,,,,14.225833333333334,,
2015-10-06,,,,15.019583333333332,,
2015-10-07,,,,14.419583333333334,,
2015-10-08,,,,13.765,,
2015-10-09,,,,13.322083333333333,,
2015-10-10,,,,12.654583333333333,,
2015-10-11,,,,12.799999999999999,,
2015-10-12,,,,12.3975,,
