date,EP0111A,EP0112A,E01010A,E01021A,E02025A,E02033A,E03017A,E02034A
2013-07-22,17.3625,18.089375,,,,,,
2013-07-23,16.982083333333332,18.359166666666667,,,,,,
2013-07-24,16.300625,17.462291666666665,,,,,,
2013-07-25,16.488125,17.580208333333335,,,,,,
2013-07-26,15.778125000000001,16.944375,,,24.01,,,
2013-07-27,14.64875,15.727083333333333,,,,,,
2013-07-28,15.308333333333332,17.862083333333334,,,,,,
2013-07-29,15.738750000000001,17.440833333333334,,,,,,
2013-07-30,15.17125,17.306458333333335,,,,,,
2013-07-31,15.238541666666668,17.363125,,,,,,
2013-08-01,16.44875,18.174791666666668,,,,,,
2013-08-02,16.565833333333334,18.264375,,,,,,
2013-08-03,16.05875,17.367708333333333,,,,,,
2013-08-04,15.439375,17.122291666666666,,,,,,
2013-08-05,15.263958333333333,16.99020833333333,,,,,,
2013-08-06,13.992857142857144,15.9615,,,,,,
