n_days,n_stations,days_with_min_stations,overlap_start,overlap_end,overlap_years,complete_enough,network_id,river,ok,continent,countable_toward_t8,derived_from
2139,2,0,,,0.0,False,uk_ea_river_derwent,River Derwent,False,europe,False,uk_ea_subdaily_readings_daily_mean
