date,E01065A,E01071A,E02043A,E04040A,E03074A,E05082A,E09079A,E07040A
2013-05-20,-9.99,,,,,,,
2013-05-21,15.656666666666666,14.02375,15.62125,,,,,
2013-05-22,12.397666666666668,13.821176470588236,13.424285714285714,,,,,
2013-05-23,12.3225,13.613750000000001,13.071666666666667,,,,,
2013-05-24,11.647777777777778,12.585833333333333,12.488750000000001,,,,,
2013-05-25,11.664791666666666,12.702083333333334,12.566666666666668,,,,,
2013-05-26,13.038510638297872,13.688333333333333,12.985,,,,,
2013-05-27,14.369574468085107,15.557083333333333,14.1875,,,,,
2013-05-28,13.967708333333334,15.65625,14.83375,,,,,
2013-05-29,13.47625,14.932083333333333,14.238333333333332,,,,,
2013-05-30,13.275208333333333,14.26,13.910416666666668,,,,,
2013-05-31,13.521702127659575,14.180833333333332,13.986666666666666,,,,,
2013-06-01,14.820416666666667,15.285416666666668,15.035416666666668,,,,,
2013-06-02,15.304583333333333,15.793333333333335,15.585,,,,,
2013-06-03,15.774375,17.23875,17.019583333333333,,,,,
2013-06-04,15.817291666666668,18.03125,17.464166666666667,21.55,,,,
2013-06-05,16.525208333333335,17.877083333333335,17.508333333333333,,,,,
2013-06-06,16.658333333333335,18.00875,17.550833333333333,,,,,
2013-06-07,16.198333333333334,18.65625,18.459166666666665,,,,,
2013-06-08,16.088125,18.013333333333332,17.644166666666667,,,,,
2013-06-09,15.633125,16.730416666666667,16.773333333333333,,,,,
2013-06-10,15.439791666666666,16.25,16.38625,,,,,
2013-06-11,16.269375,16.149166666666666,16.15375,,,,,
2013-06-12,17.571875000000002,17.0775,16.472916666666666,,,,,
2013-06-13,17.350416666666668,17.05125,16.539583333333333,,,,,
2013-06-14,16.975208333333335,16.92625,16.465,,,,,
2013-06-15,16.885833333333334,16.90125,16.397916666666667,,,,,
2013-06-16,16.609791666666666,16.6275,16.166666666666668,,,,,
2013-06-17,16.72875,17.173750000000002,16.713333333333335,15.330869565217393,,,,
2013-06-18,16.511666666666667,17.419166666666666,16.966666666666665,15.770312500000001,,,,
2013-06-19,16.899583333333336,18.480833333333333,18.0725,16.9484375,,,,
2013-06-20,16.778958333333332,19.697916666666668,18.797083333333333,17.972291666666667,,,,
2013-06-21,17.37333333333333,19.600833333333334,18.545416666666664,17.164166666666667,,,,
2013-06-22,18.021874999999998,18.824166666666667,17.907083333333333,16.373229166666665,,,,
2013-06-23,17.448541666666667,17.955833333333334,17.33375,15.777916666666668,,,,
2013-06-24,16.633958333333336,17.11916666666667,16.8125,14.427395833333334,,,,
2013-06-25,16.729166666666668,17.42875,16.713333333333335,14.931145833333334,,,,
2013-06-26,17.045675675675678,18.342,17.215833333333332,16.776666666666667,,,,
2013-06-27,17.888749999999998,19.019166666666667,17.01875,17.004270833333333,,,,
2013-06-28,17.846666666666668,18.78708333333333,17.04375,16.367604166666666,,,,
2013-06-29,18.031666666666666,18.721666666666668,16.925833333333333,15.887916666666667,,,,
2013-06-30,19.37666666666667,20.255,17.529166666666665,17.47072916666667,,,,
2013-07-01,19.48,20.528333333333332,18.2425,18.053124999999998,,,,
2013-07-02,18.817083333333333,19.32,17.6875,16.64229166666667,,,,
2013-07-03,18.66125,18.37625,17.104166666666668,15.885416666666666,,,,
2013-07-04,19.161666666666665,19.06416666666667,17.6175,16.719270833333333,,,,
2013-07-05,19.731666666666666,20.375833333333333,18.25916666666667,18.648541666666667,,,,
2013-07-06,19.89,21.799166666666665,18.85375,19.967916666666667,,,,
2013-07-07,19.735833333333336,23.281666666666666,20.95130434782609,21.160729166666666,,,,
2013-07-08,18.809166666666666,23.57041666666667,21.906666666666666,21.335212765957447,,,,
2013-07-09,18.83625,23.229166666666668,21.84583333333333,20.790520833333336,,,,
2013-07-10,19.245833333333334,22.326666666666668,21.24625,20.265625,,,,
2013-07-11,18.7025,21.449166666666667,20.413333333333334,19.246354166666666,,,,
2013-07-12,19.333333333333332,21.45,20.138333333333332,19.511770833333333,,,,
2013-07-13,20.429166666666667,22.98125,21.43958333333333,20.665104166666666,,,,
2013-07-14,20.802083333333332,23.508750000000003,21.993333333333336,21.440208333333334,,,,
2013-07-15,22.065416666666664,23.632916666666663,21.522499999999997,21.1878125,,,,
2013-07-16,22.143,24.40416666666667,21.74,21.50375,,,,
2013-07-17,21.83666666666667,25.027916666666666,22.34958333333333,22.158645833333335,,,,
2013-07-18,,25.21875,22.620416666666667,22.56052083333333,,,,
2013-07-19,21.03,24.834,22.53333333333333,22.638854166666665,,,,
2013-07-20,20.803333333333335,24.051666666666666,22.461250000000003,22.141875,,,,
2013-07-21,20.27,22.37875,21.783749999999998,20.459374999999998,,,,
2013-07-22,20.984166666666667,22.032916666666665,21.72875,20.3709375,,,,
2013-07-23,23.00583333333333,23.0344,22.2152,21.3171875,,,,
2013-07-24,23.138461538461538,23.46291666666667,22.098333333333333,21.881249999999998,,,,
2013-07-25,23.580833333333334,23.747083333333332,22.03,21.995104166666668,,,,
2013-07-26,23.496666666666666,23.35083333333333,22.399583333333336,22.1921875,,,,
2013-07-27,22.641666666666666,23.931250000000002,22.548333333333332,22.186458333333334,,,,
2013-07-28,22.078333333333333,23.995,22.480833333333333,21.840104166666666,,,,
2013-07-29,21.689999999999998,22.534583333333334,21.817083333333333,20.897291666666668,,,,
2013-07-30,21.285833333333333,21.64708333333333,21.278333333333332,20.207708333333333,,,,
2013-07-31,21.3275,21.21,20.905416666666667,19.660104166666667,,,,
2013-08-01,21.4175,21.389166666666668,21.107083333333332,20.011979166666666,,,,
2013-08-02,22.535,22.53916666666667,21.660416666666666,21.002916666666668,,,,
2013-08-03,21.950833333333332,21.846666666666668,20.986666666666668,20.832395833333333,,,,
2013-08-04,21.531666666666666,21.055416666666666,20.689583333333335,19.97489583333333,,,,
2013-08-05,21.40833333333333,20.993333333333332,20.647083333333335,19.6759375,,,,
2013-08-06,21.021666666666665,20.75125,20.37666666666667,19.023645833333333,,,,
2013-08-07,20.3625,20.361250000000002,20.10125,18.503020833333334,,,,
2013-08-08,20.326666666666668,19.701666666666668,19.472916666666666,17.997291666666666,,,,
2013-08-09,20.573333333333334,19.717692307692307,19.640384615384615,18.256875,,,,
2013-08-10,19.703333333333333,19.428260869565218,19.400434782608695,17.82698924731183,,,,
2013-08-11,19.2775,19.432916666666667,19.08625,17.37697916666667,,,,
2013-08-12,19.051538461538463,19.19,18.77875,17.009687500000002,,,,
2013-08-13,18.565833333333334,18.305,18.083333333333332,16.52177083333333,,,,
2013-08-14,19.0625,17.874166666666667,17.907500000000002,16.629166666666666,,,,
2013-08-15,19.499166666666667,19.18625,18.419166666666666,17.811875,,,,
2013-08-16,19.846666666666668,19.840416666666666,18.777916666666666,18.716354166666665,,,,
2013-08-17,19.604166666666668,19.519583333333333,18.616666666666667,18.510104166666668,,,,
2013-08-18,19.4725,18.951666666666664,18.559583333333332,18.146354166666665,,,,
2013-08-19,19.639166666666668,19.535833333333333,18.69,17.9665625,,,,
2013-08-20,20.13083333333333,19.327083333333334,18.472083333333334,18.166145833333335,,,,
2013-08-21,20.5125,19.742083333333333,18.587500000000002,18.3209375,,,,
2013-08-22,20.688333333333333,20.152916666666666,18.924583333333334,18.81357894736842,,,,
2013-08-23,20.864166666666666,20.0475,19.048333333333336,19.370520833333334,,,,
2013-08-24,20.12,20.357083333333332,19.427083333333332,19.356458333333332,,,,
2013-08-25,19.9225,20.06375,19.271666666666665,19.386770833333333,,,,
2013-08-26,19.74833333333333,20.350833333333334,19.5325,19.531458333333333,,,,
2013-08-27,19.703333333333333,20.38,19.599999999999998,19.543958333333332,,,,
2013-08-28,20.360833333333332,20.21291666666667,19.445416666666667,19.464166666666667,,,,
2013-08-29,20.67833333333333,20.68625,19.477916666666665,19.362708333333334,,,,
2013-08-30,20.69333333333333,21.211666666666666,19.487083333333334,19.0578125,,,,
2013-08-31,20.544999999999998,20.3875,19.34,18.51364583333333,,,,
2013-09-01,19.581666666666667,19.28708333333333,18.55875,17.361250000000002,,,,
2013-09-02,19.205000000000002,18.890833333333333,18.106666666666666,16.78875,,,,
2013-09-03,20.0025,19.104166666666668,18.175833333333333,17.085208333333334,,,,
2013-09-04,20.789166666666667,19.352083333333333,18.325416666666666,17.960729166666667,,,,
2013-09-05,21.060833333333335,19.71125,18.669999999999998,18.6721875,,,,
2013-09-06,19.673333333333332,19.78291666666667,18.995,18.76,,,,
2013-09-07,18.874166666666667,18.566666666666666,18.081666666666667,17.409166666666668,,,,
2013-09-08,18.299166666666668,17.653333333333332,17.41625,15.9559375,,,,
2013-09-09,17.8025,16.574166666666667,16.775833333333335,15.144687500000002,,,,
2013-09-10,17.016666666666666,15.723333333333334,16.081666666666667,14.277708333333335,,,,
2013-09-11,16.1225,14.969583333333333,14.949583333333335,13.333854166666667,,,,
2013-09-12,16.330000000000002,15.247083333333334,14.924583333333333,13.378958333333335,,,,
2013-09-13,16.641666666666666,15.990416666666667,15.197083333333333,14.3615625,,,,
2013-09-14,16.186666666666667,15.643749999999999,15.04,14.628541666666665,,,,
2013-09-15,15.315,14.53,14.354999999999999,13.339062499999999,,,,
2013-09-16,14.518333333333333,13.570833333333333,13.742083333333333,12.043229166666668,,,,
2013-09-17,13.928333333333333,12.814583333333333,13.066249999999998,11.199895833333334,,,,
2013-09-18,13.768333333333333,12.641666666666666,12.589583333333332,11.353020833333334,,,,
2013-09-19,13.5025,12.716666666666667,12.461666666666666,11.777604166666668,,,,
2013-09-20,13.88,13.038333333333334,12.710416666666667,12.411875,,,,
2013-09-21,14.1025,13.652916666666668,12.970833333333333,13.325000000000001,,,,
2013-09-22,14.784166666666666,14.119583333333333,13.293333333333335,14.418229166666668,,,,
2013-09-23,15.435,14.879166666666668,13.651666666666666,15.141041666666666,,,,
2013-09-24,15.598333333333334,15.39875,13.951666666666668,15.410416666666668,,,,
2013-09-25,15.722500000000002,15.865416666666667,14.450833333333334,15.342395833333333,,,,
2013-09-26,14.917499999999999,16.004166666666666,14.687916666666666,15.112291666666666,,,,
2013-09-27,14.570833333333333,15.514583333333334,14.315,14.3759375,,,,
2013-09-28,14.284166666666666,15.269166666666665,14.078333333333333,13.809270833333334,,,,
2013-09-29,14.165,15.383333333333333,14.196666666666667,13.5878125,,,,
2013-09-30,14.251666666666665,15.33,14.25,13.730312499999998,,,,
2013-10-01,14.103333333333333,14.819166666666668,14.006666666666668,13.450520833333334,,,,
