date,E08036A,E16102A,E02269A,E07266A,E07217A,E15132A,E16058A,E04149A
2016-12-08,16.772857142857145,,,,,,,
2016-12-13,8.445036496350365,8.971923076923078,,,,,,
2016-12-14,7.668090277777777,8.4790625,,,,,,
2016-12-15,6.442093023255814,7.705891472868217,,,,,,
2016-12-16,7.87375,8.501666666666667,,,,,,
2016-12-17,6.770208333333334,7.772083333333334,,,,,,
2016-12-18,6.879791666666667,7.746041666666667,,,,,,
2016-12-19,7.06,7.948333333333333,,,,,,
2016-12-20,6.861458333333334,7.69,,,,,,
2016-12-21,6.300833333333333,7.309166666666666,,,,,,
2016-12-22,5.4750000000000005,6.6414583333333335,,,,,,
2016-12-23,6.2058333333333335,7.2093750000000005,,,,,,
2016-12-24,6.357708333333334,7.064791666666667,,,,,,
2016-12-25,8.32875,8.649166666666668,,,,,,
2016-12-26,6.338541666666667,7.1325,,,,,,
2016-12-27,5.788541666666667,6.555,,,,,,
2016-12-28,4.436571428571429,5.379428571428572,,,,,,
2016-12-29,4.364583333333333,4.914583333333334,,,,,,
2016-12-30,5.497916666666666,6.2491666666666665,,,,,,
2017-01-01,6.37625,7.035833333333334,,,,,,
2017-01-02,4.722083333333333,5.667916666666667,,,,,,
2017-01-03,4.505,6.007916666666667,,,,,,
2017-01-04,6.14,6.550416666666667,,,,,,
2017-01-05,3.6791666666666667,5.3208,,,,,,
2017-01-06,4.428333333333334,5.644166666666667,,,,,,
2017-01-07,6.704999999999999,7.326250000000001,,,,,,
2017-01-08,6.888750000000001,7.635833333333333,,,,,,
2017-01-09,7.232916666666667,7.8445833333333335,,,,,,
2017-01-10,6.547499999999999,7.3133333333333335,,,,,,
2017-01-11,6.31125,7.059583333333333,17.745,,,,,
2017-01-12,4.6658333333333335,5.773333333333333,,,,,,
2017-01-13,3.6420833333333333,4.949583333333334,,,,,,
2017-01-14,3.674583333333333,5.051666666666667,,,,,,
2017-01-15,5.513750000000001,6.228750000000001,,,,,,
2017-01-16,7.014583333333333,7.526666666666666,,,,,,
2017-01-17,7.057083333333334,7.641249999999999,,,,,,
2017-01-18,7.371666666666667,7.982916666666667,,,,,,
2017-01-19,7.295833333333333,7.96,6.923333333333333,,,,,
2017-01-20,6.78,7.519583333333333,17.9825,,,,,
2017-01-21,5.629166666666666,6.6325,,,,,,
2017-01-22,5.1570833333333335,6.229583333333333,,,,,,
2017-01-23,4.305416666666667,5.602916666666666,,,,,,
2017-01-24,4.899583333333333,5.7543999999999995,4.333333333333333,,,,,
2017-01-25,5.284166666666667,6.119166666666666,4.854375,,,,,
2017-01-26,3.8495833333333334,5.246666666666667,3.93125,,,,,
2017-01-27,3.295833333333333,4.772916666666666,2.8197916666666667,,,,,
2017-01-28,4.7908333333333335,5.69125,3.9960416666666667,,,,,
2017-01-29,4.541666666666667,5.595416666666666,4.069583333333333,,,,,
2017-01-30,5.642916666666667,6.489166666666667,4.919375,,,,,
2017-01-31,5.817916666666666,6.685,5.496875,,,,,
2017-02-01,6.574166666666667,7.15125,6.492916666666667,,,,,
2017-02-02,7.458749999999999,7.920833333333333,7.207708333333334,,,,,
2017-02-03,7.055833333333333,7.734166666666667,7.041666666666667,,,,,
2017-02-04,5.961666666666667,6.7925,5.8847916666666675,,,,,
2017-02-05,5.40125,6.31625,4.902291666666667,,,,,
2017-02-06,4.617083333333333,5.767083333333333,4.4347916666666665,,,,,
2017-02-07,5.595833333333334,6.310833333333334,5.125,,,,,
2017-02-08,5.241666666666666,6.201250000000001,4.954166666666667,,,,,
2017-02-09,4.852916666666666,5.863333333333333,4.541666666666667,,,,,
2017-02-10,4.552083333333333,5.535,4.04375,,,,,
2017-02-11,4.550416666666667,5.529583333333334,3.9910416666666664,,,,,
2017-02-12,4.349166666666666,5.358333333333333,4.019166666666667,,,,,
2017-02-13,4.99,5.734583333333333,4.388541666666667,,,,,
2017-02-14,5.435416666666666,6.230833333333333,4.8429166666666665,,,,,
2017-02-15,6.574166666666667,7.147916666666667,5.907708333333333,,,,,
2017-02-16,6.8236,7.473333333333333,6.50875,,,,,
2017-02-17,7.538333333333333,8.0525,7.029375000000001,,,,,
2017-02-18,7.755833333333334,8.33375,7.505,,,,,
2017-02-19,7.839166666666666,8.402916666666666,7.8475,,,,,
2017-02-20,8.85375,9.109166666666667,8.803125,,,,,
2017-02-21,8.036666666666667,8.724583333333333,8.378958333333333,,,,,
2017-02-22,7.9725,8.561666666666666,8.1225,,,,,
2017-02-23,6.966666666666666,7.460416666666667,6.827500000000001,,,,,
2017-02-24,6.0633333333333335,6.637222222222222,5.851666666666667,,,,,
2017-02-25,7.300000000000001,7.706666666666667,6.871666666666667,,,,,
2017-02-26,7.763333333333333,8.216666666666667,7.335,,,,,
2017-02-27,6.8825,7.465,6.7175,,,,,
2017-02-28,6.022307692307692,6.699999999999999,6.0,,,,,
2017-03-01,5.895,6.734999999999999,5.959166666666667,,,,,
2017-03-02,5.821515151515152,6.616764705882353,5.661666666666666,,,,,
2017-03-03,5.957916666666667,6.74125,5.881666666666667,,,,,
2017-03-04,6.836041666666667,7.3500000000000005,6.6325,,,,,
2017-03-05,6.683125,7.341875000000001,6.610833333333333,,,,,
2017-03-06,6.655208333333333,7.30125,6.520833333333333,,,,,
2017-03-07,6.618333333333333,7.337291666666666,6.846296296296296,,,,,
2017-03-08,7.459583333333334,8.051041666666666,7.35875,,,,,
2017-03-09,7.257708333333333,7.96,7.316666666666666,,,,,
2017-03-10,7.40875,8.080208333333333,7.547291666666666,,,,,
2017-03-11,8.223333333333334,8.861666666666666,8.511875,,,,,
2017-03-12,8.8575,9.364583333333334,9.140416666666667,,,,,
2017-03-13,7.745625,8.5975,8.230208333333334,,,,,
2017-03-14,8.572708333333333,9.234375,8.665208333333334,,,,,
2017-03-15,8.303125,9.072291666666667,8.984166666666667,,,,,
2017-03-16,7.556875000000001,8.57625,8.662916666666666,,,,,
2017-03-17,7.089166666666666,8.064791666666666,7.685625000000001,,,,,
2017-03-18,8.733333333333333,9.196041666666668,8.463958333333332,,,,,
2017-03-19,9.405,9.946666666666667,9.322916666666666,,,,,
2017-03-20,8.321666666666667,8.8375,8.268333333333333,,,,,
2017-03-21,6.484166666666667,6.959166666666667,6.9156249999999995,,,,,
2017-03-22,6.5455,7.090425531914893,7.029166666666666,,,,,
2017-03-23,7.290416666666666,7.76875,8.027291666666667,,,,,
2017-03-24,7.421666666666667,7.910833333333334,8.995833333333334,,,,,
2017-03-25,7.13625,7.760833333333333,11.578958333333333,,,,,
2017-03-26,7.233125,7.948333333333333,10.399166666666668,,,,,
