date,M06018A,E01074A,E01095A,E03075A,E03087A,E04001A,E08049A,E03094A
2013-08-06,,19.97625,20.197083333333335,20.55666666666667,,,,
2013-08-07,,19.576249999999998,19.513749999999998,19.896666666666665,,,,
2013-08-08,,19.642916666666668,19.704166666666666,19.613333333333333,,,,
2013-08-09,,19.868333333333336,20.367083333333333,20.263749999999998,,,,
2013-08-10,,19.46782608695652,19.753478260869564,20.103478260869565,,,,
2013-08-11,,19.402916666666666,19.400000000000002,19.544166666666666,,,,
2013-08-12,,19.074583333333333,18.93916666666667,19.121666666666666,,,,
2013-08-13,,18.300833333333333,18.167916666666667,18.349166666666665,,,,
2013-08-14,,18.298750000000002,18.319583333333334,18.62666666666667,,,,
2013-08-15,,18.861666666666668,19.000833333333333,19.069166666666664,,,,
2013-08-16,,18.968333333333334,19.530833333333334,19.4275,,,,
2013-08-17,,18.785833333333333,18.96708333333333,19.014583333333334,,,,
2013-08-18,,18.57125,18.962500000000002,19.10625,,,,
2013-08-19,,18.54041666666667,19.325,19.404166666666665,,,,
2013-08-20,,18.715,19.27125,19.587500000000002,,,,
2013-08-21,,18.9775,19.533333333333335,19.794999999999998,,,,
2013-08-22,,19.447083333333335,19.747083333333332,20.035416666666666,,,,
2013-08-23,,19.364583333333332,19.88416666666667,20.24,,,,
2013-08-24,,19.52958333333333,19.782083333333333,20.179166666666667,,,,
2013-08-25,,19.287499999999998,19.620416666666667,19.785,,,,
2013-08-26,,19.405416666666667,19.797083333333333,20.193749999999998,,,,
2013-08-27,,19.433333333333334,19.927916666666665,20.38,,,,
2013-08-28,,19.464166666666667,19.9775,20.535,,,,
2013-08-29,,20.16625,20.294166666666666,20.949583333333333,,,,
2013-08-30,,20.252083333333335,20.333333333333332,20.565833333333334,,,,
2013-08-31,,19.40625,19.932083333333335,20.158333333333335,,,,
2013-09-01,,18.31833333333333,18.778333333333332,19.179166666666667,,,,
2013-09-02,,17.9025,18.673750000000002,19.080000000000002,,,,
2013-09-03,,18.34375,19.114166666666666,19.43916666666667,,,,
2013-09-04,,18.874166666666667,19.504583333333333,19.995833333333334,,,,
2013-09-05,,19.145,19.590416666666666,20.175,,,,
2013-09-06,,19.117083333333333,19.0775,19.631666666666668,,,,
2013-09-07,,17.854166666666668,18.097083333333334,18.555416666666666,,,,
2013-09-08,,17.060416666666665,17.180833333333332,17.74083333333333,,,,
2013-09-09,,16.410833333333333,16.422083333333333,17.03708333333333,,,,
2013-09-10,,15.756666666666668,15.699166666666665,16.204166666666666,,,,
2013-09-11,,14.951666666666666,14.92875,15.457500000000001,,,,
2013-09-12,,15.019166666666665,14.9625,15.57625,,,,
2013-09-13,,15.460416666666667,15.351666666666667,15.926666666666668,,,,
2013-09-14,,14.987083333333333,15.014166666666666,15.426250000000001,,,,
2013-09-15,,14.039166666666667,14.025833333333333,14.369166666666667,,,,
2013-09-16,,13.190833333333332,13.262916666666667,13.660833333333334,,,,
2013-09-17,,12.28625,12.467916666666667,12.782916666666667,,,,
2013-09-18,,12.105833333333335,12.41625,12.832083333333335,,,,
2013-09-19,,12.121666666666668,12.320833333333333,12.701666666666666,,,,
2013-09-20,,12.49125,13.155416666666667,13.60375,,,,
2013-09-21,,13.138333333333334,13.421666666666667,13.883333333333333,,,,
2013-09-22,,13.419583333333334,14.645416666666668,14.918333333333335,,,,
2013-09-23,,14.27625,14.927083333333334,15.056666666666667,,,,
2013-09-24,,14.53375,15.06375,15.470416666666667,,,,
2013-09-25,,14.993333333333334,15.564166666666667,16.089166666666667,,,,
2013-09-26,,14.977916666666667,15.454166666666666,15.89875,,,,
2013-09-27,,14.415416666666665,15.075416666666667,15.5175,,,,
2013-09-28,,14.201666666666666,14.7125,15.305833333333332,,,,
2013-09-29,,14.344166666666666,14.727916666666667,15.108333333333334,,,,
2013-09-30,,14.377916666666666,14.91375,15.328333333333333,,,,
2013-10-01,,14.122916666666667,14.532916666666667,14.92,,,,
2013-10-02,,13.981666666666667,14.409583333333332,14.732916666666668,,,,
2013-10-03,,14.117916666666666,14.605833333333335,14.92875,,,,
2013-10-04,,14.952916666666667,15.265833333333333,15.582916666666668,,,,
2013-10-05,,15.164583333333333,15.59125,15.815,,,,
2013-10-06,,14.792083333333332,15.106250000000001,15.418750000000001,,,,
2013-10-07,,14.790416666666667,15.104166666666666,15.442083333333334,,,,
2013-10-08,,14.893749999999999,15.184583333333334,15.52875,,,,
2013-10-09,,14.745416666666666,14.951666666666666,15.317916666666667,,,,
2013-10-10,,13.1625,13.17875,13.615416666666667,,,,
2013-10-11,,12.254583333333334,12.002083333333333,12.429166666666667,,,,
2013-10-12,,12.109583333333333,12.179166666666667,12.545833333333334,,,,
2013-10-13,,12.044583333333334,12.15,12.472083333333332,,,,
2013-10-14,,11.555833333333332,11.637500000000001,11.998750000000001,,,,
2013-10-15,,11.2725,11.324583333333335,11.621666666666668,,,,
2013-10-16,,10.877916666666666,10.882916666666667,11.211666666666666,,,,
2013-10-17,,10.97125,10.943333333333333,11.22375,,,,
2013-10-18,,11.2525,11.25875,11.529583333333333,,,,
2013-10-19,,11.917499999999999,11.70875,11.953333333333333,,,,
2013-10-20,,12.03375,12.040416666666667,12.173333333333334,,,,
2013-10-21,,12.184166666666668,12.175416666666665,12.29625,,,,
2013-10-22,,12.9425,12.886666666666668,12.918750000000001,,,,
2013-10-23,,13.194166666666666,13.13125,13.158333333333333,,,,
2013-10-24,,12.473333333333334,12.594583333333333,12.686250000000001,,,,
2013-10-25,,12.595416666666667,12.574166666666668,12.835833333333333,,,,
2013-10-26,,12.950000000000001,12.80375,13.060833333333333,,,,
2013-10-27,,12.710416666666667,12.595833333333333,12.821666666666667,,,,
2013-10-28,,12.317083333333334,12.172916666666666,12.410416666666668,,,,
2013-10-29,,11.02125,11.125416666666666,11.089583333333332,,,,
2013-10-30,,10.325833333333334,10.772916666666667,10.824166666666665,,,,
2013-10-31,,10.727083333333333,10.914166666666667,10.936666666666667,,,,
2013-11-01,,10.786666666666667,10.975,11.038333333333334,,,,
2013-11-02,,11.024583333333332,11.120416666666666,11.17375,,,,
2013-11-03,,9.31,9.347083333333332,9.75125,,,,
2013-11-04,,9.165833333333333,9.43090909090909,9.193636363636363,,,,
2014-04-04,,,,,16.906,16.734,16.551666666666666,
2014-04-08,,,,,12.67357142857143,12.746666666666668,12.252666666666666,
2014-04-09,,,,,12.03375,12.671666666666667,11.74375,
2014-04-10,,,,,12.779583333333333,13.229166666666666,12.63,
2014-04-11,,,,,13.402500000000002,13.475833333333334,13.145416666666668,
2014-04-12,,,,,12.854583333333332,12.709583333333333,13.104166666666666,
2014-04-13,,,,,12.56,12.782083333333333,12.539166666666667,
2014-04-14,,,,,12.154166666666667,12.850416666666668,12.382083333333334,
2014-04-15,,,,,12.585833333333333,13.165833333333333,12.349166666666667,
2014-04-16,,,,,13.12913043478261,13.33,13.556666666666667,
2014-04-17,,,,,12.981666666666667,13.032499999999999,13.13375,
2014-04-18,,,,,12.157083333333333,12.399583333333332,12.31,
2014-04-19,,,,,11.698333333333332,12.072916666666666,11.8275,
2014-04-20,,,,,11.709166666666667,11.859166666666667,11.919583333333334,
2014-04-21,,,,,12.520000000000001,12.793750000000001,12.495833333333332,
2014-04-22,,,,,13.247916666666667,13.254166666666668,13.3925,
2014-04-23,,,,,13.812083333333334,13.762083333333335,13.817916666666667,
2014-04-24,,,,,14.157916666666667,14.446666666666667,14.203333333333333,
2014-04-25,,,,,14.135,13.884166666666667,13.900833333333333,
2014-04-26,,,,,13.851666666666667,13.910000000000002,13.684583333333334,
2014-04-27,,,,,13.539583333333333,13.91125,13.217083333333333,
2014-04-28,,,,,13.82,13.933750000000002,13.334583333333335,
2014-04-29,,,,,13.961666666666666,14.0625,13.71,
2014-04-30,,,,,14.400833333333333,14.555416666666666,13.709166666666667,
2014-05-01,,,,,14.590416666666668,14.852916666666667,14.679583333333333,
2014-05-02,,,,,13.924166666666666,14.072916666666666,14.057916666666666,
2014-05-03,,,,,13.20375,13.671666666666667,13.005416666666667,
2014-05-04,,,,,13.83625,13.784583333333332,13.626666666666667,
2014-05-05,,,,,14.669166666666667,14.521666666666667,14.709583333333333,
2014-05-06,,,,,15.177916666666667,15.207083333333335,15.230416666666668,
2014-05-07,,,,,15.138333333333334,15.182916666666666,15.015,
2014-05-08,,,,,14.301250000000001,14.576666666666666,14.46,
2014-05-09,,,,,14.270416666666668,14.525,14.2975,
2014-05-10,,,,,14.67875,14.647083333333335,14.383333333333333,
2014-05-11,,,,,13.905416666666667,13.855833333333335,13.530416666666667,
2014-05-12,,,,,13.857916666666666,13.65125,13.136249999999999,
2014-05-13,,,,,13.88,14.021666666666667,13.097500000000002,
2014-05-14,,,,,14.337083333333334,15.205,13.609583333333333,
2014-05-15,,,,,15.664166666666667,16.379166666666666,15.181666666666667,
2014-05-16,,,,,16.83791666666667,17.0388,16.5752,
2014-05-17,,,,,18.489583333333332,18.160416666666666,17.7725,
2014-05-18,,,,,19.395,19.38416666666667,18.65375,
2014-05-19,,,,,19.46375,19.87,18.927083333333332,
2014-05-20,,,,,20.05375,19.975416666666664,19.59125,
2014-05-21,,,,,19.91125,19.95958333333333,19.674166666666668,
2014-05-22,,,,,19.51875,19.467916666666667,19.194166666666664,
2014-05-23,,,,,18.964166666666667,19.14875,18.690416666666668,
2014-05-24,,,,,17.93583333333333,18.183333333333334,17.820416666666667,
2014-05-25,,,,,17.331666666666667,17.662916666666668,17.391666666666666,
2014-05-26,,,,,16.971666666666668,17.116666666666667,17.463333333333335,
2014-05-27,,,,,15.745416666666666,15.900416666666667,16.260416666666668,
2014-05-28,,,,,14.780833333333334,14.88375,14.963043478260868,
2014-05-29,,,,,14.714583333333332,14.534444444444444,14.96875,
2014-05-30,,,,,14.657916666666667,,14.840833333333334,
2014-05-31,,,,,14.827083333333334,,14.988750000000001,
2014-06-01,,,,,16.221666666666668,,16.576249999999998,
2014-06-02,,,,,16.74083333333333,,17.22375,
2014-06-03,,,,,16.870833333333334,,17.232916666666668,
2014-06-04,,,,,17.05875,,17.121666666666666,
2014-06-05,,,,,16.209166666666665,16.256666666666664,16.194166666666664,
2014-06-06,,,,,16.7692,16.768260869565218,17.186666666666667,
2014-06-07,,,,,17.550833333333333,17.489583333333332,17.969583333333333,
2014-06-08,,,,,18.34,18.43916666666667,18.85125,
2014-06-09,,,,,19.312083333333334,19.366249999999997,19.845,
2014-06-10,,,,,20.19875,20.095833333333335,20.71125,
2014-06-11,,,,,19.974999999999998,20.2425,19.91125,
2014-06-12,,,,,20.205000000000002,20.794583333333332,20.076666666666664,
2014-06-13,,,,,20.547083333333333,21.08125,20.7975,
2014-06-14,,,,,20.515416666666667,20.810416666666665,20.605416666666667,
2014-06-15,,,,,19.661666666666665,19.996666666666666,19.227916666666665,
2014-06-16,,,,,18.496666666666666,19.1275,17.964166666666667,
2014-06-17,,,,,18.21625,18.65625,17.536666666666665,
2014-06-18,,,,,17.991818181818182,18.55,17.715454545454545,
2014-09-16,,,,,,,,21.23
2014-09-25,,,,,,,,16.141111111111112
2014-09-26,,,,,,,,16.201249999999998
2014-09-27,,,,,,,,16.5325
2014-09-28,,,,,,,,16.996458333333333
2014-09-29,,,,,,,,16.730833333333333
2014-09-30,,,,,,,,16.60125
2014-10-01,,,,,,,,16.868333333333332
2014-10-02,,,,,,,,17.030625
2014-10-03,,,,,,,,16.89229166666667
2014-10-04,,,,,,,,16.377083333333335
2014-10-05,,,,,,,,15.308750000000002
2014-10-06,,,,,,,,14.441249999999998
2014-10-07,,,,,,,,13.828958333333333
2014-10-08,,,,,,,,13.535208333333335
2014-10-09,,,,,,,,13.54
2014-10-10,,,,,,,,13.580425531914893
2014-10-11,,,,,,,,13.697916666666666
2014-10-12,,,,,,,,13.403333333333334
2014-10-13,,,,,,,,13.262083333333335
2014-10-14,,,,,,,,13.060416666666667
2014-10-15,,,,,,,,13.621250000000002
2014-10-16,,,,,,,,13.845208333333334
2014-10-17,,,,,,,,13.932708333333332
2014-10-18,,,,,,,,14.647291666666668
2014-10-19,,,,,,,,15.146666666666667
2014-10-20,,,,,,,,14.790625
2014-10-21,,,,,,,,14.16625
2014-10-22,,,,,,,,12.987916666666665
2014-10-23,,,,,,,,13.121041666666665
2014-10-24,,,,,,,,13.75127659574468
2014-10-25,,,,,,,,13.356041666666668
2014-10-26,,,,,,,,12.958541666666667
2014-10-27,,,,,,,,13.183541666666665
2014-10-28,,,,,,,,13.540833333333333
2014-10-29,,,,,,,,13.887500000000001
2014-10-30,,,,,,,,14.204166666666666
2014-10-31,,,,,,,,14.448958333333332
2014-11-01,,,,,,,,14.334166666666667
2014-11-02,,,,,,,,14.064166666666667
2014-11-03,,,,,,,,13.310208333333334
2014-11-04,,,,,,,,12.391874999999999
2014-11-05,,,,,,,,11.812916666666666
2014-11-06,,,,,,,,11.0775
2014-11-07,,,,,,,,11.074375000000002
2014-11-08,,,,,,,,10.746458333333335
2014-11-09,,,,,,,,10.741666666666667
2014-11-10,,,,,,,,10.277916666666666
2014-11-11,,,,,,,,10.526875
2014-11-12,,,,,,,,10.890833333333333
2014-11-13,,,,,,,,10.794166666666667
2014-11-14,,,,,,,,11.063958333333334
2014-11-15,,,,,,,,10.581458333333334
2014-11-16,,,,,,,,10.504583333333334
2014-11-17,,,,,,,,10.432916666666666
2014-11-18,,,,,,,,9.832708333333334
2014-11-19,,,,,,,,9.934583333333334
2014-11-20,,,,,,,,9.737083333333333
2014-11-21,,,,,,,,9.679791666666667
2014-11-22,,,,,,,,9.956249999999999
2014-11-23,,,,,,,,10.02625
2014-11-24,,,,,,,,8.765416666666667
2014-11-25,,,,,,,,7.202708333333334
2014-11-26,,,,,,,,7.817916666666666
2014-11-27,,,,,,,,9.004791666666668
2014-11-28,,,,,,,,9.702916666666667
2014-11-29,,,,,,,,9.972083333333332
2014-11-30,,,,,,,,8.758333333333333
2014-12-01,,,,,,,,7.919375
2014-12-02,,,,,,,,7.0406249999999995
2014-12-03,,,,,,,,6.0625
2014-12-04,,,,,,,,8.200208333333334
2014-12-05,,,,,,,,7.760625
2014-12-06,,,,,,,,6.841458333333333
2014-12-07,,,,,,,,6.795833333333333
2014-12-08,,,,,,,,6.156458333333333
2014-12-09,,,,,,,,5.7491666666666665
2014-12-10,,,,,,,,6.465625
2014-12-11,,,,,,,,6.077916666666667
2014-12-12,,,,,,,,6.850416666666667
2014-12-13,,,,,,,,6.093125000000001
2014-12-14,,,,,,,,6.020625
2014-12-15,,,,,,,,6.245833333333334
2014-12-16,,,,,,,,5.876666666666666
2014-12-17,,,,,,,,6.89875
2014-12-18,,,,,,,,8.305348837209301
2014-12-19,,,,,,,,9.401041666666666
2014-12-20,,,,,,,,8.448541666666667
2014-12-21,,,,,,,,7.805
2014-12-22,,,,,,,,8.529791666666666
2014-12-23,,,,,,,,9.02
2014-12-24,,,,,,,,9.263541666666667
2014-12-25,,,,,,,,8.096666666666666
2014-12-26,,,,,,,,7.347291666666667
2014-12-27,,,,,,,,6.141041666666666
2014-12-28,,,,,,,,5.0216666666666665
2014-12-29,,,,,,,,4.506458333333334
2014-12-30,,,,,,,,4.1535416666666665
2015-01-01,,,,,,,,4.9825
2015-01-02,,,,,,,,6.369375000000001
2015-01-03,,,,,,,,6.711458333333333
2015-01-04,,,,,,,,5.499375000000001
2015-01-05,,,,,,,,5.359999999999999
2015-01-06,,,,,,,,6.344166666666666
2015-01-07,,,,,,,,6.546250000000001
2015-01-08,,,,,,,,7.024166666666667
2015-01-09,,,,,,,,7.423541666666666
2015-01-10,,,,,,,,8.459583333333333
2015-01-11,,,,,,,,7.556666666666666
2015-01-12,,,,,,,,7.128125
2015-01-13,,,,,,,,7.795208333333334
2015-01-14,,,,,,,,6.995208333333333
2015-01-15,,,,,,,,6.442708333333333
2015-01-16,,,,,,,,5.972708333333333
2015-01-17,,,,,,,,5.214166666666666
2015-01-18,,,,,,,,4.922916666666667
2015-01-19,,,,,,,,4.863541666666666
2015-01-20,,,,,,,,4.7025
2015-01-21,,,,,,,,4.755
2015-01-22,,,,,,,,4.664166666666667
2015-01-23,,,,,,,,4.468125
2015-01-24,,,,,,,,4.637083333333333
2015-01-25,,,,,,,,4.6674999999999995
2015-01-26,,,,,,,,5.742291666666667
2015-01-27,,,,,,,,6.034583333333334
2015-01-28,,,,,,,,6.528958333333333
2015-01-29,,,,,,,,5.354583333333333
2015-01-30,,,,,,,,4.917708333333334
2015-01-31,,,,,,,,4.218837209302325
2015-02-02,,,,,,,,3.668421052631579
2015-02-03,,,,,,,,3.685625
2015-02-04,,,,,,,,3.940208333333333
2015-02-05,,,,,,,,4.300833333333333
2015-02-06,,,,,,,,4.244375
2015-02-07,,,,,,,,4.174791666666667
2015-02-08,,,,,,,,4.452083333333333
2015-02-09,,,,,,,,4.99
2015-02-10,,,,,,,,5.345416666666666
2015-02-11,,,,,,,,5.669375
2015-02-12,,,,,,,,5.852083333333333
2015-02-13,,,,,,,,6.111041666666666
2015-02-14,,,,,,,,6.534583333333334
2015-02-15,,,,,,,,6.949375
2015-02-16,,,,,,,,7.403958333333333
2015-02-17,,,,,,,,6.968333333333334
2015-02-18,,,,,,,,6.211666666666666
2015-02-19,,,,,,,,5.998541666666667
2015-02-20,,,,,,,,6.644791666666666
2015-02-21,,,,,,,,6.5597916666666665
2015-02-22,,,,,,,,5.7491666666666665
2015-02-23,,,,,,,,5.726875
2015-02-24,,,,,,,,5.724374999999999
2015-02-25,,,,,,,,6.175833333333333
2015-02-26,,,,,,,,7.349166666666666
2015-02-27,,,,,,,,7.316666666666666
2015-02-28,,,,,,,,6.850416666666667
2015-03-01,,,,,,,,7.215833333333333
2015-03-02,,,,,,,,7.041276595744681
2015-03-03,,,,,,,,6.385416666666667
2015-03-04,,,,,,,,6.05875
2015-03-05,,,,,,,,6.352291666666667
2015-03-06,,,,,,,,7.225625
2015-03-07,,,,,,,,7.982083333333333
2015-03-08,,,,,,,,8.677708333333333
2015-03-09,,,,,,,,8.666875
2015-03-10,,,,,,,,8.776458333333332
2015-03-11,,,,,,,,8.398709677419355
2018-12-17,16.990000000000002,,,,,,,
2018-12-18,8.13,,,,,,,
2018-12-19,6.5548,,,,,,,
2018-12-20,7.1691666666666665,,,,,,,
2018-12-21,9.228695652173913,,,,,,,
2018-12-22,7.755416666666666,,,,,,,
2018-12-23,7.1120833333333335,,,,,,,
2018-12-24,4.269166666666667,,,,,,,
2018-12-25,3.5016666666666665,,,,,,,
2018-12-26,7.781666666666666,,,,,,,
2018-12-27,7.918333333333333,,,,,,,
2018-12-28,7.767083333333333,,,,,,,
2018-12-29,8.7775,,,,,,,
2018-12-30,8.82875,,,,,,,
2019-01-01,7.986666666666667,,,,,,,
2019-01-02,5.907246376811594,,,,,,,
2019-01-03,5.396041666666666,,,,,,,
2019-01-05,5.088333333333334,,,,,,,
2019-01-06,6.482916666666667,,,,,,,
2019-01-07,8.137500000000001,,,,,,,
2019-01-08,6.33625,,,,,,,
2019-01-09,3.69375,,,,,,,
2019-01-10,3.919166666666667,,,,,,,
2019-01-11,6.354166666666667,,,,,,,
2019-01-12,7.87,,,,,,,
2019-01-13,9.303749999999999,,,,,,,
2019-01-14,6.486666666666667,,,,,,,
2019-01-15,6.2629166666666665,,,,,,,
2019-01-16,7.064166666666666,,,,,,,
2019-01-17,2.86375,,,,,,,
2019-01-18,1.0241666666666667,,,,,,,
2019-01-19,3.0574999999999997,,,,,,,
2019-01-20,0.29791666666666666,,,,,,,
2019-01-21,3.023,,,,,,,
2019-01-22,2.8800000000000003,,,,,,,
2019-01-23,0.28833333333333333,,,,,,,
2019-01-24,-0.28250000000000003,,,,,,,
2019-01-25,5.165,,,,,,,
2019-01-26,6.9525,,,,,,,
2019-01-27,5.254166666666666,,,,,,,
2019-01-28,2.4291666666666667,,,,,,,
2019-01-29,1.160625,,,,,,,
2019-01-30,2.0795833333333333,,,,,,,
2019-01-31,0.8345833333333333,,,,,,,
2019-02-01,1.4020833333333333,,,,,,,
2019-02-02,1.35125,,,,,,,
2019-02-03,0.8520833333333333,,,,,,,
2019-02-04,2.96625,,,,,,,
2019-02-05,3.027083333333333,,,,,,,
2019-02-06,4.941666666666666,,,,,,,
2019-02-07,5.3475,,,,,,,
2019-02-08,6.052083333333333,,,,,,,
2019-02-09,5.4937499999999995,,,,,,,
2019-02-10,5.3237499999999995,,,,,,,
2019-02-11,4.7124999999999995,,,,,,,
2019-02-12,4.6425,,,,,,,
2019-02-13,5.976666666666667,,,,,,,
2019-02-14,5.1674999999999995,,,,,,,
2019-02-15,4.300416666666667,,,,,,,
2019-02-16,5.84375,,,,,,,
2019-02-17,7.289583333333333,,,,,,,
2019-02-18,6.84125,,,,,,,
2019-02-19,6.064583333333334,,,,,,,
2019-02-20,7.108333333333333,,,,,,,
2019-02-21,8.243333333333334,,,,,,,
2019-02-22,7.362916666666667,,,,,,,
2019-02-23,7.8933333333333335,,,,,,,
2019-02-24,6.941666666666666,,,,,,,
2019-02-25,5.265,,,,,,,
2019-02-26,4.970416666666667,,,,,,,
2019-02-27,4.990833333333334,,,,,,,
2019-02-28,5.785,,,,,,,
2019-03-01,7.310833333333334,,,,,,,
2019-03-02,8.02,,,,,,,
2019-03-03,8.501666666666667,,,,,,,
2019-03-04,6.85875,,,,,,,
2019-03-05,6.3646875,,,,,,,
2019-03-06,8.290416666666667,,,,,,,
2019-03-07,7.614791666666666,,,,,,,
2019-03-08,6.719166666666666,,,,,,,
2019-03-09,7.3308333333333335,,,,,,,
2019-03-10,6.700625,,,,,,,
2019-03-11,5.763125,,,,,,,
2019-03-12,6.4468749999999995,,,,,,,
2019-03-13,6.434583333333333,,,,,,,
2019-03-14,7.533541666666667,,,,,,,
2019-03-15,8.8025,,,,,,,
2019-03-16,8.9275,,,,,,,
2019-03-17,7.588541666666667,,,,,,,
2019-03-18,7.152708333333333,,,,,,,
2019-03-19,8.380625,,,,,,,
2019-03-20,9.049375,,,,,,,
2019-03-21,10.028125000000001,,,,,,,
2019-03-22,10.324791666666666,,,,,,,
2019-03-23,10.111875,,,,,,,
2019-03-24,9.600208333333333,,,,,,,
2019-03-25,8.656041666666667,,,,,,,
2019-03-26,7.5789583333333335,,,,,,,
2019-03-27,7.969791666666667,,,,,,,
2019-03-28,8.641041666666666,,,,,,,
2019-03-29,8.905833333333334,,,,,,,
2019-03-30,9.249583333333334,,,,,,,
2019-03-31,9.525416666666667,,,,,,,
2019-04-01,8.596874999999999,,,,,,,
2019-04-02,7.043333333333333,,,,,,,
2019-04-03,6.6660416666666675,,,,,,,
2019-04-04,6.392708333333334,,,,,,,
2019-04-05,7.449166666666667,,,,,,,
2019-04-06,7.417083333333333,,,,,,,
2019-04-07,8.494375,,,,,,,
2019-04-08,10.522291666666666,,,,,,,
2019-04-09,10.368541666666667,,,,,,,
2019-04-10,9.244375,,,,,,,
2019-04-11,8.235208333333334,,,,,,,
2019-04-12,6.869583333333334,,,,,,,
2019-04-13,6.8374999999999995,,,,,,,
2019-04-14,6.009166666666666,,,,,,,
2019-04-15,7.759583333333333,,,,,,,
2019-04-16,9.629166666666666,,,,,,,
