date,E07022A,E11043A,E08022A,E09106A
2018-04-05,18.744999999999997,,,
2018-04-06,15.778,,,
2018-04-11,6.981,,,
2018-04-12,6.616493506493506,,,
2018-04-13,6.944375,,,
2018-04-14,8.692708333333334,,,
2018-04-15,8.388125,,,
2018-04-16,9.487499999999999,,,
2018-04-17,9.588958333333332,,,
2018-04-18,13.283125,,,
2018-04-19,14.434583333333334,,,
2018-04-20,13.727708333333332,,,
2018-04-21,12.873125,,,
2018-04-22,13.329583333333334,,,
2018-04-23,11.545,,,
2018-04-24,10.233541666666666,,,
2018-04-25,10.593541666666667,18.97,,
2018-04-26,9.871458333333333,,,
2018-04-27,8.6875,,,
2018-04-28,8.551458333333334,,,
2018-04-29,8.856875,,,
2018-04-30,8.506458333333333,,,
2018-05-01,9.182916666666667,,,
2018-05-02,10.197291666666667,,,
2018-05-03,10.598333333333334,,,
2018-05-04,12.282857142857143,14.278461538461539,,
2018-05-05,13.853125,14.797708333333333,,
2018-05-06,15.558541666666665,16.641875,,
2018-05-07,16.391458333333333,17.60875,,
2018-05-08,16.731458333333332,17.977708333333332,,
2018-05-09,14.050833333333335,14.892708333333333,,
2018-05-10,13.123333333333333,14.063958333333334,,
2018-05-11,12.090000000000002,12.806875,,
2018-05-12,12.855208333333332,13.710833333333333,,
2018-05-13,13.762083333333335,14.973125000000001,,
2018-05-14,13.804583333333333,15.109166666666667,,
2018-05-15,15.050624999999998,16.545625,,
2018-05-16,13.979375,14.697916666666666,,
2018-05-17,11.348125000000001,12.216458333333334,,
2018-05-18,11.833541666666667,13.031458333333333,,
2018-05-19,13.41375,14.97,,
2018-05-20,15.094166666666666,16.679166666666667,,
2018-05-21,15.50625,17.229791666666667,,
2018-05-22,14.955,16.559791666666666,,
2018-05-23,14.592291666666666,16.047291666666666,,
2018-05-24,14.565833333333332,16.075,,
2018-05-25,14.060416666666667,14.898333333333333,,
2018-05-26,13.962708333333333,14.912916666666668,,
2018-05-27,16.00375,17.412499999999998,,
2018-05-28,16.945833333333333,18.452708333333334,,
2018-05-29,16.548333333333336,17.776041666666668,,
2018-05-30,15.0175,15.710416666666667,,
2018-05-31,15.292291666666666,16.385208333333335,,
2018-06-01,16.980833333333333,18.673125,,
2018-06-02,17.444375,18.831041666666668,,
2018-06-03,17.502291666666668,19.024166666666666,,
2018-06-04,16.985208333333333,18.202083333333334,,
2018-06-05,14.691666666666668,15.582708333333334,,
2018-06-06,14.180833333333334,15.346874999999999,,
2018-06-07,14.1475,15.387083333333335,,
2018-06-08,15.018958333333332,16.178124999999998,,
2018-06-09,15.267291666666667,16.63416666666667,,
2018-06-10,15.99125,17.602708333333332,,
2018-06-11,16.8175,18.284375,,
2018-06-12,15.9155,17.40625,,
2018-06-13,15.207083333333335,16.298125000000002,,
2018-06-14,15.0,15.908958333333333,,
2018-06-15,14.261666666666665,15.403541666666667,,
2018-06-16,14.512500000000001,15.669791666666667,,
2018-06-17,15.446666666666667,16.24833333333333,,
2018-06-18,15.5025,16.34208333333333,,
2018-06-19,15.737916666666665,16.976458333333333,,
2018-06-20,16.140625,16.86375,,
2018-06-21,13.602916666666665,14.36875,,
2018-06-22,13.763541666666667,14.739791666666667,,
2018-06-23,14.182291666666666,15.399375,,
2018-06-24,14.71625,16.052916666666665,,
2018-06-25,16.170833333333334,17.82375,,
2018-06-26,16.927916666666665,18.641875000000002,,
2018-06-27,16.346041666666668,17.849999999999998,,
2018-06-28,16.254583333333333,17.763333333333332,,
2018-06-29,16.557291666666668,18.080625,,
2018-06-30,16.45895833333333,17.974166666666665,,
2018-07-01,16.69729166666667,18.241875,,
2018-07-02,16.783958333333334,18.200625,,
2018-07-03,16.076249999999998,17.416458333333335,,
2018-07-04,15.674999999999999,16.90125,,
2018-07-05,16.120625,17.218333333333334,,
2018-07-06,16.351458333333333,17.408333333333335,,
2018-07-07,17.431875,18.663333333333334,,
2018-07-08,18.067083333333333,19.415208333333332,,
2018-07-09,17.985625,19.082916666666666,,
2018-07-10,16.70875,17.575833333333332,,
2018-07-11,15.862,17.031875,15.253750000000002,
2018-07-12,,17.8825,15.225833333333334,
2018-07-13,,17.6325,15.142083333333334,
2018-07-14,,18.536458333333332,15.417083333333332,
2018-07-15,,19.785625,15.741875,
2018-07-16,,19.69666666666667,16.056458333333335,
2018-07-17,,17.93,15.444583333333334,
2018-07-18,,16.774166666666666,14.590416666666668,
2018-07-19,,17.435416666666665,15.089166666666666,
2018-07-20,,16.607083333333332,14.656458333333333,
2018-07-21,,17.3075,15.090208333333335,
2018-07-22,,17.800208333333334,15.8525,
2018-07-23,,19.578541666666666,16.93104166666667,
2018-07-24,,19.728125000000002,17.255,
2018-07-25,,17.844791666666666,15.723541666666668,
2018-07-26,,18.822083333333335,16.198958333333334,
2018-07-27,,19.733541666666667,17.021874999999998,
2018-07-28,,18.962083333333336,16.571875000000002,
2018-07-29,,18.024375,15.336875,
2018-07-30,,18.093333333333334,15.423541666666667,
2018-07-31,,17.63145833333333,15.221458333333333,
2018-08-01,,17.131249999999998,14.849791666666667,
2018-08-02,,18.629583333333333,16.123124999999998,
2018-08-03,,19.710833333333333,17.141458333333333,
2018-08-04,,18.490833333333335,16.598958333333332,
2018-08-05,,18.20958333333333,15.995833333333332,
2018-08-06,,18.76625,16.410416666666666,
2018-08-07,,18.9075,16.604166666666668,
2018-08-08,,17.067916666666665,15.279166666666667,
2018-08-09,,15.711489361702128,13.99586956521739,
2018-08-10,,14.585208333333334,13.127083333333333,
2018-08-11,,14.710208333333334,13.1275,
2018-08-12,,16.969583333333333,14.703958333333333,
2018-08-13,,17.375416666666666,15.378333333333332,
2018-08-14,,16.881875,15.417291666666666,
2018-08-15,,17.71229166666667,16.115624999999998,
2018-08-16,,16.827291666666667,15.597708333333335,
2018-08-17,,15.265416666666667,14.145625,
2018-08-18,,16.487916666666667,15.030625,
2018-08-19,,17.688333333333333,16.15375,
2018-08-20,,17.528958333333332,15.987291666666666,
2018-08-21,,18.113125,16.313958333333336,
2018-08-22,,17.85875,16.293333333333333,
2018-08-23,,15.871666666666668,14.872708333333334,
2018-08-24,,13.992916666666666,13.203958333333333,
2018-08-25,,13.6275,12.227916666666665,
2018-08-26,,13.660434782608695,12.167499999999999,
2018-08-27,,14.333125,12.85,
2018-08-28,,14.924999999999999,13.548124999999999,
2018-08-29,,14.894791666666668,13.634375,
2018-08-30,,13.659583333333332,12.543333333333335,
2018-08-31,,13.091666666666667,11.589583333333332,
2018-09-01,,13.963958333333332,11.985416666666666,
2018-09-02,,16.188125,13.716458333333334,
2018-09-03,,16.624583333333334,14.485208333333333,
2018-09-04,,14.988124999999998,13.583125,
2018-09-05,,14.2575,12.84625,
2018-09-06,,13.798333333333334,12.482708333333333,
2018-09-07,,12.408958333333333,11.47625,
2018-09-08,,13.152500000000002,11.9375,
2018-09-09,,14.289791666666666,12.946041666666666,
2018-09-10,,13.669583333333334,12.771666666666667,
2018-09-11,,14.151874999999999,13.21375,
2018-09-12,,13.881458333333333,12.505208333333334,
2018-09-13,,13.005625,11.438541666666666,
2018-09-14,,13.483541666666667,12.028541666666667,
2018-09-15,,13.626249999999999,12.369375,
2018-09-16,,14.242916666666666,12.977083333333333,
2018-09-17,,14.365208333333333,13.173333333333334,
2018-09-18,,15.244375,13.958125,
2018-09-19,,15.082083333333335,14.041666666666666,
2018-09-20,,13.847499999999998,12.937291666666667,
2018-09-21,,12.598958333333334,12.171666666666667,
2018-09-22,,11.632916666666667,10.908333333333333,
2018-09-23,,10.706666666666665,10.036458333333334,
2018-09-24,,9.271875,9.56,
2018-09-25,,9.344583333333334,9.108541666666666,
2018-09-26,,12.663125,10.749791666666667,
2018-09-27,,13.933333333333332,12.297291666666666,
2018-09-28,,12.185,11.012500000000001,
2018-09-29,,10.680625,9.348125,
2018-09-30,,11.04,9.713958333333332,
2018-10-01,,9.694166666666666,9.023125,
2018-10-02,,11.182916666666666,10.092564102564102,
2018-10-03,,11.753749999999998,,
2018-10-04,,13.017291666666667,12.281428571428572,
2018-10-05,,12.934583333333334,12.064791666666666,
2018-10-06,,11.556666666666667,10.026458333333332,
2018-10-07,,9.562083333333334,8.26625,
2018-10-08,,10.950000000000001,9.600208333333333,
2018-10-09,,11.977291666666666,10.760833333333332,
2018-10-10,,11.611458333333333,10.335833333333333,
2018-10-11,,12.641458333333333,11.264375000000001,
2018-10-12,,13.133125,12.332500000000001,
2018-10-13,,15.060833333333333,14.478541666666667,
2018-10-14,,13.773541666666667,13.206458333333332,
2018-10-15,,12.082083333333335,10.672291666666666,
2018-10-16,,12.152500000000002,10.965416666666668,
2018-10-17,,11.972916666666668,11.364166666666668,
2018-10-18,,10.029166666666667,9.619583333333333,
2018-10-19,,9.034374999999999,8.349375,
2018-10-20,,9.814583333333333,8.996875,
2018-10-21,,10.4375,9.744166666666667,
2018-10-22,,9.258541666666668,9.112916666666667,
2018-10-23,,9.993125000000001,9.501875,
2018-10-24,,10.586041666666667,10.259375,
2018-10-25,,9.729583333333332,9.671666666666667,
2018-10-26,,8.9225,8.996875000000001,
2018-10-27,,6.342083333333334,6.741875,
2018-10-28,,5.857083333333333,5.964166666666666,
2018-10-29,,4.8525,5.465,
2018-10-30,,5.0200000000000005,5.5807142857142855,
2018-10-31,,5.1450000000000005,5.222083333333333,
2018-11-01,,5.956458333333333,5.896249999999999,
2018-11-02,,5.682083333333334,5.77875,
2018-11-03,,6.995208333333333,6.908541666666667,
2018-11-04,,8.628333333333334,8.574791666666666,
2018-11-05,,8.702083333333333,8.856250000000001,
2018-11-06,,9.204583333333334,9.1725,
2018-11-07,,9.866666666666667,9.853958333333333,
2018-11-08,,8.958260869565217,9.065833333333334,
2018-11-09,,8.570833333333333,8.630208333333334,
2018-11-10,,8.646666666666667,8.775208333333333,
2018-11-11,,8.144375,8.245833333333334,
2018-11-12,,7.78625,7.868541666666666,
2018-11-13,,7.757291666666667,7.91375,17.78
2018-11-14,,8.438541666666667,8.570833333333333,8.846666666666668
2018-11-15,,7.550625,7.970208333333333,7.482500000000001
2018-11-16,,8.43125,8.717291666666666,8.819374999999999
2018-11-17,,8.281666666666666,8.785208333333333,8.415000000000001
2018-11-18,,7.484791666666666,7.763333333333333,7.257083333333333
2018-11-19,,6.800625,6.885208333333334,6.4472916666666675
2018-11-20,,6.366041666666667,6.574375,6.168958333333333
2018-11-21,,6.1343749999999995,6.54375,6.44875
2018-11-22,,5.2472916666666665,5.432708333333333,5.402708333333333
2018-11-23,,5.520208333333334,6.168541666666666,6.138333333333333
2018-11-24,,6.152083333333334,6.708125,6.669583333333333
2018-11-25,,6.158541666666667,6.548958333333334,6.385208333333334
2018-11-26,,5.982083333333333,6.314791666666667,6.183958333333333
2018-11-27,,5.383958333333333,5.705208333333334,5.702083333333333
2018-11-28,,6.62875,7.469374999999999,7.644166666666667
2018-11-29,,8.264583333333333,8.624583333333334,8.356041666666666
2018-11-30,,7.314374999999999,7.425833333333333,7.184375
