date,E07022A,E11043A,E08022A,E09106A
2018-12-01,,6.818958333333334,7.199166666666667,7.219574468085106
2018-12-02,,7.8914583333333335,8.438541666666667,8.422916666666667
2018-12-03,,8.085625,8.311666666666666,7.899166666666667
2018-12-04,,5.990208333333334,6.004375,5.9281250000000005
2018-12-05,,5.824375,6.401875,6.5225
2018-12-06,,8.269791666666666,8.492708333333333,8.71
2018-12-07,,8.568541666666667,8.613958333333333,8.580833333333333
2018-12-08,,7.416250000000001,7.77,7.896666666666667
2018-12-09,,7.518541666666667,7.900833333333334,7.872916666666666
2018-12-10,,6.918541666666666,7.5625,7.595
2018-12-11,,6.704375,7.165833333333333,7.350833333333333
2018-12-12,,6.421666666666667,6.861041666666666,6.9468749999999995
2018-12-13,,5.205625,5.596875,5.583749999999999
2018-12-14,,3.483541666666667,3.87375,3.8797916666666663
2018-12-15,,2.7466666666666666,3.2002083333333338,3.4647916666666667
2018-12-16,,3.641875,4.8862499999999995,5.2127083333333335
2018-12-17,,4.784791666666666,5.614791666666666,5.847291666666667
2018-12-18,,6.113333333333333,6.963125000000001,7.167083333333333
2018-12-19,,6.148541666666667,6.431041666666666,6.497916666666666
2018-12-20,,5.736458333333334,6.338958333333333,6.4745833333333325
2018-12-21,,6.025925925925925,6.5744444444444445,6.6648148148148145
2018-12-22,,6.6933333333333325,7.1025,7.190833333333333
2018-12-23,,6.723333333333334,6.949166666666667,7.028333333333333
2018-12-24,,5.7425,6.115833333333334,6.241666666666667
2018-12-25,,5.051666666666667,5.870833333333334,6.2683333333333335
2018-12-26,,6.468333333333334,7.1525,7.4075
2018-12-27,,6.435,6.8066666666666675,7.019166666666667
2018-12-28,,6.8183333333333325,7.3758333333333335,7.509166666666666
2018-12-29,,7.032500000000001,,7.895833333333333
2018-12-30,,,,7.618571428571428
2019-01-01,,7.401666666666667,,7.4366666666666665
2019-01-02,,6.008484848484849,,5.752121212121212
2019-01-03,,5.076458333333334,4.735652173913044,4.882916666666667
2019-01-04,,4.467291666666667,4.491875,4.66625
2019-01-05,,4.578541666666667,5.1025,5.320425531914894
2019-01-06,,5.357708333333334,6.067083333333334,6.328125
2019-01-07,,6.279375000000001,7.0406249999999995,7.216875000000001
2019-01-08,,5.248541666666667,5.947916666666667,5.633541666666667
2019-01-09,,3.7466666666666666,4.182916666666666,3.9483333333333337
2019-01-10,,3.9620833333333336,4.1525,4.366874999999999
2019-01-11,,4.797083333333333,5.507708333333333,5.673125
2019-01-12,,5.947916666666667,6.575208333333333,6.842083333333334
2019-01-13,,7.110416666666667,7.548333333333333,7.5683333333333325
2019-01-14,,5.732291666666666,6.171875,5.933958333333333
2019-01-15,,5.846875,6.194583333333333,6.1847916666666665
2019-01-16,,5.843333333333334,6.387291666666666,6.2508333333333335
2019-01-17,,3.515,3.9885416666666664,3.435625
2019-01-18,,2.618333333333333,2.5485416666666665,2.446458333333333
2019-01-19,,2.984583333333333,3.1629166666666664,3.2779166666666666
2019-01-20,,3.3093749999999997,3.795833333333333,3.8677083333333333
2019-01-21,,3.4608333333333334,3.9589583333333334,3.966041666666667
2019-01-22,,3.1347916666666666,3.624375,3.5402083333333336
2019-01-23,,2.247291666666667,2.16375,2.0442553191489363
2019-01-24,,2.1241666666666665,2.058333333333333,2.575625
2019-01-25,,3.7285416666666666,3.959032258064516,5.519791666666666
2019-01-26,,5.503125,,6.647560975609756
2019-01-27,,4.820625,,
2019-01-28,,2.589583333333333,,
2019-01-29,,2.346875,,
2019-01-30,,2.0995833333333334,,
2019-01-31,,1.748125,,
2019-02-01,,1.5227083333333333,,
2019-02-02,,1.4925,,
2019-02-03,,1.706875,,
2019-02-04,,2.5977083333333333,,
2019-02-05,,2.8372916666666668,,
2019-02-06,,3.9406250000000003,,
2019-02-07,,4.531666666666667,,
2019-02-08,,5.381875,,
2019-02-09,,5.25,,
2019-02-10,,4.994166666666667,,
2019-02-11,,4.4852083333333335,,
2019-02-12,,4.594375,,
2019-02-13,,6.401458333333333,,
2019-02-14,,5.984375,,
2019-02-15,,4.945625,,
2019-02-16,,5.919583333333333,,
2019-02-17,,6.944791666666667,,
2019-02-18,,6.994375000000001,,
2019-02-19,,6.73125,,
2019-02-20,,7.123541666666667,,
2019-02-21,,7.904791666666667,,
2019-02-22,,7.32375,,
2019-02-23,,7.291458333333334,,
2019-02-24,,7.143125,,
2019-02-25,,6.495625,,
2019-02-26,,6.124375000000001,,
2019-02-27,,6.008125,,
2019-02-28,,6.034375,,
2019-03-01,,6.681458333333333,,
2019-03-02,,7.2785416666666665,,
2019-03-03,,7.00875,,
2019-03-04,,6.244583333333334,,
2019-03-05,,5.988125,,
2019-03-06,,6.926458333333334,,
2019-03-07,,6.841458333333333,,
2019-03-08,,5.811041666666667,,
2019-03-09,,6.2370833333333335,,
2019-03-10,,5.877291666666667,,
2019-03-11,,5.412291666666667,,
2019-03-12,,6.202083333333333,,
2019-03-13,,6.359375,,
2019-03-14,,6.991875,,
2019-03-15,,7.595833333333334,,
2019-03-16,,7.5975,,
2019-03-17,,6.7335416666666665,,
2019-03-18,,6.911458333333333,,
2019-03-19,,7.8475,,
2019-03-20,,9.574791666666666,,
2019-03-21,,9.926458333333333,,
2019-03-22,,10.393958333333332,,
2019-03-23,,9.899166666666668,,
2019-03-24,,8.588541666666666,,
2019-03-25,,7.831875,,
2019-03-26,,7.882083333333333,,
2019-03-27,,8.307708333333332,,
2019-03-28,,8.575625,,
2019-03-29,,9.1822,,
2019-03-30,,9.161458333333334,,
2019-03-31,,9.381458333333333,,
2019-04-01,,8.845714285714285,,
2019-04-02,,8.564583333333333,,
2019-04-03,,7.60625,,
2019-04-04,,7.506458333333334,,
2019-04-05,,7.594166666666666,,
2019-04-06,,8.825416666666667,,
2019-04-07,,9.849583333333333,,
2019-04-08,,9.909374999999999,,
2019-04-09,,10.061874999999999,,
2019-04-10,,9.195416666666667,,
2019-04-11,,9.308125,,
2019-04-12,,8.446041666666668,,
2019-04-13,,7.654791666666667,,
2019-04-14,,6.7285416666666675,,
2019-04-15,,7.915,,
2019-04-16,,9.601458333333333,,
2019-04-17,,10.973333333333334,,
2019-04-18,,12.100416666666666,,
2019-04-19,,12.567708333333334,,
2019-04-20,,13.3925,,
2019-04-21,,14.344166666666666,,
2019-04-22,,14.347708333333335,,
2019-04-23,,14.170833333333334,,
2019-04-24,,13.387291666666668,,
2019-04-25,,12.492083333333333,,
2019-04-26,,11.570416666666667,,
2019-04-27,,11.204374999999999,,
2019-04-28,,11.483333333333334,,
2019-04-29,,11.578125,,
2019-04-30,,12.164166666666667,,
2019-05-01,,13.107708333333333,,
2019-05-02,,12.549375,,
2019-05-03,,11.882708333333333,,
2019-05-04,,10.303958333333332,,
2019-05-05,,10.288333333333334,,
2019-05-06,,10.214791666666667,,
2019-05-07,,10.352500000000001,,
2019-05-08,,10.459375,,
2019-05-09,,9.69375,,
2019-05-10,,9.64625,,
2019-05-11,,10.721666666666666,,
2019-05-12,,11.636875000000002,,
2019-05-13,,13.309166666666668,,
2019-05-14,,14.941875000000001,,
2019-05-15,,15.491875,,
2019-05-16,,14.865833333333333,,
2019-05-17,,15.222291666666665,,
2019-05-18,,15.073749999999999,,
2019-05-19,,14.691666666666668,,
2019-05-20,,14.700833333333334,,
2019-05-21,,14.603333333333333,,
2019-05-22,,14.979999999999999,,
2019-05-23,,15.526666666666666,,
2019-05-24,,15.399375,,
2019-05-25,,15.476041666666667,,
2019-05-26,,15.876666666666665,,
2019-05-27,,14.796666666666667,,
2019-05-28,,14.685416666666667,,
2019-05-29,,13.834583333333333,,
2019-05-30,,15.657916666666667,,
2019-05-31,,16.46625,,
2019-06-01,,16.515833333333333,,
2019-06-02,,17.109583333333333,,
2019-06-03,,15.418541666666668,,
2019-06-04,,15.426666666666668,,
2019-06-05,,14.965000000000002,,
2019-06-06,,13.995624999999999,,
2019-06-07,,13.911041666666668,,
2019-06-08,,13.744583333333333,,
2019-06-09,,13.427291666666667,,
2019-06-10,,13.21875,,
2019-06-11,,12.636875000000002,,
2019-06-12,,11.324375000000002,,
2019-06-13,,11.603958333333333,,
2019-06-14,,12.190208333333333,,
2019-06-15,,12.587916666666667,,
2019-06-16,,13.119583333333333,,
2019-06-17,,13.768541666666666,,
2019-06-18,,14.654166666666667,,
2019-06-19,,15.915416666666665,,
2019-06-20,,15.644166666666665,,
2019-06-21,,15.794166666666667,,
2019-06-22,,16.568541666666665,,
2019-06-23,,17.075416666666666,,
2019-06-24,,17.095,,
2019-06-25,,16.378333333333334,,
2019-06-26,,13.691249999999998,,
2019-06-27,,14.410625000000001,,
2019-06-28,,16.603333333333335,,
2019-06-29,,18.751875000000002,,
2019-06-30,,19.106875,,
2019-07-01,,17.581041666666668,,
2019-07-02,,16.564375000000002,,
2019-07-03,,17.055208333333333,,
2019-07-04,,18.02,,
2019-07-05,,18.38,,
2019-07-06,,18.410208333333333,,
2019-07-07,,17.739166666666666,,
2019-07-08,,17.439583333333335,,
2019-07-09,,17.525833333333335,,
2019-07-10,,18.118125,,
2019-07-11,,19.036875,,
2019-07-12,,18.735625000000002,,
2019-07-13,,17.988333333333333,,
2019-07-14,,17.985208333333333,,
2019-07-15,,17.467916666666667,,
2019-07-16,,18.17354166666667,,
2019-07-17,,18.519166666666667,,
2019-07-18,,18.004791666666666,,
2019-07-19,,17.474791666666665,,
2019-07-20,,17.743750000000002,,
2019-07-21,,17.797083333333333,,
2019-07-22,,19.441666666666666,,
2019-07-23,,20.686875,,
2019-07-24,,23.156041666666667,,
2019-07-25,,22.714583333333334,,
2019-07-26,,22.54479166666667,,
2019-07-27,,20.249583333333334,,
2019-07-28,,16.712708333333335,,
2019-07-29,,17.416458333333335,,
2019-07-30,,17.671875,,
2019-07-31,,16.414166666666667,,
2019-08-01,,16.74416666666667,,
2019-08-02,,17.08458333333333,,
2019-08-03,,17.423750000000002,,
2019-08-04,,18.17833333333333,,
2019-08-05,,18.155833333333334,,
2019-08-06,,18.648333333333333,,
2019-08-07,,18.251041666666666,,
2019-08-08,,18.285833333333333,,
2019-08-09,,18.99125,,
2019-08-10,,17.908125000000002,,
2019-08-11,,16.834791666666668,,
2019-08-12,,15.789791666666666,,
2019-08-13,,15.895833333333334,,
2019-08-14,,15.994166666666667,,
2019-08-15,,16.216458333333332,,
2019-08-16,,15.758333333333333,,
2019-08-17,,16.026875,,
2019-08-18,,15.887916666666667,,
2019-08-19,,16.070208333333333,,
2019-08-20,,15.803125,,
2019-08-21,,16.508541666666666,,
2019-08-22,,16.78375,,
2019-08-23,,18.210208333333334,,
2019-08-24,,18.790208333333332,,
2019-08-25,,18.859166666666667,,
2019-08-26,,19.599166666666665,,
2019-08-27,,19.711458333333333,,
2019-08-28,,18.872083333333332,,
2019-08-29,,16.580000000000002,,
2019-08-30,,17.040625000000002,,
2019-08-31,,16.298125,,
2019-09-01,,14.864375,,
2019-09-02,,14.728958333333333,,
2019-09-03,,15.292499999999999,,
2019-09-04,,15.489791666666667,,
2019-09-05,,13.902500000000002,,
2019-09-06,,14.216041666666667,,
2019-09-07,,13.760208333333333,,
2019-09-08,,12.540208333333332,,
2019-09-09,,13.5475,,
2019-09-10,,13.417499999999999,,
2019-09-11,,14.468541666666667,,
2019-09-12,,15.155833333333334,,
2019-09-13,,14.168958333333334,,
2019-09-14,,13.29875,,
2019-09-15,,14.31875,,
2019-09-16,,14.101458333333333,,
2019-09-17,,13.070208333333333,,
2019-09-18,,12.262291666666668,,
2019-09-19,,12.735,,
2019-09-20,,13.117291666666667,,
2019-09-21,,13.215416666666668,,
2019-09-22,,13.804166666666667,,
2019-09-23,,14.509375,,
2019-09-24,,14.892708333333333,,
2019-09-25,,14.186041666666666,,
2019-09-26,,14.642083333333332,,
2019-09-27,,14.046875,,
2019-09-28,,13.591041666666667,,
2019-09-29,,12.973125000000001,,
2019-09-30,,12.504791666666668,,
2019-10-01,,12.320416666666667,,
2019-10-02,,11.026041666666666,,
2019-10-03,,9.914791666666668,,
2019-10-04,,11.3725,,
2019-10-05,,11.448333333333332,,
2019-10-06,,11.957500000000001,,
2019-10-07,,11.784583333333332,,
2019-10-08,,11.643541666666666,,
2019-10-09,,10.92875,,
2019-10-10,,10.688958333333334,,
2019-10-11,,11.694375,,
2019-10-12,,11.290833333333333,,
2019-10-13,,11.216875,,
2019-10-14,,10.696458333333332,,
2019-10-15,,11.109166666666667,,
2019-10-16,,11.021041666666667,,
2019-10-17,,9.742708333333333,,
2019-10-18,,10.371875000000001,,
2019-10-19,,10.379583333333333,,
2019-10-20,,9.965208333333333,,
2019-10-21,,9.943541666666667,,
2019-10-22,,9.055625000000001,,
2019-10-23,,8.764791666666666,,
2019-10-24,,8.907916666666667,,
2019-10-25,,9.085416666666667,,
2019-10-26,,9.338125,,
2019-10-27,,8.947916666666666,,
2019-10-28,,8.07,,
2019-10-29,,7.584791666666667,,
2019-10-30,,7.722708333333333,,
2019-10-31,,6.9660416666666665,,
2019-11-01,,8.113333333333333,,
2019-11-02,,9.254166666666666,,
2019-11-03,,8.152083333333334,,
2019-11-04,,8.400625,,
2019-11-05,,8.897499999999999,,
2019-11-06,,7.4125000000000005,,
2019-11-07,,7.4975,,
2019-11-08,,8.055208333333333,,
2019-11-09,,7.192083333333334,,
2019-11-10,,7.111458333333334,,
2019-11-11,,7.2352083333333335,,
2019-11-12,,7.058125,,
2019-11-13,,6.828541666666666,,
2019-11-14,,6.430416666666667,,
2019-11-15,,7.043958333333333,,
2019-11-16,,7.931458333333333,,
2019-11-17,,8.143541666666666,,
2019-11-18,,6.999375000000001,,
2019-11-19,,5.195,,
2019-11-20,,5.409166666666667,,
2019-11-21,,5.223958333333333,,
2019-11-22,,6.084583333333334,,
2019-11-23,,7.303541666666667,,
2019-11-24,,7.989166666666667,,
2019-11-25,,8.431458333333333,,
2019-11-26,,8.537291666666667,,
2019-11-27,,8.183333333333334,,
2019-11-28,,8.124166666666666,,
2019-11-29,,6.31375,,
2019-11-30,,4.836875,,
2019-12-01,,4.803333333333334,,
2019-12-02,,4.325208333333333,,
2019-12-03,,5.20125,,
2019-12-04,,4.891041666666667,,
2019-12-05,,5.462708333333333,,
2019-12-06,,7.574791666666666,,
2019-12-07,,7.721666666666667,,
2019-12-08,,7.297083333333333,,
2019-12-09,,5.56375,,
2019-12-10,,5.345416666666666,,
2019-12-11,,6.008541666666667,,
2019-12-12,,5.430833333333333,,
2019-12-13,,6.101458333333333,,
2019-12-14,,5.470208333333333,,
2019-12-15,,5.373958333333333,,
2019-12-16,,5.176875,,
2019-12-17,,4.477916666666666,,
2019-12-18,,4.179791666666667,,
2019-12-19,,6.519375,,
2019-12-20,,7.047916666666667,,
2019-12-21,,6.330625,,
2019-12-22,,6.662708333333334,,
2019-12-23,,6.3066666666666675,,
2019-12-24,,6.2406250000000005,,
2019-12-25,,5.816666666666666,,
2019-12-26,,5.868958333333333,,
2019-12-27,,6.206857142857143,,
2020-01-06,,6.384583333333333,,
2020-01-07,,6.622708333333333,,
2020-01-08,,7.30875,,
2020-01-09,,6.6710416666666665,,
2020-01-10,,5.58625,,
2020-01-11,,6.219166666666666,,
2020-01-12,,6.786041666666667,,
2020-01-13,,5.676875,,
2020-01-14,,5.916666666666667,,
2020-01-15,,6.088333333333334,,
2020-01-16,,5.831875,,
2020-01-17,,6.47125,,
2020-01-18,,4.861458333333333,,
2020-01-19,,3.699375,,
2020-01-20,,3.778333333333333,,
2020-01-21,,4.427708333333333,,
2020-01-22,,5.4902083333333325,,
2020-01-23,,5.880416666666666,,
2020-01-24,,6.413958333333333,,
2020-01-25,,6.5633333333333335,,
2020-01-26,,6.378333333333334,,
2020-01-27,,5.283611111111111,,
2020-01-28,,4.58625,,
