source_station,target_station,variable,lag_days,lag_definition,period,raw_correlation,raw_n_pairs,anomaly_correlation,anomaly_n_pairs
B1,P3,F,13,positive=source_leads_target,train,0.8682804639621698,3639,0.4850485052550797,3639
B1,P3,F,14,positive=source_leads_target,train,0.8596950189565761,3638,0.462924887570713,3638
B1,P3,F,15,positive=source_leads_target,train,0.8510252871776235,3637,0.4405950863931503,3637
B1,P3,F,16,positive=source_leads_target,train,0.8428025967927169,3636,0.421395233779552,3636
B1,P3,F,17,positive=source_leads_target,train,0.8353653351288954,3635,0.4041865444910555,3635
B1,P3,F,18,positive=source_leads_target,train,0.8281910571692687,3634,0.38811951121824373,3634
B1,P3,F,19,positive=source_leads_target,train,0.8209978936032316,3633,0.3727095073050172,3633
B1,P3,F,20,positive=source_leads_target,train,0.8136403487342388,3632,0.36009345552364735,3632
B1,P3,F,21,positive=source_leads_target,train,0.8057704389789999,3631,0.3462079775308753,3631
B1,P3,F,22,positive=source_leads_target,train,0.7970850539893799,3630,0.33209323058883183,3630
B1,P3,F,23,positive=source_leads_target,train,0.7875570810222096,3629,0.31692580822788335,3629
B1,P3,F,24,positive=source_leads_target,train,0.7774617787584631,3628,0.2993202146019013,3628
B1,P3,F,25,positive=source_leads_target,train,0.7671107719912693,3627,0.2797322985831057,3627
B1,P3,F,26,positive=source_leads_target,train,0.7566311315849111,3626,0.25748394688960086,3626
B1,P3,F,27,positive=source_leads_target,train,0.7462608245519273,3625,0.23603750660531939,3625
B1,P3,F,28,positive=source_leads_target,train,0.7361684288282995,3624,0.2170021596541214,3624
B1,P3,F,29,positive=source_leads_target,train,0.7263084933045315,3623,0.19969211580663404,3623
B1,P3,F,30,positive=source_leads_target,train,0.7167753010548422,3622,0.1844063089184786,3622
B1,P3,L,-30,positive=source_leads_target,train,0.6731772985664852,3622,0.28207739232506096,3622
B1,P3,L,-29,positive=source_leads_target,train,0.6845157946742034,3623,0.29192563576738434,3623
B1,P3,L,-28,positive=source_leads_target,train,0.6953100609963704,3624,0.2997492960633064,3624
B1,P3,L,-27,positive=source_leads_target,train,0.7055669716345305,3625,0.3066752671829032,3625
B1,P3,L,-26,positive=source_leads_target,train,0.7155798055668267,3626,0.3130986699515698,3626
B1,P3,L,-25,positive=source_leads_target,train,0.7253966881256234,3627,0.31899949203136163,3627
B1,P3,L,-24,positive=source_leads_target,train,0.7350799828300719,3628,0.3248677256780712,3628
B1,P3,L,-23,positive=source_leads_target,train,0.7446972802318195,3629,0.33212509071337704,3629
B1,P3,L,-22,positive=source_leads_target,train,0.7542062424645467,3630,0.34101632754848143,3630
B1,P3,L,-21,positive=source_leads_target,train,0.7635692685684792,3631,0.34808195397192493,3631
B1,P3,L,-20,positive=source_leads_target,train,0.772844555122229,3632,0.35368177843867155,3632
B1,P3,L,-19,positive=source_leads_target,train,0.7821273155477064,3633,0.35893945990614284,3633
B1,P3,L,-18,positive=source_leads_target,train,0.7915245441806692,3634,0.36713527176887745,3634
B1,P3,L,-17,positive=source_leads_target,train,0.8008917438113112,3635,0.37847822364193784,3635
B1,P3,L,-16,positive=source_leads_target,train,0.8099200184605151,3636,0.3898905747982923,3636
B1,P3,L,-15,positive=source_leads_target,train,0.8185699329031356,3637,0.4028518647998962,3637
B1,P3,L,-14,positive=source_leads_target,train,0.8269088313613954,3638,0.41448972059803496,3638
B1,P3,L,-13,positive=source_leads_target,train,0.8351468644327976,3639,0.42606646993618974,3639
B1,P3,L,-12,positive=source_leads_target,train,0.843369960966428,3640,0.4367565165041013,3640
B1,P3,L,-11,positive=source_leads_target,train,0.8514863210905255,3641,0.4490679527161795,3641
B1,P3,L,-10,positive=source_leads_target,train,0.859464879968901,3642,0.46134672588165637,3642
B1,P3,L,-9,positive=source_leads_target,train,0.8672142882421109,3643,0.47367266810637476,3643
B1,P3,L,-8,positive=source_leads_target,train,0.8746428733423288,3644,0.4873827202861067,3644
B1,P3,L,-7,positive=source_leads_target,train,0.8818345685849832,3645,0.502755722801448,3645
B1,P3,L,-6,positive=source_leads_target,train,0.8889094442281544,3646,0.5208180631676398,3646
B1,P3,L,-5,positive=source_leads_target,train,0.8961433307593162,3647,0.5416655799629004,3647
B1,P3,L,-4,positive=source_leads_target,train,0.9034492830974458,3648,0.5656236519010525,3648
B1,P3,L,-3,positive=source_leads_target,train,0.9110259770047782,3649,0.5924544209611592,3649
B1,P3,L,-2,positive=source_leads_target,train,0.919210750922882,3650,0.6237656101230549,3650
B1,P3,L,-1,positive=source_leads_target,train,0.927974497669221,3651,0.6591215933614402,3651
B1,P3,L,0,positive=source_leads_target,train,0.9368589941598773,3652,0.6961970863082714,3652
B1,P3,L,1,positive=source_leads_target,train,0.9453194443862538,3651,0.7320049974037776,3651
B1,P3,L,2,positive=source_leads_target,train,0.952042662817725,3650,0.7592910763657242,3650
B1,P3,L,3,positive=source_leads_target,train,0.9556190101209073,3649,0.7700684487956251,3649
B1,P3,L,4,positive=source_leads_target,train,0.9548458622223243,3648,0.755009019900941,3648
B1,P3,L,5,positive=source_leads_target,train,0.950572238252032,3647,0.7220807078068685,3647
B1,P3,L,6,positive=source_leads_target,train,0.9445746078910534,3646,0.6828048838224884,3646
B1,P3,L,7,positive=source_leads_target,train,0.9381914070382826,3645,0.644436350746314,3645
B1,P3,L,8,positive=source_leads_target,train,0.9320825100808995,3644,0.6117146842426808,3644
B1,P3,L,9,positive=source_leads_target,train,0.9264676488406348,3643,0.5832429507695717,3643
B1,P3,L,10,positive=source_leads_target,train,0.921046068075655,3642,0.5567066479566398,3642
B1,P3,L,11,positive=source_leads_target,train,0.9156238612902073,3641,0.5315621633954655,3641
B1,P3,L,12,positive=source_leads_target,train,0.9099612230254972,3640,0.5072446536775747,3640
B1,P3,L,13,positive=source_leads_target,train,0.9039953265066789,3639,0.4844097165369801,3639
B1,P3,L,14,positive=source_leads_target,train,0.897834406465214,3638,0.4633042858281046,3638
B1,P3,L,15,positive=source_leads_target,train,0.8914402538653402,3637,0.44142897290780897,3637
B1,P3,L,16,positive=source_leads_target,train,0.8851914451446662,3636,0.4224079783224307,3636
B1,P3,L,17,positive=source_leads_target,train,0.8793609412365331,3635,0.40551237446682736,3635
B1,P3,L,18,positive=source_leads_target,train,0.8736244110759106,3634,0.3902885602292021,3634
B1,P3,L,19,positive=source_leads_target,train,0.867782846093852,3633,0.37581785631587256,3633
B1,P3,L,20,positive=source_leads_target,train,0.8617398086985403,3632,0.36353653515628065,3632
B1,P3,L,21,positive=source_leads_target,train,0.8552875269862157,3631,0.35059310439303365,3631
B1,P3,L,22,positive=source_leads_target,train,0.8482344654456502,3630,0.33650596272471195,3630
B1,P3,L,23,positive=source_leads_target,train,0.8405459531025279,3629,0.32137365675179513,3629
B1,P3,L,24,positive=source_leads_target,train,0.8324227799945744,3628,0.303958873748494,3628
B1,P3,L,25,positive=source_leads_target,train,0.8241162922997598,3627,0.28499624295605414,3627
B1,P3,L,26,positive=source_leads_target,train,0.8157447656083385,3626,0.2649627722696203,3626
B1,P3,L,27,positive=source_leads_target,train,0.807442748906063,3625,0.24653720952026978,3625
B1,P3,L,28,positive=source_leads_target,train,0.7992298038416543,3624,0.22993621630651848,3624
B1,P3,L,29,positive=source_leads_target,train,0.7910709137995924,3623,0.21426740094510804,3623
B1,P3,L,30,positive=source_leads_target,train,0.7829512314490505,3622,0.20052853548324193,3622
S2,P3,T,-30,positive=source_leads_target,train,0.775948072694214,3622,0.031757371832583446,3622
S2,P3,T,-29,positive=source_leads_target,train,0.7849789233894722,3623,0.030050391390139725,3623
S2,P3,T,-28,positive=source_leads_target,train,0.7936628633269148,3624,0.027434334018224024,3624
S2,P3,T,-27,positive=source_leads_target,train,0.8020101775040251,3625,0.02196935492218843,3625
S2,P3,T,-26,positive=source_leads_target,train,0.8100484375276029,3626,0.016875910851341724,3626
S2,P3,T,-25,positive=source_leads_target,train,0.8178387675313237,3627,0.012669822831836734,3627
S2,P3,T,-24,positive=source_leads_target,train,0.8255412837887569,3628,0.010449323262753723,3628
S2,P3,T,-23,positive=source_leads_target,train,0.8331656996473623,3629,0.011033257220419783,3629
S2,P3,T,-22,positive=source_leads_target,train,0.8405695971055956,3630,0.012855128874921856,3630
S2,P3,T,-21,positive=source_leads_target,train,0.8478335676456692,3631,0.016157107962571346,3631
S2,P3,T,-20,positive=source_leads_target,train,0.8549222172690754,3632,0.019947777729059955,3632
S2,P3,T,-19,positive=source_leads_target,train,0.8618193322649398,3633,0.023172844663606886,3633
S2,P3,T,-18,positive=source_leads_target,train,0.8685949897380003,3634,0.027629603634263155,3634
S2,P3,T,-17,positive=source_leads_target,train,0.8751251838463424,3635,0.03209273213728945,3635
S2,P3,T,-16,positive=source_leads_target,train,0.8813899321971732,3636,0.03839645516965607,3636
S2,P3,T,-15,positive=source_leads_target,train,0.8874441228165423,3637,0.04562071517262586,3637
S2,P3,T,-14,positive=source_leads_target,train,0.8933488880218369,3638,0.057020482999419836,3638
S2,P3,T,-13,positive=source_leads_target,train,0.8988790214414457,3639,0.06458824629212624,3639
S2,P3,T,-12,positive=source_leads_target,train,0.9039956788823663,3640,0.07013789612817185,3640
S2,P3,T,-11,positive=source_leads_target,train,0.9088236092173052,3641,0.0765835163617868,3641
S2,P3,T,-10,positive=source_leads_target,train,0.9134171263026788,3642,0.08238071963999671,3642
S2,P3,T,-9,positive=source_leads_target,train,0.917905846761464,3643,0.08874722541968542,3643
S2,P3,T,-8,positive=source_leads_target,train,0.9224145667797791,3644,0.10080723582732146,3644
S2,P3,T,-7,positive=source_leads_target,train,0.9269680164105106,3645,0.1184385309131378,3645
S2,P3,T,-6,positive=source_leads_target,train,0.9314414481208986,3646,0.14058376818508345,3646
S2,P3,T,-5,positive=source_leads_target,train,0.9359464243429768,3647,0.16822032871731848,3647
S2,P3,T,-4,positive=source_leads_target,train,0.9401730524813802,3648,0.19568650437672672,3648
S2,P3,T,-3,positive=source_leads_target,train,0.9442361088576126,3649,0.22378765336233353,3649
S2,P3,T,-2,positive=source_leads_target,train,0.9480754264950833,3650,0.2540832361197867,3650
S2,P3,T,-1,positive=source_leads_target,train,0.9514724681309661,3651,0.28183030500866474,3651
S2,P3,T,0,positive=source_leads_target,train,0.9543579570901781,3652,0.30569178183811735,3652
S2,P3,T,1,positive=source_leads_target,train,0.9565728374265088,3651,0.32018137681503084,3651
S2,P3,T,2,positive=source_leads_target,train,0.9578686417893841,3650,0.32200523327475095,3650
S2,P3,T,3,positive=source_leads_target,train,0.9584271276589394,3649,0.3146591384496884,3649
S2,P3,T,4,positive=source_leads_target,train,0.9582298512005487,3648,0.3002017177595428,3648
S2,P3,T,5,positive=source_leads_target,train,0.9574910614486372,3647,0.2829882196911023,3647
S2,P3,T,6,positive=source_leads_target,train,0.9561933307834075,3646,0.2629008484330524,3646
S2,P3,T,7,positive=source_leads_target,train,0.954596412274959,3645,0.24304637654990446,3645
S2,P3,T,8,positive=source_leads_target,train,0.9527011476875804,3644,0.22267939374906376,3644
S2,P3,T,9,positive=source_leads_target,train,0.9506229704862537,3643,0.20419122052182062,3643
S2,P3,T,10,positive=source_leads_target,train,0.9484001319579788,3642,0.18754238764839165,3642
S2,P3,T,11,positive=source_leads_target,train,0.9460403220788566,3641,0.1721654482973983,3641
S2,P3,T,12,positive=source_leads_target,train,0.943600630377384,3640,0.15958858440529902,3640
S2,P3,T,13,positive=source_leads_target,train,0.9409682161814862,3639,0.14886859898187665,3639
S2,P3,T,14,positive=source_leads_target,train,0.9381335513995482,3638,0.14156099656261295,3638
S2,P3,T,15,positive=source_leads_target,train,0.935073838295259,3637,0.13859886474575886,3637
S2,P3,T,16,positive=source_leads_target,train,0.9317057240493088,3636,0.13435387634019338,3636
S2,P3,T,17,positive=source_leads_target,train,0.9281880175846033,3635,0.13211668477157854,3635
S2,P3,T,18,positive=source_leads_target,train,0.9244225159255457,3634,0.13416212634462896,3634
S2,P3,T,19,positive=source_leads_target,train,0.9203705763494906,3633,0.1353327677092274,3633
S2,P3,T,20,positive=source_leads_target,train,0.9159823544958801,3632,0.134316805886814,3632
S2,P3,T,21,positive=source_leads_target,train,0.9111671179452996,3631,0.13273578323713517,3631
S2,P3,T,22,positive=source_leads_target,train,0.9061081841810883,3630,0.12973708549268517,3630
S2,P3,T,23,positive=source_leads_target,train,0.9006824194609774,3629,0.1256466266767289,3629
S2,P3,T,24,positive=source_leads_target,train,0.8949800238175849,3628,0.12021141263354479,3628
S2,P3,T,25,positive=source_leads_target,train,0.8890209531631006,3627,0.11513770877385031,3627
S2,P3,T,26,positive=source_leads_target,train,0.8828326014107972,3626,0.11152109545432518,3626
S2,P3,T,27,positive=source_leads_target,train,0.8764836828493934,3625,0.1097037018332541,3625
S2,P3,T,28,positive=source_leads_target,train,0.8698392660236381,3624,0.10702281902338683,3624
S2,P3,T,29,positive=source_leads_target,train,0.8628851666882609,3623,0.1043843643217631,3623
S2,P3,T,30,positive=source_leads_target,train,0.8556590209184123,3622,0.1009218957176405,3622
S2,P3,F,-30,positive=source_leads_target,train,0.6539154729514552,3622,0.26145469788160425,3622
S2,P3,F,-29,positive=source_leads_target,train,0.6652726805949079,3623,0.27123996543914763,3623
S2,P3,F,-28,positive=source_leads_target,train,0.6760540053237605,3624,0.2791666114451126,3624
S2,P3,F,-27,positive=source_leads_target,train,0.686478396661918,3625,0.2850794132226278,3625
S2,P3,F,-26,positive=source_leads_target,train,0.696932971395596,3626,0.2905592909906225,3626
S2,P3,F,-25,positive=source_leads_target,train,0.7074360593660936,3627,0.29609830895264644,3627
S2,P3,F,-24,positive=source_leads_target,train,0.7180197367044445,3628,0.30395525555331304,3628
S2,P3,F,-23,positive=source_leads_target,train,0.7287344513446686,3629,0.31598461442546233,3629
S2,P3,F,-22,positive=source_leads_target,train,0.73947866403075,3630,0.32797140506537825,3630
S2,P3,F,-21,positive=source_leads_target,train,0.7501963893425966,3631,0.33878100205147205,3631
S2,P3,F,-20,positive=source_leads_target,train,0.760943526639701,3632,0.3495714534350575,3632
S2,P3,F,-19,positive=source_leads_target,train,0.7718420897265246,3633,0.36204725114588976,3633
S2,P3,F,-18,positive=source_leads_target,train,0.7827028745637302,3634,0.37630015517700044,3634
S2,P3,F,-17,positive=source_leads_target,train,0.7932545818522108,3635,0.3923459596907567,3635
S2,P3,F,-16,positive=source_leads_target,train,0.8031115417852887,3636,0.4089410481758666,3636
S2,P3,F,-15,positive=source_leads_target,train,0.812488155281805,3637,0.4241347565490408,3637
S2,P3,F,-14,positive=source_leads_target,train,0.8216551825872042,3638,0.4385576323474255,3638
S2,P3,F,-13,positive=source_leads_target,train,0.830770817019391,3639,0.450955194158752,3639
S2,P3,F,-12,positive=source_leads_target,train,0.8400975255375458,3640,0.4649087158489513,3640
S2,P3,F,-11,positive=source_leads_target,train,0.8497177906096488,3641,0.48019387531842195,3641
S2,P3,F,-10,positive=source_leads_target,train,0.8595899082329509,3642,0.499658628986475,3642
S2,P3,F,-9,positive=source_leads_target,train,0.8693965908298451,3643,0.5211460240761127,3643
S2,P3,F,-8,positive=source_leads_target,train,0.8789481463826462,3644,0.5446450800984556,3644
S2,P3,F,-7,positive=source_leads_target,train,0.8881214249214988,3645,0.5690848159896553,3645
S2,P3,F,-6,positive=source_leads_target,train,0.8971608834784509,3646,0.5951332703886129,3646
S2,P3,F,-5,positive=source_leads_target,train,0.9063876742358327,3647,0.6241481710348027,3647
S2,P3,F,-4,positive=source_leads_target,train,0.9166606398036008,3648,0.6589593223746399,3648
S2,P3,F,-3,positive=source_leads_target,train,0.9286814654781063,3649,0.7032146309861922,3649
S2,P3,F,-2,positive=source_leads_target,train,0.9420990754058493,3650,0.7556712535512016,3650
S2,P3,F,-1,positive=source_leads_target,train,0.9558704166102449,3651,0.8119699492292509,3651
S2,P3,F,0,positive=source_leads_target,train,0.96799353836364,3652,0.8620344551557179,3652
S2,P3,F,1,positive=source_leads_target,train,0.9755615694753623,3651,0.8937677830369595,3651
S2,P3,F,2,positive=source_leads_target,train,0.9759783321014589,3650,0.89248559512206,3650
S2,P3,F,3,positive=source_leads_target,train,0.9691157033830112,3649,0.8567305346818608,3649
S2,P3,F,4,positive=source_leads_target,train,0.9582013836850671,3648,0.8043783745226033,3648
S2,P3,F,5,positive=source_leads_target,train,0.9463572869956297,3647,0.7505649302839179,3647
S2,P3,F,6,positive=source_leads_target,train,0.9352836818537984,3646,0.7045036076029265,3646
S2,P3,F,7,positive=source_leads_target,train,0.9255852544737851,3645,0.6676492540163828,3645
S2,P3,F,8,positive=source_leads_target,train,0.916881265255249,3644,0.6377765915966567,3644
S2,P3,F,9,positive=source_leads_target,train,0.9084513145275098,3643,0.6083061728298141,3643
S2,P3,F,10,positive=source_leads_target,train,0.9000196767804499,3642,0.5806955083588856,3642
S2,P3,F,11,positive=source_leads_target,train,0.8914602208918748,3641,0.5553121278451577,3641
S2,P3,F,12,positive=source_leads_target,train,0.882656191327982,3640,0.531365278331154,3640
S2,P3,F,13,positive=source_leads_target,train,0.873511841726341,3639,0.5081338091771084,3639
S2,P3,F,14,positive=source_leads_target,train,0.8642679765599031,3638,0.4841051119522075,3638
S2,P3,F,15,positive=source_leads_target,train,0.8554993412395215,3637,0.4643699136687767,3637
S2,P3,F,16,positive=source_leads_target,train,0.8472761736686264,3636,0.4450151714067557,3636
S2,P3,F,17,positive=source_leads_target,train,0.8392427844678306,3635,0.42836945175652247,3635
S2,P3,F,18,positive=source_leads_target,train,0.8313955249226401,3634,0.4130209849264955,3634
S2,P3,F,19,positive=source_leads_target,train,0.8234637378580825,3633,0.3992293824415439,3633
S2,P3,F,20,positive=source_leads_target,train,0.8151766538350139,3632,0.38470314393809657,3632
S2,P3,F,21,positive=source_leads_target,train,0.8059964735308399,3631,0.3681909167794204,3631
S2,P3,F,22,positive=source_leads_target,train,0.7958791953793317,3630,0.3476307147736924,3630
S2,P3,F,23,positive=source_leads_target,train,0.785339389391347,3629,0.32652484683031235,3629
S2,P3,F,24,positive=source_leads_target,train,0.7745803805021971,3628,0.3050467496004895,3628
S2,P3,F,25,positive=source_leads_target,train,0.7635958044802967,3627,0.2844474945421598,3627
S2,P3,F,26,positive=source_leads_target,train,0.7528648599373449,3626,0.2673549089115852,3626
S2,P3,F,27,positive=source_leads_target,train,0.7427435267088551,3625,0.2530587549499296,3625
S2,P3,F,28,positive=source_leads_target,train,0.7330885900411395,3624,0.24034854155104896,3624
S2,P3,F,29,positive=source_leads_target,train,0.7237055374260709,3623,0.22769948837390785,3623
S2,P3,F,30,positive=source_leads_target,train,0.7141051697695165,3622,0.21450138691480353,3622
S2,P3,L,-30,positive=source_leads_target,train,0.707228235411673,3622,0.28239232327447056,3622
S2,P3,L,-29,positive=source_leads_target,train,0.7173831341402795,3623,0.29018475592995085,3623
S2,P3,L,-28,positive=source_leads_target,train,0.7271997468609598,3624,0.2973069920362318,3624
S2,P3,L,-27,positive=source_leads_target,train,0.7367793746883874,3625,0.30293450536575994,3625
S2,P3,L,-26,positive=source_leads_target,train,0.7463482932492438,3626,0.3084716316321989,3626
S2,P3,L,-25,positive=source_leads_target,train,0.7558170100297297,3627,0.31380566018922545,3627
S2,P3,L,-24,positive=source_leads_target,train,0.7652140692043058,3628,0.32054778611263973,3628
S2,P3,L,-23,positive=source_leads_target,train,0.774568995073949,3629,0.3304470740745527,3629
S2,P3,L,-22,positive=source_leads_target,train,0.7838643027772209,3630,0.33964758679785245,3630
S2,P3,L,-21,positive=source_leads_target,train,0.7931546860690617,3631,0.3482679654075449,3631
S2,P3,L,-20,positive=source_leads_target,train,0.8024506725498244,3632,0.3579258270375545,3632
S2,P3,L,-19,positive=source_leads_target,train,0.811861902791611,3633,0.3702131717243138,3633
S2,P3,L,-18,positive=source_leads_target,train,0.8211507883430874,3634,0.38402404756953584,3634
S2,P3,L,-17,positive=source_leads_target,train,0.8300549487394179,3635,0.39834834017754894,3635
S2,P3,L,-16,positive=source_leads_target,train,0.8384225471619281,3636,0.41322901769481724,3636
S2,P3,L,-15,positive=source_leads_target,train,0.8464606781609246,3637,0.4266887169187635,3637
S2,P3,L,-14,positive=source_leads_target,train,0.854369653338262,3638,0.43982713097319426,3638
S2,P3,L,-13,positive=source_leads_target,train,0.8621978933175182,3639,0.45171786778852124,3639
S2,P3,L,-12,positive=source_leads_target,train,0.8700831131675445,3640,0.4650607942464168,3640
S2,P3,L,-11,positive=source_leads_target,train,0.8780391026538833,3641,0.4793312540435669,3641
S2,P3,L,-10,positive=source_leads_target,train,0.8861171090561192,3642,0.4974210027154064,3642
S2,P3,L,-9,positive=source_leads_target,train,0.8940384635499465,3643,0.5172275247138343,3643
S2,P3,L,-8,positive=source_leads_target,train,0.9016536658799631,3644,0.5386367366330356,3644
S2,P3,L,-7,positive=source_leads_target,train,0.9088751664965116,3645,0.5612530061104497,3645
S2,P3,L,-6,positive=source_leads_target,train,0.9159314241540448,3646,0.585429893032796,3646
S2,P3,L,-5,positive=source_leads_target,train,0.9229906117353499,3647,0.6118022800389464,3647
S2,P3,L,-4,positive=source_leads_target,train,0.9306410748064448,3648,0.6427174144660125,3648
S2,P3,L,-3,positive=source_leads_target,train,0.9393346499366151,3649,0.681884408372581,3649
S2,P3,L,-2,positive=source_leads_target,train,0.9489458034681703,3650,0.7279904989851299,3650
S2,P3,L,-1,positive=source_leads_target,train,0.9587488303360856,3651,0.7771278215145778,3651
S2,P3,L,0,positive=source_leads_target,train,0.9672978621542537,3652,0.8213790169288371,3652
S2,P3,L,1,positive=source_leads_target,train,0.9727101025904996,3651,0.8496746978136158,3651
S2,P3,L,2,positive=source_leads_target,train,0.9733723598672192,3650,0.8493977236672402,3650
S2,P3,L,3,positive=source_leads_target,train,0.9692370288810074,3649,0.8187077469549608,3649
S2,P3,L,4,positive=source_leads_target,train,0.9622689860457112,3648,0.7725071115983475,3648
S2,P3,L,5,positive=source_leads_target,train,0.9545471103456219,3647,0.7247616369570852,3647
S2,P3,L,6,positive=source_leads_target,train,0.9471617263841579,3646,0.683097859826324,3646
S2,P3,L,7,positive=source_leads_target,train,0.9404726254382925,3645,0.6493862979157192,3645
S2,P3,L,8,positive=source_leads_target,train,0.9342436342634851,3644,0.6209738063252022,3644
S2,P3,L,9,positive=source_leads_target,train,0.9281067179512711,3643,0.5928698919022871,3643
S2,P3,L,10,positive=source_leads_target,train,0.9220031999894814,3642,0.5669247510061293,3642
S2,P3,L,11,positive=source_leads_target,train,0.9158313891382093,3641,0.5432326138831451,3641
S2,P3,L,12,positive=source_leads_target,train,0.9094424442196577,3640,0.5210659847845304,3640
S2,P3,L,13,positive=source_leads_target,train,0.9027621102943153,3639,0.4988850269701139,3639
S2,P3,L,14,positive=source_leads_target,train,0.8958849175836427,3638,0.47611390767806405,3638
S2,P3,L,15,positive=source_leads_target,train,0.8892126652424909,3637,0.4571344656953222,3637
S2,P3,L,16,positive=source_leads_target,train,0.8828364172552333,3636,0.4390024729070101,3636
S2,P3,L,17,positive=source_leads_target,train,0.876475677444042,3635,0.4232046007179867,3635
S2,P3,L,18,positive=source_leads_target,train,0.8701382343586834,3634,0.4088773342506528,3634
S2,P3,L,19,positive=source_leads_target,train,0.8636305326292208,3633,0.39566361320922344,3633
S2,P3,L,20,positive=source_leads_target,train,0.8568571807070587,3632,0.3821421259134599,3632
S2,P3,L,21,positive=source_leads_target,train,0.8494809618993397,3631,0.36723154274523606,3631
S2,P3,L,22,positive=source_leads_target,train,0.8413672234225809,3630,0.34876794134074507,3630
S2,P3,L,23,positive=source_leads_target,train,0.8328820173025968,3629,0.3290432452247617,3629
S2,P3,L,24,positive=source_leads_target,train,0.8242953890250087,3628,0.3095115767607503,3628
S2,P3,L,25,positive=source_leads_target,train,0.8156238078410656,3627,0.29085937938073714,3627
S2,P3,L,26,positive=source_leads_target,train,0.8070283610625222,3626,0.27479907386487906,3626
S2,P3,L,27,positive=source_leads_target,train,0.798831423244011,3625,0.26229218374297697,3625
S2,P3,L,28,positive=source_leads_target,train,0.7907884730091561,3624,0.2508052312775212,3624
S2,P3,L,29,positive=source_leads_target,train,0.7827544404078595,3623,0.23876016768378105,3623
S2,P3,L,30,positive=source_leads_target,train,0.7743559169253067,3622,0.22567818275006238,3622
