gap_length,mean_skill,ci_lower,ci_upper,n_events,n_clusters,reason,experiment,mask_type,layout,window_length,training_protocol,validation_scope,station_id,target,model,pattern,status
240.0,-0.04397429158534792,-0.38639039666101993,0.23106481831918213,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
365.0,0.6298251927757212,0.513304627810761,0.7314742948654704,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
1.0,-700.6729232647417,-1697.6658516997334,-36.923476739937676,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
3.0,-12.741700682663087,-16.780511976165695,-8.835986965428685,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
7.0,-13.350922240843158,-20.34444451314033,-7.730371863485801,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
10.0,-9.539410372486582,-14.525608034478951,-5.319341678359462,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
14.0,-10.097226854758519,-16.006728554964653,-5.08094444370867,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
21.0,-5.781127783427502,-9.616148969879799,-2.6598279274070786,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
30.0,-3.82680951572389,-6.01332695072342,-1.86779432625699,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
45.0,-3.5159799556866482,-6.247955650128359,-1.3612964404493575,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
60.0,-2.893988567073266,-4.817464205604901,-1.3432865769427618,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
90.0,-1.8755941300650474,-2.961807688931327,-1.028396254203332,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
120.0,-0.8756280150755391,-1.4535317580770042,-0.3944449124513681,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
150.0,-0.26467011113270805,-0.5130775697202361,-0.05273669675947305,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
180.0,-0.07119598324768353,-0.2425819062269618,0.10431308294598755,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
240.0,0.07951222886108347,-0.17915508285018478,0.3093771364332783,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
365.0,0.6762546331460012,0.5810779426393552,0.75613625310825,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
1.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
3.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
7.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
10.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
14.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
21.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
30.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
45.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
60.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
90.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
120.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
150.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
180.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
240.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
365.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,kalman,T,ok
1.0,0.19867764939825114,0.047552258788854496,0.3961684460049275,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
3.0,0.001323576609987026,-0.006716020377018362,0.008698981958500879,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
7.0,-0.01195436751782003,-0.02339805769898725,0.0012459135835711048,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
10.0,-0.0227326119495126,-0.042354371349721386,-0.005293602954611644,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
14.0,-0.0043701324953198725,-0.03306799259944834,0.024301850850161486,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
21.0,-0.032429863162212,-0.0832645237970002,0.016454628633688316,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
30.0,-0.003824412669005117,-0.08183919150384536,0.07407776834692258,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
45.0,-0.18904809011103957,-0.35872380938112636,-0.04015910531029829,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
60.0,-0.310742979107146,-0.5010785904387622,-0.13400810641441985,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
90.0,-0.626908145799761,-1.0765889265132846,-0.2607178251417942,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
120.0,-0.8568782639866237,-1.3665429505239113,-0.44561888487767015,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
150.0,-0.7174845236008218,-0.9193088661823587,-0.5408771445044434,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
180.0,-0.7416867064346016,-0.9581908598902104,-0.5434671460690019,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
240.0,-0.6957628845533068,-0.8404904817000504,-0.5523061795607956,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
365.0,0.06667923232623443,-0.06915518779461943,0.19721857916518207,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,linear,T,ok
1.0,-9.454717771924368,-25.64799432711454,0.3289823271101026,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
3.0,0.0029987207332790645,-0.13083041438852902,0.13012692897392258,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
7.0,-0.14054904816617472,-0.3175239244607905,0.00753915744904687,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
10.0,-0.09056027512851147,-0.22081677841557557,0.02264664081675615,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
14.0,-0.15091840565207848,-0.41756142956899306,0.08234044749755608,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
21.0,-0.2959571433801614,-0.5521966142227567,-0.06602874521297546,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
30.0,-0.15006694940304266,-0.32236947683498024,0.016602015613691415,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
45.0,-0.276032356387209,-0.5081132787910068,-0.0688350448864097,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
60.0,-0.32937264657255605,-0.8110622130457051,0.03293734605640341,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
90.0,-0.4673496985320673,-0.7651467644792371,-0.1657916900946361,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
120.0,-0.742441097542123,-1.1507307748931863,-0.37679624836585635,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
150.0,-0.4111726164608765,-0.7279652405162697,-0.13172199208214647,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
180.0,-0.4743569187345214,-0.7233162160376561,-0.21890526789789208,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
240.0,-0.6331829336844496,-0.8437023166346189,-0.4532515467655186,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
365.0,0.07591695664375883,-0.056306996154903595,0.19753297637283854,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,pchip,T,ok
1.0,-780.2793733322169,-1970.5573776988188,-61.65242315402459,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
3.0,-11.229737125388608,-15.707244053452015,-7.465725296817357,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
7.0,-11.70096888180161,-19.280708135063065,-6.136048980789127,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
10.0,-7.9444321743991555,-11.8137923869433,-4.590036776142972,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
14.0,-8.50298887897028,-13.212542613937446,-4.390545253906371,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
21.0,-5.225267532215911,-8.447345586982182,-2.690476644173241,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
30.0,-3.609096848392882,-5.662653183729385,-1.8401116432581002,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
45.0,-3.157112613182691,-5.378156702407743,-1.4762239333173612,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
60.0,-2.667401590394996,-4.359516407908846,-1.3002363258521306,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
90.0,-1.7683602448534352,-2.7119024612496565,-0.9688407355137483,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
120.0,-0.7897470889780147,-1.2412712694402208,-0.3894392279075714,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
150.0,-0.21530562536029052,-0.4146958494902107,-0.031479807779080396,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
180.0,-0.02575883708979902,-0.17578728998541174,0.1327419024290278,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
240.0,0.1225570300220145,-0.1088236528412952,0.3238064506460727,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
365.0,0.6900710506287557,0.6111649940082766,0.7631357959192175,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,random_forest,T,ok
1.0,-798.0405699705244,-2095.2364612352685,-53.4579502626008,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
3.0,-10.072225461767122,-14.622069097613553,-6.21450349646234,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
7.0,-10.878314947782844,-18.57699104372152,-4.959695787320731,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
10.0,-7.161162408774283,-11.33272923093328,-3.865207820396349,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
14.0,-7.506734288059768,-12.122556703922012,-3.6955984431918307,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
21.0,-4.1837545849407105,-6.427692454052901,-2.2063591511487544,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
30.0,-3.065645459502513,-4.907000221579668,-1.452153777591792,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
45.0,-2.4775290024099084,-4.042232528350014,-1.1868730320375214,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
60.0,-2.1512669370285935,-3.3752638724042345,-1.032188164706063,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
90.0,-1.4262686396631123,-2.219144295148042,-0.7215837927686918,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
120.0,-0.5612422487573142,-0.9551007380947503,-0.19989773432088756,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
150.0,-0.06761104209028104,-0.23772947047931467,0.10133664125696312,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
180.0,0.09578410580011491,-0.03498527893323161,0.22840539261674078,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
240.0,0.2166622844442807,0.0007341098491820777,0.40851883122532995,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
365.0,0.7182816339859162,0.639543375696289,0.7843340237310455,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,xgboost,T,ok
1.0,-2.3331840508397415,-3.7755651890317563,-1.0097046012907154,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
3.0,-0.9883730122224271,-1.8703952933900945,-0.3156611242508013,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
7.0,-0.8216079162948912,-1.5659485320762527,-0.2433213155541201,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
10.0,-0.5404175078171449,-0.9985552339173255,-0.14296817765907419,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
14.0,-0.3097241374327057,-0.6133600796915315,-0.05703538076302011,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
21.0,-0.21804777747762963,-0.4052113280243814,-0.048379841806004006,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
30.0,-0.18124561474261086,-0.3256425578869926,-0.029573061741112006,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
45.0,-0.23377734846134102,-0.39150458552474027,-0.07634408510433757,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
60.0,-0.23923612576875888,-0.419279105378179,-0.0810909441252307,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
90.0,-0.21145796474735318,-0.37481472184891385,-0.061510709984838416,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
120.0,-0.17945462515764704,-0.32924164722300875,-0.0371521969082048,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
150.0,-0.1773549241162618,-0.3304840730769122,-0.02780151059622807,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
180.0,-0.1981235711196821,-0.3536688055877318,-0.054302795405826144,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
240.0,-0.2206526430877819,-0.38759965588105966,-0.07127115711205391,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
365.0,-0.24115323418571158,-0.3477304159181896,-0.14294161367907401,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_hydro,T,ok
1.0,-1.8555542751701837,-3.2062391760175117,-0.6555432598619243,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
3.0,-0.8175017212256817,-1.3864801525724872,-0.3532470019698875,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
7.0,-0.6746789478156273,-1.0647310574293438,-0.3071790613879715,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
10.0,-0.45485049631649177,-0.6818465087917466,-0.22947715240272024,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
14.0,-0.3307538324184507,-0.537596838827553,-0.1224034372662297,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
21.0,-0.3316309886851006,-0.534988494622284,-0.13514225576075659,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
30.0,-0.2918857062234985,-0.473933242037052,-0.12191476556260397,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
45.0,-0.28675688197111393,-0.44262132348587907,-0.1328174651487054,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
60.0,-0.30584075713324926,-0.4642326926560076,-0.14254650008129632,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
90.0,-0.2519312138413351,-0.40580240111608407,-0.10728693838907684,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
120.0,-0.22669387802258872,-0.39391775868215295,-0.08819674893624095,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
150.0,-0.2284904883382552,-0.38480591438662687,-0.09169196724073311,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
180.0,-0.24805483227393893,-0.4040343903040285,-0.10262564593781524,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
240.0,-0.2797495928471184,-0.43814443636133,-0.12984291189491798,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
365.0,-0.29278720775178785,-0.4063165105219292,-0.194914386722428,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,air_only,T,ok
1.0,-1.9760171482904283,-3.416491486118069,-0.6835985140696631,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
3.0,-0.5036896140600567,-0.9450704702867391,-0.13315209650931614,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
7.0,-0.4421263140089984,-0.8495451387922472,-0.12076603984938442,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
10.0,-0.36299322362284653,-0.61371982746057,-0.12034077054087443,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
14.0,-0.32504354685890124,-0.5225025028043093,-0.12065526415435028,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
21.0,-0.3738338600796694,-0.5503541982685355,-0.1795131205147578,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
30.0,-0.35887424417497066,-0.5328359555154966,-0.19208700955681884,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
45.0,-0.3452688616518135,-0.4990784454269931,-0.1943296264217995,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
60.0,-0.3549947099953081,-0.5337750284076266,-0.2038424930199767,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
90.0,-0.30405016987359673,-0.48384439480789154,-0.1576959422328993,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
120.0,-0.29062580802061094,-0.4805505848309053,-0.1413469838283551,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
150.0,-0.29070676902554193,-0.47630513483658893,-0.13975021244021266,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
180.0,-0.3199090608633464,-0.4933280762924113,-0.14546990940714016,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
240.0,-0.3671203006245677,-0.5534601886559046,-0.18349780346427252,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
365.0,-0.37028324727724543,-0.5058666916549267,-0.24990086262755898,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,climatology,T,ok
1.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
3.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
7.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
10.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
14.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
21.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
30.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
45.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
60.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
90.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
120.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
150.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
180.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
240.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
365.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,donor_regression,T,ok
1.0,-0.14760261737452235,-1.3069242552099403,0.5618999931174711,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
3.0,0.27612648576359955,-0.32377167393154516,0.6586044527506871,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
7.0,0.3043857677833905,-0.001255653073471077,0.5461182279887392,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
10.0,0.06404582769949786,-0.3519826505401672,0.4120205826059854,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
14.0,-0.034113949497986726,-0.45606586385468717,0.3343695754818999,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
21.0,-0.1633600202104703,-0.511990904398229,0.15213514520809743,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
30.0,-0.08474618757239452,-0.3492944014649205,0.1673401283183406,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
45.0,-0.3297275281578179,-0.6917381589192725,-0.012024007373977985,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
60.0,-0.45449095656774796,-0.8589934555282998,-0.10273864530536038,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
90.0,-0.4262776547104199,-0.6690083573021709,-0.18617875491747765,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
120.0,-1.1423735852085806,-1.8798482893745219,-0.533794098348305,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
150.0,-1.3378369115657438,-2.0967337088492672,-0.7997625444986876,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
180.0,-1.9235625488377177,-2.918110297746631,-1.1876611114832605,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
240.0,-3.3061488939816828,-4.4643738754944,-2.363041897441229,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
365.0,-10.782152062012369,-13.348393249691673,-8.552165509772081,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,kalman,T,ok
1.0,-0.14635075944209527,-1.3095999502804263,0.5802519925045736,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
3.0,0.27685727913938635,-0.3170353996997304,0.6561183938319266,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
7.0,0.29717139274126125,0.004958305701333271,0.5472157157576513,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
10.0,0.057061154487099384,-0.3490621046366139,0.40993409158448996,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
14.0,-0.04065996642320439,-0.4812296310664768,0.31467706718183414,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
21.0,-0.16415001649734334,-0.5108835429478478,0.13863373989844022,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
30.0,-0.1404886670613929,-0.43504971153698496,0.13355331415419297,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
45.0,-0.47495949075296195,-0.8978679221706264,-0.11970107283703817,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
60.0,-0.6255994278610598,-1.1321527692448563,-0.16238379464191469,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
90.0,-0.8089762631640722,-1.2527069764086927,-0.460898667728288,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
120.0,-1.8833858614390575,-2.999561827378368,-1.017889658711042,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
150.0,-2.4373435777876384,-3.6595163497483334,-1.4435303484592699,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
180.0,-3.627208493698717,-4.999596055006576,-2.483445294676663,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
240.0,-6.160491068785346,-7.804741933933939,-4.530846103327743,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,S2,T,linear,T,ok
