experiment,mask_type,layout,outage_mode,overlap_ratio,pattern,window_length,training_protocol,fit_split,tuning_split,evaluation_split,validation_scope,target_station_id,station_id,target,model,gap_length,failed_count,failure_fraction,failure_class,mean_skill,n_events,full_network_skill,relative_skill,network_size,reason,failure_count,status
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,10.0,0,0.0,none,0.0,20,0.0,,3,full-network skill is not positive,0,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,10.0,1,0.3333333333333333,single,0.0,60,0.0,,3,full-network skill is not positive,1,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,10.0,2,0.6666666666666666,double,0.0,60,0.0,,3,full-network skill is not positive,2,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,10.0,3,1.0,full_network,0.0,20,0.0,,3,full-network skill is not positive,3,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,30.0,0,0.0,none,0.0,20,0.0,,3,full-network skill is not positive,0,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,30.0,1,0.3333333333333333,single,0.0,60,0.0,,3,full-network skill is not positive,1,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,30.0,2,0.6666666666666666,double,0.0,60,0.0,,3,full-network skill is not positive,2,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,30.0,3,1.0,full_network,0.0,20,0.0,,3,full-network skill is not positive,3,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,90.0,0,0.0,none,0.0,20,0.0,,3,full-network skill is not positive,0,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,90.0,1,0.3333333333333333,single,0.0,60,0.0,,3,full-network skill is not positive,1,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,90.0,2,0.6666666666666666,double,0.0,60,0.0,,3,full-network skill is not positive,2,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,90.0,3,1.0,full_network,0.0,20,0.0,,3,full-network skill is not positive,3,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,180.0,0,0.0,none,0.0,20,0.0,,3,full-network skill is not positive,0,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,180.0,1,0.3333333333333333,single,0.0,60,0.0,,3,full-network skill is not positive,1,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,180.0,2,0.6666666666666666,double,0.0,60,0.0,,3,full-network skill is not positive,2,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,climatology,180.0,3,1.0,full_network,0.0,20,0.0,,3,full-network skill is not positive,3,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,donor_regression,10.0,0,0.0,none,-0.18190306848693744,20,-0.18190306848693744,,3,full-network skill is not positive,0,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,donor_regression,10.0,1,0.3333333333333333,single,-2.188549851694144,60,-0.18190306848693744,,3,full-network skill is not positive,1,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,donor_regression,10.0,2,0.6666666666666666,double,-4.345125486442509,60,-0.18190306848693744,,3,full-network skill is not positive,2,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,donor_regression,10.0,3,1.0,full_network,-6.65162997273203,20,-0.18190306848693744,,3,full-network skill is not positive,3,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,donor_regression,30.0,0,0.0,none,0.08740979319173245,20,0.08740979319173245,1.0,3,,0,ok
SCI_NET,matched_network,matched_target_gap,hydro-only,,T,368,seen_length,train,validation,development_test,development_evaluation,B1,B1,T,donor_regression,30.0,1,0.3333333333333333,single,-1.3295015246124031,60,0.08740979319173245,-15.209983642177892,3,,1,ok
