station_id,target,data_version,model,information_combination,window,evaluation_split,n_gap_lengths,gap_lengths,n_complete_anchor_curves,n_incomplete_anchor_curves_excluded,n_bootstrap_clusters,n_resampleable_station_year_strata,n_bootstrap_samples,raw_frontier_days,raw_frontier_censoring,monotone_frontier_days,monotone_frontier_censoring,bootstrap_unit,joint_cross_gap_resampling,reason,statistical_frontier_days,statistical_frontier_censoring,statistical_frontier_status,raw_frontier_days_ci_lower,raw_frontier_days_ci_upper,raw_frontier_days_finite_bootstrap,raw_frontier_days_left_censored_bootstrap,raw_frontier_days_right_censored_bootstrap,monotone_frontier_days_ci_lower,monotone_frontier_days_ci_upper,monotone_frontier_days_finite_bootstrap,monotone_frontier_days_left_censored_bootstrap,monotone_frontier_days_right_censored_bootstrap,breakpoint_days,breakpoint_reason,n_anchors,n_years,p_value,n_hypothesis_units,n_hypothesis_clusters,hypothesis_estimand,hypothesis_family,hypothesis_status,training_seeds_collapsed_first,p_bh,bh_family_size,bh_finite_hypotheses,bh_reject,bh_alpha,bh_scope,frontier_denominator,frontier_code_path,status,n_independent_clusters,minimum_independent_clusters,inference_claim_allowed,inference_reason
P3,T,published_v2,air_only,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,2.8430389943544188,,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,1710,290,709,,,1710,290,1490,3.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
P3,T,published_v2,climatology,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,reference_not_tested,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,
P3,T,published_v2,donor_regression,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,285,1715,58,,,1170,830,1170,3.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
P3,T,published_v2,kalman,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,173.55142579071386,,173.55142579071386,,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,2000,0,0,,,2000,0,0,240.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
P3,T,published_v2,linear,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,114.18902136970158,,114.18902136970158,,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,2000,0,0,,,2000,0,0,240.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
P3,T,published_v2,pchip,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,111.91026618611394,,111.91026618611394,,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,2000,0,0,,,2000,0,0,90.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
P3,T,published_v2,random_forest,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,83,1917,83,,,1480,520,1480,3.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
P3,T,published_v2,xgboost,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,280,1720,280,,,2000,0,2000,3.0,,20,3,,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,air_hydro,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,,left,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,316,1684,81,,,1484,516,1484,3.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,air_only,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,286,1714,0,,,805,1195,748,3.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,climatology,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,reference_not_tested,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,
S2,T,published_v2,donor_regression,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,365.0,right,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,1503,497,1503,,,1928,72,1928,3.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,kalman,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,45.52881980534125,,45.52881980534125,,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,2000,0,0,,,2000,0,0,240.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,linear,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,39.167827683687406,,39.167827683687406,,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,2000,0,0,,,2000,0,0,90.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,pchip,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,29.632068598678185,,29.632068598678185,,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,2000,0,0,,,2000,0,0,120.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,random_forest,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,365.0,right,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,1704,296,1630,,,2000,0,2000,3.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
S2,T,published_v2,xgboost,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",19,1,3,0,2000,365.0,right,365.0,right,station_year_overlap_cluster,True,,,,withheld_insufficient_independent_clusters,,,2000,0,1935,,,2000,0,2000,3.0,,20,3,,19,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_climatology,withheld_insufficient_independent_clusters,True,,27,0,False,0.05,within_named_hypothesis_family,climatology,canonical_anchor_year_overlap_aware,ok,1,5,False,independent site-year/overlap clusters below 5; p-values and CIs withheld
B1,T,published_v2,air_hydro,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.678458077566964e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,air_only,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,0.0001049041748046,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.000166612512925,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,climatology,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,2.6702880859375e-05,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,4.506111145019531e-05,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,donor_regression,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,0.2024497985839843,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.237658459207286,27,27,False,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,kalman,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,9.423663009963391,12.61426056084303,500,1500,0,9.423663009963391,12.61426056084303,500,1500,0,240.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.678458077566964e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,linear,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,9.322797800831154,12.54721979939849,500,1500,0,9.322797800831154,12.54721979939849,500,1500,0,120.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.678458077566964e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,pchip,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,13.4488353691861,15.512079924982524,528,1472,0,13.376321506711038,15.832660264407991,528,1472,0,150.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.678458077566964e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,random_forest,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,365.0,365.0,81,1919,81,365.0,365.0,287,1713,287,3.0,,20,3,0.2610988616943359,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,0.2937362194061279,27,27,False,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
B1,T,published_v2,xgboost,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.0,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,1.0,27,27,False,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
P3,T,published_v2,air_hydro,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,3.814697265625e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,6.866455078125e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
P3,T,published_v2,air_only,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.678458077566964e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
P3,T,published_v2,climatology,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.678458077566964e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
P3,T,published_v2,donor_regression,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.9073486328125e-06,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,3.678458077566964e-06,27,27,True,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
P3,T,published_v2,kalman,full_information,736,development_test,15,"[1.0,3.0,7.0,10.0,14.0,21.0,30.0,45.0,60.0,90.0,120.0,150.0,180.0,240.0,365.0]",20,0,3,0,2000,,left,,left,station_year_overlap_cluster,True,,,left,below_threshold_at_smallest_gap,,,0,2000,0,,,0,2000,0,3.0,,20,3,1.0,20,1,mean_skill_across_predeclared_gaps_per_anchor_year,frontier_model_vs_best_simple_baseline,tested,True,1.0,27,27,False,0.05,within_named_hypothesis_family,best_simple_baseline,canonical_anchor_year_overlap_aware,ok,1,5,False,
