gap_length,mean_skill,ci_lower,ci_upper,n_events,n_clusters,reason,experiment,mask_type,layout,window_length,training_protocol,validation_scope,station_id,target,model,pattern,status
240.0,-1.9554932978702682,-2.3148518358306873,-1.5853934035971364,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_hydro,T,ok
365.0,-1.6560997930298675,-1.7797654805705692,-1.5166765964332511,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_hydro,T,ok
1.0,-0.5854584605370075,-1.9104120899060437,0.2417278314161141,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
3.0,-0.3721411534247266,-1.000168252131308,0.0898260062555788,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
7.0,-0.383121461963303,-1.2205143458385883,0.1485255074585239,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
10.0,-0.17687492727218707,-0.5888199874868847,0.13814860894540404,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
14.0,-0.08487033580614677,-0.3281711679702454,0.12217776964734173,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
21.0,-0.044412367954281086,-0.21843073916432187,0.11625436198912331,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
30.0,-0.0028231462533480356,-0.1756644930813887,0.1551358864901298,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
45.0,0.025232338233641044,-0.10606364521588647,0.1427638855548473,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
60.0,0.05099916752061,-0.0375646014918169,0.13208027995072238,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
90.0,0.03752345793650577,-0.025553269094756456,0.10149691371629259,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
120.0,0.039462552655715286,-0.010953555562866805,0.08994182765867237,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
150.0,0.04664246949689901,0.0016511528047180532,0.09345830876381937,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
180.0,0.06280805560958631,0.02256493093849811,0.10548036282490518,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
240.0,0.07716873870199095,0.0408537095505575,0.11540757179515325,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
365.0,0.10899053434797294,0.08682743721202653,0.1308038395283526,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,air_only,T,ok
1.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
3.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
7.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
10.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
14.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
21.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
30.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
45.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
60.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
90.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
120.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
150.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
180.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
240.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
365.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,climatology,T,ok
1.0,0.08554318126295338,-0.5818001145727587,0.5628603931658196,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
3.0,-0.30098082759747297,-1.5759218195751492,0.40692229056447593,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
7.0,-0.7579442141940841,-2.7480648813544537,0.3228527134206319,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
10.0,-0.18190306848693746,-1.062407938549377,0.3454674852915342,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
14.0,0.006795227402264015,-0.42798588991559156,0.31111243139494493,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
21.0,0.05328469865391957,-0.23850016111500294,0.29416464944479737,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
30.0,0.08740979319173245,-0.1957480918084833,0.3037684977700047,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
45.0,0.1174639465945743,-0.14606011277919886,0.3452754121557723,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
60.0,0.121547980089758,-0.12054760297469073,0.33634527259903657,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
90.0,0.040429694701708645,-0.21315772259971477,0.27053338411481576,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
120.0,0.09361660355310929,-0.1233458460723046,0.2836910209633248,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
150.0,0.1368883969579084,-0.06588530608042231,0.2961644210000219,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
180.0,0.15835486265245094,-0.024671379474409366,0.31571138852657255,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
240.0,0.21724928631762186,0.07746453281119531,0.350892430577119,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
365.0,0.282976609137049,0.1956940457222914,0.36581109675869694,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,donor_regression,T,ok
1.0,0.6336336850938084,0.39450868494456104,0.8286985320736284,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
3.0,0.5930238063131983,0.46603038705827804,0.7112491686124603,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
7.0,0.15962983148441334,-0.18478763311175037,0.4312997190737233,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
10.0,0.0054257100940250155,-0.43778900530399817,0.37784882271956166,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
14.0,0.2349566719815817,0.0666636690215335,0.403044593373373,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
21.0,0.10968808237042398,-0.05430760225808564,0.25920146096305097,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
30.0,0.06843088046954277,-0.05078933961036895,0.18668786892623138,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
45.0,-0.08875086130583928,-0.34917795272682517,0.13408020089163314,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
60.0,-0.28239009735184806,-0.47376087256753546,-0.1096006936300717,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
90.0,-0.5265877718350545,-0.8716069810060249,-0.22265587586177268,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
120.0,-0.8423201713033277,-1.2178186155238788,-0.4931985311089047,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
150.0,-0.6382401472194617,-1.0389649859655898,-0.3297328484755953,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
180.0,-1.4389272375143607,-1.9953796871102627,-0.933620529942182,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
240.0,-2.932432239986091,-4.322229957865473,-1.870862163699978,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
365.0,-9.648289939549286,-11.750609896759892,-7.55509957754234,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,kalman,T,ok
1.0,0.6350197414418275,0.390278524067513,0.8254616473984687,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
3.0,0.5923406001364966,0.4534650866856159,0.7091602689594046,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
7.0,0.16084386417149832,-0.16576454203166457,0.4320634311875729,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
10.0,-0.004775133902768553,-0.4688682273975539,0.3740637777674111,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
14.0,0.2292441062124395,0.05249602004507205,0.40095473715426483,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
21.0,0.1196630093873752,-0.05360072023137362,0.2661063523499464,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
30.0,0.09826487043461782,-0.013238954561815805,0.20375739822897448,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
45.0,-0.07831230319822312,-0.37486986225401636,0.15322123859685383,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
60.0,-0.3406119566930682,-0.5726449709309334,-0.12052463979389898,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
90.0,-0.9547617325888498,-1.4823590598418526,-0.4816739202820479,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
120.0,-1.435037582800329,-2.1145413860454845,-0.8264218081067845,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
150.0,-1.9089219620620166,-2.8658605383624978,-1.0991548942492768,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
180.0,-3.0391487726836894,-4.2663467821947005,-1.9869127143601124,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
240.0,-5.293409214220533,-6.70977802969135,-4.099955304104682,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
365.0,-7.664869998599774,-8.59520241341539,-6.785050502455572,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,linear,T,ok
1.0,0.6160557853001739,0.33024044041331363,0.8263564979158224,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
3.0,0.6376081294503102,0.523382256663065,0.7468357686999969,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
7.0,0.13955395067015766,-0.18447432801347705,0.39471254527731764,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
10.0,0.02110252674379078,-0.4090897548317341,0.393537738485841,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
14.0,0.2898324203825245,0.09494420976230038,0.4683606238082104,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
21.0,0.02004859895972468,-0.1686432722325518,0.19361977081213028,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
30.0,0.02456859439920277,-0.11423598363065182,0.1587920359601733,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
45.0,-0.3164429816401138,-0.6656763061476542,-0.03422439990353431,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
60.0,-0.4278963848813696,-0.7244527741720945,-0.1522469877095341,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
90.0,-1.2544265315620637,-1.9633944305170574,-0.6818577925219934,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
120.0,-2.147870362127265,-3.1386980403673173,-1.3065179799069093,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
150.0,-1.4122937429861888,-2.213255207984049,-0.7263270807910538,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
180.0,-2.8191383441315074,-4.146396457399132,-1.6860738117764118,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
240.0,-4.749452824399003,-5.943945550533754,-3.511335932203433,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
365.0,-7.7010421864889524,-8.617591983315947,-6.747105600275875,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,pchip,T,ok
1.0,0.4434290689703583,0.2884153349460011,0.5989078547068231,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
3.0,0.28231310512035473,0.09011777405103057,0.45973175321919774,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
7.0,0.2121693740544314,-0.024134882449624306,0.40409525164186394,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
10.0,0.26419013069799513,0.09261870900259525,0.40060099702836294,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
14.0,0.3074449595266916,0.20853681812433458,0.3991798640222034,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
21.0,0.3086134305055478,0.20118526529410252,0.39794367609488285,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
30.0,0.3036464771107471,0.19105971886133238,0.40359575111626755,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
45.0,0.29220098103314535,0.19176676922912583,0.3874797869403031,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
60.0,0.30188001991643976,0.22019259118017576,0.37880444669618896,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
90.0,0.24966932833449276,0.16548375322238057,0.3315428990387409,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
120.0,0.2465993772447864,0.17211042338991006,0.31507464037396515,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
150.0,0.24770876039405937,0.16765265471130644,0.3280660780009082,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
180.0,0.24775314012613844,0.1606916534837928,0.32927039048168383,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
240.0,0.28253530939615945,0.2003701431000184,0.3611319113583873,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
365.0,0.3084850596478706,0.2503272390314547,0.36403172697084585,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,random_forest,T,ok
1.0,0.1489772608549798,-0.2856960481536083,0.49451461536385083,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
3.0,0.11217089196795312,-0.19034218134904832,0.3799640326499347,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
7.0,0.010019466855718551,-0.4190453441735653,0.34079692147576035,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
10.0,0.13559612515521263,-0.12324034882802784,0.3326022351972594,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
14.0,0.20676281943337288,0.07476041339474734,0.3245132777554715,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
21.0,0.19828493467696623,0.09252875896644593,0.3063847126275333,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
30.0,0.19402466000290472,0.06752751989147485,0.31263074674353936,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
45.0,0.19910384428234154,0.07526599016999508,0.323242367797791,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
60.0,0.22802732363573092,0.12101782889237717,0.3289333117677401,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
90.0,0.19785548544076026,0.09606252289577254,0.2915169760490959,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
120.0,0.1983979201614983,0.11014274858978666,0.2858790617927639,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
150.0,0.21719852172900245,0.13258009362097722,0.30282501141930085,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
180.0,0.22526639654476938,0.13707436345703197,0.3118403654726609,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
240.0,0.2517713827864903,0.16588204940861512,0.33031200930807914,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
365.0,0.29286749344913005,0.23835658689109027,0.34226099784943737,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,B1,T,xgboost,T,ok
1.0,-0.2815825034540467,-0.8592510370274751,0.16707975331688213,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
3.0,-0.3276840268807006,-1.0440917352828847,0.17480042983426727,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
7.0,-0.16342039444759943,-0.6101683636551019,0.17601964234763562,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
10.0,-0.12853789065517396,-0.44604292087759717,0.140395837583225,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
14.0,-0.07448984821775533,-0.30996977430351397,0.14857824173422648,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
21.0,-0.0983407946300248,-0.3515657530656063,0.12174885830720397,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
30.0,-0.09394469700843677,-0.31645090398576675,0.0985242031506249,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
45.0,-0.08647258709376723,-0.2916164302895875,0.07879732856704806,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
60.0,-0.07750283122829668,-0.26545823808068514,0.07435310290387849,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
90.0,-0.07534566280257055,-0.2496222666256784,0.05916690846698563,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
120.0,-0.055746738257903064,-0.1745305141464417,0.04645913189086946,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
150.0,-0.06081228244567207,-0.17712191501756266,0.026593824319759346,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
180.0,-0.06305768225834393,-0.14955543512310346,0.009511954814669777,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
240.0,-0.04833850078137599,-0.10179198180239477,-0.0013592019710885986,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
365.0,-0.020044426505610485,-0.046487193391787925,0.0046008871173030255,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_hydro,T,ok
1.0,0.13078302173417328,-0.11863699418239358,0.3422321481228257,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
3.0,-0.011138035969745903,-0.47769664343085744,0.28871756999325354,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
7.0,0.0008733220780499151,-0.339115245309037,0.23979249503962857,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
10.0,-0.01036307856423535,-0.3121504071780082,0.21603916320786778,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
14.0,0.014240284714953488,-0.1903743035411942,0.18865344882265425,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
21.0,0.03427933670498174,-0.12520506400446763,0.18245657046093422,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
30.0,0.05675249695036011,-0.054628709022415324,0.17727134319632235,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
45.0,0.06810927280745838,-0.01278859297054324,0.15344357894044755,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
60.0,0.08492938528418814,0.016403907630102584,0.15687724130834324,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
90.0,0.08719857122923948,0.02238369816848175,0.14782552591477147,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
120.0,0.084561594565197,0.018165093347133888,0.14676315392932665,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
150.0,0.07981166545300218,0.024926720810686052,0.13645740635737863,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
180.0,0.07907741822645069,0.030629143058862038,0.12648511782628413,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
240.0,0.09135332687959982,0.053395025720572725,0.12556816456482087,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
365.0,0.09781133650131449,0.0894744812670422,0.1063161445455505,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,air_only,T,ok
1.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
3.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
7.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
10.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
14.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
21.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
30.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
45.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
60.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
90.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
120.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
150.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
180.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
240.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
365.0,0.0,0.0,0.0,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,climatology,T,ok
1.0,-0.35516622802283493,-0.888146977265402,0.14374947401044352,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
3.0,-0.37447889310115573,-0.9713089182058932,0.11591280624790085,20,20,,SCI_DENSE,block,single,736,seen_length,development_evaluation,P3,T,donor_regression,T,ok
