station_id,target,data_version,model,information_combination,window,evaluation_split,gap_length,raw_frontier_value,monotone_frontier_value,frontier_adjustment,frontier_adjusted,bootstrap_ci_lower,bootstrap_ci_upper,n_complete_anchor_curves,n_incomplete_anchor_curves_excluded,joint_cross_gap_resampling,reason,monotone_bootstrap_ci_lower,monotone_bootstrap_ci_upper,frontier_value,frontier_value_ci_lower,frontier_value_ci_upper,curve_type,boundary_days,boundary_censoring,boundary_ci_lower,boundary_ci_upper,n_anchors,n_years,breakpoint_days,breakpoint_reason,status
B1,T,published_v2,air_hydro,full_information,736,development_test,120.0,-2.6280704314716825,-3.3248233909288785,-0.696752959457196,True,-3.0908116700629957,0.06617664264015588,20,0,True,,-4.547647643447917,0.06344155249101674,-3.3248233909288785,-4.547647643447917,0.06344155249101674,weighted_pava_nonincreasing,,left,131.91907205600864,131.91907205600864,20,3,3.0,,ok
B1,T,published_v2,air_hydro,full_information,736,development_test,150.0,-2.3253890432378785,-3.3248233909288785,-0.9994343476909999,True,-2.8435794281242237,-0.09623921508778455,20,0,True,,-4.547647643447917,-0.09623921508778455,-3.3248233909288785,-4.547647643447917,-0.09623921508778455,weighted_pava_nonincreasing,,left,131.91907205600864,131.91907205600864,20,3,3.0,,ok
B1,T,published_v2,air_hydro,full_information,736,development_test,180.0,-2.1854022079033735,-3.3248233909288785,-1.139421183025505,True,-2.61683065701012,-0.22904147631968597,20,0,True,,-4.547647643447917,-0.22904147631968597,-3.3248233909288785,-4.547647643447917,-0.22904147631968597,weighted_pava_nonincreasing,,left,131.91907205600864,131.91907205600864,20,3,3.0,,ok
B1,T,published_v2,air_hydro,full_information,736,development_test,240.0,-1.9554932978702682,-3.3248233909288785,-1.3693300930586103,True,-2.3106989076328506,-0.48261814482398274,20,0,True,,-4.547647643447917,-0.48261814482398274,-3.3248233909288785,-4.547647643447917,-0.48261814482398274,weighted_pava_nonincreasing,,left,131.91907205600864,131.91907205600864,20,3,3.0,,ok
B1,T,published_v2,air_hydro,full_information,736,development_test,365.0,-1.6560997930298675,-3.3248233909288785,-1.668723597899011,True,-1.7748295269046268,-0.8829634941631603,20,0,True,,-4.547647643447917,-0.8829634941631603,-3.3248233909288785,-4.547647643447917,-0.8829634941631603,weighted_pava_nonincreasing,,left,131.91907205600864,131.91907205600864,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,1.0,-0.5854584605370075,-0.08005830258053859,0.5054001579564689,True,-1.381301166951472,0.30331517503347305,20,0,True,,-0.2293878875023065,0.30331517503347305,-0.08005830258053859,-0.2293878875023065,0.30331517503347305,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,3.0,-0.3721411534247266,-0.08005830258053859,0.292082850844188,True,-0.43833934536538094,0.16249609188056569,20,0,True,,-0.2293878875023065,0.16574940843005054,-0.08005830258053859,-0.2293878875023065,0.16574940843005054,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,7.0,-0.38312146196330304,-0.08005830258053859,0.30306315938276446,True,-0.5837290613686072,0.1690027249795354,20,0,True,,-0.2293878875023065,0.16574940843005054,-0.08005830258053859,-0.2293878875023065,0.16574940843005054,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,10.0,-0.17687492727218707,-0.08005830258053859,0.09681662469164848,True,-0.316416067992568,0.08749629129119973,20,0,True,,-0.2293878875023065,0.1413700447314031,-0.08005830258053859,-0.2293878875023065,0.1413700447314031,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,14.0,-0.0848703358061468,-0.08005830258053859,0.004812033225608206,True,-0.30680958740061515,0.15294106970623628,20,0,True,,-0.2293878875023065,0.1413700447314031,-0.08005830258053859,-0.2293878875023065,0.1413700447314031,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,21.0,-0.044412367954281065,-0.08005830258053859,-0.03564593462625752,True,-0.2886419791303827,0.13072221822842972,20,0,True,,-0.2293878875023065,0.1413700447314031,-0.08005830258053859,-0.2293878875023065,0.1413700447314031,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,30.0,-0.0028231462533480412,-0.08005830258053859,-0.07723515632719055,True,-0.24058717561858592,0.16982435779220406,20,0,True,,-0.2293878875023065,0.1413700447314031,-0.08005830258053859,-0.2293878875023065,0.1413700447314031,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,45.0,0.025232338233641044,-0.08005830258053859,-0.10529064081417963,True,-0.14630373489639562,0.15061717988954215,20,0,True,,-0.2293878875023065,0.1413700447314031,-0.08005830258053859,-0.2293878875023065,0.1413700447314031,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,60.0,0.05099916752061,-0.08005830258053859,-0.1310574701011486,True,-0.07844450237208027,0.15661915148080663,20,0,True,,-0.2293878875023065,0.1413700447314031,-0.08005830258053859,-0.2293878875023065,0.1413700447314031,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,90.0,0.03752345793650577,-0.08005830258053859,-0.11758176051704436,True,-0.04612167081369808,0.10004176160632215,20,0,True,,-0.2293878875023065,0.0699627894631932,-0.08005830258053859,-0.2293878875023065,0.0699627894631932,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,120.0,0.039462552655715286,-0.08005830258053859,-0.11952085523625387,True,-0.04213403652250044,0.0965497096618015,20,0,True,,-0.2293878875023065,0.0699627894631932,-0.08005830258053859,-0.2293878875023065,0.0699627894631932,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,150.0,0.04664246949689901,-0.08005830258053859,-0.1267007720774376,True,-0.026789664580197187,0.10172086488159268,20,0,True,,-0.2293878875023065,0.06497902888181534,-0.08005830258053859,-0.2293878875023065,0.06497902888181534,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,180.0,0.06280805560958631,-0.08005830258053859,-0.1428663581901249,True,-0.005429117788750076,0.12007585365500045,20,0,True,,-0.2293878875023065,0.04941775897586115,-0.08005830258053859,-0.2293878875023065,0.04941775897586115,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,240.0,0.07716873870199095,-0.08005830258053859,-0.15722704128252954,True,0.015955156963851913,0.12127022397486226,20,0,True,,-0.2293878875023065,0.03349931294304109,-0.08005830258053859,-0.2293878875023065,0.03349931294304109,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,air_only,full_information,736,development_test,365.0,0.10899053434797294,-0.08005830258053859,-0.18904883692851154,True,0.009588211931802593,0.14065474770572484,20,0,True,,-0.2293878875023065,0.03349931294304109,-0.08005830258053859,-0.2293878875023065,0.03349931294304109,weighted_pava_nonincreasing,,left,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,1.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,3.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,7.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,10.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,14.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,21.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,30.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,45.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,60.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,90.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,120.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,150.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,180.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,240.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,climatology,full_information,736,development_test,365.0,0.0,0.0,0.0,False,0.0,0.0,20,0,True,,0.0,0.0,0.0,0.0,0.0,weighted_pava_nonincreasing,,left,,,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,1.0,0.08554318126295338,0.08554318126295338,0.0,False,-0.3584584808741521,0.5544622897603043,20,0,True,,-0.2779728408271138,0.5544622897603043,0.08554318126295338,-0.2779728408271138,0.5544622897603043,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,3.0,-0.3009808275974731,0.005370642069542971,0.30635146966701604,True,-0.9281420266719128,0.5785896174624123,20,0,True,,-0.2779728408271138,0.5280514069827313,0.005370642069542971,-0.2779728408271138,0.5280514069827313,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,7.0,-0.7579442141940841,0.005370642069542971,0.763314856263627,True,-1.737777784415555,0.5603677404845788,20,0,True,,-0.2779728408271138,0.5280514069827313,0.005370642069542971,-0.2779728408271138,0.5280514069827313,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,10.0,-0.18190306848693744,0.005370642069542971,0.1872737105564804,True,-0.5917738639607343,0.5433732120248576,20,0,True,,-0.2779728408271138,0.5280514069827313,0.005370642069542971,-0.2779728408271138,0.5280514069827313,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,14.0,0.006795227402264003,0.005370642069542971,-0.001424585332721032,True,-0.19513654315437384,0.4042039863109565,20,0,True,,-0.2779728408271138,0.4042039863109565,0.005370642069542971,-0.2779728408271138,0.4042039863109565,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,21.0,0.053284698653919584,0.005370642069542971,-0.04791405658437661,True,-0.10527158670905772,0.2853153330192575,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,30.0,0.08740979319173245,0.005370642069542971,-0.08203915112218947,True,-0.06349070902909391,0.24468456867371344,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,45.0,0.1174639465945743,0.005370642069542971,-0.11209330452503133,True,-0.07376994166708797,0.32286071438016034,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,60.0,0.121547980089758,0.005370642069542971,-0.11617733802021503,True,-0.09234376747048044,0.3443322818413732,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,90.0,0.04042969470170865,0.005370642069542971,-0.03505905263216568,True,-0.200495521223829,0.3132850727445138,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,120.0,0.09361660355310931,0.005370642069542971,-0.08824596148356634,True,-0.09935186445835281,0.3103395015247001,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,150.0,0.1368883969579084,0.005370642069542971,-0.13151775488836542,True,-0.023646477882132706,0.3378630080771119,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,180.0,0.1583548626524509,0.005370642069542971,-0.15298422058290795,True,0.007333361849295587,0.3639866983515958,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,240.0,0.21724928631762186,0.005370642069542971,-0.2118786442480789,True,0.021174689291365567,0.41762875131863225,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,donor_regression,full_information,736,development_test,365.0,0.28297660913704903,0.005370642069542971,-0.27760596706750607,True,0.015504112772964096,0.4578505452260128,20,0,True,,-0.2779728408271138,0.28683039038543295,0.005370642069542971,-0.2779728408271138,0.28683039038543295,weighted_pava_nonincreasing,365.0,right,365.0,365.0,20,3,3.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,1.0,0.6336336850938084,0.6336336850938084,0.0,False,0.5316113163291837,0.8759472869361531,20,0,True,,0.5507593960259345,0.8759472869361531,0.6336336850938084,0.5507593960259345,0.8759472869361531,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,3.0,0.5930238063131983,0.5930238063131983,0.0,False,0.5585930748063456,0.8576427862095132,20,0,True,,0.5507593960259345,0.8576427862095132,0.5930238063131983,0.5507593960259345,0.8576427862095132,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,7.0,0.1596298314844133,0.1596298314844133,0.0,False,0.0021306114335433632,0.6370175355687648,20,0,True,,0.0021306114335433632,0.6370175355687648,0.1596298314844133,0.0021306114335433632,0.6370175355687648,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,10.0,0.005425710094025038,0.12019119103780337,0.11476548094377834,True,-0.3615969560803402,0.39630495171055263,20,0,True,,-0.06254825826366826,0.39630495171055263,0.12019119103780337,-0.06254825826366826,0.39630495171055263,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,14.0,0.2349566719815817,0.12019119103780337,-0.11476548094377834,True,0.17172770730043127,0.2888052136820416,20,0,True,,-0.06254825826366826,0.26875510183113965,0.12019119103780337,-0.06254825826366826,0.26875510183113965,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,21.0,0.10968808237042398,0.10968808237042398,0.0,False,-0.02976001378527733,0.2111315394836492,20,0,True,,-0.06254825826366826,0.2111315394836492,0.10968808237042398,-0.06254825826366826,0.2111315394836492,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,30.0,0.06843088046954277,0.06843088046954277,0.0,False,-0.03056377048948679,0.1548202678363551,20,0,True,,-0.06254825826366826,0.172861929319567,0.06843088046954277,-0.06254825826366826,0.172861929319567,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,45.0,-0.08875086130583928,-0.08875086130583928,0.0,False,-0.30016746074211104,0.20350233869524317,20,0,True,,-0.30016746074211104,0.172861929319567,-0.08875086130583928,-0.30016746074211104,0.172861929319567,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,60.0,-0.28239009735184806,-0.28239009735184806,0.0,False,-0.560114116034137,-0.11231797034610057,20,0,True,,-0.560114116034137,-0.11231797034610057,-0.28239009735184806,-0.560114116034137,-0.11231797034610057,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,90.0,-0.5265877718350545,-0.5265877718350545,0.0,False,-0.7436452044046665,-0.3259363885542333,20,0,True,,-0.7023160207805677,-0.3259363885542333,-0.5265877718350545,-0.7023160207805677,-0.3259363885542333,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,120.0,-0.8423201713033279,-0.7402801592613948,0.10204001204193314,True,-1.0114200814766454,-0.7289054767728695,20,0,True,,-0.7595474546409164,-0.6780644161346506,-0.7402801592613948,-0.7595474546409164,-0.6780644161346506,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,150.0,-0.6382401472194617,-0.7402801592613948,-0.10204001204193314,True,-0.8610962035264813,-0.33040790026139216,20,0,True,,-0.8610962035264813,-0.6780644161346506,-0.7402801592613948,-0.8610962035264813,-0.6780644161346506,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,180.0,-1.4389272375143605,-1.4389272375143605,0.0,False,-2.11096303453391,-0.6267844783958983,20,0,True,,-2.11096303453391,-0.6780644161346506,-1.4389272375143605,-2.11096303453391,-0.6780644161346506,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,240.0,-2.932432239986091,-2.932432239986091,0.0,False,-4.195059647849544,-1.169715859738773,20,0,True,,-4.195059647849544,-1.169715859738773,-2.932432239986091,-4.195059647849544,-1.169715859738773,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,kalman,full_information,736,development_test,365.0,-9.648289939549286,-9.648289939549286,0.0,False,-10.126615850730934,-6.82050544911057,20,0,True,,-10.126615850730934,-6.82050544911057,-9.648289939549286,-10.126615850730934,-6.82050544911057,weighted_pava_nonincreasing,36.53042265246044,,7.098824149688343,48.53753571652163,20,3,240.0,,ok
B1,T,published_v2,linear,full_information,736,development_test,1.0,0.6350197414418275,0.6350197414418275,0.0,False,0.5342274889440195,0.8761260460631144,20,0,True,,0.5508817046646046,0.8761260460631144,0.6350197414418275,0.5508817046646046,0.8761260460631144,weighted_pava_nonincreasing,38.34747224793686,,6.9896354674196575,48.66731168403128,20,3,120.0,,ok
B1,T,published_v2,linear,full_information,736,development_test,3.0,0.5923406001364966,0.5923406001364966,0.0,False,0.5592238755063715,0.8571429422923496,20,0,True,,0.5508817046646046,0.8571429422923496,0.5923406001364966,0.5508817046646046,0.8571429422923496,weighted_pava_nonincreasing,38.34747224793686,,6.9896354674196575,48.66731168403128,20,3,120.0,,ok
B1,T,published_v2,linear,full_information,736,development_test,7.0,0.16084386417149832,0.16084386417149832,0.0,False,-0.0014311160562254694,0.6365740739718693,20,0,True,,-0.0014311160562254694,0.6365740739718693,0.16084386417149832,-0.0014311160562254694,0.6365740739718693,weighted_pava_nonincreasing,38.34747224793686,,6.9896354674196575,48.66731168403128,20,3,120.0,,ok
B1,T,published_v2,linear,full_information,736,development_test,10.0,-0.004775133902768553,0.11471066056568206,0.11948579446845062,True,-0.3606008548276339,0.3846713034047424,20,0,True,,-0.05251229478182605,0.3846713034047424,0.11471066056568206,-0.05251229478182605,0.3846713034047424,weighted_pava_nonincreasing,38.34747224793686,,6.9896354674196575,48.66731168403128,20,3,120.0,,ok
B1,T,published_v2,linear,full_information,736,development_test,14.0,0.2292441062124395,0.11471066056568206,-0.11453344564675745,True,0.17398770388166077,0.27791392410228727,20,0,True,,-0.05251229478182605,0.25590958974083294,0.11471066056568206,-0.05251229478182605,0.25590958974083294,weighted_pava_nonincreasing,38.34747224793686,,6.9896354674196575,48.66731168403128,20,3,120.0,,ok
B1,T,published_v2,linear,full_information,736,development_test,21.0,0.1196630093873752,0.11471066056568206,-0.004952348821693139,True,-0.01983115823353393,0.22689348762730996,20,0,True,,-0.05251229478182605,0.22558034337470548,0.11471066056568206,-0.05251229478182605,0.22558034337470548,weighted_pava_nonincreasing,38.34747224793686,,6.9896354674196575,48.66731168403128,20,3,120.0,,ok
B1,T,published_v2,linear,full_information,736,development_test,30.0,0.09826487043461782,0.09826487043461782,0.0,False,-0.0036048699477971707,0.1697999212512853,20,0,True,,-0.05251229478182605,0.1666954436269503,0.09826487043461782,-0.05251229478182605,0.1666954436269503,weighted_pava_nonincreasing,38.34747224793686,,6.9896354674196575,48.66731168403128,20,3,120.0,,ok
