interpretation,claim_language,reference_skill_gain,minimum_meaningful_difference,confidence_intervals_used,permutation_survives,implausible_lag_survives,hypothesis_family,contrast,estimate,n_pairs,p_value,status
falsified_network_propagation,correlated_predictive_source_only,0.026072820514738648,0.01,True,True,True,donor_c_falsification,observed_same_day_C_vs_station_identity_permutation,0.0569985557524833,60,0.00017892220448505292,ok
