panel,subset,rung,baseline,delta_network_mean,delta_network_lo,delta_network_hi,delta_network_p_gt0,delta_pooled_mean,delta_pooled_lo,delta_pooled_hi,delta_pooled_p_gt0,n_draws,n_skipped
second,874_direct,r7_empirical_curve,r8_simple_routeA,0.5455755987427654,0.2988424917760532,0.81427472312615,1.0,0.09820608978308813,0.0594126513838053,0.1438472288577815,1.0,2000,0
second,874_direct,r11_risk_surface,r8_simple_routeA,0.43694104512327875,0.1601784391720324,0.7171802144913052,0.9985,0.05180175130290417,0.02003427597216513,0.08307627934337404,0.999,2000,0
second,874_direct,r12_meta_stack,r8_simple_routeA,0.3939745109703879,0.1789663920581432,0.635216508178588,0.9995,0.04734718639098537,0.031714661660179486,0.06277177810808608,1.0,2000,0
second,1446_full,r7_empirical_curve,r8_simple_routeA,0.11251885053550123,-0.12083000732062991,0.3576189089518358,0.8245,-0.0958140520422166,-0.16011562547198588,-0.029528307991801773,0.002,2000,0
second,1446_full,r11_risk_surface,r8_simple_routeA,0.06849631914182436,-0.09947701777966425,0.24252144036179965,0.793,0.057413519364427706,0.02197856081809437,0.09244736592377327,0.9995,2000,0
second,1446_full,r12_meta_stack,r8_simple_routeA,0.1461179413248106,0.0634772840208855,0.2591078049116574,0.9995,0.05649633293724206,0.03901699540995536,0.07545819170718142,1.0,2000,0
