network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_16050102,development,10348200,Ta,M,1980-02-05,1981-01-01,2026-05-05,16892,16561,16561,16561,1.0,1.0,331,materialized
huc8_16050102,development,10348200,P,M,1980-02-05,1981-01-01,2026-05-05,16892,16561,16561,16561,1.0,1.0,331,materialized
huc8_16050102,development,10348200,W,M,1980-02-05,1981-01-01,2026-05-05,16892,16561,16561,16561,1.0,1.0,331,materialized
huc8_16050102,development,10348200,RH,M,1980-02-05,1981-01-01,2026-05-05,16892,16561,16561,16561,1.0,1.0,331,materialized
huc8_16050102,development,10348200,Rs,M,1980-02-05,1981-01-01,2026-05-05,16892,16561,16561,15466,1.0,0.9338808042992572,331,materialized
huc8_16050102,development,10348200,F,H,1980-02-05,1980-02-05,2026-05-05,16892,16892,16892,16865,1.0,0.9984016102296945,0,materialized
huc8_16050102,development,10348200,L,H,1980-02-05,1980-02-05,2026-05-05,16892,16892,0,0,0.0,0.0,0,failed_or_unavailable
huc8_16050102,development,10350500,Ta,M,1978-06-15,1981-01-01,2026-07-15,17563,16632,16632,16632,1.0,1.0,931,materialized
huc8_16050102,development,10350500,P,M,1978-06-15,1981-01-01,2026-07-15,17563,16632,16632,16632,1.0,1.0,931,materialized
huc8_16050102,development,10350500,W,M,1978-06-15,1981-01-01,2026-07-15,17563,16632,16632,16632,1.0,1.0,931,materialized
huc8_16050102,development,10350500,RH,M,1978-06-15,1981-01-01,2026-07-15,17563,16632,16632,16632,1.0,1.0,931,materialized
huc8_16050102,development,10350500,Rs,M,1978-06-15,1981-01-01,2026-07-15,17563,16632,16632,15492,1.0,0.9314574314574314,931,materialized
huc8_16050102,development,10350500,F,H,1978-06-15,1978-06-15,2026-07-15,17563,17563,0,0,0.0,0.0,0,failed_or_unavailable
huc8_16050102,development,10350500,L,H,1978-06-15,1978-06-15,2026-07-15,17563,17563,0,0,0.0,0.0,0,failed_or_unavailable
huc8_16050102,development,10351600,Ta,M,1988-06-17,1988-06-17,2026-04-30,13832,13832,13832,13832,1.0,1.0,0,materialized
huc8_16050102,development,10351600,P,M,1988-06-17,1988-06-17,2026-04-30,13832,13832,13832,13832,1.0,1.0,0,materialized
huc8_16050102,development,10351600,W,M,1988-06-17,1988-06-17,2026-04-30,13832,13832,13832,13832,1.0,1.0,0,materialized
huc8_16050102,development,10351600,RH,M,1988-06-17,1988-06-17,2026-04-30,13832,13832,13832,13832,1.0,1.0,0,materialized
huc8_16050102,development,10351600,Rs,M,1988-06-17,1988-06-17,2026-04-30,13832,13832,13832,13832,1.0,1.0,0,materialized
huc8_16050102,development,10351600,F,H,1988-06-17,1988-06-17,2026-04-30,13832,13832,13832,13832,1.0,1.0,0,materialized
huc8_16050102,development,10351600,L,H,1988-06-17,1988-06-17,2026-04-30,13832,13832,0,0,0.0,0.0,0,failed_or_unavailable
