panel,subset,level,seed,repeats,skipped_degenerate_draws,delta_mean,ci_low,ci_high,win_fraction,empirical_boot_mean,r6_boot_mean
second,direct_874,network,0,2000,0,0.04174908668768268,-0.0005881089985713293,0.1154312028894274,0.9705,0.7975409695700123,0.7557918828823297
second,direct_874,station_gap,0,2000,0,0.0029225970876063318,-0.00037295557944299056,0.006765419442315445,0.9585,0.9448693418922935,0.9419467448046872
second,all_1446,network,0,2000,0,-0.010670847192212495,-0.034928292822327615,0.007600925048629272,0.133,0.7066061902984914,0.7172770374907039
second,all_1446,station_gap,0,2000,0,0.0045672304069261475,0.0011486605319366405,0.008952109882810824,0.9985,0.738777871016154,0.7342106406092278
first,direct_858,network,0,2000,0,0.0024444945475993788,-0.02388132453481635,0.026164103522303486,0.5965,0.7887382698244672,0.7862937752768678
first,direct_858,station_gap,0,2000,0,0.0001383134363981995,-0.004026380426839227,0.0038509729569434184,0.5525,0.8247610385565967,0.8246227251201984
first,all_1440,network,0,2000,0,-0.011659003173752179,-0.04442245949334636,0.008613334972135844,0.172,0.7569526272903018,0.7686116304640539
first,all_1440,station_gap,0,2000,0,0.0002832071125231965,-0.002481845849781658,0.002807948900473317,0.587,0.6323059795442911,0.6320227724317679
