comparison,unmatched_n,unmatched_n_networks,unmatched_spearman,unmatched_network_spearman,unmatched_calibration_intercept,unmatched_calibration_slope,unmatched_r2,unmatched_rmse,matched_n,matched_n_networks,matched_spearman,matched_network_spearman,matched_calibration_intercept,matched_calibration_slope,matched_r2,matched_rmse,network_spearman,network_pearson,pooled_spearman,n_networks,network_rank_spearman,fraction_rank_change_gt_3,max_rank_change,mean_abs_network_prediction_diff,max_abs_network_prediction_diff
matched_vs_unmatched,502,20,0.9084251673934307,0.9218045112781955,0.1770307516933252,0.7344425878159478,0.7431885778712322,0.39050861851085705,502,20,0.9853690795086816,0.9819548872180449,-0.005821432563477498,1.0083129430259437,0.983143348299097,0.10004816139759908,0.9398496240601503,0.8754493769205941,0.9080749480806402,20,0.9398496240601503,0.1,6.0,0.13517805856221843,0.8872403865669676
