cutoff_fraction,scope,network_subset,curve_source,n,n_networks,spearman,network_spearman,calibration_intercept,calibration_slope,r2,rmse
0.7,supported_only,20,unmatched_49_per_season_10,502,20,0.9084251673934307,0.9218045112781955,0.1770307516933252,0.7344425878159478,0.7431885778712322,0.39050861851085705
0.7,all_cells,20,unmatched_49_per_season_10,960,20,0.5717031837511043,0.6300751879699248,0.5387236022514861,0.6750140399657858,0.07468898946303049,1.1714479027199138
0.7,supported_only,20,matched_70_per_season_10,576,20,0.9889615829000579,0.9819548872180449,-0.0054077551498089935,1.0076290320859373,0.9857898823866184,0.10326529924063825
0.7,all_cells,20,matched_70_per_season_10,960,20,0.7748105823267672,0.8481203007518796,0.15956248877515894,1.024089671771662,0.3173470653858633,1.0061879105899825
0.7,supported_only,20,unmatched_49_frozen_20_per_season,502,20,0.9152831090900311,0.9624060150375938,0.19081162783060457,0.7211935840595238,0.7351864840564466,0.3965459594212172
0.7,all_cells,20,unmatched_49_frozen_20_per_season,960,20,0.5760254104990415,0.6345864661654135,0.5531747891191792,0.6626596826165436,0.07002565092537472,1.174396096631833
