network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_05030102,03094704,7,DJF,0,2017-12-04,0.4705850533076696,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,1,2018-01-01,0.06346120855637959,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,2,2018-01-29,0.367175793009145,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,3,2018-02-27,0.7520425660269601,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,4,2018-12-27,0.35131720815386086,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,5,2019-01-31,0.45679927681173593,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,6,2019-12-31,0.6849398068019321,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,7,2020-01-28,0.3798307725361415,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,8,2020-02-25,1.251413185255868,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,DJF,9,2020-12-25,0.6666556877749308,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,0,2017-06-01,0.6665775844029019,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,1,2017-07-01,0.43771329607282333,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,2,2017-08-08,0.14404945373535075,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,3,2018-06-21,0.31831071036202524,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,4,2019-06-20,0.8454097747802736,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,5,2019-07-20,1.167960466657366,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,6,2019-08-20,0.7859352111816408,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,7,2020-06-20,0.6511685507638109,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,8,2020-07-31,0.7452689579554972,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,JJA,9,2020-08-31,0.9037950788225443,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,0,2017-04-27,0.7621632712227961,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,1,2017-05-22,0.732920837402343,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,2,2018-04-03,0.5207195963178363,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,3,2019-03-16,1.0020245960780554,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,4,2019-04-24,0.6451437541416711,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,5,2019-05-19,1.0110043661934986,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,6,2020-03-16,0.7051038469587053,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,7,2020-04-10,0.5080798285348075,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,8,2020-05-05,0.6453586850847516,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,MAM,9,2020-05-31,0.6977527618408205,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,0,2017-09-21,0.4786385672433034,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,1,2017-10-15,0.48650529044015045,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,2,2017-11-16,0.26385335922241193,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,3,2018-10-05,1.7768477848597937,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,4,2018-11-15,0.6455372469765799,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,5,2019-09-10,0.35746568952287966,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,6,2019-10-05,0.9747504643031528,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,7,2020-09-14,0.8364828927176343,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,8,2020-10-16,0.6756698608398438,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,7,SON,9,2020-11-30,0.4903999737330845,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,30,DJF,0,2017-12-04,0.4562044323422015,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,30,DJF,1,2017-12-23,0.3003573047121365,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,30,DJF,2,2018-01-12,0.37112647142261257,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,30,DJF,3,2018-02-01,0.4936707800130049,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,30,DJF,4,2018-12-07,0.37446370085080466,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
huc8_05030102,03094704,30,DJF,5,2019-01-25,0.6772129572431247,xgboost_b_d,2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020,2007|2008|2009|2010|2011|2012|2013|2014,2017|2018|2019|2020
