network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
gkd_bayern_main,24010004,7,DJF,0,2010-12-01,1.401062536239624,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,1,2010-12-14,0.1864959750856672,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,2,2010-12-27,0.34931825399398797,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,3,2011-02-15,0.7771122114998954,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,4,2011-02-28,0.41844499451773504,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,5,2011-12-13,0.6998858043125696,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,6,2011-12-26,0.5682872227260044,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,7,2012-01-15,0.7395650046212333,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,8,2012-01-28,0.5154825670378548,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,DJF,9,2012-12-25,0.23413087299891888,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,0,2011-06-01,0.730130767822266,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,1,2011-06-20,0.3247560773577009,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,2,2011-07-18,0.5946101052420484,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,3,2011-08-14,0.9210292271205357,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,4,2011-08-26,0.7097802843366355,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,5,2012-06-07,1.098370906284877,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,6,2012-06-19,0.8560244424002512,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,7,2012-07-01,0.3982060023716524,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,8,2012-07-13,0.44322264535086525,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,JJA,9,2012-08-04,0.4237168448311946,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,MAM,0,2011-03-01,0.41617592402866904,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,MAM,1,2011-03-16,0.4414991515023366,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,MAM,2,2011-03-31,0.5232563563755578,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,MAM,3,2011-04-25,0.5594376427786693,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,MAM,4,2011-05-10,0.8235919407435828,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
gkd_bayern_main,24010004,7,MAM,5,2011-05-26,0.46138300214494926,xgboost_b_d,1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012,1980|1981|1982|1983,2003|2004|2005|2006|2007|2008|2009|2010|2011|2012
