network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_05020006,03081000,30,DJF,9,2018-12-22,0.28404610315958656,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,0,2015-06-28,1.337670930226644,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,1,2015-07-20,0.7264407412211099,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,2,2017-06-10,2.3398410097757973,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,3,2017-08-01,1.0360420608520509,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,4,2017-08-23,0.22852353413899743,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,5,2018-07-04,1.2367871284484866,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,6,2018-07-26,0.6016773986816409,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,7,2018-08-17,0.7320643742879233,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,8,2019-07-09,1.2462293688456216,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,JJA,9,2019-08-31,0.3361631520589197,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,0,2015-03-01,0.6837220048904419,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,1,2015-05-03,0.5351599343617757,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,2,2015-05-15,0.3379682540893555,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,3,2015-05-27,0.7607264391581219,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,4,2016-03-11,0.64719796816508,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,5,2017-04-27,0.8049949804941812,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,6,2017-05-09,1.1637671216328938,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,7,2017-05-21,1.76925905863444,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,8,2018-05-12,0.9330062770843507,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,MAM,9,2019-05-26,1.6786281649271648,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,0,2015-09-01,0.38238218943278,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,1,2015-09-17,0.8295840835571288,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,2,2015-10-04,0.3260904248555501,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,3,2015-10-21,0.5051170221964518,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,4,2015-11-06,0.47869522730509434,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,5,2016-09-21,0.6583460617065428,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,6,2017-09-08,0.2478442001342773,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,7,2017-09-24,0.5892470932006832,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,8,2019-10-17,0.5146552975972494,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,30,SON,9,2019-11-03,0.7283486938476561,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,0,2015-12-23,2.2567468590206574,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,1,2015-12-26,2.5716577243804934,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,2,2015-12-29,2.4741534741719566,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,3,2016-01-02,2.665047138002184,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,4,2016-01-05,2.3810124164157447,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,5,2016-01-08,2.008620772891575,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,6,2016-01-12,1.942118592792087,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,7,2016-01-15,1.6606706078847246,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,8,2016-01-18,1.768871014912923,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,DJF,9,2016-01-22,0.9232180288102891,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,0,2015-08-20,1.8236786460876466,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,1,2015-08-22,2.115411290062798,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,2,2015-08-24,2.2907945187886556,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,3,2015-08-26,2.2840007633633084,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,4,2015-08-28,1.9990617730882432,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,5,2015-08-30,1.7716734123229982,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,6,2018-06-20,1.4879771274990505,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,7,2018-06-22,0.6275911924574111,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,8,2018-06-24,1.3013636991712783,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,JJA,9,2018-06-27,1.3508391655815972,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,0,2017-04-27,1.5246486070421004,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,1,2017-04-28,1.5799670971764461,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,2,2017-04-29,1.5143433645036484,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,MAM,3,2017-04-30,1.4735346942477756,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,0,2015-09-01,1.8118291303846565,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,1,2015-09-02,1.650567637549506,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,2,2015-09-04,1.7129010846879746,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,3,2015-09-06,1.4911711756388348,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,4,2015-09-08,1.35525271097819,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,5,2015-09-10,1.141906958685981,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,6,2015-09-12,1.0187169477674696,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,7,2015-09-14,1.0349754163953995,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,8,2015-09-16,0.8362499968210857,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
huc8_05020006,03081000,90,SON,9,2015-09-18,0.763836744096544,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007,2015|2016|2017|2018|2019
