network_id,station_id,gap_length,season,placement,gap_start,mae_deg_c,model_family,outer_training_years,inner_fit_years,inner_score_years
huc8_05020006,03077500,7,DJF,0,2015-01-01,0.20501008714948396,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,1,2015-02-01,1.2802761146000452,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,2,2015-12-04,0.4855335644313268,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,3,2016-01-18,0.702677209036691,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,4,2016-02-18,1.1338175637381416,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,5,2017-01-10,1.0544715404510498,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,6,2017-02-10,0.1560833930969239,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,7,2018-12-18,0.3248337064470562,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,8,2019-02-10,1.3622595787048337,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,DJF,9,2019-12-25,0.7335680961608888,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,0,2015-06-01,0.5575606754847933,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,1,2015-07-15,0.09574933733258918,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,2,2015-08-31,0.18232912336077028,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,3,2017-06-16,0.09927736009870232,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,4,2017-08-01,0.07236987522670242,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,5,2018-06-08,0.390784045628139,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,6,2018-07-25,0.15050070626395065,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
huc8_05020006,03077500,7,JJA,7,2018-08-31,0.16598145621163493,xgboost_b_d,2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019,2004|2005|2006|2007|2008|2009|2010|2011,2015|2016|2017|2018|2019
