network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_02050104,development,01516350,Ta,M,2015-10-01,2015-10-01,2025-07-20,3581,3581,3581,3581,1.0,1.0,0,materialized
huc8_02050104,development,01516350,P,M,2015-10-01,2015-10-01,2025-07-20,3581,3581,3581,3581,1.0,1.0,0,materialized
huc8_02050104,development,01516350,W,M,2015-10-01,2015-10-01,2025-07-20,3581,3581,3581,3581,1.0,1.0,0,materialized
huc8_02050104,development,01516350,RH,M,2015-10-01,2015-10-01,2025-07-20,3581,3581,3581,3581,1.0,1.0,0,materialized
huc8_02050104,development,01516350,Rs,M,2015-10-01,2015-10-01,2025-07-20,3581,3581,3581,3581,1.0,1.0,0,materialized
huc8_02050104,development,01516350,F,H,2015-10-01,2015-10-01,2025-07-20,3581,3581,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050104,development,01516350,L,H,2015-10-01,2015-10-01,2025-07-20,3581,3581,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050104,development,01518700,Ta,M,1976-09-27,1981-01-01,2025-07-10,17819,16262,16262,16262,1.0,1.0,1557,materialized
huc8_02050104,development,01518700,P,M,1976-09-27,1981-01-01,2025-07-10,17819,16262,16262,16262,1.0,1.0,1557,materialized
huc8_02050104,development,01518700,W,M,1976-09-27,1981-01-01,2025-07-10,17819,16262,16262,16262,1.0,1.0,1557,materialized
huc8_02050104,development,01518700,RH,M,1976-09-27,1981-01-01,2025-07-10,17819,16262,16262,16262,1.0,1.0,1557,materialized
huc8_02050104,development,01518700,Rs,M,1976-09-27,1981-01-01,2025-07-10,17819,16262,16262,15166,1.0,0.9326036157914156,1557,materialized
huc8_02050104,development,01518700,F,H,1976-09-27,1976-09-27,2025-07-10,17819,17819,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050104,development,01518700,L,H,1976-09-27,1976-09-27,2025-07-10,17819,17819,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050104,development,01520000,Ta,M,1972-05-18,1981-01-01,2026-04-07,19683,16533,16533,16533,1.0,1.0,3150,materialized
huc8_02050104,development,01520000,P,M,1972-05-18,1981-01-01,2026-04-07,19683,16533,16533,16533,1.0,1.0,3150,materialized
huc8_02050104,development,01520000,W,M,1972-05-18,1981-01-01,2026-04-07,19683,16533,16533,16533,1.0,1.0,3150,materialized
huc8_02050104,development,01520000,RH,M,1972-05-18,1981-01-01,2026-04-07,19683,16533,16533,16533,1.0,1.0,3150,materialized
huc8_02050104,development,01520000,Rs,M,1972-05-18,1981-01-01,2026-04-07,19683,16533,16533,15437,1.0,0.9337083408939696,3150,materialized
huc8_02050104,development,01520000,F,H,1972-05-18,1972-05-18,2026-04-07,19683,19683,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050104,development,01520000,L,H,1972-05-18,1972-05-18,2026-04-07,19683,19683,0,0,0.0,0.0,0,failed_or_unavailable
