station_id,model,experiment,mask_type,gap_length,pattern,target,metric,mean,median,std,ci_lower,ci_upper,n_events,ci_method,reason
B1,linear,M2,block,180.0,T,T,MAE,2.595689250011617,2.759709866102522,1.1923176928194164,2.1292288955162557,3.1406911463534275,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T,T,RMSE,3.016920020523311,3.1677742537210056,1.2968185163741806,2.4689464128443803,3.6033182934961596,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T,T,skill,-3.0391487726836894,-2.09230782893162,2.6529765839164625,-4.233869055973207,-1.994325422743103,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+F,T,MAE,2.595689250011617,2.759709866102522,1.1923176928194164,2.1075376247868554,3.136678861305324,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+F,T,RMSE,3.016920020523311,3.1677742537210056,1.2968185163741806,2.4869135991112667,3.5382127053459738,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+F,T,skill,-3.0391487726836894,-2.09230782893162,2.6529765839164625,-4.3355477051552525,-2.045684331726318,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+F+L,T,MAE,2.595689250011617,2.759709866102522,1.1923176928194164,2.098418424420489,3.1438247194354196,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+F+L,T,RMSE,3.016920020523311,3.1677742537210056,1.2968185163741806,2.487076159788165,3.5891498760067897,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+F+L,T,skill,-3.0391487726836894,-2.09230782893162,2.6529765839164625,-4.20324332061367,-2.020896198689612,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+L,T,MAE,2.595689250011617,2.759709866102522,1.1923176928194164,2.0830838705291823,3.1290304720300726,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+L,T,RMSE,3.016920020523311,3.1677742537210056,1.2968185163741806,2.4872964681454657,3.5625715412465517,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M2,block,180.0,T+L,T,skill,-3.0391487726836894,-2.09230782893162,2.6529765839164625,-4.225403468417434,-1.9981507037365744,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T,T,MAE,0.26884998548030853,0.24749997854232797,0.10258306398011251,0.2262412992089987,0.3120349985927343,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T,T,RMSE,0.326535103801239,0.30462977657179235,0.11967528516466401,0.2742733072978149,0.3757743922925322,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T,T,skill,0.6323853259369001,0.7124446865862166,0.24493793100936823,0.5199747192317191,0.729287404946422,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+F,T,MAE,0.26884998548030853,0.24749997854232797,0.10258306398011251,0.2232487629920244,0.3139074809193611,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+F,T,RMSE,0.326535103801239,0.30462977657179235,0.11967528516466401,0.27117976949047273,0.38035386765454693,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+F,T,skill,0.6323853259369001,0.7124446865862166,0.24493793100936823,0.5250098987864487,0.7236897780036671,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+F+L,T,MAE,0.26884998548030853,0.24749997854232797,0.10258306398011251,0.22673001124560838,0.31075375554561613,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+F+L,T,RMSE,0.326535103801239,0.30462977657179235,0.11967528516466401,0.2775503319478023,0.3779900076411022,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+F+L,T,skill,0.6323853259369001,0.7124446865862166,0.24493793100936823,0.5162604379308187,0.7289942396848325,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+L,T,MAE,0.26884998548030853,0.24749997854232797,0.10258306398011251,0.2241949978202582,0.3120512001544238,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+L,T,RMSE,0.326535103801239,0.30462977657179235,0.11967528516466401,0.2751721244375725,0.3741898594280856,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,10.0,T+L,T,skill,0.6323853259369001,0.7124446865862166,0.24493793100936823,0.5217178498760088,0.7247592434957526,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T,T,MAE,0.3693787797111453,0.3709090731360696,0.10375889676056368,0.3246462319899689,0.42165225713225923,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T,T,RMSE,0.48792464266699814,0.4895718681279695,0.13042989498127372,0.4358909415589417,0.5480391288382622,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T,T,skill,0.4901157714294328,0.5141367414902256,0.1892800880610793,0.4104580034866811,0.5645216227046673,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+F,T,MAE,0.3693787797111453,0.3709090731360696,0.10375889676056368,0.32961890879634653,0.41390905726813904,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+F,T,RMSE,0.48792464266699814,0.4895718681279695,0.13042989498127372,0.43342961493898513,0.5449418321152045,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+F,T,skill,0.4901157714294328,0.5141367414902256,0.1892800880610793,0.4052677826972104,0.5681595182280459,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+F+L,T,MAE,0.3693787797111453,0.3709090731360696,0.10375889676056368,0.3266708442022403,0.4159779831907063,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+F+L,T,RMSE,0.48792464266699814,0.4895718681279695,0.13042989498127372,0.4364297992589642,0.5484255249541321,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+F+L,T,skill,0.4901157714294328,0.5141367414902256,0.1892800880610793,0.407396207981139,0.5693731611861894,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+L,T,MAE,0.3693787797111453,0.3709090731360696,0.10375889676056368,0.328006438196157,0.4179405030991995,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+L,T,RMSE,0.48792464266699814,0.4895718681279695,0.13042989498127372,0.4334965466098991,0.5465223347702164,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,30.0,T+L,T,skill,0.4901157714294328,0.5141367414902256,0.1892800880610793,0.4129455905607136,0.5704913878999883,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T,T,MAE,0.667614669005076,0.6373297578545026,0.13702822033720283,0.6092170743025758,0.725872768990455,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T,T,RMSE,0.8737798035532413,0.8242360008205465,0.1879716918862994,0.7993961167142437,0.9544626647587848,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T,T,skill,0.1504990575088791,0.1509938460208481,0.19325924957500576,0.06798732151024689,0.2365510333435847,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+F,T,MAE,0.667614669005076,0.6373297578545026,0.13702822033720283,0.6108215556825148,0.7299797521484581,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+F,T,RMSE,0.8737798035532413,0.8242360008205465,0.1879716918862994,0.7998187023028506,0.9506568096530376,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+F,T,skill,0.1504990575088791,0.1509938460208481,0.19325924957500576,0.07143993276219059,0.2299481759344527,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+F+L,T,MAE,0.667614669005076,0.6373297578545026,0.13702822033720283,0.6132917110926361,0.7282565806019904,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+F+L,T,RMSE,0.8737798035532413,0.8242360008205465,0.1879716918862994,0.7991743919618226,0.9546141785528379,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+F+L,T,skill,0.1504990575088791,0.1509938460208481,0.19325924957500576,0.07417268853574309,0.22972706625492578,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+L,T,MAE,0.667614669005076,0.6373297578545026,0.13702822033720283,0.6089285032937176,0.7246972530509836,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+L,T,RMSE,0.8737798035532413,0.8242360008205465,0.1879716918862994,0.79567464581273,0.9550172843657886,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,90.0,T+L,T,skill,0.1504990575088791,0.1509938460208481,0.19325924957500576,0.07427500483243818,0.22899936696209125,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T,T,MAE,0.937904356587237,0.8935109059775896,0.2695999883993605,0.8335196865044113,1.0434225073330416,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T,T,RMSE,1.2131748552764143,1.1565098501548732,0.3809755962136097,1.0634375100405884,1.3832449112742884,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T,T,skill,-0.027216636152838914,0.02108792727200215,0.3058983796957376,-0.1673748169317333,0.09754939484484597,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+F,T,MAE,0.937904356587237,0.8935109059775896,0.2695999883993605,0.8297776548856484,1.0482205820519253,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+F,T,RMSE,1.2131748552764143,1.1565098501548732,0.3809755962136097,1.0644244964506213,1.3888138839690045,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+F,T,skill,-0.027216636152838914,0.02108792727200215,0.3058983796957376,-0.17454934291710308,0.09653961352042031,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+F+L,T,MAE,0.937904356587237,0.8935109059775896,0.2695999883993605,0.8273790491422425,1.0587005635579074,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+F+L,T,RMSE,1.2131748552764143,1.1565098501548732,0.3809755962136097,1.068286221340381,1.3956811123048725,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+F+L,T,skill,-0.027216636152838914,0.02108792727200215,0.3058983796957376,-0.16127036523694815,0.0909936875722741,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+L,T,MAE,0.937904356587237,0.8935109059775896,0.2695999883993605,0.8273142014631698,1.055308804541202,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+L,T,RMSE,1.2131748552764143,1.1565098501548732,0.3809755962136097,1.0625192683222808,1.3857915926995126,20,percentile bootstrap over scenario_id (1000 replicates),
B1,linear,M3,multiblock,180.0,T+L,T,skill,-0.027216636152838914,0.02108792727200215,0.3058983796957376,-0.16777978432629378,0.08603162192352534,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T,T,MAE,0.4233809248582963,0.3838408891236901,0.24486871544824404,0.32005071196258433,0.5290661586151139,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T,T,RMSE,0.4899856371341378,0.46177061338177916,0.2577702664106011,0.38051058620634176,0.600253741489207,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T,T,skill,0.02110252674379078,0.3650490950035334,0.9792313734771471,-0.41097674620567576,0.3762668554801079,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+F,T,MAE,0.4233809248582963,0.3838408891236901,0.24486871544824404,0.3211501056488531,0.5360770457998791,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+F,T,RMSE,0.4899856371341378,0.46177061338177916,0.2577702664106011,0.3833858180126755,0.6035666968733034,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+F,T,skill,0.02110252674379078,0.3650490950035334,0.9792313734771471,-0.3827398951966356,0.37412833846034227,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+F+L,T,MAE,0.4233809248582963,0.3838408891236901,0.24486871544824404,0.3225970154690628,0.5328255093203692,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+F+L,T,RMSE,0.4899856371341378,0.46177061338177916,0.2577702664106011,0.3774798459781663,0.5972779413093423,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+F+L,T,skill,0.02110252674379078,0.3650490950035334,0.9792313734771471,-0.44204542474097613,0.4044720678555794,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+L,T,MAE,0.4233809248582963,0.3838408891236901,0.24486871544824404,0.3249116348221483,0.5311376408275876,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+L,T,RMSE,0.4899856371341378,0.46177061338177916,0.2577702664106011,0.38219715959148604,0.6062498559978363,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,10.0,T+L,T,skill,0.02110252674379078,0.3650490950035334,0.9792313734771471,-0.4396450929123554,0.40541267047653295,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T,T,MAE,0.7008619581229183,0.679699057292237,0.3792121438648771,0.5482821040110081,0.8471404739523448,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T,T,RMSE,0.8310890730231337,0.8364221643043876,0.45798222991649445,0.6359551668071336,1.0235696042246438,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T,T,skill,0.02456859439920277,0.053652978971548526,0.3255311452457341,-0.10393495674114943,0.15861407285068763,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+F,T,MAE,0.7008619581229183,0.679699057292237,0.3792121438648771,0.5339833703193504,0.8630782804086699,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+F,T,RMSE,0.8310890730231337,0.8364221643043876,0.45798222991649445,0.6487104944496189,1.0382428362522547,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+F,T,skill,0.02456859439920277,0.053652978971548526,0.3255311452457341,-0.10938361854621935,0.16862501906555316,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+F+L,T,MAE,0.7008619581229183,0.679699057292237,0.3792121438648771,0.545437689833781,0.8601317596742308,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+F+L,T,RMSE,0.8310890730231337,0.8364221643043876,0.45798222991649445,0.6579269271495746,1.0150274418844647,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+F+L,T,skill,0.02456859439920277,0.053652978971548526,0.3255311452457341,-0.10641158149789191,0.1706769537844989,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+L,T,MAE,0.7008619581229183,0.679699057292237,0.3792121438648771,0.546358609898537,0.859135300709781,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+L,T,RMSE,0.8310890730231337,0.8364221643043876,0.45798222991649445,0.6404931660558749,1.0377622718837933,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,30.0,T+L,T,skill,0.02456859439920277,0.053652978971548526,0.3255311452457341,-0.12245025906578194,0.15606971941855824,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T,T,MAE,1.3597517937903698,1.0964688851322801,0.7596722234742161,1.0601348761719769,1.7005246939563106,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T,T,RMSE,1.5973924930408248,1.3657978570215525,0.8422864004668025,1.277096912807047,1.9782643712039207,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T,T,skill,-1.2544265315620637,-0.7493344432739673,1.4658861792567524,-1.9079203379328054,-0.7007272541650825,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+F,T,MAE,1.3597517937903698,1.0964688851322801,0.7596722234742161,1.0723477544189235,1.6904914332788994,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+F,T,RMSE,1.5973924930408248,1.3657978570215525,0.8422864004668025,1.2687258390388785,2.0078463553007766,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+F,T,skill,-1.2544265315620637,-0.7493344432739673,1.4658861792567524,-1.9903258851289325,-0.6443032618405676,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+F+L,T,MAE,1.3597517937903698,1.0964688851322801,0.7596722234742161,1.0552770430255451,1.6927399668970802,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+F+L,T,RMSE,1.5973924930408248,1.3657978570215525,0.8422864004668025,1.269572488682026,1.987522360340611,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+F+L,T,skill,-1.2544265315620637,-0.7493344432739673,1.4658861792567524,-1.8724754293455828,-0.698520179315449,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+L,T,MAE,1.3597517937903698,1.0964688851322801,0.7596722234742161,1.0600708750424908,1.7004818587688544,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+L,T,RMSE,1.5973924930408248,1.3657978570215525,0.8422864004668025,1.270769115902477,2.011856818107086,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,90.0,T+L,T,skill,-1.2544265315620637,-0.7493344432739673,1.4658861792567524,-1.9261877739030477,-0.6850370417051451,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T,T,MAE,2.4800409098736673,1.9765791465830815,1.4693509958479274,1.8547113058434528,3.116629224942015,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T,T,RMSE,2.8905198165023362,2.2697280336783323,1.6062462718658874,2.2203491937998914,3.6185262099295183,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T,T,skill,-2.8191383441315074,-1.8053866760875985,2.9030294212578642,-4.067854005571491,-1.6353364840509346,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+F,T,MAE,2.4800409098736673,1.9765791465830815,1.4693509958479274,1.85596644980283,3.1265581305050003,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+F,T,RMSE,2.8905198165023362,2.2697280336783323,1.6062462718658874,2.2117045857207565,3.5673421411939366,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+F,T,skill,-2.8191383441315074,-1.8053866760875985,2.9030294212578642,-4.092179786589294,-1.7084511864530119,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+F+L,T,MAE,2.4800409098736673,1.9765791465830815,1.4693509958479274,1.8705669810510148,3.1708015297961794,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+F+L,T,RMSE,2.8905198165023362,2.2697280336783323,1.6062462718658874,2.229010878879207,3.5528277812968816,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+F+L,T,skill,-2.8191383441315074,-1.8053866760875985,2.9030294212578642,-4.204530883584454,-1.6472108721962622,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+L,T,MAE,2.4800409098736673,1.9765791465830815,1.4693509958479274,1.9114276749635462,3.0826567917350687,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+L,T,RMSE,2.8905198165023362,2.2697280336783323,1.6062462718658874,2.1973802568086933,3.5562239469791685,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M2,block,180.0,T+L,T,skill,-2.8191383441315074,-1.8053866760875985,2.9030294212578642,-4.199817288352369,-1.7020568916364327,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T,T,MAE,0.2562947222391496,0.2286292983605161,0.09516338655925703,0.21896679877885727,0.2999432170629142,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T,T,RMSE,0.31405323076160985,0.28021802958086073,0.1088710720947118,0.27114061623268165,0.36345064858699594,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T,T,skill,0.6531890999024949,0.7370768361840064,0.23423310708219283,0.5469830140546562,0.7414523144430474,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+F,T,MAE,0.2562947222391496,0.2286292983605161,0.09516338655925703,0.2168772732206476,0.3050810013131024,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+F,T,RMSE,0.31405323076160985,0.28021802958086073,0.1088710720947118,0.2728580635470747,0.3626142101911689,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+F,T,skill,0.6531890999024949,0.7370768361840064,0.23423310708219283,0.5432661920653531,0.7519219203619051,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+F+L,T,MAE,0.2562947222391496,0.2286292983605161,0.09516338655925703,0.21855470483375322,0.298984574733719,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+F+L,T,RMSE,0.31405323076160985,0.28021802958086073,0.1088710720947118,0.2696679187335905,0.3582360749794959,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+F+L,T,skill,0.6531890999024949,0.7370768361840064,0.23423310708219283,0.5426046620769359,0.7437313072466851,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+L,T,MAE,0.2562947222391496,0.2286292983605161,0.09516338655925703,0.21694656573223145,0.29711023230147954,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+L,T,RMSE,0.31405323076160985,0.28021802958086073,0.1088710720947118,0.26861298246484205,0.36228428636758175,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,10.0,T+L,T,skill,0.6531890999024949,0.7370768361840064,0.23423310708219283,0.5474873343810144,0.741449940990838,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T,T,MAE,0.359783731836003,0.3390877621970765,0.12358572015280887,0.31216703130715606,0.42078581710109936,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T,T,RMSE,0.46087775129373265,0.43598919338066155,0.15029567149215456,0.4048951581102306,0.5328289212393852,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T,T,skill,0.50011241643928,0.5047207095965256,0.206460978188741,0.3981056467166895,0.5902694596798509,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+F,T,MAE,0.359783731836003,0.3390877621970765,0.12358572015280887,0.3101817989312987,0.41543227584417863,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+F,T,RMSE,0.46087775129373265,0.43598919338066155,0.15029567149215456,0.4009218088163712,0.5335142937058296,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+F,T,skill,0.50011241643928,0.5047207095965256,0.206460978188741,0.40774854987156134,0.5852765980405868,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+F+L,T,MAE,0.359783731836003,0.3390877621970765,0.12358572015280887,0.3139579469665401,0.4137408833824507,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+F+L,T,RMSE,0.46087775129373265,0.43598919338066155,0.15029567149215456,0.397343683509896,0.5264213381683683,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+F+L,T,skill,0.50011241643928,0.5047207095965256,0.206460978188741,0.41639708417515675,0.5898044881576676,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+L,T,MAE,0.359783731836003,0.3390877621970765,0.12358572015280887,0.3098402175860769,0.4126377864197455,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+L,T,RMSE,0.46087775129373265,0.43598919338066155,0.15029567149215456,0.4006448813141487,0.5252524599987592,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,30.0,T+L,T,skill,0.50011241643928,0.5047207095965256,0.206460978188741,0.4118265625638026,0.5858425471864314,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T,T,MAE,0.7429780265863763,0.8082434941471852,0.2048263192861487,0.6525243230379143,0.8258235053824766,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T,T,RMSE,0.9578437003255967,1.0106550395757739,0.2651085438238299,0.8378944537961192,1.069195990837874,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T,T,skill,0.05837341994479976,0.1370340203410932,0.2800228428609043,-0.07055071181696419,0.17636952107212664,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+F,T,MAE,0.7429780265863763,0.8082434941471852,0.2048263192861487,0.6578913197543612,0.8289840747946438,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+F,T,RMSE,0.9578437003255967,1.0106550395757739,0.2651085438238299,0.8378975251371362,1.0783337605967238,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+F,T,skill,0.05837341994479976,0.1370340203410932,0.2800228428609043,-0.061044935647179124,0.17419818878942914,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+F+L,T,MAE,0.7429780265863763,0.8082434941471852,0.2048263192861487,0.6563037441700929,0.823893041942034,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+F+L,T,RMSE,0.9578437003255967,1.0106550395757739,0.2651085438238299,0.8382388102502707,1.0625862614525885,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+F+L,T,skill,0.05837341994479976,0.1370340203410932,0.2800228428609043,-0.06629687336955134,0.17301297243227673,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+L,T,MAE,0.7429780265863763,0.8082434941471852,0.2048263192861487,0.6512659704920999,0.8352691260641534,20,percentile bootstrap over scenario_id (1000 replicates),
B1,pchip,M3,multiblock,90.0,T+L,T,RMSE,0.9578437003255967,1.0106550395757739,0.2651085438238299,0.844391873513676,1.0647086871510811,20,percentile bootstrap over scenario_id (1000 replicates),
