network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_07070005,development,05406460,Ta,M,1985-01-03,1985-01-03,1995-09-29,3922,3922,3922,3922,1.0,1.0,0,materialized
huc8_07070005,development,05406460,P,M,1985-01-03,1985-01-03,1995-09-29,3922,3922,3922,3922,1.0,1.0,0,materialized
huc8_07070005,development,05406460,W,M,1985-01-03,1985-01-03,1995-09-29,3922,3922,3922,3922,1.0,1.0,0,materialized
huc8_07070005,development,05406460,RH,M,1985-01-03,1985-01-03,1995-09-29,3922,3922,3922,3922,1.0,1.0,0,materialized
huc8_07070005,development,05406460,Rs,M,1985-01-03,1985-01-03,1995-09-29,3922,3922,3922,3922,1.0,1.0,0,materialized
huc8_07070005,development,05406460,F,H,1985-01-03,1985-01-03,1995-09-29,3922,3922,2035,2035,0.5188679245283019,0.5188679245283019,0,materialized
huc8_07070005,development,05406460,L,H,1985-01-03,1985-01-03,1995-09-29,3922,3922,0,0,0.0,0.0,0,failed_or_unavailable
huc8_07070005,development,05406470,Ta,M,1984-11-29,1984-11-29,2002-09-29,6514,6514,6514,6514,1.0,1.0,0,materialized
huc8_07070005,development,05406470,P,M,1984-11-29,1984-11-29,2002-09-29,6514,6514,6514,6514,1.0,1.0,0,materialized
huc8_07070005,development,05406470,W,M,1984-11-29,1984-11-29,2002-09-29,6514,6514,6514,6514,1.0,1.0,0,materialized
huc8_07070005,development,05406470,RH,M,1984-11-29,1984-11-29,2002-09-29,6514,6514,6514,6514,1.0,1.0,0,materialized
huc8_07070005,development,05406470,Rs,M,1984-11-29,1984-11-29,2002-09-29,6514,6514,6514,6514,1.0,1.0,0,materialized
huc8_07070005,development,05406470,F,H,1984-11-29,1984-11-29,2002-09-29,6514,6514,5206,5206,0.7992017193736567,0.7992017193736567,0,materialized
huc8_07070005,development,05406470,L,H,1984-11-29,1984-11-29,2002-09-29,6514,6514,0,0,0.0,0.0,0,failed_or_unavailable
huc8_07070005,development,05406491,Ta,M,1984-11-29,1984-11-29,1998-09-29,5053,5053,5053,5053,1.0,1.0,0,materialized
huc8_07070005,development,05406491,P,M,1984-11-29,1984-11-29,1998-09-29,5053,5053,5053,5053,1.0,1.0,0,materialized
huc8_07070005,development,05406491,W,M,1984-11-29,1984-11-29,1998-09-29,5053,5053,5053,5053,1.0,1.0,0,materialized
huc8_07070005,development,05406491,RH,M,1984-11-29,1984-11-29,1998-09-29,5053,5053,5053,5053,1.0,1.0,0,materialized
huc8_07070005,development,05406491,Rs,M,1984-11-29,1984-11-29,1998-09-29,5053,5053,5053,5053,1.0,1.0,0,materialized
huc8_07070005,development,05406491,F,H,1984-11-29,1984-11-29,1998-09-29,5053,5053,3896,3896,0.7710271126063725,0.7710271126063725,0,materialized
huc8_07070005,development,05406491,L,H,1984-11-29,1984-11-29,1998-09-29,5053,5053,0,0,0.0,0.0,0,failed_or_unavailable
