network_id,station_id,gap_length,horizon_group,empirical,r6,simple,surface,observed,domain,subset
gkd_bayern_alz,18403002,7,direct,0.6938562346356256,0.6938562346356256,0.4835108171881583,0.8622044575532423,0.5625683685711452,germany,direct
gkd_bayern_alz,18403002,14,fallback,1.688915496688716,1.6889154966887163,0.8731907935889358,1.1003637793827403,0.6752822983264923,germany,fallback
gkd_bayern_alz,18403002,30,direct,1.1292664950509863,1.1046496295034884,1.2566308197447995,1.1748905710801156,0.9251287790139516,germany,direct
gkd_bayern_alz,18403002,60,fallback,1.688915496688716,1.6889154966887163,1.6526488965021977,1.3862061022555607,1.084923716545105,germany,fallback
gkd_bayern_alz,18403002,90,direct,1.8231668234096636,1.797492680291335,2.014956192599011,1.7659653676143894,1.7833657308949369,germany,direct
gkd_bayern_alz,18403002,180,direct,4.630411387960116,4.630411387960116,3.10701752124675,2.812977989065088,3.519244401640363,germany,direct
gkd_bayern_alz,18403002,365,fallback,1.688915496688716,1.6889154966887163,5.557841664097207,3.38370870334107,6.478582583309853,germany,fallback
gkd_bayern_alz,18405008,7,direct,0.6938562346356256,0.6938562346356256,0.3646544820352755,0.6377364965963741,0.5296058188165937,germany,direct
gkd_bayern_alz,18405008,14,fallback,1.688915496688716,1.6889154966887163,0.5994741959896897,0.8001419084632353,0.5224819031783513,germany,fallback
gkd_bayern_alz,18405008,30,direct,1.1046496295034884,1.1046496295034884,0.6994399417728314,0.8795500338186452,0.6615684583981831,germany,direct
gkd_bayern_alz,18405008,60,fallback,1.688915496688716,1.6889154966887163,0.8865243657254829,1.0475590888030584,0.809285833477974,germany,fallback
gkd_bayern_alz,18405008,90,direct,1.797492680291335,1.797492680291335,1.3428704235221245,1.1709509560827285,0.901957580222024,germany,direct
gkd_bayern_alz,18405008,180,direct,4.630411387960116,4.630411387960116,2.294262972555628,1.6748688397589409,2.053759871006012,germany,direct
gkd_bayern_alz,18405008,365,fallback,1.688915496688716,1.6889154966887163,4.953684667032636,2.75976684441298,3.58383863287756,germany,fallback
gkd_bayern_alz,18408200,7,direct,0.6938562346356256,0.6938562346356256,0.3611185490683208,0.6385447668616198,0.5272069597244263,germany,direct
gkd_bayern_alz,18408200,14,fallback,1.688915496688716,1.6889154966887163,0.6600035429652213,0.8008255642096159,0.497012345109667,germany,fallback
gkd_bayern_alz,18408200,30,direct,1.1046496295034884,1.1046496295034884,0.787147698163486,0.8808129284585593,0.7362281891504923,germany,direct
gkd_bayern_alz,18408200,60,fallback,1.688915496688716,1.6889154966887163,1.0175137599352118,1.048308603794432,0.8465026872952779,germany,fallback
gkd_bayern_alz,18408200,90,direct,1.797492680291335,1.797492680291335,1.3900040318488114,1.176354056676074,0.9573400558365716,germany,direct
gkd_bayern_alz,18408200,180,direct,4.630411387960116,4.630411387960116,2.516910491157417,1.6753991767412892,1.6862028747134736,germany,direct
gkd_bayern_alz,18408200,365,fallback,1.688915496688716,1.6889154966887163,5.015034769052917,2.760095321846408,3.058764923317792,germany,fallback
gkd_bayern_donau,10026293,7,direct,0.5224937444818871,0.5224937444818871,0.5220995458378481,0.5526587862948505,0.4949097163336618,germany,direct
gkd_bayern_donau,10026293,14,fallback,0.7827139125910364,0.7827139125910364,0.8443039964535803,0.7474121468660402,0.7156606328487396,germany,fallback
gkd_bayern_donau,10026293,30,direct,0.9386110833764076,0.9440494174957276,1.135849817937118,0.8209219272434023,1.1175989238421122,germany,direct
gkd_bayern_donau,10026293,60,fallback,0.7827139125910364,0.7827139125910364,1.3736901779266513,0.9002137605597842,1.1067213126420974,germany,fallback
gkd_bayern_donau,10026293,90,direct,1.0791093519262536,1.1269805749383552,1.625894852700546,1.2480946035404252,1.4372027536233267,germany,direct
gkd_bayern_donau,10026293,180,direct,0.7827139125910364,0.7827139125910364,2.607793110808479,1.593643158935699,2.469237150934007,germany,direct
gkd_bayern_donau,10026293,365,fallback,0.7827139125910364,0.7827139125910364,4.990361868198434,2.686904817239932,4.954420638006027,germany,fallback
gkd_bayern_donau,10039802,7,direct,0.5097138030507735,0.5097138030507735,0.7367090250459141,0.5640701331118495,0.5210932094710214,germany,direct
gkd_bayern_donau,10039802,14,fallback,0.7827139125910364,0.7827139125910364,0.9273302806521916,0.7613724531964686,0.6854519363812038,germany,fallback
gkd_bayern_donau,10039802,30,direct,0.9524915255452197,0.9726388943617544,1.1260622786558707,0.8368443044900742,1.0407752840518951,germany,direct
gkd_bayern_donau,10039802,60,fallback,0.7827139125910364,0.7827139125910364,1.3235743066095096,0.9203869462570692,1.1318089439868928,germany,fallback
gkd_bayern_donau,10039802,90,direct,1.108673484601687,1.211915254839323,1.5617813686415514,1.264038408049541,1.4714355386363136,germany,direct
gkd_bayern_donau,10039802,180,direct,0.7827139125910364,0.7827139125910364,2.532796751277002,1.61547947693989,2.5459720478256544,germany,direct
gkd_bayern_donau,10039802,365,fallback,0.7827139125910364,0.7827139125910364,4.90291430066912,2.715538103750913,4.53981672392806,germany,fallback
gkd_bayern_donau,10046105,7,direct,0.5250203838625124,0.5250203838625125,0.6096642418906961,0.602836224497832,0.3843741508892605,germany,direct
gkd_bayern_donau,10046105,14,fallback,0.7827139125910364,0.7827139125910364,0.8840541612809334,0.8074769724163307,0.6158799479688917,germany,fallback
gkd_bayern_donau,10046105,30,direct,1.004634765197585,1.0167156754868727,1.1984132757743933,0.8792346481284772,1.1198282709121703,germany,direct
gkd_bayern_donau,10046105,60,fallback,0.7827139125910364,0.7827139125910364,1.4771152245780697,0.9662206155792868,1.168375167131424,germany,fallback
gkd_bayern_donau,10046105,90,direct,1.2635646795541002,1.341264263037255,1.7396163116717005,1.3133530861274472,1.5803123907777998,germany,direct
gkd_bayern_donau,10046105,180,direct,0.7827139125910364,0.7827139125910364,2.697903414831375,1.6830274717099816,3.0149532968733044,germany,direct
gkd_bayern_donau,10046105,365,fallback,0.7827139125910364,0.7827139125910364,5.052395445013414,2.8139660331276315,6.422818369486561,germany,fallback
gkd_bayern_donau,10051105,7,direct,0.4670067623091329,0.4670067623091329,0.1445132476760586,0.4230225012116202,0.3550554721696036,germany,direct
gkd_bayern_donau,10051105,14,fallback,0.7827139125910364,0.7827139125910364,0.676981030192696,0.5657424227025271,0.5023684299843652,germany,fallback
gkd_bayern_donau,10051105,30,direct,0.8750679295206172,0.8750679295206172,1.2565061569364218,0.6394447347589007,0.8991680750449499,germany,direct
gkd_bayern_donau,10051105,60,fallback,0.7827139125910364,0.7827139125910364,1.6605306266431672,0.7040208021243488,1.0035523838798206,germany,fallback
gkd_bayern_donau,10051105,90,direct,1.1992232521757873,1.1992232521757873,1.9262001934663409,0.8377862032464304,1.2373264709313712,germany,direct
gkd_bayern_donau,10051105,180,direct,0.7827139125910364,0.7827139125910364,2.900963866823802,1.3242527805147215,2.53439500881566,germany,direct
gkd_bayern_donau,10051105,365,fallback,0.7827139125910364,0.7827139125910364,5.254289301212568,2.3039621288841614,5.364622682035786,germany,fallback
gkd_bayern_donau,10053009,7,direct,0.4670067623091329,0.4670067623091329,-0.0792227135227645,0.423090315121423,0.2884544345310756,germany,direct
gkd_bayern_donau,10053009,14,fallback,0.7827139125910364,0.7827139125910364,0.5755513581783338,0.5656958009123803,0.3611525951113019,germany,fallback
gkd_bayern_donau,10053009,30,direct,0.8750679295206172,0.8750679295206172,1.2124494172043403,0.6392888828695392,0.6056139064629873,germany,direct
gkd_bayern_donau,10053009,60,fallback,0.7827139125910364,0.7827139125910364,1.5778281118949198,0.7036859423960724,0.6559118132193883,germany,fallback
gkd_bayern_donau,10053009,90,direct,1.1992232521757873,1.1992232521757873,1.8404958820383104,0.8381566622380392,0.9473880070845286,germany,direct
gkd_bayern_donau,10053009,180,direct,0.7827139125910364,0.7827139125910364,2.8800492300272738,1.3242527805147215,1.7283981601264742,germany,direct
gkd_bayern_donau,10053009,365,fallback,0.7827139125910364,0.7827139125910364,5.239726472639021,2.3039621288841614,2.2972584573406065,germany,fallback
gkd_bayern_donau,10056302,7,direct,0.4800551289838872,0.4800551289838872,0.5652904035614781,0.5388162897675247,0.3629529012952531,germany,direct
gkd_bayern_donau,10056302,14,fallback,0.7827139125910364,0.7827139125910364,0.8618129133324768,0.7355456122279589,0.5964501242126737,germany,fallback
gkd_bayern_donau,10056302,30,direct,0.9006472060446317,0.9193344190899904,1.205140216381632,0.8050580276368627,0.946487898906072,germany,direct
gkd_bayern_donau,10056302,60,fallback,0.7827139125910364,0.7827139125910364,1.4943152345686477,0.8879718049623742,1.0066946106950443,germany,fallback
gkd_bayern_donau,10056302,90,direct,1.1325547706396355,1.2129558368308293,1.7497787630516064,1.22745145835626,1.4673959129121568,germany,direct
gkd_bayern_donau,10056302,180,direct,0.7827139125910364,0.7827139125910364,2.7082536251987337,1.5762522162527222,2.856547448436419,germany,direct
gkd_bayern_donau,10056302,365,fallback,0.7827139125910364,0.7827139125910364,5.0472735850433645,2.6621833168541498,6.197641458720377,germany,fallback
gkd_bayern_donau,10062000,7,direct,0.6982864217726248,0.6982864217726248,0.4961213030142601,0.6620945457377955,0.4628586568151202,germany,direct
gkd_bayern_donau,10062000,14,fallback,0.7827139125910364,0.7827139125910364,0.8496969126716163,0.8754032369841456,0.6421790331176348,germany,fallback
gkd_bayern_donau,10062000,30,direct,0.9716005036868156,0.9941447955804568,1.2388585295689305,0.9481752731371343,1.0505930867989857,germany,direct
gkd_bayern_donau,10062000,60,fallback,0.7827139125910364,0.7827139125910364,1.542404532833181,1.040112578669684,1.1619991496950388,germany,fallback
gkd_bayern_donau,10062000,90,direct,1.21459298187327,1.409576600460427,1.7994256437970535,1.406767939356893,1.5143846086793478,germany,direct
gkd_bayern_donau,10062000,180,direct,0.7827139125910364,0.7827139125910364,2.751668008412374,1.7838575440524518,2.8688697594801584,germany,direct
gkd_bayern_donau,10062000,365,fallback,0.7827139125910364,0.7827139125910364,5.097395911612001,2.957297577469549,5.396035437740691,germany,fallback
gkd_bayern_donau,10074009,7,direct,0.4210228563632283,0.4210228563632284,0.4577130804797718,0.4867840670568342,0.409527953352247,germany,direct
