event_id,pair_id,anchor_id,station_id,event_type,season,episode_length,analysis_eligible,cluster_id,cluster_size,station_cluster_id,station_cluster_size,station_event_type_cluster_id,station_event_type_cluster_size,experiment_family
M7BEVENT-20180621-20180621-20180621-C54F05A03A11,M7BPAIR-M7BEVENT201806212018062120180621C54F05A03A11-M7BCONTROL201806212018062020180620FE66989DC9DD-B046C7578160,M7BANCHOR-M7BEVENT201806212018062120180621C54F05A03A11-M7BCONTROL201806212018062020180620FE66989DC9DD-B046C7578160,B1,rapid_warming,JJA,1,True,EC0011,1,STB1-SC0013,1,ETB1rapid_warming-TC0015,1,M7b
M7BEVENT-20180626-20180626-20180626-FE9E070165A0,M7BPAIR-M7BEVENT201806262018062620180626FE9E070165A0-M7BCONTROL2018062620180625201806253DA5B3902568-AF5DDF742A73,M7BANCHOR-M7BEVENT201806262018062620180626FE9E070165A0-M7BCONTROL2018062620180625201806253DA5B3902568-AF5DDF742A73,B1,rapid_warming,JJA,1,True,EC0013,4,STB1-SC0014,2,ETB1rapid_warming-TC0016,1,M7b
M7BEVENT-20180729-20180729-20180729-307FC43F296C,M7BPAIR-M7BEVENT201807292018072920180729307FC43F296C-M7BCONTROL201807292018072820180728D5CC78617B16-5B568439BE32,M7BANCHOR-M7BEVENT201807292018072920180729307FC43F296C-M7BCONTROL201807292018072820180728D5CC78617B16-5B568439BE32,B1,rapid_warming,JJA,1,True,EC0014,7,STB1-SC0016,1,ETB1rapid_warming-TC0017,1,M7b
M7BEVENT-20180805-20180805-20180805-E70F3A9D0375,M7BPAIR-M7BEVENT201808052018080520180805E70F3A9D0375-M7BCONTROL2018080520180804201808045FC20934C2A4-59F0EF74ECBC,M7BANCHOR-M7BEVENT201808052018080520180805E70F3A9D0375-M7BCONTROL2018080520180804201808045FC20934C2A4-59F0EF74ECBC,B1,rapid_warming,JJA,1,True,EC0016,1,STB1-SC0017,1,ETB1rapid_warming-TC0018,1,M7b
M7BEVENT-20190609-20190609-20190609-6BE9287DCC9A,M7BPAIR-M7BEVENT2019060920190609201906096BE9287DCC9A-M7BCONTROL201906092019060820190608D42340D53B6A-5101E5E0F2A7,M7BANCHOR-M7BEVENT2019060920190609201906096BE9287DCC9A-M7BCONTROL201906092019060820190608D42340D53B6A-5101E5E0F2A7,B1,rapid_warming,JJA,1,True,EC0036,23,STB1-SC0033,5,ETB1rapid_warming-TC0039,1,M7b
M7BEVENT-20190615-20190615-20190615-96C1BA8B288E,M7BPAIR-M7BEVENT20190615201906152019061596C1BA8B288E-M7BCONTROL2019061520190614201906146FDE959D0F9C-E97343E6FC1A,M7BANCHOR-M7BEVENT20190615201906152019061596C1BA8B288E-M7BCONTROL2019061520190614201906146FDE959D0F9C-E97343E6FC1A,B1,rapid_warming,JJA,1,True,EC0036,23,STB1-SC0034,1,ETB1rapid_warming-TC0040,1,M7b
M7BEVENT-20190704-20190704-20190704-4F4F4BC6B2E7,M7BPAIR-M7BEVENT2019070420190704201907044F4F4BC6B2E7-M7BCONTROL2019070420190703201907038FBF51C4C8DE-F8D3734169A1,M7BANCHOR-M7BEVENT2019070420190704201907044F4F4BC6B2E7-M7BCONTROL2019070420190703201907038FBF51C4C8DE-F8D3734169A1,B1,rapid_warming,JJA,1,True,EC0038,1,STB1-SC0036,1,ETB1rapid_warming-TC0041,1,M7b
M7BEVENT-20190718-20190718-20190718-6C2C50E9E402,M7BPAIR-M7BEVENT2019071820190718201907186C2C50E9E402-M7BCONTROL2019071820190717201907175CD4FBF5B3FC-080CD2D31CCF,M7BANCHOR-M7BEVENT2019071820190718201907186C2C50E9E402-M7BCONTROL2019071820190717201907175CD4FBF5B3FC-080CD2D31CCF,B1,rapid_warming,JJA,1,True,EC0039,2,STB1-SC0037,1,ETB1rapid_warming-TC0042,1,M7b
M7BEVENT-20190728-20190728-20190728-C11145FAB984,M7BPAIR-M7BEVENT201907282019072820190728C11145FAB984-M7BCONTROL201907282019072720190727608A5B70B2A4-C2D0A6A202C8,M7BANCHOR-M7BEVENT201907282019072820190728C11145FAB984-M7BCONTROL201907282019072720190727608A5B70B2A4-C2D0A6A202C8,B1,rapid_warming,JJA,1,True,EC0040,1,STB1-SC0038,1,ETB1rapid_warming-TC0043,1,M7b
M7BEVENT-20190730-20190730-20190730-5C63A949D302,M7BPAIR-M7BEVENT2019073020190730201907305C63A949D302-M7BCONTROL201907302019072920190729783DCAB95B07-D6F904A94C01,M7BANCHOR-M7BEVENT2019073020190730201907305C63A949D302-M7BCONTROL201907302019072920190729783DCAB95B07-D6F904A94C01,B1,rapid_warming,JJA,1,True,EC0041,1,STB1-SC0039,1,ETB1rapid_warming-TC0044,1,M7b
M7BEVENT-20190804-20190804-20190804-1ED619E2DCDA,M7BPAIR-M7BEVENT2019080420190804201908041ED619E2DCDA-M7BCONTROL201908042019080320190803CCBD36812B82-E1EF0E65D48C,M7BANCHOR-M7BEVENT2019080420190804201908041ED619E2DCDA-M7BCONTROL201908042019080320190803CCBD36812B82-E1EF0E65D48C,B1,rapid_warming,JJA,1,True,EC0042,2,STB1-SC0040,1,ETB1rapid_warming-TC0045,1,M7b
M7BEVENT-20190812-20190812-20190812-F905614CC2EC,M7BPAIR-M7BEVENT201908122019081220190812F905614CC2EC-M7BCONTROL2019081220190811201908115BE73FB14001-F55D5917CCC4,M7BANCHOR-M7BEVENT201908122019081220190812F905614CC2EC-M7BCONTROL2019081220190811201908115BE73FB14001-F55D5917CCC4,B1,rapid_warming,JJA,1,True,EC0044,1,STB1-SC0041,1,ETB1rapid_warming-TC0046,1,M7b
M7BEVENT-20190825-20190825-20190825-07DB915E062F,M7BPAIR-M7BEVENT20190825201908252019082507DB915E062F-M7BCONTROL201908252019082420190824C43506464693-1AD1CA493DE9,M7BANCHOR-M7BEVENT20190825201908252019082507DB915E062F-M7BCONTROL201908252019082420190824C43506464693-1AD1CA493DE9,B1,rapid_warming,JJA,1,True,EC0047,21,STB1-SC0042,2,ETB1rapid_warming-TC0047,1,M7b
M7BEVENT-20200609-20200609-20200609-D5AB0DAF9EB7,M7BPAIR-M7BEVENT202006092020060920200609D5AB0DAF9EB7-M7BCONTROL2020060920200608202006086E4B99B547D6-4E69778DA574,M7BANCHOR-M7BEVENT202006092020060920200609D5AB0DAF9EB7-M7BCONTROL2020060920200608202006086E4B99B547D6-4E69778DA574,B1,rapid_warming,JJA,1,True,EC0068,1,STB1-SC0060,1,ETB1rapid_warming-TC0068,1,M7b
M7BEVENT-20200613-20200612-20200613-328F3CCC33AE,M7BPAIR-M7BEVENT202006132020061220200613328F3CCC33AE-M7BCONTROL202006132020061020200611F513E00C1899-B47653A2E20B,M7BANCHOR-M7BEVENT202006132020061220200613328F3CCC33AE-M7BCONTROL202006132020061020200611F513E00C1899-B47653A2E20B,B1,rapid_warming,JJA,2,True,EC0070,1,STB1-SC0061,1,ETB1rapid_warming-TC0069,1,M7b
M7BEVENT-20200726-20200726-20200726-BC881C6B1B59,M7BPAIR-M7BEVENT202007262020072620200726BC881C6B1B59-M7BCONTROL202007262020072520200725C0B663EB80B6-3D9CEB281067,M7BANCHOR-M7BEVENT202007262020072620200726BC881C6B1B59-M7BCONTROL202007262020072520200725C0B663EB80B6-3D9CEB281067,B1,rapid_warming,JJA,1,True,EC0075,5,STB1-SC0063,2,ETB1rapid_warming-TC0070,1,M7b
M7BEVENT-20200806-20200806-20200806-F6DC0BD95A11,M7BPAIR-M7BEVENT202008062020080620200806F6DC0BD95A11-M7BCONTROL2020080620200805202008050AF1B2720AAC-CDFB91F7DB8A,M7BANCHOR-M7BEVENT202008062020080620200806F6DC0BD95A11-M7BCONTROL2020080620200805202008050AF1B2720AAC-CDFB91F7DB8A,B1,rapid_warming,JJA,1,True,EC0077,7,STB1-SC0064,1,ETB1rapid_warming-TC0071,1,M7b
M7BEVENT-20200810-20200810-20200810-7F4C25CC80C7,M7BPAIR-M7BEVENT2020081020200810202008107F4C25CC80C7-M7BCONTROL2020081020200809202008099AD2A8438920-5CB808DB06AB,M7BANCHOR-M7BEVENT2020081020200810202008107F4C25CC80C7-M7BCONTROL2020081020200809202008099AD2A8438920-5CB808DB06AB,B1,rapid_warming,JJA,1,True,EC0077,7,STB1-SC0065,1,ETB1rapid_warming-TC0072,1,M7b
M7BEVENT-20180419-20180419-20180419-88DD3C1D3F6E,M7BPAIR-M7BEVENT20180419201804192018041988DD3C1D3F6E-M7BCONTROL20180419201804182018041857F1797F2D48-13D2DF14093E,M7BANCHOR-M7BEVENT20180419201804192018041988DD3C1D3F6E-M7BCONTROL20180419201804182018041857F1797F2D48-13D2DF14093E,B1,rapid_warming,MAM,1,True,EC0004,1,STB1-SC0006,1,ETB1rapid_warming-TC0007,1,M7b
M7BEVENT-20180424-20180421-20180424-C8AF76BA21FF,M7BPAIR-M7BEVENT201804242018042120180424C8AF76BA21FF-M7BCONTROL201804242018042520180428EACD691DF52A-8CC61F8F51C1,M7BANCHOR-M7BEVENT201804242018042120180424C8AF76BA21FF-M7BCONTROL201804242018042520180428EACD691DF52A-8CC61F8F51C1,B1,rapid_warming,MAM,4,True,EC0005,8,STB1-SC0007,2,ETB1rapid_warming-TC0008,1,M7b
M7BEVENT-20180505-20180505-20180505-46CE24C1BE6F,M7BPAIR-M7BEVENT20180505201805052018050546CE24C1BE6F-M7BCONTROL201805052018050420180504C1A611E56CFD-198124A4F47E,M7BANCHOR-M7BEVENT20180505201805052018050546CE24C1BE6F-M7BCONTROL201805052018050420180504C1A611E56CFD-198124A4F47E,B1,rapid_warming,MAM,1,True,EC0005,8,STB1-SC0008,1,ETB1rapid_warming-TC0009,1,M7b
M7BEVENT-20180511-20180511-20180511-DCCC069C7D11,M7BPAIR-M7BEVENT201805112018051120180511DCCC069C7D11-M7BCONTROL2018051120180510201805100117BD922791-9CD78240A907,M7BANCHOR-M7BEVENT201805112018051120180511DCCC069C7D11-M7BCONTROL2018051120180510201805100117BD922791-9CD78240A907,B1,rapid_warming,MAM,1,True,EC0007,1,STB1-SC0009,1,ETB1rapid_warming-TC0010,1,M7b
M7BEVENT-20180518-20180516-20180518-F6B8FAA94C92,M7BPAIR-M7BEVENT201805182018051620180518F6B8FAA94C92-M7BCONTROL201805182018051320180515BAB47B515A5A-8988B969537A,M7BANCHOR-M7BEVENT201805182018051620180518F6B8FAA94C92-M7BCONTROL201805182018051320180515BAB47B515A5A-8988B969537A,B1,rapid_warming,MAM,3,True,EC0008,15,STB1-SC0010,3,ETB1rapid_warming-TC0011,1,M7b
M7BEVENT-20190315-20190315-20190315-1FA394B1E7C2,M7BPAIR-M7BEVENT2019031520190315201903151FA394B1E7C2-M7BCONTROL201903152019031420190314215590385AFA-A52AAB597FE9,M7BANCHOR-M7BEVENT2019031520190315201903151FA394B1E7C2-M7BCONTROL201903152019031420190314215590385AFA-A52AAB597FE9,B1,rapid_warming,MAM,1,True,EC0030,2,STB1-SC0025,1,ETB1rapid_warming-TC0030,1,M7b
M7BEVENT-20190319-20190319-20190319-441EBBC452C2,M7BPAIR-M7BEVENT201903192019031920190319441EBBC452C2-M7BCONTROL201903192019031820190318E7E3ECF6B6BC-837A344995BA,M7BANCHOR-M7BEVENT201903192019031920190319441EBBC452C2-M7BCONTROL201903192019031820190318E7E3ECF6B6BC-837A344995BA,B1,rapid_warming,MAM,1,True,EC0032,1,STB1-SC0026,1,ETB1rapid_warming-TC0031,1,M7b
M7BEVENT-20190402-20190402-20190402-B2A3C7777646,M7BPAIR-M7BEVENT201904022019040220190402B2A3C7777646-M7BCONTROL2019040220190401201904019DA7D2C2F54C-6747F752E59C,M7BANCHOR-M7BEVENT201904022019040220190402B2A3C7777646-M7BCONTROL2019040220190401201904019DA7D2C2F54C-6747F752E59C,B1,rapid_warming,MAM,1,True,EC0034,1,STB1-SC0027,1,ETB1rapid_warming-TC0032,1,M7b
M7BEVENT-20190429-20190426-20190429-0F22F37A7C97,M7BPAIR-M7BEVENT2019042920190426201904290F22F37A7C97-M7BCONTROL2019042920190422201904257480FBE66AD4-E023C9D937A6,M7BANCHOR-M7BEVENT2019042920190426201904290F22F37A7C97-M7BCONTROL2019042920190422201904257480FBE66AD4-E023C9D937A6,B1,rapid_warming,MAM,4,True,EC0036,23,STB1-SC0029,3,ETB1rapid_warming-TC0033,1,M7b
M7BEVENT-20190517-20190517-20190517-1373C8669995,M7BPAIR-M7BEVENT2019051720190517201905171373C8669995-M7BCONTROL20190517201905162019051667A7C88DD38B-79A39A2105DA,M7BANCHOR-M7BEVENT2019051720190517201905171373C8669995-M7BCONTROL20190517201905162019051667A7C88DD38B-79A39A2105DA,B1,rapid_warming,MAM,1,True,EC0036,23,STB1-SC0030,1,ETB1rapid_warming-TC0034,1,M7b
M7BEVENT-20190519-20190519-20190519-BADC75CF1595,M7BPAIR-M7BEVENT201905192019051920190519BADC75CF1595-M7BCONTROL2019051920190518201905184249369CC0DA-5B0BD6541C9B,M7BANCHOR-M7BEVENT201905192019051920190519BADC75CF1595-M7BCONTROL2019051920190518201905184249369CC0DA-5B0BD6541C9B,B1,rapid_warming,MAM,1,True,EC0036,23,STB1-SC0031,1,ETB1rapid_warming-TC0035,1,M7b
M7BEVENT-20190521-20190521-20190521-F61D92704614,M7BPAIR-M7BEVENT201905212019052120190521F61D92704614-M7BCONTROL2019052120190520201905207F817F5E4B55-29CACCAF2564,M7BANCHOR-M7BEVENT201905212019052120190521F61D92704614-M7BCONTROL2019052120190520201905207F817F5E4B55-29CACCAF2564,B1,rapid_warming,MAM,1,True,EC0036,23,STB1-SC0032,1,ETB1rapid_warming-TC0036,1,M7b
M7BEVENT-20190527-20190527-20190527-2E9650988B82,M7BPAIR-M7BEVENT2019052720190527201905272E9650988B82-M7BCONTROL2019052720190526201905265310EBABE8ED-80A93FE57B0C,M7BANCHOR-M7BEVENT2019052720190527201905272E9650988B82-M7BCONTROL2019052720190526201905265310EBABE8ED-80A93FE57B0C,B1,rapid_warming,MAM,1,True,EC0036,23,STB1-SC0033,5,ETB1rapid_warming-TC0037,1,M7b
M7BEVENT-20190529-20190529-20190529-9A45B48FD49C,M7BPAIR-M7BEVENT2019052920190529201905299A45B48FD49C-M7BCONTROL2019052920190528201905286CC7DDC14173-462ACA83BC48,M7BANCHOR-M7BEVENT2019052920190529201905299A45B48FD49C-M7BCONTROL2019052920190528201905286CC7DDC14173-462ACA83BC48,B1,rapid_warming,MAM,1,True,EC0036,23,STB1-SC0033,5,ETB1rapid_warming-TC0038,1,M7b
M7BEVENT-20200329-20200329-20200329-9A9FEA4AA426,M7BPAIR-M7BEVENT2020032920200329202003299A9FEA4AA426-M7BCONTROL20200329202003282020032853F72C506793-A949FCB70837,M7BANCHOR-M7BEVENT2020032920200329202003299A9FEA4AA426-M7BCONTROL20200329202003282020032853F72C506793-A949FCB70837,B1,rapid_warming,MAM,1,True,EC0065,5,STB1-SC0055,1,ETB1rapid_warming-TC0059,1,M7b
M7BEVENT-20200402-20200402-20200402-13B4F29994BE,M7BPAIR-M7BEVENT20200402202004022020040213B4F29994BE-M7BCONTROL202004022020040120200401D25426DF10F8-1B73D0409D61,M7BANCHOR-M7BEVENT20200402202004022020040213B4F29994BE-M7BCONTROL202004022020040120200401D25426DF10F8-1B73D0409D61,B1,rapid_warming,MAM,1,True,EC0065,5,STB1-SC0056,1,ETB1rapid_warming-TC0060,1,M7b
M7BEVENT-20200419-20200419-20200419-7F5B8518F189,M7BPAIR-M7BEVENT2020041920200419202004197F5B8518F189-M7BCONTROL202004192020041820200418C1BB3882EE13-257B3EFD172C,M7BANCHOR-M7BEVENT2020041920200419202004197F5B8518F189-M7BCONTROL202004192020041820200418C1BB3882EE13-257B3EFD172C,B1,rapid_warming,MAM,1,True,EC0067,25,STB1-SC0057,6,ETB1rapid_warming-TC0061,1,M7b
M7BEVENT-20200428-20200428-20200428-4BFA4D1CBD33,M7BPAIR-M7BEVENT2020042820200428202004284BFA4D1CBD33-M7BCONTROL2020042820200427202004274B1441146B03-852001CC66F1,M7BANCHOR-M7BEVENT2020042820200428202004284BFA4D1CBD33-M7BCONTROL2020042820200427202004274B1441146B03-852001CC66F1,B1,rapid_warming,MAM,1,True,EC0067,25,STB1-SC0057,6,ETB1rapid_warming-TC0062,1,M7b
M7BEVENT-20200501-20200430-20200501-CE2C0D4DF371,M7BPAIR-M7BEVENT202005012020043020200501CE2C0D4DF371-M7BCONTROL2020050120200502202005033A4EE864CA75-06860062E248,M7BANCHOR-M7BEVENT202005012020043020200501CE2C0D4DF371-M7BCONTROL2020050120200502202005033A4EE864CA75-06860062E248,B1,rapid_warming,MAM,2,True,EC0067,25,STB1-SC0057,6,ETB1rapid_warming-TC0063,1,M7b
M7BEVENT-20200507-20200506-20200507-73433A2CF175,M7BPAIR-M7BEVENT20200507202005062020050773433A2CF175-M7BCONTROL2020050720200504202005051D25421B2DDD-01D2C929AFDC,M7BANCHOR-M7BEVENT20200507202005062020050773433A2CF175-M7BCONTROL2020050720200504202005051D25421B2DDD-01D2C929AFDC,B1,rapid_warming,MAM,2,True,EC0067,25,STB1-SC0057,6,ETB1rapid_warming-TC0064,1,M7b
M7BEVENT-20200518-20200518-20200518-3A03145B0215,M7BPAIR-M7BEVENT2020051820200518202005183A03145B0215-M7BCONTROL202005182020051720200517B538769A681E-BAC2A45EDEDC,M7BANCHOR-M7BEVENT2020051820200518202005183A03145B0215-M7BCONTROL202005182020051720200517B538769A681E-BAC2A45EDEDC,B1,rapid_warming,MAM,1,True,EC0067,25,STB1-SC0058,1,ETB1rapid_warming-TC0065,1,M7b
M7BEVENT-20200521-20200520-20200521-8C80F2A5B897,M7BPAIR-M7BEVENT2020052120200520202005218C80F2A5B897-M7BCONTROL202005212020052220200523DE4D41D1CD04-D1E4D1B34F0D,M7BANCHOR-M7BEVENT2020052120200520202005218C80F2A5B897-M7BCONTROL202005212020052220200523DE4D41D1CD04-D1E4D1B34F0D,B1,rapid_warming,MAM,2,True,EC0067,25,STB1-SC0059,3,ETB1rapid_warming-TC0066,1,M7b
M7BEVENT-20200530-20200530-20200530-3683EC148DE5,M7BPAIR-M7BEVENT2020053020200530202005303683EC148DE5-M7BCONTROL20200530202005292020052994525FAFDE78-D6B37CB446E8,M7BANCHOR-M7BEVENT2020053020200530202005303683EC148DE5-M7BCONTROL20200530202005292020052994525FAFDE78-D6B37CB446E8,B1,rapid_warming,MAM,1,True,EC0067,25,STB1-SC0059,3,ETB1rapid_warming-TC0067,1,M7b
M7BEVENT-20180921-20180920-20180921-536209762918,M7BPAIR-M7BEVENT201809212018092020180921536209762918-M7BCONTROL201809212018091820180919CF8E198523B9-FB2EA1BD9982,M7BANCHOR-M7BEVENT201809212018092020180921536209762918-M7BCONTROL201809212018091820180919CF8E198523B9-FB2EA1BD9982,B1,rapid_warming,SON,2,True,EC0018,10,STB1-SC0018,3,ETB1rapid_warming-TC0019,1,M7b
M7BEVENT-20180926-20180926-20180926-33EF7D400E8C,M7BPAIR-M7BEVENT20180926201809262018092633EF7D400E8C-M7BCONTROL201809262018092520180925258E0DA5E137-F2FD862C1766,M7BANCHOR-M7BEVENT20180926201809262018092633EF7D400E8C-M7BCONTROL201809262018092520180925258E0DA5E137-F2FD862C1766,B1,rapid_warming,SON,1,True,EC0019,12,STB1-SC0019,1,ETB1rapid_warming-TC0020,1,M7b
M7BEVENT-20181012-20181012-20181012-222D870A50D4,M7BPAIR-M7BEVENT201810122018101220181012222D870A50D4-M7BCONTROL201810122018101120181011ADF95DDF96E6-15F2502E94A5,M7BANCHOR-M7BEVENT201810122018101220181012222D870A50D4-M7BCONTROL201810122018101120181011ADF95DDF96E6-15F2502E94A5,B1,rapid_warming,SON,1,True,EC0019,12,STB1-SC0020,4,ETB1rapid_warming-TC0021,1,M7b
M7BEVENT-20181016-20181016-20181016-FD08B27B6AEE,M7BPAIR-M7BEVENT201810162018101620181016FD08B27B6AEE-M7BCONTROL201810162018101520181015E2986C30244D-C824EE582E60,M7BANCHOR-M7BEVENT201810162018101620181016FD08B27B6AEE-M7BCONTROL201810162018101520181015E2986C30244D-C824EE582E60,B1,rapid_warming,SON,1,True,EC0019,12,STB1-SC0020,4,ETB1rapid_warming-TC0022,1,M7b
M7BEVENT-20181018-20181018-20181018-D2385FC211E7,M7BPAIR-M7BEVENT201810182018101820181018D2385FC211E7-M7BCONTROL20181018201810172018101732DD39527D1D-57DC7DECC3E0,M7BANCHOR-M7BEVENT201810182018101820181018D2385FC211E7-M7BCONTROL20181018201810172018101732DD39527D1D-57DC7DECC3E0,B1,rapid_warming,SON,1,True,EC0019,12,STB1-SC0020,4,ETB1rapid_warming-TC0023,1,M7b
M7BEVENT-20181105-20181105-20181105-1DB41A0DE702,M7BPAIR-M7BEVENT2018110520181105201811051DB41A0DE702-M7BCONTROL201811052018110420181104E8B2AB9D5FAE-A7A79ADACAC2,M7BANCHOR-M7BEVENT2018110520181105201811051DB41A0DE702-M7BCONTROL201811052018110420181104E8B2AB9D5FAE-A7A79ADACAC2,B1,rapid_warming,SON,1,True,EC0020,9,STB1-SC0021,5,ETB1rapid_warming-TC0024,1,M7b
M7BEVENT-20181107-20181107-20181107-E5B9F0A0D8B3,M7BPAIR-M7BEVENT201811072018110720181107E5B9F0A0D8B3-M7BCONTROL201811072018110620181106A812A4709038-8CEEECABD7C3,M7BANCHOR-M7BEVENT201811072018110720181107E5B9F0A0D8B3-M7BCONTROL201811072018110620181106A812A4709038-8CEEECABD7C3,B1,rapid_warming,SON,1,True,EC0020,9,STB1-SC0021,5,ETB1rapid_warming-TC0025,1,M7b
M7BEVENT-20181118-20181118-20181118-BF75BA9B1D36,M7BPAIR-M7BEVENT201811182018111820181118BF75BA9B1D36-M7BCONTROL201811182018111720181117E5A23F90418C-1DC74FCE917C,M7BANCHOR-M7BEVENT201811182018111820181118BF75BA9B1D36-M7BCONTROL201811182018111720181117E5A23F90418C-1DC74FCE917C,B1,rapid_warming,SON,1,True,EC0020,9,STB1-SC0021,5,ETB1rapid_warming-TC0026,1,M7b
M7BEVENT-20190906-20190906-20190906-A5325DDD4EDD,M7BPAIR-M7BEVENT201909062019090620190906A5325DDD4EDD-M7BCONTROL201909062019090520190905F22CDAB20B2D-2108F37A5B10,M7BANCHOR-M7BEVENT201909062019090620190906A5325DDD4EDD-M7BCONTROL201909062019090520190905F22CDAB20B2D-2108F37A5B10,B1,rapid_warming,SON,1,True,EC0047,21,STB1-SC0043,4,ETB1rapid_warming-TC0048,1,M7b
M7BEVENT-20190910-20190910-20190910-2F3BB5ED9904,M7BPAIR-M7BEVENT2019091020190910201909102F3BB5ED9904-M7BCONTROL201909102019090920190909B0EFB11724B9-F64BD92E8AB4,M7BANCHOR-M7BEVENT2019091020190910201909102F3BB5ED9904-M7BCONTROL201909102019090920190909B0EFB11724B9-F64BD92E8AB4,B1,rapid_warming,SON,1,True,EC0047,21,STB1-SC0043,4,ETB1rapid_warming-TC0049,1,M7b
M7BEVENT-20190930-20190929-20190930-5275C197F31C,M7BPAIR-M7BEVENT2019093020190929201909305275C197F31C-M7BCONTROL201909302019092720190928A4F18397F63B-7B60DAC9CCAD,M7BANCHOR-M7BEVENT2019093020190929201909305275C197F31C-M7BCONTROL201909302019092720190928A4F18397F63B-7B60DAC9CCAD,B1,rapid_warming,SON,2,True,EC0047,21,STB1-SC0044,1,ETB1rapid_warming-TC0050,1,M7b
M7BEVENT-20191005-20191002-20191005-C2D51F777DF2,M7BPAIR-M7BEVENT201910052019100220191005C2D51F777DF2-M7BCONTROL201910052019092520190928E7598DC2F865-A5BD8FD0033E,M7BANCHOR-M7BEVENT201910052019100220191005C2D51F777DF2-M7BCONTROL201910052019092520190928E7598DC2F865-A5BD8FD0033E,B1,rapid_warming,SON,4,True,EC0047,21,STB1-SC0045,1,ETB1rapid_warming-TC0051,1,M7b
M7BEVENT-20191008-20191008-20191008-8205C2581726,M7BPAIR-M7BEVENT2019100820191008201910088205C2581726-M7BCONTROL201910082019100720191007C05F5DC963FE-38D19CD02B2E,M7BANCHOR-M7BEVENT2019100820191008201910088205C2581726-M7BCONTROL201910082019100720191007C05F5DC963FE-38D19CD02B2E,B1,rapid_warming,SON,1,True,EC0049,2,STB1-SC0046,2,ETB1rapid_warming-TC0052,1,M7b
M7BEVENT-20191024-20191024-20191024-FBC46F6A7118,M7BPAIR-M7BEVENT201910242019102420191024FBC46F6A7118-M7BCONTROL201910242019102320191023A4DB48142FBC-E5A8A66FE170,M7BANCHOR-M7BEVENT201910242019102420191024FBC46F6A7118-M7BCONTROL201910242019102320191023A4DB48142FBC-E5A8A66FE170,B1,rapid_warming,SON,1,True,EC0051,1,STB1-SC0047,1,ETB1rapid_warming-TC0053,1,M7b
M7BEVENT-20200904-20200904-20200904-476B0A28AC17,M7BPAIR-M7BEVENT202009042020090420200904476B0A28AC17-M7BCONTROL20200904202009032020090307052EA9F454-0F2F32C6033C,M7BANCHOR-M7BEVENT202009042020090420200904476B0A28AC17-M7BCONTROL20200904202009032020090307052EA9F454-0F2F32C6033C,B1,rapid_warming,SON,1,True,EC0079,1,STB1-SC0066,1,ETB1rapid_warming-TC0073,1,M7b
M7BEVENT-20200910-20200910-20200910-5B42914AA5BF,M7BPAIR-M7BEVENT2020091020200910202009105B42914AA5BF-M7BCONTROL20200910202009092020090907FB8C6A2FB6-168F621C2F27,M7BANCHOR-M7BEVENT2020091020200910202009105B42914AA5BF-M7BCONTROL20200910202009092020090907FB8C6A2FB6-168F621C2F27,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0067,7,ETB1rapid_warming-TC0074,1,M7b
M7BEVENT-20200922-20200922-20200922-08D8F1A0CC32,M7BPAIR-M7BEVENT20200922202009222020092208D8F1A0CC32-M7BCONTROL202009222020092120200921B0A384ADD2F8-7B3F057E2EBC,M7BANCHOR-M7BEVENT20200922202009222020092208D8F1A0CC32-M7BCONTROL202009222020092120200921B0A384ADD2F8-7B3F057E2EBC,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0067,7,ETB1rapid_warming-TC0075,1,M7b
M7BEVENT-20200929-20200929-20200929-33228804FF81,M7BPAIR-M7BEVENT20200929202009292020092933228804FF81-M7BCONTROL2020092920200928202009281680FDA3D0D7-AA61E902EE78,M7BANCHOR-M7BEVENT20200929202009292020092933228804FF81-M7BCONTROL2020092920200928202009281680FDA3D0D7-AA61E902EE78,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0067,7,ETB1rapid_warming-TC0076,1,M7b
M7BEVENT-20201002-20201002-20201002-448CEB5A3C06,M7BPAIR-M7BEVENT202010022020100220201002448CEB5A3C06-M7BCONTROL2020100220201001202010018EA5B16D16E6-BA7921D8505A,M7BANCHOR-M7BEVENT202010022020100220201002448CEB5A3C06-M7BCONTROL2020100220201001202010018EA5B16D16E6-BA7921D8505A,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0067,7,ETB1rapid_warming-TC0077,1,M7b
M7BEVENT-20201010-20201010-20201010-F648C8208A0E,M7BPAIR-M7BEVENT202010102020101020201010F648C8208A0E-M7BCONTROL2020101020201009202010092E9002A43260-C60E163AE29F,M7BANCHOR-M7BEVENT202010102020101020201010F648C8208A0E-M7BCONTROL2020101020201009202010092E9002A43260-C60E163AE29F,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0068,2,ETB1rapid_warming-TC0078,1,M7b
M7BEVENT-20201026-20201026-20201026-E1717D5DF8A4,M7BPAIR-M7BEVENT202010262020102620201026E1717D5DF8A4-M7BCONTROL20201026202010252020102524D3D8E1E174-5D349CC554AF,M7BANCHOR-M7BEVENT202010262020102620201026E1717D5DF8A4-M7BCONTROL20201026202010252020102524D3D8E1E174-5D349CC554AF,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0069,2,ETB1rapid_warming-TC0079,1,M7b
