event_id,pair_id,anchor_id,station_id,event_type,season,episode_length,analysis_eligible,cluster_id,cluster_size,station_cluster_id,station_cluster_size,station_event_type_cluster_id,station_event_type_cluster_size,experiment_family
M7BEVENT-20201121-20201121-20201121-680CBFF61EED,M7BPAIR-M7BEVENT202011212020112120201121680CBFF61EED-M7BCONTROL202011212020112020201120557F0D2C9DC2-51DE53F119A2,M7BANCHOR-M7BEVENT202011212020112120201121680CBFF61EED-M7BCONTROL202011212020112020201120557F0D2C9DC2-51DE53F119A2,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0070,1,ETB1rapid_warming-TC0080,1,M7b
M7BEVENT-20201128-20201128-20201128-A8D8690267C0,M7BPAIR-M7BEVENT202011282020112820201128A8D8690267C0-M7BCONTROL202011282020112720201127863C28ADE971-2647F2BA0643,M7BANCHOR-M7BEVENT202011282020112820201128A8D8690267C0-M7BCONTROL202011282020112720201127863C28ADE971-2647F2BA0643,B1,rapid_warming,SON,1,True,EC0080,39,STB1-SC0071,2,ETB1rapid_warming-TC0081,1,M7b
M7BEVENT-20180116-20180103-20180117-E3956BD1FB78,M7BPAIR-M7BEVENT201801162018010320180117E3956BD1FB78-M7BCONTROL201801172018021320180227AF19B70E692C-716FB5709660,M7BANCHOR-M7BEVENT201801162018010320180117E3956BD1FB78-M7BCONTROL201801172018021320180227AF19B70E692C-716FB5709660,P3,flood,DJF,15,True,EC0001,33,STP3-SC0001,4,ETP3flood-TC0001,1,M7b
M7BEVENT-20180131-20180124-20180207-AC42F59E9D27,M7BPAIR-M7BEVENT201801312018012420180207AC42F59E9D27-M7BCONTROL201802072018021420180228FE572DDC8CB9-DFE082100F65,M7BANCHOR-M7BEVENT201801312018012420180207AC42F59E9D27-M7BCONTROL201802072018021420180228FE572DDC8CB9-DFE082100F65,P3,flood,DJF,15,True,EC0001,33,STP3-SC0001,4,ETP3flood-TC0002,2,M7b
M7BEVENT-20180205-20180129-20180212-DBB8D521A371,M7BPAIR-M7BEVENT201802052018012920180212DBB8D521A371-M7BCONTROL201802122018021520180301E04E6468342F-B32B686969F3,M7BANCHOR-M7BEVENT201802052018012920180212DBB8D521A371-M7BCONTROL201802122018021520180301E04E6468342F-B32B686969F3,P3,flood,DJF,15,True,EC0001,33,STP3-SC0001,4,ETP3flood-TC0002,2,M7b
M7BEVENT-20181205-20181127-20181211-C94744FCDA9C,M7BPAIR-M7BEVENT201812052018112720181211C94744FCDA9C-M7BCONTROL201812112018021620180302C3C0DC809469-20E623213E6B,M7BANCHOR-M7BEVENT201812052018112720181211C94744FCDA9C-M7BCONTROL201812112018021620180302C3C0DC809469-20E623213E6B,P3,flood,DJF,15,True,EC0021,9,STP3-SC0013,3,ETP3flood-TC0009,2,M7b
M7BEVENT-20181222-20181207-20181221-75DD9F2D5473,M7BPAIR-M7BEVENT20181222201812072018122175DD9F2D5473-M7BCONTROL201812212018021720180303ED55AD0027CC-06E0D00AFE65,M7BANCHOR-M7BEVENT20181222201812072018122175DD9F2D5473-M7BCONTROL201812212018021720180303ED55AD0027CC-06E0D00AFE65,P3,flood,DJF,15,True,EC0021,9,STP3-SC0013,3,ETP3flood-TC0009,2,M7b
M7BEVENT-20190109-20190101-20190115-68745CA3704A,M7BPAIR-M7BEVENT20190109201901012019011568745CA3704A-M7BCONTROL201901152019012520190208BF50C65028F5-949EE1024606,M7BANCHOR-M7BEVENT20190109201901012019011568745CA3704A-M7BCONTROL201901152019012520190208BF50C65028F5-949EE1024606,P3,flood,DJF,15,True,EC0023,8,STP3-SC0014,3,ETP3flood-TC0010,2,M7b
M7BEVENT-20190122-20190110-20190124-FCCFF09A5B38,M7BPAIR-M7BEVENT201901222019011020190124FCCFF09A5B38-M7BCONTROL201901242019012620190209376C79236049-E0C554A7B1BF,M7BANCHOR-M7BEVENT201901222019011020190124FCCFF09A5B38-M7BCONTROL201901242019012620190209376C79236049-E0C554A7B1BF,P3,flood,DJF,15,True,EC0023,8,STP3-SC0014,3,ETP3flood-TC0010,2,M7b
M7BEVENT-20191211-20191127-20191211-DC9C7F6DC4CF,M7BPAIR-M7BEVENT201912112019112720191211DC9C7F6DC4CF-M7BCONTROL201912112019012720190210C2279CB57685-FA2E8D63D938,M7BANCHOR-M7BEVENT201912112019112720191211DC9C7F6DC4CF-M7BCONTROL201912112019012720190210C2279CB57685-FA2E8D63D938,P3,flood,DJF,15,True,EC0054,9,STP3-SC0027,2,ETP3flood-TC0015,1,M7b
M7BEVENT-20200104-20191223-20200106-DAE3D12D1B74,M7BPAIR-M7BEVENT202001042019122320200106DAE3D12D1B74-M7BCONTROL20200106201901282019021163E75793C250-C15EE6E55A62,M7BANCHOR-M7BEVENT202001042019122320200106DAE3D12D1B74-M7BCONTROL20200106201901282019021163E75793C250-C15EE6E55A62,P3,flood,DJF,15,True,EC0056,25,STP3-SC0028,6,ETP3flood-TC0016,2,M7b
M7BEVENT-20200112-20200105-20200119-CE068B6D2946,M7BPAIR-M7BEVENT202001122020010520200119CE068B6D2946-M7BCONTROL2020011920200120202002034A56ECDFD228-BCA71E1CEDFE,M7BANCHOR-M7BEVENT202001122020010520200119CE068B6D2946-M7BCONTROL2020011920200120202002034A56ECDFD228-BCA71E1CEDFE,P3,flood,DJF,15,True,EC0056,25,STP3-SC0028,6,ETP3flood-TC0016,2,M7b
M7BEVENT-20201210-20201126-20201210-5A504829C6E4,M7BPAIR-M7BEVENT2020121020201126202012105A504829C6E4-M7BCONTROL20201210202001212020020498420AB5AFCF-E21BBDB5833F,M7BANCHOR-M7BEVENT2020121020201126202012105A504829C6E4-M7BCONTROL20201210202001212020020498420AB5AFCF-E21BBDB5833F,P3,flood,DJF,15,True,EC0080,39,STP3-SC0039,9,ETP3flood-TC0023,1,M7b
M7BEVENT-20201225-20201216-20201230-C998CAC98A28,M7BPAIR-M7BEVENT202012252020121620201230C998CAC98A28-M7BCONTROL2020123020200122202002050D03ABE834CF-4C605DA481A7,M7BANCHOR-M7BEVENT202012252020121620201230C998CAC98A28-M7BCONTROL2020123020200122202002050D03ABE834CF-4C605DA481A7,P3,flood,DJF,15,True,EC0080,39,STP3-SC0039,9,ETP3flood-TC0024,1,M7b
M7BEVENT-20180719-20180708-20180722-0BB8D2D51BDA,M7BPAIR-M7BEVENT2018071920180708201807220BB8D2D51BDA-M7BCONTROL20180722201806232018070716B0BACBF1AF-E22B14C0720C,M7BANCHOR-M7BEVENT2018071920180708201807220BB8D2D51BDA-M7BCONTROL20180722201806232018070716B0BACBF1AF-E22B14C0720C,P3,flood,JJA,15,True,EC0014,7,STP3-SC0007,2,ETP3flood-TC0005,1,M7b
M7BEVENT-20180818-20180809-20180823-08955AD38ECE,M7BPAIR-M7BEVENT20180818201808092018082308955AD38ECE-M7BCONTROL201808232018072520180808B5679CBDD200-774F2BE8F513,M7BANCHOR-M7BEVENT20180818201808092018082308955AD38ECE-M7BCONTROL201808232018072520180808B5679CBDD200-774F2BE8F513,P3,flood,JJA,15,True,EC0017,8,STP3-SC0008,2,ETP3flood-TC0006,2,M7b
M7BEVENT-20180826-20180819-20180902-2E9131FEC4F1,M7BPAIR-M7BEVENT2018082620180819201809022E9131FEC4F1-M7BCONTROL201809022018072420180807C8A6BD76ECC6-324434D9D2EE,M7BANCHOR-M7BEVENT2018082620180819201809022E9131FEC4F1-M7BCONTROL201809022018072420180807C8A6BD76ECC6-324434D9D2EE,P3,flood,JJA,15,True,EC0017,8,STP3-SC0008,2,ETP3flood-TC0006,2,M7b
M7BEVENT-20200626-20200618-20200702-DC00DB01A23F,M7BPAIR-M7BEVENT202006262020061820200702DC00DB01A23F-M7BCONTROL2020070220190618201907028F2A7772F9B7-5DCB2E7C9460,M7BANCHOR-M7BEVENT202006262020061820200702DC00DB01A23F-M7BCONTROL2020070220190618201907028F2A7772F9B7-5DCB2E7C9460,P3,flood,JJA,15,True,EC0072,5,STP3-SC0035,3,ETP3flood-TC0019,1,M7b
M7BEVENT-20200723-20200714-20200728-3CF8A5074349,M7BPAIR-M7BEVENT2020072320200714202007283CF8A5074349-M7BCONTROL20200728201907142019072867DAC2686B78-FF916B2110A4,M7BANCHOR-M7BEVENT2020072320200714202007283CF8A5074349-M7BCONTROL20200728201907142019072867DAC2686B78-FF916B2110A4,P3,flood,JJA,15,True,EC0075,5,STP3-SC0037,1,ETP3flood-TC0020,1,M7b
M7BEVENT-20200811-20200804-20200818-2A8229B85EC3,M7BPAIR-M7BEVENT2020081120200804202008182A8229B85EC3-M7BCONTROL202008182019080420190818FA2DC7157C91-3A87F4D32EB4,M7BANCHOR-M7BEVENT2020081120200804202008182A8229B85EC3-M7BCONTROL202008182019080420190818FA2DC7157C91-3A87F4D32EB4,P3,flood,JJA,15,True,EC0077,7,STP3-SC0038,3,ETP3flood-TC0021,2,M7b
M7BEVENT-20200822-20200813-20200827-A16832857C34,M7BPAIR-M7BEVENT202008222020081320200827A16832857C34-M7BCONTROL202008272019081320190827021207842862-3FEADC3E353C,M7BANCHOR-M7BEVENT202008222020081320200827A16832857C34-M7BCONTROL202008272019081320190827021207842862-3FEADC3E353C,P3,flood,JJA,15,True,EC0077,7,STP3-SC0038,3,ETP3flood-TC0021,2,M7b
M7BEVENT-20180503-20180425-20180509-DEE71F4B82D1,M7BPAIR-M7BEVENT201805032018042520180509DEE71F4B82D1-M7BCONTROL20180509201804102018042466976A758BBD-887D3F296250,M7BANCHOR-M7BEVENT201805032018042520180509DEE71F4B82D1-M7BCONTROL20180509201804102018042466976A758BBD-887D3F296250,P3,flood,MAM,15,True,EC0005,8,STP3-SC0004,1,ETP3flood-TC0003,1,M7b
M7BEVENT-20180531-20180524-20180607-4D5E99E1138E,M7BPAIR-M7BEVENT2018053120180524201806074D5E99E1138E-M7BCONTROL201806072018040920180423D739E1955EB5-109AFD5E61E0,M7BANCHOR-M7BEVENT2018053120180524201806074D5E99E1138E-M7BCONTROL201806072018040920180423D739E1955EB5-109AFD5E61E0,P3,flood,MAM,15,True,EC0008,15,STP3-SC0005,3,ETP3flood-TC0004,1,M7b
M7BEVENT-20190306-20190227-20190313-A9A6978D966C,M7BPAIR-M7BEVENT201903062019022720190313A9A6978D966C-M7BCONTROL201903132019031420190328158ADA3D00DF-AB10C3071180,M7BANCHOR-M7BEVENT201903062019022720190313A9A6978D966C-M7BCONTROL201903132019031420190328158ADA3D00DF-AB10C3071180,P3,flood,MAM,15,True,EC0029,2,STP3-SC0016,1,ETP3flood-TC0011,1,M7b
M7BEVENT-20190428-20190418-20190502-86AE22353860,M7BPAIR-M7BEVENT20190428201904182019050286AE22353860-M7BCONTROL201905022019040320190417ADDCDD5D730E-85D1EAEE9F08,M7BANCHOR-M7BEVENT20190428201904182019050286AE22353860-M7BCONTROL201905022019040320190417ADDCDD5D730E-85D1EAEE9F08,P3,flood,MAM,15,True,EC0036,23,STP3-SC0017,1,ETP3flood-TC0012,1,M7b
M7BEVENT-20190523-20190512-20190526-2494A0C5C7AC,M7BPAIR-M7BEVENT2019052320190512201905262494A0C5C7AC-M7BCONTROL2019052620190402201904162289024A8E24-C6690D718E68,M7BANCHOR-M7BEVENT2019052320190512201905262494A0C5C7AC-M7BCONTROL2019052620190402201904162289024A8E24-C6690D718E68,P3,flood,MAM,15,True,EC0036,23,STP3-SC0018,2,ETP3flood-TC0013,2,M7b
M7BEVENT-20190531-20190524-20190607-DC21D06D2792,M7BPAIR-M7BEVENT201905312019052420190607DC21D06D2792-M7BCONTROL2019060720190401201904158813A8608B99-E60D454A9176,M7BANCHOR-M7BEVENT201905312019052420190607DC21D06D2792-M7BCONTROL2019060720190401201904158813A8608B99-E60D454A9176,P3,flood,MAM,15,True,EC0036,23,STP3-SC0018,2,ETP3flood-TC0013,2,M7b
M7BEVENT-20200417-20200410-20200424-EB8F367F864F,M7BPAIR-M7BEVENT202004172020041020200424EB8F367F864F-M7BCONTROL202004242020032620200409CF46888DBC23-2B3DA8AB36A9,M7BANCHOR-M7BEVENT202004172020041020200424EB8F367F864F-M7BCONTROL202004242020032620200409CF46888DBC23-2B3DA8AB36A9,P3,flood,MAM,15,True,EC0067,25,STP3-SC0031,2,ETP3flood-TC0017,1,M7b
M7BEVENT-20200525-20200513-20200527-B56FC26296E4,M7BPAIR-M7BEVENT202005252020051320200527B56FC26296E4-M7BCONTROL2020052720200428202005129A09032AA5AC-DF2F7C4E4356,M7BANCHOR-M7BEVENT202005252020051320200527B56FC26296E4-M7BCONTROL2020052720200428202005129A09032AA5AC-DF2F7C4E4356,P3,flood,MAM,15,True,EC0067,25,STP3-SC0033,2,ETP3flood-TC0018,2,M7b
M7BEVENT-20200531-20200524-20200607-172E6ED21200,M7BPAIR-M7BEVENT202005312020052420200607172E6ED21200-M7BCONTROL2020060720200427202005115565965ABEC0-9E4BB019BF0A,M7BANCHOR-M7BEVENT202005312020052420200607172E6ED21200-M7BCONTROL2020060720200427202005115565965ABEC0-9E4BB019BF0A,P3,flood,MAM,15,True,EC0067,25,STP3-SC0033,2,ETP3flood-TC0018,2,M7b
M7BEVENT-20180926-20180908-20180922-69340218F9B3,M7BPAIR-M7BEVENT20180926201809082018092269340218F9B3-M7BCONTROL201809222018102120181104F89EF5519455-4D1A5EF710F2,M7BANCHOR-M7BEVENT20180926201809082018092269340218F9B3-M7BCONTROL201809222018102120181104F89EF5519455-4D1A5EF710F2,P3,flood,SON,15,True,EC0018,10,STP3-SC0009,4,ETP3flood-TC0007,1,M7b
M7BEVENT-20181002-20180925-20181009-1AFF9F620DB5,M7BPAIR-M7BEVENT2018100220180925201810091AFF9F620DB5-M7BCONTROL201810092018102220181105AEB3BC7A5AD0-C0E4305C47B3,M7BANCHOR-M7BEVENT2018100220180925201810091AFF9F620DB5-M7BCONTROL201810092018102220181105AEB3BC7A5AD0-C0E4305C47B3,P3,flood,SON,15,True,EC0019,12,STP3-SC0010,3,ETP3flood-TC0008,2,M7b
M7BEVENT-20181013-20181006-20181020-BB69B0DA6C50,M7BPAIR-M7BEVENT201810132018100620181020BB69B0DA6C50-M7BCONTROL201810202018102320181106CC2B02EEEE59-FFAF873FACDA,M7BANCHOR-M7BEVENT201810132018100620181020BB69B0DA6C50-M7BCONTROL201810202018102320181106CC2B02EEEE59-FFAF873FACDA,P3,flood,SON,15,True,EC0019,12,STP3-SC0010,3,ETP3flood-TC0008,2,M7b
M7BEVENT-20190917-20190907-20190921-B060CEE8C24A,M7BPAIR-M7BEVENT201909172019090720190921B060CEE8C24A-M7BCONTROL201909212019100520191019DFC722CE9070-35E0456D481F,M7BANCHOR-M7BEVENT201909172019090720190921B060CEE8C24A-M7BCONTROL201909212019100520191019DFC722CE9070-35E0456D481F,P3,flood,SON,15,True,EC0047,21,STP3-SC0022,7,ETP3flood-TC0014,2,M7b
M7BEVENT-20190927-20190920-20191004-FAD72F6FC07E,M7BPAIR-M7BEVENT201909272019092020191004FAD72F6FC07E-M7BCONTROL2019100420191006201910205C35E4B79970-C6E4F818C625,M7BANCHOR-M7BEVENT201909272019092020191004FAD72F6FC07E-M7BCONTROL2019100420191006201910205C35E4B79970-C6E4F818C625,P3,flood,SON,15,True,EC0047,21,STP3-SC0022,7,ETP3flood-TC0014,2,M7b
M7BEVENT-20200920-20200908-20200922-B7EB31057A7B,M7BPAIR-M7BEVENT202009202020090820200922B7EB31057A7B-M7BCONTROL2020092220200923202010078DD4EC28C9FD-E63340A5CDC0,M7BANCHOR-M7BEVENT202009202020090820200922B7EB31057A7B-M7BCONTROL2020092220200923202010078DD4EC28C9FD-E63340A5CDC0,P3,flood,SON,15,True,EC0080,39,STP3-SC0039,9,ETP3flood-TC0022,1,M7b
M7BEVENT-20180210-20180110-20180210-632D0FB3AE0D,M7BPAIR-M7BEVENT201802102018011020180210632D0FB3AE0D-M7BCONTROL201802102018121520190115FD02A7BD39E9-B6111CCDE134,M7BANCHOR-M7BEVENT201802102018011020180210632D0FB3AE0D-M7BCONTROL201802102018121520190115FD02A7BD39E9-B6111CCDE134,P3,high_temperature,DJF,32,True,EC0001,33,STP3-SC0001,4,ETP3high_temperature-TC0001,1,M7b
M7BEVENT-20190202-20190116-20190202-F5F06AFFA6F8,M7BPAIR-M7BEVENT201902022019011620190202F5F06AFFA6F8-M7BCONTROL201902022018122920190115AB62C0E38FB2-9813CA1A0D9A,M7BANCHOR-M7BEVENT201902022019011620190202F5F06AFFA6F8-M7BCONTROL201902022018122920190115AB62C0E38FB2-9813CA1A0D9A,P3,high_temperature,DJF,18,True,EC0023,8,STP3-SC0014,3,ETP3high_temperature-TC0003,1,M7b
M7BEVENT-20200220-20200108-20200220-50F407CE614C,M7BPAIR-M7BEVENT20200220202001082020022050F407CE614C-M7BCONTROL202002202019020320190318C82400DFAD1A-D59B0943D57B,M7BANCHOR-M7BEVENT20200220202001082020022050F407CE614C-M7BCONTROL202002202019020320190318C82400DFAD1A-D59B0943D57B,P3,high_temperature,DJF,44,True,EC0056,25,STP3-SC0028,6,ETP3high_temperature-TC0005,1,M7b
M7BEVENT-20180922-20180914-20180922-E2B755959F2F,M7BPAIR-M7BEVENT201809222018091420180922E2B755959F2F-M7BCONTROL2018092220180905201809139C7A05A22094-A789BC71B781,M7BANCHOR-M7BEVENT201809222018091420180922E2B755959F2F-M7BCONTROL2018092220180905201809139C7A05A22094-A789BC71B781,P3,high_temperature,SON,9,True,EC0018,10,STP3-SC0009,4,ETP3high_temperature-TC0002,1,M7b
M7BEVENT-20190919-20190911-20190919-D968B8FB251B,M7BPAIR-M7BEVENT201909192019091120190919D968B8FB251B-M7BCONTROL2019091920190902201909109F54E0E0E699-1A94FAF33A7F,M7BANCHOR-M7BEVENT201909192019091120190919D968B8FB251B-M7BCONTROL2019091920190902201909109F54E0E0E699-1A94FAF33A7F,P3,high_temperature,SON,9,True,EC0047,21,STP3-SC0022,7,ETP3high_temperature-TC0004,1,M7b
M7BEVENT-20201231-20200910-20201231-B129EDAE58BC,M7BPAIR-M7BEVENT202012312020091020201231B129EDAE58BC-M7BCONTROL2020123120180923201901137E07D19292F1-FB321C959B83,M7BANCHOR-M7BEVENT202012312020091020201231B129EDAE58BC-M7BCONTROL2020123120180923201901137E07D19292F1-FB321C959B83,P3,high_temperature,SON,113,False,EC0080,39,STP3-SC0039,9,ETP3high_temperature-TC0006,1,M7b
M7BEVENT-20180615-20180602-20180615-C5891950A7D0,M7BPAIR-M7BEVENT201806152018060220180615C5891950A7D0-M7BCONTROL20180615201806162018062975662721191C-A801676CC0A1,M7BANCHOR-M7BEVENT201806152018060220180615C5891950A7D0-M7BCONTROL20180615201806162018062975662721191C-A801676CC0A1,P3,low_flow,JJA,14,True,EC0008,15,STP3-SC0005,3,ETP3low_flow-TC0001,1,M7b
M7BEVENT-20190616-20190610-20190616-2C41180BE5CC,M7BPAIR-M7BEVENT2019061620190610201906162C41180BE5CC-M7BCONTROL201906162019060320190609569F8E2CC76C-DB02F28F9C6B,M7BANCHOR-M7BEVENT2019061620190610201906162C41180BE5CC-M7BCONTROL201906162019060320190609569F8E2CC76C-DB02F28F9C6B,P3,low_flow,JJA,7,True,EC0036,23,STP3-SC0019,1,ETP3low_flow-TC0003,1,M7b
M7BEVENT-20181122-20181114-20181122-C1779678E723,M7BPAIR-M7BEVENT201811222018111420181122C1779678E723-M7BCONTROL201811222018110520181113E3639C3CFC0A-DF6177C9A63E,M7BANCHOR-M7BEVENT201811222018111420181122C1779678E723-M7BCONTROL201811222018110520181113E3639C3CFC0A-DF6177C9A63E,P3,low_flow,SON,9,True,EC0020,9,STP3-SC0011,2,ETP3low_flow-TC0002,1,M7b
M7BEVENT-20191128-20191122-20191128-DEC53006EDCC,M7BPAIR-M7BEVENT201911282019112220191128DEC53006EDCC-M7BCONTROL201911282019111520191121978281EAF298-EB35A7E9B7FE,M7BANCHOR-M7BEVENT201911282019112220191128DEC53006EDCC-M7BCONTROL201911282019111520191121978281EAF298-EB35A7E9B7FE,P3,low_flow,SON,7,True,EC0054,9,STP3-SC0027,2,ETP3low_flow-TC0004,1,M7b
M7BEVENT-20180220-20180220-20180220-5E66B469F111,M7BPAIR-M7BEVENT2018022020180220201802205E66B469F111-M7BCONTROL201802202018021920180219EFBB2AF94EFC-639DABB7387F,M7BANCHOR-M7BEVENT2018022020180220201802205E66B469F111-M7BCONTROL201802202018021920180219EFBB2AF94EFC-639DABB7387F,P3,rapid_warming,DJF,1,True,EC0001,33,STP3-SC0002,1,ETP3rapid_warming-TC0001,1,M7b
M7BEVENT-20190216-20190216-20190216-F7515C91C1F0,M7BPAIR-M7BEVENT201902162019021620190216F7515C91C1F0-M7BCONTROL201902162019021520190215D0E162391192-F08D8BC1504D,M7BANCHOR-M7BEVENT201902162019021620190216F7515C91C1F0-M7BCONTROL201902162019021520190215D0E162391192-F08D8BC1504D,P3,rapid_warming,DJF,1,True,EC0027,2,STP3-SC0015,1,ETP3rapid_warming-TC0012,1,M7b
M7BEVENT-20200102-20200101-20200102-A32A7A408D63,M7BPAIR-M7BEVENT202001022020010120200102A32A7A408D63-M7BCONTROL202001022020122920201230A2E259666FF1-C1973C1831FE,M7BANCHOR-M7BEVENT202001022020010120200102A32A7A408D63-M7BCONTROL202001022020122920201230A2E259666FF1-C1973C1831FE,P3,rapid_warming,DJF,2,True,EC0056,25,STP3-SC0028,6,ETP3rapid_warming-TC0023,1,M7b
M7BEVENT-20200104-20200104-20200104-544814C8996B,M7BPAIR-M7BEVENT202001042020010420200104544814C8996B-M7BCONTROL202001042020010320200103708028589CF4-A630C6C22AB7,M7BANCHOR-M7BEVENT202001042020010420200104544814C8996B-M7BCONTROL202001042020010320200103708028589CF4-A630C6C22AB7,P3,rapid_warming,DJF,1,True,EC0056,25,STP3-SC0028,6,ETP3rapid_warming-TC0024,1,M7b
M7BEVENT-20200110-20200110-20200110-6D435C5B2E7D,M7BPAIR-M7BEVENT2020011020200110202001106D435C5B2E7D-M7BCONTROL202001102020010920200109EB73706DD54D-8BF23D0EEA53,M7BANCHOR-M7BEVENT2020011020200110202001106D435C5B2E7D-M7BCONTROL202001102020010920200109EB73706DD54D-8BF23D0EEA53,P3,rapid_warming,DJF,1,True,EC0056,25,STP3-SC0028,6,ETP3rapid_warming-TC0025,1,M7b
M7BEVENT-20200222-20200222-20200222-84EEFAFE75F5,M7BPAIR-M7BEVENT20200222202002222020022284EEFAFE75F5-M7BCONTROL2020022220200221202002211641B699C563-613794C6A525,M7BANCHOR-M7BEVENT20200222202002222020022284EEFAFE75F5-M7BCONTROL2020022220200221202002211641B699C563-613794C6A525,P3,rapid_warming,DJF,1,True,EC0058,1,STP3-SC0029,1,ETP3rapid_warming-TC0026,1,M7b
M7BEVENT-20200227-20200227-20200227-9EFDD81DB77F,M7BPAIR-M7BEVENT2020022720200227202002279EFDD81DB77F-M7BCONTROL202002272020022620200226B059F6DCC7DB-1088060A670C,M7BANCHOR-M7BEVENT2020022720200227202002279EFDD81DB77F-M7BCONTROL202002272020022620200226B059F6DCC7DB-1088060A670C,P3,rapid_warming,DJF,1,True,EC0061,1,STP3-SC0030,1,ETP3rapid_warming-TC0027,1,M7b
M7BEVENT-20180603-20180603-20180603-872344A4B137,M7BPAIR-M7BEVENT201806032018060320180603872344A4B137-M7BCONTROL201806032018060220180602060EEBFB13F3-EDE9FF63D3B6,M7BANCHOR-M7BEVENT201806032018060320180603872344A4B137-M7BCONTROL201806032018060220180602060EEBFB13F3-EDE9FF63D3B6,P3,rapid_warming,JJA,1,True,EC0008,15,STP3-SC0005,3,ETP3rapid_warming-TC0003,1,M7b
M7BEVENT-20180701-20180701-20180701-609F126ADA49,M7BPAIR-M7BEVENT201807012018070120180701609F126ADA49-M7BCONTROL20180701201806302018063052896A34EE43-947F6E21191D,M7BANCHOR-M7BEVENT201807012018070120180701609F126ADA49-M7BCONTROL20180701201806302018063052896A34EE43-947F6E21191D,P3,rapid_warming,JJA,1,True,EC0013,4,STP3-SC0006,1,ETP3rapid_warming-TC0004,1,M7b
M7BEVENT-20180720-20180720-20180720-3D3194EFA472,M7BPAIR-M7BEVENT2018072020180720201807203D3194EFA472-M7BCONTROL20180720201807192018071900E0F48CA995-1C7F78E260A5,M7BANCHOR-M7BEVENT2018072020180720201807203D3194EFA472-M7BCONTROL20180720201807192018071900E0F48CA995-1C7F78E260A5,P3,rapid_warming,JJA,1,True,EC0014,7,STP3-SC0007,2,ETP3rapid_warming-TC0005,1,M7b
M7BEVENT-20190621-20190621-20190621-595A92786ADC,M7BPAIR-M7BEVENT201906212019062120190621595A92786ADC-M7BCONTROL201906212019062020190620DAE95680A47A-61C9A4248E11,M7BANCHOR-M7BEVENT201906212019062120190621595A92786ADC-M7BCONTROL201906212019062020190620DAE95680A47A-61C9A4248E11,P3,rapid_warming,JJA,1,True,EC0037,1,STP3-SC0020,1,ETP3rapid_warming-TC0013,1,M7b
M7BEVENT-20190804-20190804-20190804-4259E3064CE2,M7BPAIR-M7BEVENT2019080420190804201908044259E3064CE2-M7BCONTROL2019080420190803201908034B6BF23A6E26-DC050F7FDEB9,M7BANCHOR-M7BEVENT2019080420190804201908044259E3064CE2-M7BCONTROL2019080420190803201908034B6BF23A6E26-DC050F7FDEB9,P3,rapid_warming,JJA,1,True,EC0042,2,STP3-SC0021,1,ETP3rapid_warming-TC0014,1,M7b
M7BEVENT-20200611-20200611-20200611-08FD1146C65C,M7BPAIR-M7BEVENT20200611202006112020061108FD1146C65C-M7BCONTROL202006112020061020200610DCDA2EF54801-AE08BFFE0F94,M7BANCHOR-M7BEVENT20200611202006112020061108FD1146C65C-M7BCONTROL202006112020061020200610DCDA2EF54801-AE08BFFE0F94,P3,rapid_warming,JJA,1,True,EC0069,1,STP3-SC0034,1,ETP3rapid_warming-TC0030,1,M7b
M7BEVENT-20200622-20200622-20200622-0B276398F768,M7BPAIR-M7BEVENT2020062220200622202006220B276398F768-M7BCONTROL2020062220200621202006219542630BE981-C14A31489B8E,M7BANCHOR-M7BEVENT2020062220200622202006220B276398F768-M7BCONTROL2020062220200621202006219542630BE981-C14A31489B8E,P3,rapid_warming,JJA,1,True,EC0072,5,STP3-SC0035,3,ETP3rapid_warming-TC0031,1,M7b
M7BEVENT-20200628-20200627-20200628-8F7AA2A745D5,M7BPAIR-M7BEVENT2020062820200627202006288F7AA2A745D5-M7BCONTROL202006282020062520200626A359C4D282A4-7A7524A944C5,M7BANCHOR-M7BEVENT2020062820200627202006288F7AA2A745D5-M7BCONTROL202006282020062520200626A359C4D282A4-7A7524A944C5,P3,rapid_warming,JJA,2,True,EC0072,5,STP3-SC0035,3,ETP3rapid_warming-TC0032,1,M7b
M7BEVENT-20200706-20200706-20200706-9F3164BF4D94,M7BPAIR-M7BEVENT2020070620200706202007069F3164BF4D94-M7BCONTROL2020070620200705202007053D7BBE6FEE8D-04502D1D729B,M7BANCHOR-M7BEVENT2020070620200706202007069F3164BF4D94-M7BCONTROL2020070620200705202007053D7BBE6FEE8D-04502D1D729B,P3,rapid_warming,JJA,1,True,EC0073,1,STP3-SC0036,1,ETP3rapid_warming-TC0033,1,M7b
M7BEVENT-20200804-20200804-20200804-7E34BB1BB9D0,M7BPAIR-M7BEVENT2020080420200804202008047E34BB1BB9D0-M7BCONTROL2020080420200803202008039F4AB23C6792-E1D65352631C,M7BANCHOR-M7BEVENT2020080420200804202008047E34BB1BB9D0-M7BCONTROL2020080420200803202008039F4AB23C6792-E1D65352631C,P3,rapid_warming,JJA,1,True,EC0077,7,STP3-SC0038,3,ETP3rapid_warming-TC0034,1,M7b
