left_event_id,right_event_id,left_station_id,right_station_id,left_event_type,right_event_type,left_season,right_season,same_station,same_event_type,same_season,overlap_days,union_days,jaccard,overlap_class,experiment_family
M7BEVENT-20191224-20191222-20191224-920899691218,M7BEVENT-20191223-20191223-20191223-7561F7ED748E,B1,S2,high_temperature,rapid_warming,DJF,DJF,False,False,True,1,3,0.3333333333333333,cross_station,M7b
M7BEVENT-20201231-20201214-20201231-2FD7471F0AA1,M7BEVENT-20201226-20201226-20201226-3C0C17171266,B1,B1,high_temperature,rapid_warming,DJF,DJF,True,False,True,1,18,0.05555555555555555,cross_type,M7b
M7BEVENT-20201231-20201214-20201231-2FD7471F0AA1,M7BEVENT-20201225-20201216-20201230-C998CAC98A28,B1,P3,high_temperature,flood,DJF,DJF,False,False,True,15,18,0.8333333333333334,cross_station,M7b
M7BEVENT-20201231-20201214-20201231-2FD7471F0AA1,M7BEVENT-20201231-20200910-20201231-B129EDAE58BC,B1,P3,high_temperature,high_temperature,DJF,SON,False,True,False,18,113,0.1592920353982301,cross_station,M7b
M7BEVENT-20180703-20180626-20180703-47476F3FAF66,M7BEVENT-20180626-20180626-20180626-FE9E070165A0,B1,B1,high_temperature,rapid_warming,JJA,JJA,True,False,True,1,8,0.125,cross_type,M7b
M7BEVENT-20180703-20180626-20180703-47476F3FAF66,M7BEVENT-20180701-20180701-20180701-609F126ADA49,B1,P3,high_temperature,rapid_warming,JJA,JJA,False,False,True,1,8,0.125,cross_station,M7b
M7BEVENT-20180703-20180626-20180703-47476F3FAF66,M7BEVENT-20180628-20180628-20180628-44DF66FA9406,B1,S2,high_temperature,rapid_warming,JJA,JJA,False,False,True,1,8,0.125,cross_station,M7b
M7BEVENT-20190618-20190616-20190618-E52D79632B08,M7BEVENT-20190616-20190610-20190616-2C41180BE5CC,B1,P3,high_temperature,low_flow,JJA,JJA,False,False,True,1,9,0.1111111111111111,cross_station,M7b
M7BEVENT-20190901-20190825-20190901-3E14FCD70265,M7BEVENT-20190825-20190825-20190825-07DB915E062F,B1,B1,high_temperature,rapid_warming,JJA,JJA,True,False,True,1,8,0.125,cross_type,M7b
M7BEVENT-20190901-20190825-20190901-3E14FCD70265,M7BEVENT-20190906-20190830-20190913-4B02540832D4,B1,S2,high_temperature,flood,JJA,SON,False,False,False,3,20,0.15,cross_station,M7b
M7BEVENT-20190901-20190825-20190901-3E14FCD70265,M7BEVENT-20190830-20190827-20190830-7D46CAED510C,B1,S2,high_temperature,high_temperature,JJA,JJA,False,True,True,4,8,0.5,cross_station,M7b
M7BEVENT-20180307-20180302-20180307-8944E6E8084C,M7BEVENT-20180326-20180209-20180326-61C334D50427,B1,B1,high_temperature,low_flow,MAM,MAM,True,False,True,6,46,0.13043478260869565,cross_type,M7b
M7BEVENT-20180406-20180326-20180406-7A1926A59C82,M7BEVENT-20180326-20180209-20180326-61C334D50427,B1,B1,high_temperature,low_flow,MAM,MAM,True,False,True,1,57,0.017543859649122806,cross_type,M7b
M7BEVENT-20180427-20180422-20180427-0C7087AB6718,M7BEVENT-20180424-20180421-20180424-C8AF76BA21FF,B1,B1,high_temperature,rapid_warming,MAM,MAM,True,False,True,3,7,0.42857142857142855,cross_type,M7b
M7BEVENT-20180427-20180422-20180427-0C7087AB6718,M7BEVENT-20180503-20180425-20180509-DEE71F4B82D1,B1,P3,high_temperature,flood,MAM,MAM,False,False,True,3,18,0.16666666666666666,cross_station,M7b
M7BEVENT-20180427-20180422-20180427-0C7087AB6718,M7BEVENT-20180427-20180420-20180427-5CFA897837D5,B1,S2,high_temperature,high_temperature,MAM,MAM,False,True,True,6,8,0.75,cross_station,M7b
M7BEVENT-20180528-20180518-20180528-6BE9C207F04B,M7BEVENT-20180518-20180516-20180518-F6B8FAA94C92,B1,B1,high_temperature,rapid_warming,MAM,MAM,True,False,True,1,13,0.07692307692307693,cross_type,M7b
M7BEVENT-20180528-20180518-20180528-6BE9C207F04B,M7BEVENT-20180531-20180524-20180607-4D5E99E1138E,B1,P3,high_temperature,flood,MAM,MAM,False,False,True,5,21,0.23809523809523808,cross_station,M7b
M7BEVENT-20180528-20180518-20180528-6BE9C207F04B,M7BEVENT-20180530-20180522-20180530-4685E84AD122,B1,S2,high_temperature,high_temperature,MAM,MAM,False,True,True,7,13,0.5384615384615384,cross_station,M7b
M7BEVENT-20180528-20180518-20180528-6BE9C207F04B,M7BEVENT-20180523-20180523-20180523-8963456BD980,B1,S2,high_temperature,rapid_warming,MAM,MAM,False,False,True,1,11,0.09090909090909091,cross_station,M7b
M7BEVENT-20190420-20190415-20190420-86CDEA3A0CAC,M7BEVENT-20190428-20190418-20190502-86AE22353860,B1,P3,high_temperature,flood,MAM,MAM,False,False,True,3,18,0.16666666666666666,cross_station,M7b
M7BEVENT-20190420-20190415-20190420-86CDEA3A0CAC,M7BEVENT-20190422-20190417-20190422-A53C89474626,B1,S2,high_temperature,high_temperature,MAM,MAM,False,True,True,4,8,0.5,cross_station,M7b
M7BEVENT-20190501-20190429-20190501-A4367DEE7875,M7BEVENT-20190429-20190426-20190429-0F22F37A7C97,B1,B1,high_temperature,rapid_warming,MAM,MAM,True,False,True,1,6,0.16666666666666666,cross_type,M7b
M7BEVENT-20190501-20190429-20190501-A4367DEE7875,M7BEVENT-20190428-20190418-20190502-86AE22353860,B1,P3,high_temperature,flood,MAM,MAM,False,False,True,3,15,0.2,cross_station,M7b
M7BEVENT-20190501-20190429-20190501-A4367DEE7875,M7BEVENT-20190513-20190423-20190507-B2B757B3A2AB,B1,S2,high_temperature,flood,MAM,MAM,False,False,True,3,15,0.2,cross_station,M7b
M7BEVENT-20180909-20180903-20180909-078B272EA060,M7BEVENT-20180926-20180908-20180922-69340218F9B3,B1,P3,high_temperature,flood,SON,SON,False,False,True,2,20,0.1,cross_station,M7b
M7BEVENT-20180909-20180903-20180909-078B272EA060,M7BEVENT-20180908-20180908-20180908-D4618FBCEFCE,B1,P3,high_temperature,rapid_warming,SON,SON,False,False,True,1,7,0.14285714285714285,cross_station,M7b
M7BEVENT-20180909-20180903-20180909-078B272EA060,M7BEVENT-20181006-20180907-20180921-0451C6D0914E,B1,S2,high_temperature,flood,SON,SON,False,False,True,3,19,0.15789473684210525,cross_station,M7b
M7BEVENT-20180909-20180903-20180909-078B272EA060,M7BEVENT-20180903-20180903-20180903-B3AE70C80932,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,7,0.14285714285714285,cross_station,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190906-20190906-20190906-A5325DDD4EDD,B1,B1,high_temperature,rapid_warming,SON,SON,True,False,True,1,11,0.09090909090909091,cross_type,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190910-20190910-20190910-2F3BB5ED9904,B1,B1,high_temperature,rapid_warming,SON,SON,True,False,True,1,11,0.09090909090909091,cross_type,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190917-20190907-20190921-B060CEE8C24A,B1,P3,high_temperature,flood,SON,SON,False,False,True,10,16,0.625,cross_station,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190919-20190911-20190919-D968B8FB251B,B1,P3,high_temperature,high_temperature,SON,SON,False,True,True,6,14,0.42857142857142855,cross_station,M7b
