left_event_id,right_event_id,left_station_id,right_station_id,left_event_type,right_event_type,left_season,right_season,same_station,same_event_type,same_season,overlap_days,union_days,jaccard,overlap_class,experiment_family
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190907-20190906-20190907-74AC8A68E76D,B1,P3,high_temperature,rapid_warming,SON,SON,False,False,True,2,11,0.18181818181818182,cross_station,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190911-20190911-20190911-49CB3BA29F88,B1,P3,high_temperature,rapid_warming,SON,SON,False,False,True,1,11,0.09090909090909091,cross_station,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190914-20190914-20190914-F2A388295D5F,B1,P3,high_temperature,rapid_warming,SON,SON,False,False,True,1,11,0.09090909090909091,cross_station,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190906-20190830-20190913-4B02540832D4,B1,S2,high_temperature,flood,SON,SON,False,False,True,8,18,0.4444444444444444,cross_station,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190908-20190908-20190908-896817BA0896,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,11,0.09090909090909091,cross_station,M7b
M7BEVENT-20190916-20190906-20190916-A4D6D05489E5,M7BEVENT-20190912-20190912-20190912-7404493681EA,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,11,0.09090909090909091,cross_station,M7b
M7BEVENT-20191012-20191008-20191012-EFBE7D8AA574,M7BEVENT-20191008-20191008-20191008-8205C2581726,B1,B1,high_temperature,rapid_warming,SON,SON,True,False,True,1,5,0.2,cross_type,M7b
M7BEVENT-20191130-20191111-20191130-0160E9FD64B3,M7BEVENT-20191211-20191127-20191211-DC9C7F6DC4CF,B1,P3,high_temperature,flood,SON,DJF,False,False,False,4,31,0.12903225806451613,cross_station,M7b
M7BEVENT-20191130-20191111-20191130-0160E9FD64B3,M7BEVENT-20191128-20191122-20191128-DEC53006EDCC,B1,P3,high_temperature,low_flow,SON,SON,False,False,True,7,20,0.35,cross_station,M7b
M7BEVENT-20191130-20191111-20191130-0160E9FD64B3,M7BEVENT-20191115-20191115-20191115-6B07537AB9A0,B1,P3,high_temperature,rapid_warming,SON,SON,False,False,True,1,20,0.05,cross_station,M7b
M7BEVENT-20191130-20191111-20191130-0160E9FD64B3,M7BEVENT-20191222-20191124-20191208-AB55F32F9312,B1,S2,high_temperature,flood,SON,DJF,False,False,False,7,28,0.25,cross_station,M7b
M7BEVENT-20191130-20191111-20191130-0160E9FD64B3,M7BEVENT-20191128-20191111-20191128-EE64318DFE69,B1,S2,high_temperature,high_temperature,SON,SON,False,True,True,18,20,0.9,cross_station,M7b
M7BEVENT-20191130-20191111-20191130-0160E9FD64B3,M7BEVENT-20191111-20191111-20191111-04B09DBF5EC5,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,20,0.05,cross_station,M7b
M7BEVENT-20191130-20191111-20191130-0160E9FD64B3,M7BEVENT-20191125-20191125-20191125-0468228543B7,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,20,0.05,cross_station,M7b
M7BEVENT-20200915-20200907-20200915-5A86414CBC57,M7BEVENT-20200910-20200910-20200910-5B42914AA5BF,B1,B1,high_temperature,rapid_warming,SON,SON,True,False,True,1,9,0.1111111111111111,cross_type,M7b
M7BEVENT-20200915-20200907-20200915-5A86414CBC57,M7BEVENT-20200920-20200908-20200922-B7EB31057A7B,B1,P3,high_temperature,flood,SON,SON,False,False,True,8,16,0.5,cross_station,M7b
M7BEVENT-20200915-20200907-20200915-5A86414CBC57,M7BEVENT-20201231-20200910-20201231-B129EDAE58BC,B1,P3,high_temperature,high_temperature,SON,SON,False,True,True,6,116,0.05172413793103448,cross_station,M7b
M7BEVENT-20200915-20200907-20200915-5A86414CBC57,M7BEVENT-20200912-20200912-20200912-66CACDB2067B,B1,P3,high_temperature,rapid_warming,SON,SON,False,False,True,1,9,0.1111111111111111,cross_station,M7b
M7BEVENT-20200915-20200907-20200915-5A86414CBC57,M7BEVENT-20200920-20200912-20200926-1AA924D66748,B1,S2,high_temperature,flood,SON,SON,False,False,True,4,20,0.2,cross_station,M7b
M7BEVENT-20201022-20201010-20201022-4D91C759EA9D,M7BEVENT-20201010-20201010-20201010-F648C8208A0E,B1,B1,high_temperature,rapid_warming,SON,SON,True,False,True,1,13,0.07692307692307693,cross_type,M7b
M7BEVENT-20201022-20201010-20201022-4D91C759EA9D,M7BEVENT-20201231-20200910-20201231-B129EDAE58BC,B1,P3,high_temperature,high_temperature,SON,SON,False,True,True,13,113,0.11504424778761062,cross_station,M7b
M7BEVENT-20201022-20201010-20201022-4D91C759EA9D,M7BEVENT-20201018-20201018-20201018-B10E58BA5D81,B1,P3,high_temperature,rapid_warming,SON,SON,False,False,True,1,13,0.07692307692307693,cross_station,M7b
M7BEVENT-20201022-20201010-20201022-4D91C759EA9D,M7BEVENT-20201106-20201010-20201106-68B8373A154A,B1,S2,high_temperature,high_temperature,SON,SON,False,True,True,13,28,0.4642857142857143,cross_station,M7b
M7BEVENT-20201110-20201026-20201110-DF10E3A68DC8,M7BEVENT-20201026-20201026-20201026-E1717D5DF8A4,B1,B1,high_temperature,rapid_warming,SON,SON,True,False,True,1,16,0.0625,cross_type,M7b
M7BEVENT-20201110-20201026-20201110-DF10E3A68DC8,M7BEVENT-20201231-20200910-20201231-B129EDAE58BC,B1,P3,high_temperature,high_temperature,SON,SON,False,True,True,16,113,0.1415929203539823,cross_station,M7b
M7BEVENT-20201110-20201026-20201110-DF10E3A68DC8,M7BEVENT-20201106-20201010-20201106-68B8373A154A,B1,S2,high_temperature,high_temperature,SON,SON,False,True,True,12,32,0.375,cross_station,M7b
M7BEVENT-20201110-20201026-20201110-DF10E3A68DC8,M7BEVENT-20201112-20201110-20201112-10A96B92B1B3,B1,S2,high_temperature,high_temperature,SON,SON,False,True,True,1,18,0.05555555555555555,cross_station,M7b
M7BEVENT-20201110-20201026-20201110-DF10E3A68DC8,M7BEVENT-20201027-20201027-20201027-EB6CFB829F2A,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,16,0.0625,cross_station,M7b
M7BEVENT-20201110-20201026-20201110-DF10E3A68DC8,M7BEVENT-20201102-20201102-20201102-16B721E727F3,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,16,0.0625,cross_station,M7b
M7BEVENT-20201110-20201026-20201110-DF10E3A68DC8,M7BEVENT-20201109-20201109-20201109-A7140E5C63F4,B1,S2,high_temperature,rapid_warming,SON,SON,False,False,True,1,16,0.0625,cross_station,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180611-20180610-20180611-AEC81B33D2E2,B1,B1,low_flow,rapid_warming,JJA,JJA,True,False,True,2,13,0.15384615384615385,cross_type,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180613-20180613-20180613-9A14AD2E2A53,B1,B1,low_flow,rapid_warming,JJA,JJA,True,False,True,1,13,0.07692307692307693,cross_type,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180531-20180524-20180607-4D5E99E1138E,B1,P3,low_flow,flood,JJA,MAM,False,False,False,7,21,0.3333333333333333,cross_station,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180615-20180602-20180615-C5891950A7D0,B1,P3,low_flow,low_flow,JJA,JJA,False,True,True,12,15,0.8,cross_station,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180603-20180603-20180603-872344A4B137,B1,P3,low_flow,rapid_warming,JJA,JJA,False,False,True,1,13,0.07692307692307693,cross_station,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180615-20180601-20180615-D178C7B02F85,B1,S2,low_flow,low_flow,JJA,JJA,False,True,True,13,15,0.8666666666666667,cross_station,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180603-20180603-20180603-08EB3C912D52,B1,S2,low_flow,rapid_warming,JJA,JJA,False,False,True,1,13,0.07692307692307693,cross_station,M7b
M7BEVENT-20180613-20180601-20180613-EA26F445DB87,M7BEVENT-20180607-20180607-20180607-0C2980F655A1,B1,S2,low_flow,rapid_warming,JJA,JJA,False,False,True,1,13,0.07692307692307693,cross_station,M7b
M7BEVENT-20190609-20190603-20190609-8B14FE03536D,M7BEVENT-20190609-20190609-20190609-6BE9287DCC9A,B1,B1,low_flow,rapid_warming,JJA,JJA,True,False,True,1,7,0.14285714285714285,cross_type,M7b
M7BEVENT-20190609-20190603-20190609-8B14FE03536D,M7BEVENT-20190531-20190524-20190607-DC21D06D2792,B1,P3,low_flow,flood,JJA,MAM,False,False,False,5,17,0.29411764705882354,cross_station,M7b
M7BEVENT-20190609-20190603-20190609-8B14FE03536D,M7BEVENT-20190531-20190523-20190606-B9DBF5B51BEA,B1,S2,low_flow,flood,JJA,MAM,False,False,False,4,18,0.2222222222222222,cross_station,M7b
M7BEVENT-20190609-20190603-20190609-8B14FE03536D,M7BEVENT-20190611-20190605-20190611-1458080E48E9,B1,S2,low_flow,low_flow,JJA,JJA,False,True,True,5,9,0.5555555555555556,cross_station,M7b
M7BEVENT-20190609-20190603-20190609-8B14FE03536D,M7BEVENT-20190608-20190608-20190608-4D5F563FED6E,B1,S2,low_flow,rapid_warming,JJA,JJA,False,False,True,1,7,0.14285714285714285,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180214-20180214-20180214-21ED5F316C97,B1,B1,low_flow,rapid_warming,MAM,DJF,True,False,False,1,46,0.021739130434782608,cross_type,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180219-20180219-20180219-7416773B92B8,B1,B1,low_flow,rapid_warming,MAM,DJF,True,False,False,1,46,0.021739130434782608,cross_type,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180227-20180227-20180227-E4AE96B368C8,B1,B1,low_flow,rapid_warming,MAM,DJF,True,False,False,1,46,0.021739130434782608,cross_type,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180205-20180129-20180212-DBB8D521A371,B1,P3,low_flow,flood,MAM,DJF,False,False,False,4,57,0.07017543859649122,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180210-20180110-20180210-632D0FB3AE0D,B1,P3,low_flow,high_temperature,MAM,DJF,False,False,False,2,76,0.02631578947368421,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180220-20180220-20180220-5E66B469F111,B1,P3,low_flow,rapid_warming,MAM,DJF,False,False,False,1,46,0.021739130434782608,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180210-20180207-20180210-0C550D9E993F,B1,S2,low_flow,high_temperature,MAM,DJF,False,False,False,2,48,0.041666666666666664,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180209-20180208-20180209-B2E6A247A8BD,B1,S2,low_flow,rapid_warming,MAM,DJF,False,False,False,1,47,0.02127659574468085,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180212-20180212-20180212-9D4F7ABAB632,B1,S2,low_flow,rapid_warming,MAM,DJF,False,False,False,1,46,0.021739130434782608,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180220-20180220-20180220-0DAEBCB36164,B1,S2,low_flow,rapid_warming,MAM,DJF,False,False,False,1,46,0.021739130434782608,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180225-20180224-20180225-F49C00275560,B1,S2,low_flow,rapid_warming,MAM,DJF,False,False,False,2,46,0.043478260869565216,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180310-20180310-20180310-208774B59765,B1,S2,low_flow,rapid_warming,MAM,MAM,False,False,True,1,46,0.021739130434782608,cross_station,M7b
M7BEVENT-20180326-20180209-20180326-61C334D50427,M7BEVENT-20180316-20180316-20180316-A6C5ABE91531,B1,S2,low_flow,rapid_warming,MAM,MAM,False,False,True,1,46,0.021739130434782608,cross_station,M7b
M7BEVENT-20181113-20181105-20181113-16C49213CA83,M7BEVENT-20181105-20181105-20181105-1DB41A0DE702,B1,B1,low_flow,rapid_warming,SON,SON,True,False,True,1,9,0.1111111111111111,cross_type,M7b
M7BEVENT-20181113-20181105-20181113-16C49213CA83,M7BEVENT-20181107-20181107-20181107-E5B9F0A0D8B3,B1,B1,low_flow,rapid_warming,SON,SON,True,False,True,1,9,0.1111111111111111,cross_type,M7b
M7BEVENT-20181113-20181105-20181113-16C49213CA83,M7BEVENT-20181115-20181108-20181122-A7BD18BC7A84,B1,S2,low_flow,flood,SON,SON,False,False,True,6,18,0.3333333333333333,cross_station,M7b
M7BEVENT-20181113-20181105-20181113-16C49213CA83,M7BEVENT-20181113-20181106-20181113-24D50FEDE8A4,B1,S2,low_flow,low_flow,SON,SON,False,True,True,8,9,0.8888888888888888,cross_station,M7b
M7BEVENT-20180103-20180103-20180103-3B3130B53DFA,M7BEVENT-20180116-20180103-20180117-E3956BD1FB78,B1,P3,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180103-20180103-20180103-3B3130B53DFA,M7BEVENT-20180105-20180101-20180105-2F85BFDB0D7F,B1,S2,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,5,0.2,cross_station,M7b
M7BEVENT-20180114-20180114-20180114-390E74639B8B,M7BEVENT-20180116-20180103-20180117-E3956BD1FB78,B1,P3,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180114-20180114-20180114-390E74639B8B,M7BEVENT-20180210-20180110-20180210-632D0FB3AE0D,B1,P3,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,32,0.03125,cross_station,M7b
M7BEVENT-20180207-20180207-20180207-9A4B2690BE12,M7BEVENT-20180131-20180124-20180207-AC42F59E9D27,B1,P3,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180207-20180207-20180207-9A4B2690BE12,M7BEVENT-20180205-20180129-20180212-DBB8D521A371,B1,P3,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180207-20180207-20180207-9A4B2690BE12,M7BEVENT-20180210-20180110-20180210-632D0FB3AE0D,B1,P3,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,32,0.03125,cross_station,M7b
M7BEVENT-20180207-20180207-20180207-9A4B2690BE12,M7BEVENT-20180210-20180207-20180210-0C550D9E993F,B1,S2,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,4,0.25,cross_station,M7b
M7BEVENT-20181201-20181201-20181201-86A5DD591569,M7BEVENT-20181205-20181127-20181211-C94744FCDA9C,B1,P3,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20181201-20181201-20181201-86A5DD591569,M7BEVENT-20190103-20181126-20181210-673E7F469148,B1,S2,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190202-20190202-20190202-71E5A2FFFC80,M7BEVENT-20190202-20190116-20190202-F5F06AFFA6F8,B1,P3,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,18,0.05555555555555555,cross_station,M7b
M7BEVENT-20190209-20190208-20190209-2759732FBEA9,M7BEVENT-20190211-20190208-20190211-06980613C810,B1,S2,rapid_warming,rapid_warming,DJF,DJF,False,True,True,2,4,0.5,cross_station,M7b
M7BEVENT-20200109-20200109-20200109-A6C2898C94AA,M7BEVENT-20200112-20200105-20200119-CE068B6D2946,B1,P3,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200109-20200109-20200109-A6C2898C94AA,M7BEVENT-20200220-20200108-20200220-50F407CE614C,B1,P3,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,44,0.022727272727272728,cross_station,M7b
M7BEVENT-20200109-20200109-20200109-A6C2898C94AA,M7BEVENT-20200110-20200104-20200110-CFC0D0935E0F,B1,S2,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,7,0.14285714285714285,cross_station,M7b
M7BEVENT-20200213-20200213-20200213-6140C9F9743F,M7BEVENT-20200220-20200108-20200220-50F407CE614C,B1,P3,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,44,0.022727272727272728,cross_station,M7b
M7BEVENT-20200213-20200213-20200213-6140C9F9743F,M7BEVENT-20200215-20200213-20200215-28D5D019F982,B1,S2,rapid_warming,rapid_warming,DJF,DJF,False,True,True,1,3,0.3333333333333333,cross_station,M7b
M7BEVENT-20200216-20200216-20200216-2209FBDAC8A5,M7BEVENT-20200220-20200108-20200220-50F407CE614C,B1,P3,rapid_warming,high_temperature,DJF,DJF,False,False,True,1,44,0.022727272727272728,cross_station,M7b
M7BEVENT-20201226-20201226-20201226-3C0C17171266,M7BEVENT-20201225-20201216-20201230-C998CAC98A28,B1,P3,rapid_warming,flood,DJF,DJF,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20201226-20201226-20201226-3C0C17171266,M7BEVENT-20201231-20200910-20201231-B129EDAE58BC,B1,P3,rapid_warming,high_temperature,DJF,SON,False,False,False,1,113,0.008849557522123894,cross_station,M7b
M7BEVENT-20180611-20180610-20180611-AEC81B33D2E2,M7BEVENT-20180615-20180602-20180615-C5891950A7D0,B1,P3,rapid_warming,low_flow,JJA,JJA,False,False,True,2,14,0.14285714285714285,cross_station,M7b
M7BEVENT-20180611-20180610-20180611-AEC81B33D2E2,M7BEVENT-20180615-20180601-20180615-D178C7B02F85,B1,S2,rapid_warming,low_flow,JJA,JJA,False,False,True,2,15,0.13333333333333333,cross_station,M7b
M7BEVENT-20180613-20180613-20180613-9A14AD2E2A53,M7BEVENT-20180615-20180602-20180615-C5891950A7D0,B1,P3,rapid_warming,low_flow,JJA,JJA,False,False,True,1,14,0.07142857142857142,cross_station,M7b
M7BEVENT-20180613-20180613-20180613-9A14AD2E2A53,M7BEVENT-20180615-20180601-20180615-D178C7B02F85,B1,S2,rapid_warming,low_flow,JJA,JJA,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180729-20180729-20180729-307FC43F296C,M7BEVENT-20180725-20180718-20180801-5FCF56EA9394,B1,S2,rapid_warming,flood,JJA,JJA,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190609-20190609-20190609-6BE9287DCC9A,M7BEVENT-20190611-20190605-20190611-1458080E48E9,B1,S2,rapid_warming,low_flow,JJA,JJA,False,False,True,1,7,0.14285714285714285,cross_station,M7b
M7BEVENT-20190615-20190615-20190615-96C1BA8B288E,M7BEVENT-20190616-20190610-20190616-2C41180BE5CC,B1,P3,rapid_warming,low_flow,JJA,JJA,False,False,True,1,7,0.14285714285714285,cross_station,M7b
M7BEVENT-20190718-20190718-20190718-6C2C50E9E402,M7BEVENT-20190719-20190718-20190719-7C2BC55ED9F2,B1,S2,rapid_warming,rapid_warming,JJA,JJA,False,True,True,1,2,0.5,cross_station,M7b
M7BEVENT-20190804-20190804-20190804-1ED619E2DCDA,M7BEVENT-20190804-20190804-20190804-4259E3064CE2,B1,P3,rapid_warming,rapid_warming,JJA,JJA,False,True,True,1,1,1.0,cross_station,M7b
M7BEVENT-20200726-20200726-20200726-BC881C6B1B59,M7BEVENT-20200723-20200714-20200728-3CF8A5074349,B1,P3,rapid_warming,flood,JJA,JJA,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200726-20200726-20200726-BC881C6B1B59,M7BEVENT-20200821-20200717-20200731-7DA9B5D69133,B1,S2,rapid_warming,flood,JJA,JJA,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200806-20200806-20200806-F6DC0BD95A11,M7BEVENT-20200811-20200804-20200818-2A8229B85EC3,B1,P3,rapid_warming,flood,JJA,JJA,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200810-20200810-20200810-7F4C25CC80C7,M7BEVENT-20200811-20200804-20200818-2A8229B85EC3,B1,P3,rapid_warming,flood,JJA,JJA,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180424-20180421-20180424-C8AF76BA21FF,M7BEVENT-20180427-20180420-20180427-5CFA897837D5,B1,S2,rapid_warming,high_temperature,MAM,MAM,False,False,True,4,8,0.5,cross_station,M7b
M7BEVENT-20180505-20180505-20180505-46CE24C1BE6F,M7BEVENT-20180503-20180425-20180509-DEE71F4B82D1,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180505-20180505-20180505-46CE24C1BE6F,M7BEVENT-20180505-20180505-20180505-DE801495708E,B1,S2,rapid_warming,rapid_warming,MAM,MAM,False,True,True,1,1,1.0,cross_station,M7b
M7BEVENT-20180518-20180516-20180518-F6B8FAA94C92,M7BEVENT-20180516-20180516-20180516-531517A9A987,B1,S2,rapid_warming,rapid_warming,MAM,MAM,False,True,True,1,3,0.3333333333333333,cross_station,M7b
M7BEVENT-20190315-20190315-20190315-1FA394B1E7C2,M7BEVENT-20190315-20190315-20190315-5C5E2872666B,B1,S2,rapid_warming,rapid_warming,MAM,MAM,False,True,True,1,1,1.0,cross_station,M7b
M7BEVENT-20190429-20190426-20190429-0F22F37A7C97,M7BEVENT-20190428-20190418-20190502-86AE22353860,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,4,15,0.26666666666666666,cross_station,M7b
M7BEVENT-20190429-20190426-20190429-0F22F37A7C97,M7BEVENT-20190513-20190423-20190507-B2B757B3A2AB,B1,S2,rapid_warming,flood,MAM,MAM,False,False,True,4,15,0.26666666666666666,cross_station,M7b
M7BEVENT-20190517-20190517-20190517-1373C8669995,M7BEVENT-20190523-20190512-20190526-2494A0C5C7AC,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190519-20190519-20190519-BADC75CF1595,M7BEVENT-20190523-20190512-20190526-2494A0C5C7AC,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190521-20190521-20190521-F61D92704614,M7BEVENT-20190523-20190512-20190526-2494A0C5C7AC,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190527-20190527-20190527-2E9650988B82,M7BEVENT-20190531-20190524-20190607-DC21D06D2792,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190527-20190527-20190527-2E9650988B82,M7BEVENT-20190531-20190523-20190606-B9DBF5B51BEA,B1,S2,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190529-20190529-20190529-9A45B48FD49C,M7BEVENT-20190531-20190524-20190607-DC21D06D2792,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20190529-20190529-20190529-9A45B48FD49C,M7BEVENT-20190531-20190523-20190606-B9DBF5B51BEA,B1,S2,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200329-20200329-20200329-9A9FEA4AA426,M7BEVENT-20200402-20200328-20200402-1D4268D499E0,B1,S2,rapid_warming,high_temperature,MAM,MAM,False,False,True,1,6,0.16666666666666666,cross_station,M7b
M7BEVENT-20200402-20200402-20200402-13B4F29994BE,M7BEVENT-20200402-20200328-20200402-1D4268D499E0,B1,S2,rapid_warming,high_temperature,MAM,MAM,False,False,True,1,6,0.16666666666666666,cross_station,M7b
M7BEVENT-20200419-20200419-20200419-7F5B8518F189,M7BEVENT-20200417-20200410-20200424-EB8F367F864F,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200419-20200419-20200419-7F5B8518F189,M7BEVENT-20200419-20200419-20200419-CA5FEC563C16,B1,P3,rapid_warming,rapid_warming,MAM,MAM,False,True,True,1,1,1.0,cross_station,M7b
M7BEVENT-20200419-20200419-20200419-7F5B8518F189,M7BEVENT-20200419-20200419-20200419-FDFDD3DBA3CE,B1,S2,rapid_warming,rapid_warming,MAM,MAM,False,True,True,1,1,1.0,cross_station,M7b
M7BEVENT-20200507-20200506-20200507-73433A2CF175,M7BEVENT-20200512-20200503-20200517-D3348B6B57A2,B1,S2,rapid_warming,flood,MAM,MAM,False,False,True,2,15,0.13333333333333333,cross_station,M7b
M7BEVENT-20200518-20200518-20200518-3A03145B0215,M7BEVENT-20200525-20200513-20200527-B56FC26296E4,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200521-20200520-20200521-8C80F2A5B897,M7BEVENT-20200525-20200513-20200527-B56FC26296E4,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,2,15,0.13333333333333333,cross_station,M7b
M7BEVENT-20200521-20200520-20200521-8C80F2A5B897,M7BEVENT-20200531-20200521-20200604-A43FB3884D07,B1,S2,rapid_warming,flood,MAM,MAM,False,False,True,1,16,0.0625,cross_station,M7b
M7BEVENT-20200530-20200530-20200530-3683EC148DE5,M7BEVENT-20200531-20200524-20200607-172E6ED21200,B1,P3,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200530-20200530-20200530-3683EC148DE5,M7BEVENT-20200531-20200521-20200604-A43FB3884D07,B1,S2,rapid_warming,flood,MAM,MAM,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20200530-20200530-20200530-3683EC148DE5,M7BEVENT-20200531-20200530-20200531-2843726BCE16,B1,S2,rapid_warming,rapid_warming,MAM,MAM,False,True,True,1,2,0.5,cross_station,M7b
M7BEVENT-20180921-20180920-20180921-536209762918,M7BEVENT-20180926-20180908-20180922-69340218F9B3,B1,P3,rapid_warming,flood,SON,SON,False,False,True,2,15,0.13333333333333333,cross_station,M7b
M7BEVENT-20180921-20180920-20180921-536209762918,M7BEVENT-20180922-20180914-20180922-E2B755959F2F,B1,P3,rapid_warming,high_temperature,SON,SON,False,False,True,2,9,0.2222222222222222,cross_station,M7b
M7BEVENT-20180921-20180920-20180921-536209762918,M7BEVENT-20181006-20180907-20180921-0451C6D0914E,B1,S2,rapid_warming,flood,SON,SON,False,False,True,2,15,0.13333333333333333,cross_station,M7b
M7BEVENT-20180926-20180926-20180926-33EF7D400E8C,M7BEVENT-20181002-20180925-20181009-1AFF9F620DB5,B1,P3,rapid_warming,flood,SON,SON,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20180926-20180926-20180926-33EF7D400E8C,M7BEVENT-20180926-20180926-20180926-E93D82A50BB1,B1,S2,rapid_warming,rapid_warming,SON,SON,False,True,True,1,1,1.0,cross_station,M7b
M7BEVENT-20181012-20181012-20181012-222D870A50D4,M7BEVENT-20181013-20181006-20181020-BB69B0DA6C50,B1,P3,rapid_warming,flood,SON,SON,False,False,True,1,15,0.06666666666666667,cross_station,M7b
M7BEVENT-20181012-20181012-20181012-222D870A50D4,M7BEVENT-20181015-20181008-20181022-1F13A14421DD,B1,S2,rapid_warming,flood,SON,SON,False,False,True,1,15,0.06666666666666667,cross_station,M7b
