network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_05110001,development,03306000,Ta,M,1988-10-01,1988-10-01,2024-11-04,13184,13184,13184,13184,1.0,1.0,0,materialized
huc8_05110001,development,03306000,P,M,1988-10-01,1988-10-01,2024-11-04,13184,13184,13184,13184,1.0,1.0,0,materialized
huc8_05110001,development,03306000,W,M,1988-10-01,1988-10-01,2024-11-04,13184,13184,13184,13184,1.0,1.0,0,materialized
huc8_05110001,development,03306000,RH,M,1988-10-01,1988-10-01,2024-11-04,13184,13184,13184,13184,1.0,1.0,0,materialized
huc8_05110001,development,03306000,Rs,M,1988-10-01,1988-10-01,2024-11-04,13184,13184,13184,13184,1.0,1.0,0,materialized
huc8_05110001,development,03306000,F,H,1988-10-01,1988-10-01,2024-11-04,13184,13184,2191,2191,0.166186286407767,0.166186286407767,0,materialized
huc8_05110001,development,03306000,L,H,1988-10-01,1988-10-01,2024-11-04,13184,13184,10621,10621,0.8055976941747572,0.8055976941747572,0,materialized
huc8_05110001,development,03306500,Ta,M,1999-12-22,1999-12-22,2013-09-29,5031,5031,5031,5031,1.0,1.0,0,materialized
huc8_05110001,development,03306500,P,M,1999-12-22,1999-12-22,2013-09-29,5031,5031,5031,5031,1.0,1.0,0,materialized
huc8_05110001,development,03306500,W,M,1999-12-22,1999-12-22,2013-09-29,5031,5031,5031,5031,1.0,1.0,0,materialized
huc8_05110001,development,03306500,RH,M,1999-12-22,1999-12-22,2013-09-29,5031,5031,5031,5031,1.0,1.0,0,materialized
huc8_05110001,development,03306500,Rs,M,1999-12-22,1999-12-22,2013-09-29,5031,5031,5031,5031,1.0,1.0,0,materialized
huc8_05110001,development,03306500,F,H,1999-12-22,1999-12-22,2013-09-29,5031,5031,0,0,0.0,0.0,0,failed_or_unavailable
huc8_05110001,development,03306500,L,H,1999-12-22,1999-12-22,2013-09-29,5031,5031,0,0,0.0,0.0,0,failed_or_unavailable
huc8_05110001,development,03311500,Ta,M,1999-12-15,1999-12-15,2014-11-30,5465,5465,5465,5465,1.0,1.0,0,materialized
huc8_05110001,development,03311500,P,M,1999-12-15,1999-12-15,2014-11-30,5465,5465,5465,5465,1.0,1.0,0,materialized
huc8_05110001,development,03311500,W,M,1999-12-15,1999-12-15,2014-11-30,5465,5465,5465,5465,1.0,1.0,0,materialized
huc8_05110001,development,03311500,RH,M,1999-12-15,1999-12-15,2014-11-30,5465,5465,5465,5465,1.0,1.0,0,materialized
huc8_05110001,development,03311500,Rs,M,1999-12-15,1999-12-15,2014-11-30,5465,5465,5465,5465,1.0,1.0,0,materialized
huc8_05110001,development,03311500,F,H,1999-12-15,1999-12-15,2014-11-30,5465,5465,0,0,0.0,0.0,0,failed_or_unavailable
huc8_05110001,development,03311500,L,H,1999-12-15,1999-12-15,2014-11-30,5465,5465,0,0,0.0,0.0,0,failed_or_unavailable
