n,pooled_spearman,calibration_slope,calibration_intercept,r2,rmse,mean,n_weighted,median,n_networks,n_units,predictor
1446,0.8829955989308935,1.4013935945302516,-0.32363463970497625,0.7150429659750492,0.807526663855046,0.907521304318964,0.9107447540663711,0.9311688311688312,57,1446,risk_surface
1446,0.7399228649476387,0.9641508343918367,0.3098202088572652,0.23847087348229312,1.3201109690332493,0.6951695207777858,0.6913880533423086,0.682456407050482,57,1446,empirical_transfer
1446,,0.7180094084002471,0.7805040851317646,-0.09816715261232578,1.5852632983585575,,0.0,,57,1446,network_mean_fallback
