gap_length,log1p_mae_curve,mae_curve
7.0,0.3481019001257592,0.4771817608571931
7.7174348697394795,0.3607281129237126,0.49595121632695505
8.434869739478959,0.37223114198306534,0.5132585391170417
9.152304609218437,0.38279459420951095,0.5293285011068248
9.869739478957916,0.3925604372164018,0.5443368484558353
10.587174348697395,0.4016407100877271,0.558423707919048
11.304609218436873,0.4101253862582325,0.5717026826550472
12.022044088176353,0.4180878125907381,0.5842672051419073
12.739478957915832,0.4255885694095813,0.5961950863286428
13.456913827655312,0.432678271535121,0.6075518444716185
14.174348697394791,0.4393996409014705,0.6183931877153117
14.891783567134269,0.4457890668751809,0.628766896916086
15.609218436873748,0.4518777990964899,0.6387142751321762
16.326653306613228,0.45769287204338155,0.6482712785864199
17.044088176352705,0.4632578306170341,0.657469409841706
17.761523046092186,0.46859330602248267,0.6663364309647597
18.478957915831664,0.4737174775452793,0.6748969386754322
19.196392785571142,0.478646446323222,0.6831728324483977
19.913827655310623,0.48339454050263103,0.6911836987007901
20.6312625250501,0.4879745663607457,0.6989471285555203
21.348697394789582,0.4923980164839353,0.7064789825496051
22.06613226452906,0.4966752435236667,0.713793612611684
22.783567134268537,0.5008156061422114,0.7209040493568796
23.50100200400802,0.5048275923241844,0.7278221610281055
24.218436873747496,0.5087189241397965,0.7345587891018506
24.935871743486974,0.5124966472102706,0.7411238645674382
25.653306613226455,0.5161672074801329,0.7475265081055519
26.370741482965933,0.5197365173979254,0.7537751167790695
27.08817635270541,0.523210013211827,0.7598774393662436
27.80561122244489,0.5265927047742778,0.7658406420828806
28.52304609218437,0.5298892190009863,0.7716713661337914
29.24048096192385,0.5331038379304638,0.777375778287482
29.95791583166333,0.5362405321696141,0.7829596154687901
30.675350701402806,0.5407907903245658,0.7910910279821088
31.392785571142287,0.5453274957387856,0.7992351400965791
32.11022044088176,0.5497616840896609,0.8072310020730634
32.827655310621246,0.5540978863846866,0.8150845362427387
33.545090180360724,0.5583403397251909,0.8228013051386821
34.2625250501002,0.5624930121884545,0.8303865405231713
34.979959919839686,0.5665596251311621,0.8378451695188035
35.697394789579164,0.5705436732283728,0.8451818381854581
36.41482965931864,0.5744484425184231,0.8524009328387219
37.13226452905812,0.57827702668724,0.8595065993660745
37.8496993987976,0.5820323417942549,0.8665027607636796
38.567134268537075,0.5857171396155266,0.8733931330881013
39.28456913827655,0.5893340197570239,0.8801812399928506
40.00200400801604,0.5928854406716331,0.8868704259986963
40.719438877755515,0.5963737296968354,0.8934638686286309
41.43687374749499,0.5998010922156992,0.8999645895227988
42.15430861723447,0.6031696200314922,0.9063754646351933
42.87174348697395,0.6064812990355561,0.9126992336022339
43.58917835671343,0.6097380162388227,0.9189385083631204
44.30661322645291,0.6129415662293163,0.9250957811029891
45.02404809619239,0.6160936571109685,0.9311734315821094
45.741482965931866,0.6191959159729526,0.9371737339075484
46.45891783567134,0.6222498939333817,0.943098862797748
47.17635270541082,0.6252570707965096,0.948950899385186
47.893787575150306,0.6282188593584418,0.9547318365976523
48.61122244488978,0.6311366093927148,0.96044358415456
49.32865731462926,0.6340116113438887,0.9660879732110744
50.04609218436874,0.6368450997544535,0.9716667606796238
50.763527054108216,0.6396382564478241,0.9771816332554775
51.4809619238477,0.6423922134879694,0.9826342111705396
52.19839679358718,0.6451080559342189,0.9880260516972115
52.91583166332666,0.6477868244080301,0.9933586524221598
53.633266533066134,0.6504295174869088,0.9986334543079987
54.35070140280561,0.6530370939392642,1.0038518445592608
55.0681362725451,0.6556104748127186,1.0090151593075811
55.785571142284574,0.6581505453872498,1.0141246861296864
56.50300601202405,0.6606581570035345,1.0191816664106124
57.22044088176353,0.663134128775938,1.0241872975634938
57.93787575150301,0.665579249198777,1.0291427351163127
58.65531062124249,0.6679942776537365,1.0340490946751266
59.37274549098197,0.6703799458256506,1.0389074537724934
60.09018036072145,0.6727369590332526,1.0437188536091122
60.807615230460925,0.6750659974809488,1.0484843006960436
61.5250501002004,0.6773677174371777,1.053204768404288
62.24248496993988,0.6796427523444557,1.0578811984279544
62.959919839679365,0.6818917138658144,1.062514502166788
63.67735470941884,0.6841151928719468,1.0671055620333516
64.39478957915833,0.6863137603730552,1.0716552326897768
65.11222444889779,0.6884879683990723,1.076164342218614
65.82965931863728,0.6906383508316513,1.0806336932319762
66.54709418837676,0.6927654241910634,1.085064063922867
