metric,estimate,lower_95,upper_95
station_gap_spearman,0.7018653654864687,0.6443435491712461,0.7565700251500818
network_spearman,0.7888888888888891,0.6553422838983671,0.8750208833129705
calibration_intercept,0.03369491248473281,-0.1124870471893084,0.1696150098516285
calibration_slope,0.9755726520518155,0.8179602288465981,1.145491218015669
interval_coverage,0.9936507936507937,0.9878786465400272,0.9984771440945
network_simultaneous_interval_coverage,0.8909090909090909,0.8,0.9636363636363636
