predictor,column,unit,n_station_gaps,spearman,r2,rmse
operator,complete_operator_risk,station_gap,1260.0,0.45817242023362076,0.06424941132880213,1.1204729917227891
donor_r2,donor_r2_only,station_gap,1260.0,0.3559167872682374,0.03246423084707106,1.1393439561779568
gap_length,gap_length,station_gap,1260.0,0.6430133748563401,0.6453512347480019,0.6897958293168642
