criterion,method,c,family,share
support_completeness,gap_rule,0.3,seasonal_ridge,0.0
support_completeness,gap_rule,0.3,donor_ridge,0.4351851851851852
support_completeness,gap_rule,0.3,xgboost,0.5648148148148148
support_completeness,random,0.3,seasonal_ridge,0.3472222222222222
support_completeness,random,0.3,donor_ridge,0.32407407407407407
support_completeness,random,0.3,xgboost,0.3287037037037037
support_completeness,oracle,0.3,seasonal_ridge,0.0
support_completeness,oracle,0.3,donor_ridge,0.45601851851851855
support_completeness,oracle,0.3,xgboost,0.5439814814814815
support_completeness,proposed,0.4,seasonal_ridge,0.003472222222222222
support_completeness,proposed,0.4,donor_ridge,0.5347222222222222
support_completeness,proposed,0.4,xgboost,0.4618055555555556
support_completeness,best_fixed,0.4,seasonal_ridge,0.0
support_completeness,best_fixed,0.4,donor_ridge,0.0
support_completeness,best_fixed,0.4,xgboost,1.0
support_completeness,global_cv,0.4,seasonal_ridge,0.0
support_completeness,global_cv,0.4,donor_ridge,0.0
support_completeness,global_cv,0.4,xgboost,1.0
support_completeness,per_network_cv,0.4,seasonal_ridge,0.0
support_completeness,per_network_cv,0.4,donor_ridge,0.5434027777777778
support_completeness,per_network_cv,0.4,xgboost,0.4565972222222222
support_completeness,gap_rule,0.4,seasonal_ridge,0.0
support_completeness,gap_rule,0.4,donor_ridge,0.5572916666666666
support_completeness,gap_rule,0.4,xgboost,0.4427083333333333
support_completeness,random,0.4,seasonal_ridge,0.3541666666666667
support_completeness,random,0.4,donor_ridge,0.3315972222222222
support_completeness,random,0.4,xgboost,0.3142361111111111
support_completeness,oracle,0.4,seasonal_ridge,0.0
support_completeness,oracle,0.4,donor_ridge,0.4270833333333333
support_completeness,oracle,0.4,xgboost,0.5729166666666666
support_completeness,proposed,0.5,seasonal_ridge,0.002777777777777778
support_completeness,proposed,0.5,donor_ridge,0.5625
support_completeness,proposed,0.5,xgboost,0.43472222222222223
support_completeness,best_fixed,0.5,seasonal_ridge,0.0
support_completeness,best_fixed,0.5,donor_ridge,0.0
support_completeness,best_fixed,0.5,xgboost,1.0
support_completeness,global_cv,0.5,seasonal_ridge,0.0
support_completeness,global_cv,0.5,donor_ridge,0.0
support_completeness,global_cv,0.5,xgboost,1.0
support_completeness,per_network_cv,0.5,seasonal_ridge,0.0
support_completeness,per_network_cv,0.5,donor_ridge,0.5263888888888889
support_completeness,per_network_cv,0.5,xgboost,0.4736111111111111
support_completeness,gap_rule,0.5,seasonal_ridge,0.0
support_completeness,gap_rule,0.5,donor_ridge,0.6319444444444444
support_completeness,gap_rule,0.5,xgboost,0.3680555555555556
support_completeness,random,0.5,seasonal_ridge,0.3527777777777778
support_completeness,random,0.5,donor_ridge,0.33055555555555555
support_completeness,random,0.5,xgboost,0.31666666666666665
support_completeness,oracle,0.5,seasonal_ridge,0.001388888888888889
support_completeness,oracle,0.5,donor_ridge,0.41805555555555557
support_completeness,oracle,0.5,xgboost,0.5805555555555556
support_completeness,proposed,0.6,seasonal_ridge,0.0023148148148148147
support_completeness,proposed,0.6,donor_ridge,0.5775462962962963
support_completeness,proposed,0.6,xgboost,0.4201388888888889
support_completeness,best_fixed,0.6,seasonal_ridge,0.0
support_completeness,best_fixed,0.6,donor_ridge,0.0
support_completeness,best_fixed,0.6,xgboost,1.0
support_completeness,global_cv,0.6,seasonal_ridge,0.0
support_completeness,global_cv,0.6,donor_ridge,0.0
support_completeness,global_cv,0.6,xgboost,1.0
support_completeness,per_network_cv,0.6,seasonal_ridge,0.0
support_completeness,per_network_cv,0.6,donor_ridge,0.5196759259259259
support_completeness,per_network_cv,0.6,xgboost,0.48032407407407407
support_completeness,gap_rule,0.6,seasonal_ridge,0.0
support_completeness,gap_rule,0.6,donor_ridge,0.6875
support_completeness,gap_rule,0.6,xgboost,0.3125
support_completeness,random,0.6,seasonal_ridge,0.3541666666666667
support_completeness,random,0.6,donor_ridge,0.33217592592592593
support_completeness,random,0.6,xgboost,0.3136574074074074
support_completeness,oracle,0.6,seasonal_ridge,0.003472222222222222
support_completeness,oracle,0.6,donor_ridge,0.42824074074074076
support_completeness,oracle,0.6,xgboost,0.5682870370370371
support_completeness,proposed,0.7,seasonal_ridge,0.001984126984126984
support_completeness,proposed,0.7,donor_ridge,0.5704365079365079
support_completeness,proposed,0.7,xgboost,0.42757936507936506
support_completeness,best_fixed,0.7,seasonal_ridge,0.0
support_completeness,best_fixed,0.7,donor_ridge,0.0
support_completeness,best_fixed,0.7,xgboost,1.0
support_completeness,global_cv,0.7,seasonal_ridge,0.0
support_completeness,global_cv,0.7,donor_ridge,0.0
support_completeness,global_cv,0.7,xgboost,1.0
support_completeness,per_network_cv,0.7,seasonal_ridge,0.0
support_completeness,per_network_cv,0.7,donor_ridge,0.4990079365079365
support_completeness,per_network_cv,0.7,xgboost,0.5009920634920635
support_completeness,gap_rule,0.7,seasonal_ridge,0.0
support_completeness,gap_rule,0.7,donor_ridge,0.7232142857142857
support_completeness,gap_rule,0.7,xgboost,0.2767857142857143
support_completeness,random,0.7,seasonal_ridge,0.3611111111111111
support_completeness,random,0.7,donor_ridge,0.32837301587301587
support_completeness,random,0.7,xgboost,0.310515873015873
support_completeness,oracle,0.7,seasonal_ridge,0.002976190476190476
support_completeness,oracle,0.7,donor_ridge,0.42162698412698413
support_completeness,oracle,0.7,xgboost,0.5753968253968254
support_completeness,proposed,0.8,seasonal_ridge,0.001736111111111111
support_completeness,proposed,0.8,donor_ridge,0.5651041666666666
support_completeness,proposed,0.8,xgboost,0.4331597222222222
support_completeness,best_fixed,0.8,seasonal_ridge,0.0
support_completeness,best_fixed,0.8,donor_ridge,0.0
support_completeness,best_fixed,0.8,xgboost,1.0
support_completeness,global_cv,0.8,seasonal_ridge,0.0
support_completeness,global_cv,0.8,donor_ridge,0.0
support_completeness,global_cv,0.8,xgboost,1.0
support_completeness,per_network_cv,0.8,seasonal_ridge,0.0
support_completeness,per_network_cv,0.8,donor_ridge,0.4930555555555556
support_completeness,per_network_cv,0.8,xgboost,0.5069444444444444
support_completeness,gap_rule,0.8,seasonal_ridge,0.0
support_completeness,gap_rule,0.8,donor_ridge,0.7526041666666666
support_completeness,gap_rule,0.8,xgboost,0.24739583333333334
support_completeness,random,0.8,seasonal_ridge,0.3489583333333333
support_completeness,random,0.8,donor_ridge,0.3289930555555556
support_completeness,random,0.8,xgboost,0.3220486111111111
support_completeness,oracle,0.8,seasonal_ridge,0.003472222222222222
support_completeness,oracle,0.8,donor_ridge,0.421875
support_completeness,oracle,0.8,xgboost,0.5746527777777778
support_completeness,proposed,0.9,seasonal_ridge,0.0015432098765432098
support_completeness,proposed,0.9,donor_ridge,0.5486111111111112
support_completeness,proposed,0.9,xgboost,0.4498456790123457
support_completeness,best_fixed,0.9,seasonal_ridge,0.0
support_completeness,best_fixed,0.9,donor_ridge,0.0
support_completeness,best_fixed,0.9,xgboost,1.0
support_completeness,global_cv,0.9,seasonal_ridge,0.0
support_completeness,global_cv,0.9,donor_ridge,0.0
support_completeness,global_cv,0.9,xgboost,1.0
support_completeness,per_network_cv,0.9,seasonal_ridge,0.0
support_completeness,per_network_cv,0.9,donor_ridge,0.4876543209876543
support_completeness,per_network_cv,0.9,xgboost,0.5123456790123457
support_completeness,gap_rule,0.9,seasonal_ridge,0.0
support_completeness,gap_rule,0.9,donor_ridge,0.7337962962962963
support_completeness,gap_rule,0.9,xgboost,0.2662037037037037
support_completeness,random,0.9,seasonal_ridge,0.3487654320987654
support_completeness,random,0.9,donor_ridge,0.3317901234567901
support_completeness,random,0.9,xgboost,0.3194444444444444
support_completeness,oracle,0.9,seasonal_ridge,0.0030864197530864196
support_completeness,oracle,0.9,donor_ridge,0.4367283950617284
support_completeness,oracle,0.9,xgboost,0.5601851851851852
support_completeness,proposed,1.0,seasonal_ridge,0.001388888888888889
support_completeness,proposed,1.0,donor_ridge,0.59375
support_completeness,proposed,1.0,xgboost,0.4048611111111111
support_completeness,best_fixed,1.0,seasonal_ridge,0.0
support_completeness,best_fixed,1.0,donor_ridge,0.0
support_completeness,best_fixed,1.0,xgboost,1.0
support_completeness,global_cv,1.0,seasonal_ridge,0.0
support_completeness,global_cv,1.0,donor_ridge,0.0
support_completeness,global_cv,1.0,xgboost,1.0
support_completeness,per_network_cv,1.0,seasonal_ridge,0.0
support_completeness,per_network_cv,1.0,donor_ridge,0.48194444444444445
support_completeness,per_network_cv,1.0,xgboost,0.5180555555555556
support_completeness,gap_rule,1.0,seasonal_ridge,0.0
support_completeness,gap_rule,1.0,donor_ridge,0.7604166666666666
support_completeness,gap_rule,1.0,xgboost,0.23958333333333334
support_completeness,random,1.0,seasonal_ridge,0.3472222222222222
support_completeness,random,1.0,donor_ridge,0.32916666666666666
support_completeness,random,1.0,xgboost,0.3236111111111111
support_completeness,oracle,1.0,seasonal_ridge,0.009027777777777777
support_completeness,oracle,1.0,donor_ridge,0.44722222222222224
support_completeness,oracle,1.0,xgboost,0.54375
