network_id,n_units,n_supported,cap_base_b05,cap_base_b10,cap_base_b20,cap_base_b30,cap_emp_b05,cap_emp_b10,cap_emp_b20,cap_emp_b30,d_cap_rand_b05,d_cap_rand_b10,d_cap_rand_b20,d_cap_rand_b30,d_cap_simple_b05,d_cap_simple_b10,d_cap_simple_b20,d_cap_simple_b30,d_ndcg_rand_b05,d_ndcg_rand_b10,d_ndcg_rand_b20,d_ndcg_rand_b30,d_ndcg_simple_b05,d_ndcg_simple_b10,d_ndcg_simple_b20,d_ndcg_simple_b30,d_rho_all,d_rho_sup,d_rho_therm,ndcg_base_b05,ndcg_base_b10,ndcg_base_b20,ndcg_base_b30,ndcg_emp_b05,ndcg_emp_b10,ndcg_emp_b20,ndcg_emp_b30,ndcg_rand_b05,ndcg_rand_b10,ndcg_rand_b20,ndcg_rand_b30,rho_all_base,rho_all_emp,rho_sup_base,rho_sup_emp
usgs2_huc2_18,21,12,0.19201855598853834,0.37890526759591553,0.4992194524159039,0.6468445635120404,0.17645182871436496,0.21925420786752645,0.30031044692579967,0.4060827954615392,0.08121373347626973,0.0763970650103836,0.062215208830561586,0.07274946212820588,-0.015566727274173381,-0.15965105972838908,-0.1989090054901042,-0.24076176805050126,0.08826969897934095,-0.1603674700621428,-0.668616707276685,-1.204952092490133,0.003528521436021781,-0.2264973719789075,-0.23381719978390958,-0.2523806107864287,-0.1246753246753245,0.0629370629370628,-0.39999999999999997,0.547224250425062,0.7616210320706986,0.7722784782059332,0.8362280197740638,0.5507527718610837,0.5351236600917911,0.5384612784220236,0.5838474089876351,0.4624830728817428,0.6954911301539339,1.2070779856987086,1.788799501477768,0.9194805194805193,0.7948051948051948,0.9020979020979022,0.965034965034965
usgs2_huc4_0306,21,12,0.24032287681293427,0.33555698177606463,0.48698667291974707,0.5923126814918613,0.14905086592799,0.2171891185490065,0.3544479392916289,0.5923126814918613,0.05381277068989476,0.07433197569186364,0.1163527011963908,0.258979348158528,-0.09127201088494427,-0.11836786322705814,-0.1325387336281182,0.0,0.008261543279362793,-0.236145426607964,-0.7586691388454299,-1.2325766296130574,-0.3891295958641452,-0.369353565027269,-0.31973152108121194,-0.15537596109435792,-0.1532467532467532,0.0,0.0,1.0,1.0,1.0,1.0,0.6108704041358548,0.630646434972731,0.680268478918788,0.8446240389056421,0.602608860856492,0.866791861580695,1.438937617764218,2.0772006685186994,0.9675324675324675,0.8142857142857143,0.965034965034965,0.965034965034965
usgs2_huc4_0401,18,12,0.22129060276468812,0.38149022779334696,0.5590495966289803,0.6427069780785829,0.22129060276468812,0.38149022779334696,0.5590495966289803,0.6550335904366867,0.16573504720913257,0.27037911668223585,0.33682737440675814,0.3217002571033534,0.0,0.0,0.0,0.012326612358103839,0.7489475157938307,0.5545146386494164,0.05119430859165042,-0.5419898803252143,0.0,0.0,0.0,0.011381016252642984,-0.11145510835913308,0.04195804195804187,0.0,1.0,1.0,0.9974610533588354,0.9732693982321491,1.0,1.0,0.9974610533588354,0.9846504144847921,0.2510524842061693,0.44548536135058364,0.946266744767185,1.5266402948100064,0.9050567595459237,0.7936016511867906,0.9300699300699302,0.9720279720279721
usgs2_huc4_0601,15,9,0.10251540770416744,0.18763467761423736,0.25553653052748,0.4321086241478598,0.10251540770416744,0.18228390168926334,0.2790875013245473,0.4069957892433539,0.03584874103750077,0.04895056835593001,0.07908750132454728,0.07366245591002057,0.0,-0.005350775924974016,0.023550970797067305,-0.025112834904505887,0.34969124973829135,-0.11912041949520258,-0.5065145642472066,-1.4102606727414901,0.0,-0.020636524773630316,0.05372223642220009,-0.035817986365243915,-0.125,0.13333333333333341,0.0,1.0,0.954936636626432,0.9224807280217331,0.9757454960935968,1.0,0.9343001118528017,0.9762029644439332,0.9399275097283529,0.6503087502617086,1.0534205313480043,1.4827175286911398,2.350188182469843,0.8499999999999999,0.7249999999999999,0.8166666666666667,0.9500000000000001
usgs2_huc4_1111,24,16,0.17580704040886927,0.2409531210726027,0.425689728163648,0.541611189966584,0.22404375426067322,0.3063968113667922,0.4089700199461252,0.5412940548208957,0.14071042092733987,0.1813968113667922,0.20063668661279185,0.20796072148756234,0.04823671385180395,0.0654436902941895,-0.016719708217522777,-0.0003171351456883187,0.35947889622329954,0.11261418093164277,-0.48856396555526915,-1.4362157833935476,0.18217100092031913,0.18694854450395604,0.027700127141453312,0.03988248945995454,-0.07913043478260873,0.020588235294117796,0.0,0.7455234265484891,0.7536497221648133,0.8975625164882989,0.8939981687467909,0.9276944274688083,0.9405982666687693,0.9252626436297522,0.9338806582067455,0.5682155312455087,0.8279840857371266,1.4138266091850213,2.370096441600293,0.9382608695652173,0.8591304347826085,0.9382352941176471,0.9588235294117649
usgs2_huc4_1705,21,12,0.33851047335176465,0.39137496433057556,0.5823378999420532,0.6815455396410773,0.19096293561147762,0.2547153238953744,0.34303506628931274,0.6815455396410773,0.09572484037338239,0.11185818103823153,0.10493982819407466,0.348212206307744,-0.14754753774028703,-0.13665964043520118,-0.23930283365274047,0.0,0.15143964719603076,-0.0474497643967563,-0.5204299613622654,-0.8316940800923674,-0.4137384131481464,-0.33197937596000515,-0.39791238397530315,-0.17910482681592266,-0.09220779220779218,0.1398601398601399,0.39999999999999997,0.9693007470764204,0.8856453306179689,0.970687937557994,0.9683006893750268,0.555562333928274,0.5536659546579638,0.5727755535826908,0.7891958625591041,0.4041226867322433,0.60111571905472,1.0932055149449562,1.6208899426514716,0.8922077922077922,0.8,0.7972027972027973,0.9370629370629372
usgs2_huc4_1707,24,16,0.12612201473030016,0.16314022013912302,0.37868398315905283,0.4658759845786979,0.08925298929637561,0.12424299789662006,0.2949618760356908,0.5029269810556729,0.005919655963042281,-0.0007570021033799362,0.08662854270235745,0.1695936477223396,-0.03686902543392455,-0.03889722224250296,-0.08372210712336203,0.03705099647697502,-0.1985818082799713,-0.4821171349718549,-0.9278593754381519,-1.8053155640096388,-0.17584253714296727,-0.15324191681883909,-0.19618785091508517,-0.026678451761168676,0.16434782608695653,0.0794117647058824,-0.7999999999999998,0.5869716181809153,0.5837814561126708,0.8317951630412872,0.8056573830019728,0.411129081037948,0.43053953929383176,0.635607312126202,0.7789789312408041,0.6097108893179193,0.9126566742656866,1.563466687564354,2.5842944952504427,0.5669565217391304,0.7313043478260869,0.6176470588235293,0.6970588235294117
usgs2_huc4_1903,21,12,0.27898116612368923,0.3908692902993277,0.5518262814438462,0.6523171290220091,0.1609569911445185,0.2246679802913814,0.44761456798884675,0.6581018166758797,0.06571889590642327,0.08181083743423856,0.20951932989360866,0.32476848334254643,-0.11802417497917073,-0.1662013100079463,-0.10421171345499941,0.005784687653870635,0.06929189405474812,-0.15142992388025334,-0.5165196469231771,-0.977485496754507,-0.2865756617923,-0.3161221710624378,-0.19576891449805534,-0.08679684597754422,-0.19350649350649363,0.013986013986013957,0.0,0.8463274180406882,0.8835544488675334,0.8981199806650131,0.9091513343273446,0.5597517562483882,0.5674322778050956,0.7023510661669577,0.8223544883498004,0.49045986219364013,0.718862201685349,1.2188707130901348,1.7998399851043074,0.9402597402597404,0.7467532467532467,0.9580419580419581,0.9720279720279721
usgs2_huc6_010802,17,11,0.10730897745917374,0.17450868053864607,0.3380970641174017,0.48366127743159326,0.10730897745917374,0.17450868053864607,0.35210320743070106,0.46058406661775925,0.048485448047409035,0.05686162171511666,0.11680908978364224,0.10764289014717099,0.0,0.0,0.014006143313299357,-0.023077210813834015,0.451830305305589,-0.013822267850686965,-0.7275092078372559,-1.569114304535832,0.0,0.0,0.025335854530883828,-0.02827461140393228,0.0490196078431373,0.14545454545454528,0.0,1.0,0.8807949558147046,0.9536279051657062,0.980199266211183,1.0,0.8807949558147046,0.97896375969659,0.9519246548072507,0.548169694694411,0.8946172236653915,1.706472967533846,2.5210389593430826,0.7941176470588236,0.8431372549019609,0.8000000000000002,0.9454545454545454
usgs2_huc6_020502,21,12,0.2934258532363633,0.3711146096248179,0.5289650141465881,0.6267847943561039,0.15785040452177015,0.20959344983851091,0.3333589411197406,0.6267847943561039,0.06261230928367492,0.06673630698136807,0.09526370302450254,0.2934514610227706,-0.13557544871459312,-0.161521159786307,-0.19560607302684752,0.0,0.03951308350563543,-0.21035593711764888,-0.7069839792033821,-1.107183032865502,-0.44758260605411004,-0.42289728406665206,-0.3930976158284635,-0.17983791341168942,-0.16233766233766234,0.006993006993006978,0.0,1.0,0.979483449619085,0.9976502747627644,0.997860088855086,0.55241739394589,0.5565861655524329,0.6045526589343009,0.8180221754433966,0.5129043104402545,0.7669421026700818,1.311536638137683,1.9252052083088984,0.9844155844155844,0.8220779220779221,0.9790209790209792,0.9860139860139862
usgs2_huc6_030502,18,12,0.12467050328090344,0.25150526770825626,0.4161203960974197,0.529059118767858,0.12683476442735284,0.23034849963096696,0.41086129448771286,0.510105975144395,0.07127920887179728,0.11923738851985585,0.18863907226549065,0.17677264181106173,0.002164261146449395,-0.021156768077289306,-0.005259101609706829,-0.01895314362346301,0.561984793314485,0.23619106135256573,-0.37094247873237207,-1.1261829290981638,0.017063627280902383,-0.06107100637626539,-0.014939288399555495,-0.02905910915136578,-0.24974200206398356,-0.013986013986014068,0.0,0.9829363727190976,0.9961129380175949,0.9971831337530322,0.9942453571191601,1.0,0.9350419316413295,0.9822438453534768,0.9651862479677943,0.43801520668551497,0.6988508702887638,1.3531863240858488,2.091369177065958,0.9752321981424149,0.7254901960784313,0.9860139860139862,0.9720279720279721
