network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_04140101,development,04232034,Ta,M,1995-09-30,1995-09-30,2010-09-29,5479,5479,5479,5479,1.0,1.0,0,materialized
huc8_04140101,development,04232034,P,M,1995-09-30,1995-09-30,2010-09-29,5479,5479,5479,5479,1.0,1.0,0,materialized
huc8_04140101,development,04232034,W,M,1995-09-30,1995-09-30,2010-09-29,5479,5479,5479,5479,1.0,1.0,0,materialized
huc8_04140101,development,04232034,RH,M,1995-09-30,1995-09-30,2010-09-29,5479,5479,5479,5479,1.0,1.0,0,materialized
huc8_04140101,development,04232034,Rs,M,1995-09-30,1995-09-30,2010-09-29,5479,5479,5479,5479,1.0,1.0,0,materialized
huc8_04140101,development,04232034,F,H,1995-09-30,1995-09-30,2010-09-29,5479,5479,5479,5479,1.0,1.0,0,materialized
huc8_04140101,development,04232034,L,H,1995-09-30,1995-09-30,2010-09-29,5479,5479,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04140101,development,04232050,Ta,M,1994-11-10,1994-11-10,2026-05-04,11499,11499,11499,11499,1.0,1.0,0,materialized
huc8_04140101,development,04232050,P,M,1994-11-10,1994-11-10,2026-05-04,11499,11499,11499,11499,1.0,1.0,0,materialized
huc8_04140101,development,04232050,W,M,1994-11-10,1994-11-10,2026-05-04,11499,11499,11499,11499,1.0,1.0,0,materialized
huc8_04140101,development,04232050,RH,M,1994-11-10,1994-11-10,2026-05-04,11499,11499,11499,11499,1.0,1.0,0,materialized
huc8_04140101,development,04232050,Rs,M,1994-11-10,1994-11-10,2026-05-04,11499,11499,11499,11499,1.0,1.0,0,materialized
huc8_04140101,development,04232050,F,H,1994-11-10,1994-11-10,2026-05-04,11499,11499,11499,11499,1.0,1.0,0,materialized
huc8_04140101,development,04232050,L,H,1994-11-10,1994-11-10,2026-05-04,11499,11499,0,0,0.0,0.0,0,failed_or_unavailable
huc8_04140101,development,0423205010,Ta,M,1994-11-10,1994-11-10,2026-05-03,11498,11498,11498,11498,1.0,1.0,0,materialized
huc8_04140101,development,0423205010,P,M,1994-11-10,1994-11-10,2026-05-03,11498,11498,11498,11498,1.0,1.0,0,materialized
huc8_04140101,development,0423205010,W,M,1994-11-10,1994-11-10,2026-05-03,11498,11498,11498,11498,1.0,1.0,0,materialized
huc8_04140101,development,0423205010,RH,M,1994-11-10,1994-11-10,2026-05-03,11498,11498,11498,11498,1.0,1.0,0,materialized
huc8_04140101,development,0423205010,Rs,M,1994-11-10,1994-11-10,2026-05-03,11498,11498,11498,11498,1.0,1.0,0,materialized
huc8_04140101,development,0423205010,F,H,1994-11-10,1994-11-10,2026-05-03,11498,11498,11498,11498,1.0,1.0,0,materialized
huc8_04140101,development,0423205010,L,H,1994-11-10,1994-11-10,2026-05-03,11498,11498,0,0,0.0,0.0,0,failed_or_unavailable
