network_id,station_id,gap_length,start_date,n_usable_donors,acf30,donor_r2,donor_r2_estimator,heuristic_explained_variance,recoverability_r,predicted_skill,predicted_conditional_risk,fill_mae,donor_mae,climate_mae,observed_recovery_loss,achieved_skill,y_kind,reason
mahoning_river_huc50,03091500,90,2020-03-15,5,0.1793494983234172,0.44635642413634247,year_block_cv,0.4875920561431521,0.9738080677413935,0.9751408233466005,0.16182231728918953,0.7106574978863579,0.7106574978863579,1.9428888888888893,0.7106574978863579,0.6342263821927703,planted_gap,
mahoning_river_huc50,03094000,30,2020-01-01,5,0.2522202037517689,0.8570601283109671,year_block_cv,0.8857579598890167,0.9605713816923596,0.9615229964836188,0.25714763113096945,0.31816992118822446,0.31816992118822446,1.3230740740740743,0.31816992118822446,0.759522216160959,planted_gap,
mahoning_river_huc50,03094000,90,2020-01-01,5,0.2522202037517689,0.8570601283109671,year_block_cv,0.8668267511070941,0.9791259064483275,0.9795321916986168,0.13678945702990356,0.38649160326505955,0.38649160326505955,1.4475185185185186,0.38649160326505955,0.7329971269309774,planted_gap,
mahoning_river_huc50,03098600,30,2020-01-01,5,0.1925887564752818,0.9145190035577412,year_block_cv,0.9264633115031494,0.9818221797768903,0.9819489212194741,0.12453977204632194,0.16339116172456752,0.16339116172456752,1.9005555555555558,0.16339116172456752,0.9140297892124463,planted_gap,
mahoning_river_huc50,03098600,90,2020-01-01,5,0.1925887564752818,0.9145190035577412,year_block_cv,0.9200735615311568,0.9897988058897969,0.9900374319707977,0.06873472585424462,0.15157681207789703,0.15157681207789703,2.069851851851852,0.15157681207789703,0.9267692458557918,planted_gap,
mahoning_river_huc50,03099500,30,2020-01-01,5,0.19409681950092494,0.9406637220631969,year_block_cv,0.9500072836277975,0.9819699390081986,0.9823334803749892,0.11905243722119371,0.1780102849080788,0.1780102849080788,1.5611111111111111,0.1780102849080788,0.8859720594894869,planted_gap,
mahoning_river_huc50,03099500,90,2020-01-01,5,0.19409681950092494,0.9406637220631969,year_block_cv,0.9435110418387198,0.9899255267043378,0.9901466922060002,0.066400192707201,0.16343425444265927,0.16343425444265927,1.5122222222222226,0.16343425444265927,0.891924445996772,planted_gap,
roanoke_river_huc30,0208062765,30,2018-01-01,3,0.3430367439980235,0.9144979649477549,year_block_cv,0.9527179577397449,0.985210674482692,0.9864140902736288,0.08554820765820954,0.6769464257909515,0.6769464257909515,2.664828431372549,0.6769464257909515,0.7459699777211237,planted_gap,
roanoke_river_huc30,0208062765,90,2018-01-01,3,0.3430367439980235,0.9144979649477549,year_block_cv,0.9278886239263285,0.9831920515056312,0.9834890526953463,0.10396668144427217,0.5404413648452326,0.5404413648452326,2.0574246550472037,0.5404413648452326,0.7373214306927642,planted_gap,
roanoke_river_huc30,02081022,30,2018-01-01,3,0.31184815741572947,0.918037535510609,year_block_cv,0.9479975887341746,0.9858575695695876,0.9867234868108863,0.08535115326799213,0.8227806063162306,0.8227806063162306,3.038736383442266,0.8227806063162306,0.7292359380696958,planted_gap,
roanoke_river_huc30,02081022,90,2018-01-01,3,0.31184815741572947,0.918037535510609,year_block_cv,0.9287541554844873,0.9841618404357472,0.9846493283488841,0.09868536340816748,0.5910870630053213,0.5910870630053213,2.3264161220043578,0.5910870630053213,0.7459237591183552,planted_gap,
roanoke_river_huc30,02081094,30,2018-01-01,3,0.2708865311197254,0.9414602863806774,year_block_cv,0.9609122997841718,0.987710218839147,0.9885731196098846,0.07357734941409379,1.0442468271458023,1.0442468271458023,3.1000000000000005,1.0442468271458023,0.6631461847916768,planted_gap,
