network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_02070008,development,01646000,Ta,M,2006-09-22,2006-09-22,2021-03-21,5295,5295,5295,5295,1.0,1.0,0,materialized
huc8_02070008,development,01646000,P,M,2006-09-22,2006-09-22,2021-03-21,5295,5295,5295,5295,1.0,1.0,0,materialized
huc8_02070008,development,01646000,W,M,2006-09-22,2006-09-22,2021-03-21,5295,5295,5295,5295,1.0,1.0,0,materialized
huc8_02070008,development,01646000,RH,M,2006-09-22,2006-09-22,2021-03-21,5295,5295,5295,5295,1.0,1.0,0,materialized
huc8_02070008,development,01646000,Rs,M,2006-09-22,2006-09-22,2021-03-21,5295,5295,5295,5295,1.0,1.0,0,materialized
huc8_02070008,development,01646000,F,H,2006-09-22,2006-09-22,2021-03-21,5295,5295,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070008,development,01646000,L,H,2006-09-22,2006-09-22,2021-03-21,5295,5295,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070008,development,01646305,Ta,M,2007-11-30,2007-11-30,2025-03-24,6325,6325,6325,6325,1.0,1.0,0,materialized
huc8_02070008,development,01646305,P,M,2007-11-30,2007-11-30,2025-03-24,6325,6325,6325,6325,1.0,1.0,0,materialized
huc8_02070008,development,01646305,W,M,2007-11-30,2007-11-30,2025-03-24,6325,6325,6325,6325,1.0,1.0,0,materialized
huc8_02070008,development,01646305,RH,M,2007-11-30,2007-11-30,2025-03-24,6325,6325,6325,6325,1.0,1.0,0,materialized
huc8_02070008,development,01646305,Rs,M,2007-11-30,2007-11-30,2025-03-24,6325,6325,6325,6325,1.0,1.0,0,materialized
huc8_02070008,development,01646305,F,H,2007-11-30,2007-11-30,2025-03-24,6325,6325,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070008,development,01646305,L,H,2007-11-30,2007-11-30,2025-03-24,6325,6325,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070008,development,01646500,Ta,M,2006-07-13,2006-07-13,2019-09-30,4828,4828,4828,4828,1.0,1.0,0,materialized
huc8_02070008,development,01646500,P,M,2006-07-13,2006-07-13,2019-09-30,4828,4828,4828,4828,1.0,1.0,0,materialized
huc8_02070008,development,01646500,W,M,2006-07-13,2006-07-13,2019-09-30,4828,4828,4828,4828,1.0,1.0,0,materialized
huc8_02070008,development,01646500,RH,M,2006-07-13,2006-07-13,2019-09-30,4828,4828,4828,4828,1.0,1.0,0,materialized
huc8_02070008,development,01646500,Rs,M,2006-07-13,2006-07-13,2019-09-30,4828,4828,4828,4828,1.0,1.0,0,materialized
huc8_02070008,development,01646500,F,H,2006-07-13,2006-07-13,2019-09-30,4828,4828,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02070008,development,01646500,L,H,2006-07-13,2006-07-13,2019-09-30,4828,4828,0,0,0.0,0.0,0,failed_or_unavailable
