network_id,provider,domain,river_group,n_catalog_stations,site_ids,latitude,longitude,prior_temperature_values_seen,candidate_status
ccg_st_lawrence_ship_channel,canadian_coast_guard,canada,St. Lawrence ship channel,4,mtl_b|sor|tr|qc,46.1888,-72.57875000000001,False,source_quality_audit
