site_id,date,temperature_c,qualifier
01516350,2015-10-01,13.0,['A']
01516350,2015-10-02,11.5,['A']
01516350,2015-10-03,10.5,['A']
01516350,2015-10-04,12.1,['A']
01516350,2015-10-05,13.1,['A']
01516350,2015-10-06,13.5,['A']
01516350,2015-10-07,14.7,['A']
01516350,2015-10-08,14.9,['A']
01516350,2015-10-09,14.3,['A']
01516350,2015-10-10,13.5,['A']
01516350,2015-10-11,12.4,['A']
01516350,2015-10-12,12.9,['A']
01516350,2015-10-13,13.8,['A']
01516350,2015-10-14,12.8,['A']
01516350,2015-10-15,11.7,['A']
01516350,2015-10-16,11.6,['A']
01516350,2015-10-17,9.4,['A']
01516350,2015-10-18,7.3,['A']
01516350,2015-10-19,6.5,['A']
01516350,2015-10-20,9.1,['A']
01516350,2015-10-21,11.9,['A']
01516350,2015-10-22,12.6,['A']
01516350,2015-10-23,11.5,['A']
01516350,2015-10-24,9.2,['A']
01516350,2015-10-25,9.7,['A']
01516350,2015-10-26,8.6,['A']
01516350,2015-10-27,7.7,['A']
01516350,2015-10-28,9.3,['A']
01516350,2015-10-29,11.2,['A']
01516350,2015-10-30,8.9,['A']
01516350,2015-10-31,7.1,['A']
01516350,2015-11-01,8.9,['A']
01516350,2015-11-02,8.7,['A']
01516350,2015-11-03,8.8,['A']
01516350,2015-11-04,9.3,['A']
01516350,2015-11-05,11.1,['A']
01516350,2015-11-06,12.9,['A']
01516350,2015-11-07,11.0,['A']
01516350,2015-11-08,7.9,['A']
01516350,2015-11-09,6.7,['A']
01516350,2015-11-10,8.4,['A']
01516350,2015-11-11,9.6,['A']
01516350,2015-11-12,9.7,['A']
01516350,2015-11-13,8.4,['A']
01516350,2015-11-14,6.4,['A']
01516350,2015-11-15,6.1,['A']
01516350,2015-11-16,6.7,['A']
01516350,2015-11-17,6.5,['A']
01516350,2015-11-18,7.2,['A']
01516350,2015-11-19,9.8,['A']
01516350,2015-11-20,7.4,['A']
01516350,2015-11-21,5.1,['A']
01516350,2015-11-22,5.5,['A']
01516350,2015-11-23,3.4,['A']
01516350,2015-11-24,2.9,['A']
01516350,2015-11-25,3.7,['A']
01516350,2015-11-26,4.5,['A']
01516350,2015-11-27,6.1,['A']
01516350,2015-11-28,7.3,['A']
01516350,2015-11-29,5.3,['A']
01516350,2015-11-30,3.1,['A']
01516350,2015-12-01,4.9,['A']
01516350,2015-12-02,7.0,['A']
01516350,2015-12-03,5.9,['A']
01516350,2015-12-04,5.5,['A']
01516350,2015-12-05,4.7,['A']
01516350,2015-12-06,3.4,['A']
01516350,2015-12-07,3.2,['A']
01516350,2015-12-08,3.8,['A']
01516350,2015-12-09,3.6,['A']
01516350,2015-12-10,5.6,['A']
01516350,2015-12-11,6.0,['A']
01516350,2015-12-12,6.2,['A']
01516350,2015-12-13,8.5,['A']
01516350,2015-12-14,9.8,['A']
01516350,2015-12-15,9.2,['A']
01516350,2015-12-16,7.3,['A']
01516350,2015-12-17,7.2,['A']
01516350,2015-12-18,6.2,['A']
01516350,2015-12-19,3.4,['A']
01516350,2015-12-20,2.7,['A']
01516350,2015-12-21,2.9,['A']
01516350,2015-12-22,5.6,['A']
01516350,2015-12-23,6.4,['A']
01516350,2015-12-24,9.2,['A']
01516350,2015-12-25,7.2,['A']
01516350,2015-12-26,6.7,['A']
01516350,2015-12-27,7.1,['A']
01516350,2015-12-28,4.9,['A']
01516350,2015-12-29,3.9,['A']
01516350,2015-12-30,5.5,['A']
01516350,2015-12-31,5.6,['A']
01516350,2016-01-01,3.8,['A']
01516350,2016-01-02,2.6,['A']
01516350,2016-01-03,2.1,['A']
01516350,2016-01-04,0.6,['A']
01516350,2016-01-05,0.0,['A']
