panel,subset,r1_global_residualized_pooled_spearman,r1_global_pooled_spearman,r2_gap_residualized_pooled_spearman,r2_gap_pooled_spearman,r3_gap_season_residualized_pooled_spearman,r3_gap_season_pooled_spearman,r4_network_residualized_pooled_spearman,r4_network_pooled_spearman,r5_network_gap_residualized_pooled_spearman,r5_network_gap_pooled_spearman,r6_station_gap_residualized_pooled_spearman,r6_station_gap_pooled_spearman,r7_prev_period_residualized_pooled_spearman,r7_prev_period_pooled_spearman,r8_simple_residualized_pooled_spearman,r8_simple_pooled_spearman,r10_blocked_cv_residualized_pooled_spearman,r10_blocked_cv_pooled_spearman,r11_surface_residualized_pooled_spearman,r11_surface_pooled_spearman,r12_stack_residualized_pooled_spearman,r12_stack_pooled_spearman,empirical_residualized_pooled_spearman,empirical_pooled_spearman
second,direct_874,,,0.896312151240522,0.8328829569476696,0.8649589640267714,0.792676332654843,,0.2805660380709666,0.8889370462489224,0.9022443037118802,0.9298324622924237,0.9423871811425271,0.8620503109170675,0.792676332654843,0.8957689876866078,0.8458749473414598,,-0.27706833166020883,0.9034499381578105,0.8979489243053846,0.9128656243926715,0.9040486559293797,0.9358954218739222,0.9453454523265827
second,all_1446,,,0.5641711779453498,0.6181078137045268,0.5880115477064366,0.5853943166162463,,0.3143759743700638,0.5751643634369035,0.7106855442347497,0.6032787705218047,0.735287931908787,0.5894160897025025,0.5853943166162463,0.90755287970127,0.8346255703753276,,-0.3101272570288555,0.8764648203461284,0.8927996015324269,0.899509134077109,0.9045802646130534,0.6072931774184497,0.7399228649476387
first,direct_858,,,0.8434240775276559,0.7781256111129278,0.8004893673175184,0.7458518806062768,,0.2908094035186295,0.74217184623052,0.7615112560748694,0.8001585802621084,0.8249657489084111,0.7985027786265844,0.7445176309718662,0.8493945962047454,0.791569096951193,,-0.3005486140608228,0.9055249366689857,0.9103195732024556,,,0.8015022674917314,0.8254221357603908
first,all_1440,,,0.5522983018203961,0.5729228176801057,0.5419708726500112,0.5373714976066097,,0.2904301187624216,0.4759848078616814,0.5929641643320855,0.5125640436924277,0.6329509153090218,0.5501742929502186,0.5652713191787256,0.8623124778063003,0.8026646545450687,,-0.3065259749869677,0.9101238888417407,0.9079523896169549,,,0.5036383647640937,0.6333593455063955
