mechanism,matched,curve_source,network_spearman,network_spearman_p,pooled_spearman,calibration_intercept,calibration_slope,mean_predicted_loss,mean_observed_loss,n_units,n_networks,network_spearman_4horizon,n_units_4horizon
b_multi_block,False,a_uniform_block,0.6433566433566434,0.024003191200713644,0.6746671305688549,0.4051923412470303,0.14216696622450986,0.9882626196594592,0.538624711918567,573,12,0.7202797202797203,348
c_summer_biased,False,a_uniform_block,0.6713286713286714,0.016831456186893395,0.8437463497683949,0.39548177481688745,0.8322069842127018,0.9648586976865762,1.2449832803636263,557,12,0.5104895104895105,348
d_high_temperature_biased,False,a_uniform_block,0.5804195804195805,0.04785597684206058,0.8372709900611595,0.4039003050499651,1.103913242165519,0.9882626196594592,1.5055636630754068,573,12,0.6993006993006995,348
f_donor_synchronous,False,a_uniform_block,0.2937062937062937,0.35414764123292175,0.23013687298198923,2.7011584132247406,0.6505778682960117,1.0562548960526141,3.3500855140558348,609,12,0.0,348
g_target_plus_primary_covariate,False,a_uniform_block,0.1958041958041958,0.5419358857313175,0.3953421441592231,1.4466105785302765,0.7263868130567267,0.9866135208444694,2.1307010690478805,575,12,0.09090909090909093,348
h_online_left_boundary,False,a_uniform_block,0.39860139860139865,0.19933549461780897,0.7314745442899826,0.5385890356905437,0.8734788082550288,0.9882626196594592,1.3870767667605755,573,12,0.5034965034965035,348
a_uniform_block,False,c_summer_biased,0.3076923076923077,0.3305892594121097,0.7830652801471155,0.3467361902460739,0.9029187435591637,1.0231265638700433,1.2586065415267242,573,12,0.5734265734265735,348
