network_id,role,site_id,variable,information_group,target_start,request_start,request_end,n_target_calendar_days,n_expected_provider_days,n_provider_rows,n_provider_eligible_rows,provider_row_coverage,eligible_coverage,pre_power_archive_days,source_status
huc8_02050305,development,01570500,Ta,M,1974-05-01,1981-01-01,2015-03-25,14939,12502,12502,12502,1.0,1.0,2437,materialized
huc8_02050305,development,01570500,P,M,1974-05-01,1981-01-01,2015-03-25,14939,12502,12502,12502,1.0,1.0,2437,materialized
huc8_02050305,development,01570500,W,M,1974-05-01,1981-01-01,2015-03-25,14939,12502,12502,12502,1.0,1.0,2437,materialized
huc8_02050305,development,01570500,RH,M,1974-05-01,1981-01-01,2015-03-25,14939,12502,12502,12502,1.0,1.0,2437,materialized
huc8_02050305,development,01570500,Rs,M,1974-05-01,1981-01-01,2015-03-25,14939,12502,12502,11407,1.0,0.9124140137577987,2437,materialized
huc8_02050305,development,01570500,F,H,1974-05-01,1974-05-01,2015-03-25,14939,14939,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050305,development,01570500,L,H,1974-05-01,1974-05-01,2015-03-25,14939,14939,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050305,development,0157155010,Ta,M,1996-10-17,1996-10-17,2007-07-10,3919,3919,3919,3919,1.0,1.0,0,materialized
huc8_02050305,development,0157155010,P,M,1996-10-17,1996-10-17,2007-07-10,3919,3919,3919,3919,1.0,1.0,0,materialized
huc8_02050305,development,0157155010,W,M,1996-10-17,1996-10-17,2007-07-10,3919,3919,3919,3919,1.0,1.0,0,materialized
huc8_02050305,development,0157155010,RH,M,1996-10-17,1996-10-17,2007-07-10,3919,3919,3919,3919,1.0,1.0,0,materialized
huc8_02050305,development,0157155010,Rs,M,1996-10-17,1996-10-17,2007-07-10,3919,3919,3919,3919,1.0,1.0,0,materialized
huc8_02050305,development,0157155010,F,H,1996-10-17,1996-10-17,2007-07-10,3919,3919,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050305,development,0157155010,L,H,1996-10-17,1996-10-17,2007-07-10,3919,3919,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050305,development,0157155014,Ta,M,1996-07-18,1996-07-18,2007-07-10,4010,4010,4010,4010,1.0,1.0,0,materialized
huc8_02050305,development,0157155014,P,M,1996-07-18,1996-07-18,2007-07-10,4010,4010,4010,4010,1.0,1.0,0,materialized
huc8_02050305,development,0157155014,W,M,1996-07-18,1996-07-18,2007-07-10,4010,4010,4010,4010,1.0,1.0,0,materialized
huc8_02050305,development,0157155014,RH,M,1996-07-18,1996-07-18,2007-07-10,4010,4010,4010,4010,1.0,1.0,0,materialized
huc8_02050305,development,0157155014,Rs,M,1996-07-18,1996-07-18,2007-07-10,4010,4010,4010,4010,1.0,1.0,0,materialized
huc8_02050305,development,0157155014,F,H,1996-07-18,1996-07-18,2007-07-10,4010,4010,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050305,development,0157155014,L,H,1996-07-18,1996-07-18,2007-07-10,4010,4010,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050305,development,01571820,Ta,M,1996-07-13,1996-07-13,2007-07-10,4015,4015,4015,4015,1.0,1.0,0,materialized
huc8_02050305,development,01571820,P,M,1996-07-13,1996-07-13,2007-07-10,4015,4015,4015,4015,1.0,1.0,0,materialized
huc8_02050305,development,01571820,W,M,1996-07-13,1996-07-13,2007-07-10,4015,4015,4015,4015,1.0,1.0,0,materialized
huc8_02050305,development,01571820,RH,M,1996-07-13,1996-07-13,2007-07-10,4015,4015,4015,4015,1.0,1.0,0,materialized
huc8_02050305,development,01571820,Rs,M,1996-07-13,1996-07-13,2007-07-10,4015,4015,4015,4015,1.0,1.0,0,materialized
huc8_02050305,development,01571820,F,H,1996-07-13,1996-07-13,2007-07-10,4015,4015,0,0,0.0,0.0,0,failed_or_unavailable
huc8_02050305,development,01571820,L,H,1996-07-13,1996-07-13,2007-07-10,4015,4015,0,0,0.0,0.0,0,failed_or_unavailable
