site_id,name,river,water_body_type,latitude,longitude,source,historical_daily_public,note
2160,"Broc, Château d'en bas",Sarine,river,46.6028,7.093,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2161,Blatten bei Naters,Massa,river,46.3856,8.0067,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2167,"Ponte Tresa, Rocchetta",Tresa,river,45.972,8.8524,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2168,Sempach,Sempachersee,lake,47.1343,8.1892,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2170,"Genève, Bout du Monde",Arve,river,46.1803,6.1593,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2174,"Chancy, Aux Ripes",Rhône,river,46.153,5.9707,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2176,Zürich,Sihl,river,47.3677,8.5262,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2179,"Thörishaus, Sensematt",Sense,river,46.8883,7.3514,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2181,Halden,Thur,river,47.5058,9.2115,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2185,Chur,Plessur,river,46.8597,9.5105,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2187,Salez,Werdenberger Binnenkanal,river,47.2383,9.5096,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2199,Basel,Wiese,river,47.5779,7.5955,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2200,Zweilütschinen,Weisse Lütschine,river,46.6313,7.8997,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2202,Liestal,Ergolz,river,47.4881,7.7341,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2203,Aigle,Grande Eau,river,46.3189,6.9709,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2205,"Untersiggenthal, Stilli",Aare,river,47.5159,8.2347,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2206,"Melera, (Valle Morobbia)",Melera,river,46.1715,9.083,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2207,Luzern,Vierwaldstättersee,lake,47.0549,8.3198,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2208,"Ligerz, Klein Twann",Bielersee,lake,47.0917,7.1531,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2209,Zürich,Zürichsee,lake,47.3548,8.5505,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2210,Ocourt,Doubs,river,47.3504,7.0751,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2215,Laupen,Saane,river,46.9086,7.2344,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2217,"Chancy, Vers Vaux",Rhône,river,46.1321,5.9563,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2219,Oberried/Lenk,Simme,river,46.4263,7.4729,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2232,Adelboden,Allenbach,river,46.486,7.5521,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2239,Punt dal Gall,Spöl,river,46.6292,10.1947,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2243,"Baden, Limmatpromenade",Limmat,river,47.4757,8.3094,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2244,Klusmatten,Krummbach,river,46.2248,8.0154,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2247,Les Brenets,Doubs,river,47.0844,6.7103,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2251,"Plaffeien, Schwyberg",Rotenbach,river,46.6864,7.2816,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2252,"Plaffeien, Schwyberg",Schwändlibach,river,46.6903,7.2863,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2256,Pontresina,Rosegbach,river,46.4899,9.8981,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2262,Pontresina,Berninabach,river,46.4864,9.9062,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2263,La Punt-Chamues-ch,Chamuerabach,river,46.5693,9.9359,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2265,Tarasp,Inn,river,46.789,10.2786,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2268,Gletsch,Rhône,river,46.5623,8.3621,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2269,Blatten,Lonza,river,46.4189,7.8175,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2270,Combe des Sarrasins,Doubs,river,47.1951,6.878,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2276,Isenthal,Grosstalbach,river,46.9101,8.561,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2282,"Wasen, Kurzeneialp",Sperbelgraben,river,47.0158,7.8427,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2283,"Wasen, Riedbad",Rappengraben,river,47.0163,7.8903,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2288,"Neuhausen, Flurlingerbrücke",Rhein,river,47.6815,8.6263,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2289,"Basel, Rheinhalle",Rhein,river,47.5594,7.6167,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2290,St-Sulpice,Areuse,river,46.9106,6.5589,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2300,"Euthal, Rüti",Minster,river,47.0806,8.8138,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2303,"Jonschwil, Mühlau",Thur,river,47.4137,9.0775,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2304,"Zernez, Punt la Drossa",Ova dal Fuorn,river,46.6551,10.19,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2305,"Herisau, Zellersmühle",Glatt,river,47.3981,9.2571,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2307,Sonceboz,Suze,river,47.1968,7.1722,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2308,"Goldach, Bleiche",Goldach,river,47.4873,9.4715,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2312,"Salmsach, Hungerbühl",Aach,river,47.5504,9.3572,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
2319,Zernez,Ova da Cluozza,river,46.6932,10.1183,existenz_foen_locations,False,"Location list only. Daily history is ordered from FOEN, not downloaded here."
