site_id,name,river_name,catchment_name,status,latitude,longitude,elevation,water_body_type,river_key,catchment_key,temperature_values_queried,coverage_fields_used_for_eligibility
2252,"Plaffeien, Schwyberg",Schwändlibach,Aaregebiet,Aufgebaut,46.6903125582557,7.286314680714477,,river,schwandlibach,aaregebiet,False,False
2256,Pontresina,Rosegbach,Inngebiet,Aufgebaut,46.4899142473561,9.897972310066969,,river,rosegbach,inngebiet,False,False
2262,Pontresina,Berninabach,Inngebiet,Aufgebaut,46.486394623645786,9.906294950520357,,river,berninabach,inngebiet,False,False
2263,La Punt-Chamues-ch,Chamuerabach,Inngebiet,Aufgebaut,46.56948387082589,9.935951330788624,,river,chamuerabach,inngebiet,False,False
2265,Tarasp,Inn,Inngebiet,Aufgebaut,46.78913411103634,10.27886590306201,,river,inn,inngebiet,False,False
2268,Gletsch,Rhone,Rhonegebiet,Aufgebaut,46.56234217828937,8.362416685627617,,river,rhone,rhonegebiet,False,False
2269,Blatten,Lonza,Rhonegebiet,Aufgebaut,46.41899188954474,7.817517207910268,,river,lonza,rhonegebiet,False,False
2270,Combe des Sarrasins,Doubs,Rhonegebiet,Aufgehoben,47.195138892818015,6.877960198207562,,river,doubs,rhonegebiet,False,False
2276,Isenthal,Grosstalbach,Reussgebiet,Aufgebaut,46.91006469883606,8.561017985539815,,river,grosstalbach,reussgebiet,False,False
2282,"Wasen, Kurzeneialp",Sperbelgraben,Aaregebiet,Aufgebaut,47.01578640202453,7.842727369077083,,river,sperbelgraben,aaregebiet,False,False
2283,"Wasen, Riedbad",Rappengraben,Aaregebiet,Aufgebaut,47.016346926020816,7.8902771632766004,,river,rappengraben,aaregebiet,False,False
2288,"Neuhausen, Flurlingerbrücke",Rhein,Rheingebiet,Aufgebaut,47.68244214537731,8.625791333309401,,river,rhein,rheingebiet,False,False
2289,"Basel, Rheinhalle",Rhein,Rheingebiet,Aufgebaut,47.559679022773985,7.616517921080331,,river,rhein,rheingebiet,False,False
2290,St-Sulpice,Areuse,Aaregebiet,Aufgebaut,46.91041002169053,6.559147739309153,752.0,river,areuse,aaregebiet,False,False
2300,"Euthal, Rüti",Minster,Limmatgebiet,Aufgebaut,47.080552882301006,8.813782217116232,,river,minster,limmatgebiet,False,False
2303,"Jonschwil, Mühlau",Thur,Rheingebiet,Aufgebaut,47.4136872270159,9.077579410434485,,river,thur,rheingebiet,False,False
2304,"Zernez, Punt la Drossa",Ova dal Fuorn,Inngebiet,Aufgebaut,46.65501630279524,10.19002943726741,,river,ova_dal_fuorn,inngebiet,False,False
2305,"Herisau, Zellersmühle",Glatt,Rheingebiet,Aufgebaut,47.39809085002464,9.257135256302181,,river,glatt,rheingebiet,False,False
2307,Sonceboz,Suze,Aaregebiet,Aufgebaut,47.19673029731511,7.17236169828228,,river,suze,aaregebiet,False,False
2308,"Goldach, Bleiche, nur Hauptstation",Goldach,Rheingebiet,Aufgebaut,47.486696968979736,9.470707301300456,,river,goldach,rheingebiet,False,False
2312,"Salmsach, Hungerbühl",Aach,Rheingebiet,Aufgebaut,47.55044990162856,9.357190712502202,,river,aach,rheingebiet,False,False
2319,Zernez,Ova da Cluozza,Inngebiet,Aufgebaut,46.69319692220933,10.118342397657946,,river,ova_da_cluozza,inngebiet,False,False
2321,Pregassona,Cassarate,Tessingebiet,Aufgebaut,46.01764093601479,8.962421618449675,,river,cassarate,tessingebiet,False,False
2327,"Davos, Kriegsmatte",Dischmabach,Rheingebiet,Aufgebaut,46.77545866072505,9.877314548502902,,river,dischmabach,rheingebiet,False,False
2329,"Galleria derivatore A. Spöl, San Giacomo di Fraéle",Derivazione Spöl,Addagebiet,Aufgebaut,46.54846519314389,10.251265316665961,,river,derivazione_spol,addagebiet,False,False
2342,Brig,Saltina,Rhonegebiet,Aufgebaut,46.317031031254096,7.985729966442185,,river,saltina,rhonegebiet,False,False
2343,"Huttwil, Häberenbad",Langete,Aaregebiet,Aufgebaut,47.12257127700738,7.828455743086638,,river,langete,aaregebiet,False,False
2346,Brig,Rhone,Rhonegebiet,Aufgebaut,46.31744001270059,7.975451378865581,,river,rhone,rhonegebiet,False,False
2347,"Roveredo, Bacino di compenso",Riale di Roggiasca,Tessingebiet,Aufgebaut,46.20166348266002,9.169056055552518,,river,riale_di_roggiasca,tessingebiet,False,False
2349,"Chiasso, Ponte di Polenta",Breggia,Addagebiet,Aufgebaut,45.84557412271622,9.013085136372714,,river,breggia,addagebiet,False,False
2351,Visp,Vispa,Rhonegebiet,Aufgebaut,46.28366742380661,7.880127834279409,,river,vispa,rhonegebiet,False,False
2352,"Linthal, Ausgleichsbecken KLL, nur Hauptstation",Linth,Limmatgebiet,Aufgebaut,46.91636103211974,8.991562611773334,,river,linth,limmatgebiet,False,False
2353,"Linthal, Wasserrückgabe KLL",Betriebswasser KLL,Limmatgebiet,Aufgebaut,46.917193060507,8.992571431041577,,river,betriebswasser_kll,limmatgebiet,False,False
2355,"Davos, Frauenkirch",Landwasser,Rheingebiet,Aufgebaut,46.75784450238323,9.789919382354672,,river,landwasser,rheingebiet,False,False
2356,"Cavergno, Pontit",Riale di Calneggia,Tessingebiet,Aufgebaut,46.36958315399818,8.543051762470633,,river,riale_di_calneggia,tessingebiet,False,False
2364,Piotta,Ticino,Tessingebiet,Aufgebaut,46.5166441176367,8.671302130552434,,river,ticino,tessingebiet,False,False
2366,La Rösa,Poschiavino,Addagebiet,Aufgebaut,46.398997627451955,10.067095868002346,,river,poschiavino,addagebiet,False,False
2368,"Locarno, Solduno",Maggia,Tessingebiet,Aufgebaut,46.168629714538305,8.773616577103752,,river,maggia,tessingebiet,False,False
2369,"Yvonand, La Mauguettaz",Menthue,Aaregebiet,Aufgebaut,46.776752531987185,6.724343274220485,,river,menthue,aaregebiet,False,False
2370,"Le Noirmont, La Goule",Doubs,Rhonegebiet,Aufgebaut,47.22933427038445,6.9294296862030205,,river,doubs,rhonegebiet,False,False
2371,"Le Chenit, Frontière",Orbe,Aaregebiet,Aufgebaut,46.55083128579725,6.153413902172825,,river,orbe,aaregebiet,False,False
2372,"Mollis, Linthbrücke",Linth,Limmatgebiet,Aufgebaut,47.101093238170996,9.07199304704086,,river,linth,limmatgebiet,False,False
2374,"Mogelsberg, Aachsäge",Necker,Rheingebiet,Aufgebaut,47.364235442332,9.12134266058741,,river,necker,rheingebiet,False,False
2378,"Orbe, Le Chalet",Orbe,Aaregebiet,Aufgebaut,46.72769055790608,6.523328961832639,,river,orbe,aaregebiet,False,False
2384,"Simplonpass, Rotelsee",Bisse Kalte Wasser,Tessingebiet,Aufgebaut,46.245879745853706,8.036179990612231,,river,bisse_kalte_wasser,tessingebiet,False,False
2386,Frauenfeld,Murg,Rheingebiet,Aufgebaut,47.568685014886405,8.894381831665147,,river,murg,rheingebiet,False,False
2387,Fürstenau,Hinterrhein,Rheingebiet,Aufgebaut,46.71499475819711,9.447430661468283,,river,hinterrhein,rheingebiet,False,False
2392,Rheinau,Rhein (Oberwasser),Rheingebiet,Aufgebaut,47.63914240108968,8.601878662069675,,river,rhein_oberwasser,rheingebiet,False,False
2403,"Cinuos-chel, nur Hauptstation",Inn,Inngebiet,Aufgebaut,46.63541102500186,10.020624146274706,,river,inn,inngebiet,False,False
2404,"Cinuos-chel, Val Torta",Innableitung EKW,Inngebiet,Aufgebaut,46.64305322936709,10.032071463353947,,river,innableitung_ekw,inngebiet,False,False
2409,"Eggiwil, Heidbüel",Emme,Aaregebiet,Aufgebaut,46.871269804280196,7.804680706649433,,river,emme,aaregebiet,False,False
2410,Ruggell,Liechtensteiner Binnenkanal,Rheingebiet,Aufgebaut,47.24343792606352,9.522546425886942,,river,liechtensteiner_binnenkanal,rheingebiet,False,False
2412,"Vuippens, Château",Sionge,Aaregebiet,Aufgebaut,46.65843969544452,7.078449875615651,,river,sionge,aaregebiet,False,False
2414,"Mosnang, Rietholz",Rietholzbach,Rheingebiet,Aufgebaut,47.376148611571075,9.012086746204739,,river,rietholzbach,rheingebiet,False,False
2415,Rheinsfelden,Glatt,Rheingebiet,Aufgebaut,47.57350846035258,8.475899227422083,,river,glatt,rheingebiet,False,False
2416,"Hitzkirch, Richensee",Aabach,Aaregebiet,Aufgebaut,47.21994504673652,8.249127374966417,,river,aabach,aaregebiet,False,False
2417,Oberkirch,Suhre,Aaregebiet,Aufgebaut,47.15724047069101,8.115328790083884,,river,suhre,aaregebiet,False,False
2418,Tiefencastel,Julia,Rheingebiet,Aufgebaut,46.660294578772266,9.575912200695175,,river,julia,rheingebiet,False,False
2419,Reckingen,Rhone,Rhonegebiet,Aufgebaut,46.4695425883674,8.24473506989941,,river,rhone,rhonegebiet,False,False
2420,"Lumino, Sassello",Moesa,Tessingebiet,Aufgebaut,46.22300163738943,9.055773495485717,,river,moesa,tessingebiet,False,False
2426,Mels,Seez,Limmatgebiet,Aufgebaut,47.046564960870484,9.418217389802827,,river,seez,limmatgebiet,False,False
2430,"Sumvitg, Encardens",Rein da Sumvitg,Rheingebiet,Aufgebaut,46.64996043639198,8.990515243716992,,river,rein_da_sumvitg,rheingebiet,False,False
2432,"Ecublens, Les Bois",Venoge,Rhonegebiet,Aufgebaut,46.535323878482245,6.552541485962398,,river,venoge,rhonegebiet,False,False
2433,"Allaman, Le Coulet",Aubonne,Rhonegebiet,Aufgebaut,46.47330010132942,6.406391227150584,,river,aubonne,rhonegebiet,False,False
2434,"Olten, Hammermühle",Dünnern,Aaregebiet,Aufgebaut,47.35034348996654,7.892797750177012,,river,dunnern,aaregebiet,False,False
2436,"Alpnach, Chilch Erli",Chli Schliere,Reussgebiet,Aufgebaut,46.94424372806871,8.276770713830702,,river,chli_schliere,reussgebiet,False,False
2437,"Ecublens, Eschiens",Parimbot,Aaregebiet,Aufgebaut,46.60443804228784,6.813017495291293,,river,parimbot,aaregebiet,False,False
2446,"Gampelen, Zihlbrücke",Zihlkanal,Aaregebiet,Aufgebaut,47.0209681816584,7.034048811284433,,river,zihlkanal,aaregebiet,False,False
2447,Sugiez,Canal de la Broye,Aaregebiet,Aufgebaut,46.963664558940316,7.114566056183129,,river,canal_de_la_broye,aaregebiet,False,False
2450,Zofingen,Wigger,Aaregebiet,Aufgebaut,47.283527206348346,7.935427259334325,,river,wigger,aaregebiet,False,False
2457,"Ringgenberg, Goldswil",Aare,Aaregebiet,Aufgebaut,46.69393775537055,7.879621634644,,river,aare,aaregebiet,False,False
2458,Valangin,Seyon,Aaregebiet,Aufgebaut,47.01150247332776,6.904081746430127,,river,seyon,aaregebiet,False,False
2461,"Magliaso, Ponte",Magliasina,Tessingebiet,Aufgebaut,45.98197728337754,8.87901295668831,,river,magliasina,tessingebiet,False,False
2462,S-chanf,Inn,Inngebiet,Aufgebaut,46.61570986157519,9.995074633173827,,river,inn,inngebiet,False,False
2467,Gümmenen,Saane,Aaregebiet,Aufgebaut,46.943654877587164,7.242996903022317,,river,saane,aaregebiet,False,False
2468,"St. Gallen, Bruggen/Au",Sitter,Rheingebiet,Aufgebaut,47.41444103035408,9.3275829440589,,river,sitter,rheingebiet,False,False
2469,Hondrich,Kander,Aaregebiet,Aufgebaut,46.666648089633696,7.671097800634695,,river,kander,aaregebiet,False,False
2471,"Murgenthal, Walliswil",Murg,Aaregebiet,Aufgebaut,47.25240994943128,7.826297103988426,,river,murg,aaregebiet,False,False
2473,"Diepoldsau, Rietbrücke",Rhein,Rheingebiet,Aufgebaut,47.38316260680637,9.641240212556541,,river,rhein,rheingebiet,False,False
2474,Buseno,Calancasca,Tessingebiet,Aufgebaut,46.28354539468266,9.118192734859765,,river,calancasca,tessingebiet,False,False
2475,"Bignasco, Ponte nuovo",Maggia,Tessingebiet,Aufgebaut,46.338277100078216,8.608297042867955,,river,maggia,tessingebiet,False,False
2477,"Zug, Letzi",Lorze,Reussgebiet,Aufgebaut,47.180618766610614,8.502110258542737,,river,lorze,reussgebiet,False,False
2478,"Soyhières, Bois du Treuil",Birse,Rheingebiet,Aufgebaut,47.39250919595272,7.39605498352334,,river,birse,rheingebiet,False,False
2480,Boudry,Areuse,Aaregebiet,Aufgebaut,46.948931522189994,6.838934197188534,,river,areuse,aaregebiet,False,False
2481,"Buochs, Flugplatz",Engelberger Aa,Reussgebiet,Aufgebaut,46.972737990446376,8.405300020595554,,river,engelberger_aa,reussgebiet,False,False
2485,"Boncourt, Frontière",Allaine,Rhonegebiet,Aufgebaut,47.50089652331185,7.0118576865796625,,river,allaine,rhonegebiet,False,False
2486,"Vevey, Copet",Veveyse,Rhonegebiet,Aufgebaut,46.468778456608185,6.847877609464179,,river,veveyse,rhonegebiet,False,False
2487,"Werthenstein, Chappelboden",Kleine Emme,Reussgebiet,Aufgebaut,47.03490149407983,8.068526003586154,,river,kleine_emme,reussgebiet,False,False
2488,"Latterbach, nur Hauptstation",Simme,Aaregebiet,Aufgebaut,46.66178855344952,7.578192505492389,,river,simme,aaregebiet,False,False
2490,"Dardagny, Les Granges",Allondon,Rhonegebiet,Aufgebaut,46.21732188230641,5.998687793548609,,river,allondon,rhonegebiet,False,False
2491,"Bürglen, Galgenwäldli, nur Hauptstation",Schächen,Reussgebiet,Aufgebaut,46.870913144790144,8.65181742350493,,river,schachen,reussgebiet,False,False
2492,"Bürglen, EW Altdorf",Dorfbachableitung,Reussgebiet,Aufgebaut,46.87701669395705,8.664103813092378,,river,dorfbachableitung,reussgebiet,False,False
2493,"Gland, Route Suisse",Promenthouse,Rhonegebiet,Aufgebaut,46.40606692050751,6.269125543907222,,river,promenthouse,rhonegebiet,False,False
2494,"Pollegio, Campagna",Ticino,Tessingebiet,Aufgebaut,46.35919064408659,8.948028736754898,,river,ticino,tessingebiet,False,False
2497,Nebikon,Luthern,Aaregebiet,Aufgebaut,47.19015992210986,7.973895810057477,,river,luthern,aaregebiet,False,False
2498,Castrisch,Glenner,Rheingebiet,Aufgebaut,46.773590275173746,9.210640267202818,,river,glenner,rheingebiet,False,False
2499,Muotathal,Schlichenden Brünnen,Reussgebiet,Aufgebaut,46.97314211530652,8.78442915155739,638.0,river,schlichenden_brunnen,reussgebiet,False,False
2500,Ittigen,Worble,Aaregebiet,Aufgebaut,46.97333034282958,7.4780041602629765,,river,worble,aaregebiet,False,False
2602,Domat/Ems,Rhein,Rheingebiet,Aufgebaut,46.837705457592826,9.456114982402736,,river,rhein,rheingebiet,False,False
2603,Langnau,Ilfis,Aaregebiet,Aufgebaut,46.93798329966757,7.797700963914424,,river,ilfis,aaregebiet,False,False
2604,Biberbrugg,Biber,Limmatgebiet,Aufgebaut,47.15332817736736,8.720714070933752,,river,biber,limmatgebiet,False,False
2605,"Lavertezzo, Campiòi",Verzasca,Tessingebiet,Aufgebaut,46.24902022751977,8.844620229165415,,river,verzasca,tessingebiet,False,False
2606,"Genève, Halle de l'Ile",Rhône,Rhonegebiet,Aufgebaut,46.20464146427008,6.141561365774866,,river,rhone,rhonegebiet,False,False
2607,Oberwald,Goneri,Rhonegebiet,Aufgebaut,46.532052980924135,8.357846095413349,,river,goneri,rhonegebiet,False,False
2608,Neuenkirch,Sellenbodenbach,Aaregebiet,Aufgebaut,47.1126748343922,8.210176007475129,,river,sellenbodenbach,aaregebiet,False,False
2609,Einsiedeln,Alp,Limmatgebiet,Aufgebaut,47.15093371777722,8.739276737354125,,river,alp,limmatgebiet,False,False
2610,Vicques,Scheulte,Rheingebiet,Aufgebaut,47.34822935352743,7.431862725609062,,river,scheulte,rheingebiet,False,False
2612,Lavertezzo,Riale di Pincascia,Tessingebiet,Aufgebaut,46.25835390602478,8.839971382658268,,river,riale_di_pincascia,tessingebiet,False,False
2613,"Weil, Palmrainbrücke",Rhein,Rheingebiet,Aufgebaut,47.60142298079882,7.594623677293755,,river,rhein,rheingebiet,False,False
2615,"Basel, Klingentalfähre",Rhein,Rheingebiet,Aufgebaut,47.56169046630199,7.586614953481018,,river,rhein,rheingebiet,False,False
2617,Müstair,Rom,Etschgebiet,Aufgebaut,46.62969240402623,10.45315989094963,,river,rom,etschgebiet,False,False
2620,Soglio,Mera,Addagebiet,Aufgebaut,46.33314839749121,9.526613130026085,,river,mera,addagebiet,False,False
2623,Oberwald,Rhone,Rhonegebiet,Aufgebaut,46.53434426651046,8.349242225238381,,river,rhone,rhonegebiet,False,False
2629,"Agno, stazione principale",Vedeggio,Tessingebiet,Aufgebaut,46.00322700518573,8.91177166356104,,river,vedeggio,tessingebiet,False,False
2630,Sion,Sionne,Rhonegebiet,Aufgebaut,46.23042021836591,7.36619959745309,,river,sionne,rhonegebiet,False,False
