Locatie_MessageID,Code,Coordinatenstelsel,Lat,Lon,Naam,Omschrijving
11593,hellevoetsluis.vuurtorengroot.badstrand,ETRS89,51.82151,4.124693,"Hellevoetsluis, Vuurtoren Groot, badstrand","Hellevoetsluis, Vuurtoren Groot, badstrand"
13530,helsdeur,ETRS89,52.96232,4.750229,Helsdeur,Helsdeur
13203,hemelrijksewaard.dagstrand,ETRS89,51.799553,5.481898,"Hemelrijkse Waard, dagstrand","Hemelrijkse Waard, dagstrand"
2591,hengelo.oelerbrug,ETRS89,52.25037,6.76734,"Hengelo, Oelerbrug",km 42.6
14850,hengelo.sluis.beneden,ETRS89,52.2464,6.802,"Hengelo, sluis, beneden","Hengelo, sluis, beneden"
1838,hengelo.sluis.boven,ETRS89,52.2459,6.8064,"Hengelo, sluis, boven","Hengelo, sluis, boven"
16798,herkingen,ETRS89,51.690479,4.089169,Herkingen,Herkingen
7133,herkingenbadstrand,ETRS89,51.707915,4.08071,Herkingen badstrand,Herkingen badstrand
7723,hetwild.raai212,ETRS89,51.768226,5.352433,"Het Wild, raai 212",recreatieplas
13036,hetzwinduinlaanbadstrand,ETRS89,51.373156,3.370986,het Zwin Duinlaan badstrand,het Zwin Duinlaan badstrand
16287,heusden.bernseveer,ETRS89,51.743865,5.163192,"Heusden, Bernse Veer","Heusden, Bernse Veer"
1185,hindeloopen,ETRS89,52.9703,5.345528,Hindeloopen,Hindeloopen
965,hindeloopen.badpaviljoenhindeloopen,ETRS89,52.933444,5.403328,"Hindeloopen, Badpaviljoen Hindeloopen","Hindeloopen, Badpaviljoen Hindeloopen"
16208,hitsertsekade.badstrand,ETRS89,51.736514,4.368333,"Hitsertse kade, badstrand","Hitsertse kade, badstrand"
17196,hoedekenskerke.boei4,ETRS89,51.425087,3.920581,"Hoedekenskerke, boei 4","Hoedekenskerke, boei 4"
15832,hoekvanbaarlandboei29,ETRS89,51.378961,3.91287,Hoek van Baarland boei 29,Hoek van Baarland boei 29
1319,hoekvanholland,ETRS89,51.976899,4.119827,Hoek van Holland,rechter oever kilometer 1030.1
16081,hoekvanholland.badstrand,ETRS89,51.986252,4.097826,"Hoek van Holland, badstrand",meteo
18170,hoekvanholland.midden,ETRS89,51.977917,4.109973,"Hoek van Holland, midden","Hoek van Holland, midden"
2943,hoekvanholland.noordoever,ETRS89,51.976573,4.110448,"Hoek van Holland, noordoever","Hoek van Holland, noordoever"
6992,hoekvanholland.zuidoever,ETRS89,51.97928,4.11139,"Hoek van Holland, zuidoever","Hoek van Holland, zuidoever"
15127,hogeknarsluis.hogevaart,ETRS89,52.384265,5.537022,"Hoge Knarsluis, Hoge Vaart","Hoge Knarsluis, Hoge Vaart"
10050,hollandschdiep.10,ETRS89,51.69024,4.530161,"Hollandsch Diep, 10","Hollandsch Diep, 10"
15852,hollandschdiep.11,ETRS89,51.690173,4.515005,"Hollandsch Diep, 11","Hollandsch Diep, 11"
672,hollandschdiep.12,ETRS89,51.692226,4.499923,"Hollandsch Diep, 12","Hollandsch Diep, 12"
16103,hollandschdiep.13,ETRS89,51.691174,4.48457,"Hollandsch Diep, 13","Hollandsch Diep, 13"
17433,hollandschdiep.14,ETRS89,51.69232,4.468926,"Hollandsch Diep, 14","Hollandsch Diep, 14"
5969,hollandschdiep.15,ETRS89,51.69562,4.455436,"Hollandsch Diep, 15","Hollandsch Diep, 15"
16791,hollandschdiep.16,ETRS89,51.698495,4.441736,"Hollandsch Diep, 16","Hollandsch Diep, 16"
8168,hollandschdiep.17,ETRS89,51.702271,4.428564,"Hollandsch Diep, 17","Hollandsch Diep, 17"
1633,hollandschdiep.18,ETRS89,51.71436,4.42074,"Hollandsch Diep, 18","Hollandsch Diep, 18"
15398,hollandschdiep.19,ETRS89,51.717564,4.40714,"Hollandsch Diep, 19","Hollandsch Diep, 19"
16281,hollandschdiep.1.holldp1,ETRS89,51.720847,4.641801,"Hollandsch Diep, 1, HOLLDP1","Hollandsch Diep, 1, HOLLDP1"
4722,hollandschdiep.2.holldp2,ETRS89,51.721359,4.637566,"Hollandsch Diep, 2, HOLLDP2","Hollandsch Diep, 2, HOLLDP2"
11499,hollandschdiep.3,ETRS89,51.717975,4.621631,"Hollandsch Diep, 3","Hollandsch Diep, 3"
2136,hollandschdiep.4,ETRS89,51.707558,4.613619,"Hollandsch Diep, 4","Hollandsch Diep, 4"
17323,hollandschdiep.5,ETRS89,51.700468,4.603078,"Hollandsch Diep, 5","Hollandsch Diep, 5"
966,hollandschdiep.6,ETRS89,51.695748,4.588421,"Hollandsch Diep, 6","Hollandsch Diep, 6"
4770,hollandschdiep.7,ETRS89,51.69396,4.574148,"Hollandsch Diep, 7","Hollandsch Diep, 7"
5927,hollandschdiep.8,ETRS89,51.692252,4.559932,"Hollandsch Diep, 8","Hollandsch Diep, 8"
13914,hollandschdiep.9,ETRS89,51.691022,4.545043,"Hollandsch Diep, 9","Hollandsch Diep, 9"
10893,hollandschdiep.monddordtschekil.west,ETRS89,51.711725,4.606226,"Hollandsch Diep, mond Dordtsche Kil, west","Hollandsch Diep, mond Dordtsche Kil, west"
7834,hollandscheijssel.0,ETRS89,52.008971,4.726533,"Hollandsche IJssel, 0","Hollandsche IJssel, 0"
14033,hollandscheijssel.1,ETRS89,52.006863,4.717782,"Hollandsche IJssel, 1","Hollandsche IJssel, 1"
74,hollandscheijssel.10,ETRS89,51.960758,4.641021,"Hollandsche IJssel, 10","Hollandsche IJssel, 10"
287,hollandscheijssel.11,ETRS89,51.952959,4.644308,"Hollandsche IJssel, 11","Hollandsche IJssel, 11"
8216,hollandscheijssel.13,ETRS89,51.936977,4.634363,"Hollandsche IJssel, 13","Hollandsche IJssel, 13"
1907,hollandscheijssel.14,ETRS89,51.934631,4.620501,"Hollandsche IJssel, 14","Hollandsche IJssel, 14"
18393,hollandscheijssel.15,ETRS89,51.926475,4.614403,"Hollandsche IJssel, 15","Hollandsche IJssel, 15"
1524,hollandscheijssel.16,ETRS89,51.926655,4.600966,"Hollandsche IJssel, 16","Hollandsche IJssel, 16"
4640,hollandscheijssel.17,ETRS89,51.921952,4.58859,"Hollandsche IJssel, 17","Hollandsche IJssel, 17"
18008,hollandscheijssel.18,ETRS89,51.916286,4.579025,"Hollandsche IJssel, 18","Hollandsche IJssel, 18"
4934,hollandscheijssel.19,ETRS89,51.910282,4.568625,"Hollandsche IJssel, 19","Hollandsche IJssel, 19"
13819,hollandscheijssel.19p7,ETRS89,51.908232,4.559579,"Hollandsche IJssel, 19.7","Hollandsche IJssel, 19.7"
278,hollandscheijssel.2,ETRS89,52.001768,4.707096,"Hollandsche IJssel, 2","Hollandsche IJssel, 2"
3006,hollandscheijssel.7,ETRS89,51.97581,4.654714,"Hollandsche IJssel, 7","Hollandsche IJssel, 7"
12806,hollandscheijssel.8,ETRS89,51.971895,4.642422,"Hollandsche IJssel, 8","Hollandsche IJssel, 8"
12653,hollandscheijssel.9,ETRS89,51.967482,4.631218,"Hollandsche IJssel, 9","Hollandsche IJssel, 9"
8156,hollandseijssel.km12.ntb,ETRS89,51.944901,4.636616,"Hollandse IJssel, km 12, ntb","Hollandse IJssel, km 12, ntb"
4066,hollandsekust.noord.alpha,ETRS89,52.69777,4.2935,Hollandse Kust Noord Alpha,Hollandse Kust Noord Alpha
14367,hollandsekust.noord.deelgebied,ETRS89,52.754793,4.602027,"Hollandse kust, noord , deelgebied","Hollandse kust, noord , deelgebied"
3946,hollandsekust.noord.windparknoord,ETRS89,52.783,4.285,"Hollandse Kust, Noord Windpark Noord","Hollandse Kust, Noord Windpark Noord"
8,hollandsekust.noord.windparkzuid,ETRS89,52.7,4.325,"Hollandse Kust, Noord Windpark Zuid","Hollandse Kust, Noord Windpark Zuid"
3634,hollandsekust.zuid.alpha,ETRS89,52.232547,4.19569,Hollandse Kust Zuid platform Alpha,Hollandse Kust Zuid platform Alpha
8152,hollandsekust.zuid.windparknoord,ETRS89,52.393,4.056,"Hollandse Kust, Zuid Windpark Noord","Hollandse Kust, Zuid Windpark Noord"
4251,hollandsekust.zuid.windparkzuid,ETRS89,52.244,4.0849,"Hollandse Kust, Zuid Windpark Zuid","Hollandse Kust, Zuid Windpark Zuid"
16769,hollum.badstrand,ETRS89,53.44996,5.612977,"Hollum, badstrand","Hollum, badstrand"
12995,holwerderbalg,ETRS89,53.446078,5.959861,Holwerderbalg,Holwerderbalg
194,holwerd.vaargeul,ETRS89,53.39828062,5.882389099,Holwerd vaargeul,Holwerd vaargeul
13288,holwerd.veersteiger,ETRS89,53.395656,5.878059,"Holwerd, Veersteiger",zie kaart HAVKT.ZIP in DONAR
17718,hondweg,ETRS89,52.525239,5.786523,Hondweg,Zwolse Tocht
2469,honte,ETRS89,51.416104,3.701614,Honte,Honte
10903,hoofdplaat,ETRS89,51.374859,3.672253,Hoofdplaat,Hoofdplaat
8876,hooft,ETRS89,52.339948,5.120207,Hooft,Hooft
16526,hoogeplaten,ETRS89,51.395958,3.634094,Hooge Platen,Hooge Platen
11165,hoogvliet,ETRS89,51.879571,4.326418,Hoogvliet,kilometer 1005.5
2225,hoorn,ETRS89,52.638646,5.073576,Hoorn,Hoorn
532,hoornderslag.badstrand,ETRS89,53.016454,4.707713,"Hoornderslag, badstrand","Hoornderslag, badstrand"
12756,hoornschehop,ETRS89,52.613093,5.062389,Hoornsche Hop,Hoornsche Hop
13339,horn,ETRS89,52.29714,5.079653,Horn,Horn
14222,horst.strandhorst,ETRS89,52.3091,5.558089,"Horst, strand Horst","Horst, strand Horst"
12706,houtrib,ETRS89,52.626937,5.524557,Houtrib,Houtrib
14789,houtribdijk.ijsselmeer,ETRS89,52.608956,5.486766,"Houtribdijk, IJsselmeer","Houtribdijk, IJsselmeer"
9407,huibertgat.noordoost,ETRS89,53.562111,6.679353,"Huibertgat, noordoost","Huibertgat, noordoost"
3377,huibertgat.oost,ETRS89,53.559133,6.661199,"Huibertgat, oost","Huibertgat, oost"
5043,huisduinen,ETRS89,52.936599,4.713866,Huisduinen,Huisduinen
8304,huizen,ETRS89,52.316484,5.282902,Huizen,Huizen
11623,huizen.dedodehond,ETRS89,52.29976,5.308186,"Huizen, De Dode Hond","Huizen, De Dode Hond"
5958,huizen.harderwijkerzand,ETRS89,52.30211,5.279813,"Huizen, Harderwijkerzand","Huizen, Harderwijkerzand"
13779,huizen.strandzomerkade,ETRS89,52.306448,5.258616,"Huizen, strand Zomerkade","Huizen, strand Zomerkade"
1073,hulshorst.badhoophuizen,ETRS89,52.384756,5.706468,"Hulshorst, Bad Hoophuizen","Hulshorst, Bad Hoophuizen"
5088,hurwenen,ETRS89,51.814495,5.308891,Hurwenen,"raai 929, recreatieplas"
1297,ijburg.strandamsterdam,ETRS89,52.348842,5.015613,"IJburg, strand Amsterdam","IJburg, strand Amsterdam"
10329,ijmuiden,ETRS89,52.539507,4.425641,IJmuiden,IJmuiden
10315,ijmuiden.20kmuitdekust,ETRS89,52.559951,4.291509,"IJmuiden, 20 km uit de kust","IJmuiden, 20 km uit de kust"
6132,ijmuiden.3kmuitdekust,ETRS89,52.487134,4.505329,"IJmuiden, 3 km uit de kust","IJmuiden, 3 km uit de kust"
18709,ijmuiden.binnentoeleidingskanaal,ETRS89,52.466014,4.622005,"IJmuiden, binnen toeleidingskanaal",kilometer 2
13729,ijmuiden.buitenhaven,ETRS89,52.463,4.555,"IJmuiden, buitenhaven","IJmuiden, buitenhaven"
6441,ijmuiden.buitenhaven.1,ETRS89,52.464196,4.585028,"IJmuiden, Buitenhaven, 1","IJmuiden, Buitenhaven, 1"
1382,ijmuiden.buitenhaven.2,ETRS89,52.462953,4.581931,"IJmuiden, Buitenhaven, 2","IJmuiden, Buitenhaven, 2"
3027,ijmuiden.buitenhaven.3,ETRS89,52.469077,4.579788,"IJmuiden, Buitenhaven, 3","IJmuiden, Buitenhaven, 3"
5786,ijmuiden.buitenhaven.4,ETRS89,52.472108,4.59345,"IJmuiden, Buitenhaven, 4","IJmuiden, Buitenhaven, 4"
18702,ijmuiden.buitenhaven.5,ETRS89,52.4639,4.582355,"IJmuiden, Buitenhaven, 5","IJmuiden, Buitenhaven, 5"
15555,ijmuiden.buitenhaven.6,ETRS89,52.465802,4.53807,"IJmuiden, Buitenhaven, 6","IJmuiden, Buitenhaven, 6"
9664,ijmuiden.buitenhaven.7,ETRS89,52.460173,4.5684,"IJmuiden, Buitenhaven, 7","IJmuiden, Buitenhaven, 7"
4473,ijmuiden.buitenhaven.8,ETRS89,52.468285,4.580848,"IJmuiden, Buitenhaven, 8","IJmuiden, Buitenhaven, 8"
169,ijmuiden.kleinestrand,ETRS89,52.461121,4.563748,"IJmuiden, Kleine Strand","IJmuiden, Kleine Strand"
8664,ijmuiden.munitiestort.1,ETRS89,52.549225,4.057019,"IJmuiden, munitiestort, 1","IJmuiden, munitiestort, 1"
9075,ijmuiden.semafoor.badstrand,ETRS89,52.460331,4.570369,"IJmuiden, semafoor, badstrand","IJmuiden, semafoor, badstrand"
8250,ijmuiden.t1,ETRS89,52.464155,4.626452,"IJmuiden, T1",Noordzeekanaal tijdelijk voor IJmuiden1
9464,ijsselmeer.wagenpad,ETRS89,52.804808,5.198878,"IJsselmeer, Wagenpad","IJsselmeer, Wagenpad"
10209,inschot,ETRS89,53.161988,5.185368,Inschot,Inschot
1849,itsoal.workum,ETRS89,52.965695,5.411288,"It Soal, Workum","It Soal, Workum"
17566,julianadorp,ETRS89,52.899739,4.711165,Julianadorp,Julianadorp
13491,jutphaas,ETRS89,52.03796,5.092801,Jutphaas,Jutphaas
1581,k13a,ETRS89,53.217016,3.218922,K13a platform,K13a platform
9619,k13a.1,ETRS89,53.2155,3.2217,K13a meetboei,nabij platform
10561,kabbelaarsbank.grevelingen,ETRS89,51.752415,3.862772,"Kabbelaarsbank, Grevelingen","Kabbelaarsbank, Grevelingen"
6734,kampen,ETRS89,52.558966,5.917924,Kampen,Kampen
119,kamperhoek.badstrand,ETRS89,52.608088,5.641241,"Kamperhoek, badstrand","Kamperhoek, badstrand"
15157,kamperland.debanjaard.badstrand,ETRS89,51.594808,3.663077,"Kamperland, De Banjaard, badstrand","Kamperland, De Banjaard, badstrand"
12560,kamperland.deroompot.badstrand,ETRS89,51.593171,3.730112,"Kamperland, De Roompot, badstrand","Kamperland, De Roompot, badstrand"
5103,kamperland.schotsman,ETRS89,51.581616,3.643279,"Kamperland, Schotsman","Kamperland, Schotsman"
2192,kamperland.schotsman.ruiterplaat,ETRS89,51.581568,3.643262,"Kamperland, Schotsman, Ruiterplaat","Kamperland, Schotsman, Ruiterplaat"
7533,kamperland.sintfelixweg.badstrand,ETRS89,51.55219,3.693537,"Kamperland, Sint Felixweg, badstrand","Kamperland, Sint Felixweg, badstrand"
2613,karekietweg,ETRS89,52.407402,5.623071,Karekietweg,Hoge Dwarsvaart
6062,katsbinnen,ETRS89,51.543733,3.86283,Kats binnen,Kats binnen
11652,katseveer.badstrand,ETRS89,51.54039,3.868421,"Katseveer, badstrand","Katseveer, badstrand"
17202,kats.zandkreeksluis,ETRS89,51.543947,3.865418,"Kats, Zandkreeksluis",voorheen buiten
10618,katwijkaanzee.boulevard.noord,ETRS89,52.213953,4.398947,"Katwijk aan Zee, Boulevard, noord","Katwijk aan Zee, Boulevard, noord"
4201,katwijkaanzee.boulevard.zuid,ETRS89,52.20545,4.39046,"Katwijk aan Zee, Boulevard, zuid","Katwijk aan Zee, Boulevard, zuid"
18261,keeten,ETRS89,51.606947,3.965277,Keeten,Keeten
11182,keeten.boeikt22.slikkenvanviane,ETRS89,51.615736,4.037881,"Keeten, boei Kt22, Slikken van Viane","Keeten, boei Kt22, Slikken van Viane"
14415,kennemerstrand,ETRS89,52.45548,4.552745,Kennemerstrand,Kennemerstrand
61,kerkdriel,ETRS89,51.779006,5.33721,Kerkdriel,"raai 211, recreatieplas"
1197,kerkdriel.campingdenbol.dagstrand,ETRS89,51.778556,5.335036,"Kerkdriel, camping den Bol, dagstrand","Kerkdriel, camping den Bol, dagstrand"
10757,kerkdriel.dezandmeren.noord,ETRS89,51.766013,5.347191,"Kerkdriel, De Zandmeren, noord","Kerkdriel, De Zandmeren, noord"
5867,kerkdriel.dezandmeren.westzijde,ETRS89,51.763281,5.348091,"Kerkdriel, De Zandmeren, westzijde",oude maasarm km 212
7587,kerkenwaard,ETRS89,51.822005,5.195744,Kerkenwaard,recreatieplas
210,kerkenwaardhaaften,ETRS89,51.81661,5.224047,Kerkenwaard-Haaften,recreatieplas
3828,ketelhaven.elandweg,ETRS89,52.5709,5.69401,"Ketelhaven, Elandweg",Swiftervaart
5800,ketelhaven.ketelmeer,ETRS89,52.5825,5.7627,"Ketelhaven, Ketelmeer",voorheen Ketelmond
3275,ketelweg,ETRS89,52.576074,5.769281,Ketelweg,Roggebottocht
18688,kijkduin,ETRS89,52.070859,4.218659,Kijkduin,Kijkduin
2492,kimstergat.oost,ETRS89,53.264566,5.467386,"Kimstergat, oost","Kimstergat, oost"
9951,kimstergat.west,ETRS89,53.262779,5.450149,"Kimstergat, west","Kimstergat, west"
8573,kinderdijk.lek,ETRS89,51.8883,4.62599,Kinderdijk Lek,Kinderdijk Lek
16100,kinderdijk.lek.km984,ETRS89,51.880817,4.626168,"Kinderdijk, Lek, km 984","Kinderdijk, Lek, km 984"
2967,kinderdijk.lek.km988,ETRS89,51.890778,4.637621,"Kinderdijk, Lek, km 988","Kinderdijk, Lek, km 988"
14069,kinderdijk.linkeroever.km988.8,ETRS89,51.88829964,4.625989545,Kinderdijk Linkeroever (kilometer 988.8),Kinderdijk Linkeroever (kilometer 988.8)
12365,kloosterzande.baalhoek,ETRS89,51.366086,4.10258,"Kloosterzande, Baalhoek","Kloosterzande, Baalhoek"
4218,klundert,ETRS89,51.689478,4.526704,Klundert,Klundert
5448,kornwerd,ETRS89,53.038325,5.346208,Kornwerd,Kornwerd
1996,kornwerderzand.ijsselmeer.binnenhaven,ETRS89,53.06835,5.337321,"Kornwerderzand, IJsselmeer binnenhaven","Kornwerderzand, IJsselmeer binnenhaven"
16925,kornwerderzand.ijsselmeer.middelgronden,ETRS89,53.05167,5.3103,Kornwerderzand IJsselmeer Middelgronden,Kornwerderzand IJsselmeer Middelgronden
11534,kornwerderzand.ijsselmeer.spui,ETRS89,53.06802,5.32872,Kornwerderzand IJsselmeer spui,Kornwerderzand IJsselmeer spui
12467,kornwerderzand.ijsselmeer.spuihavenzuid,ETRS89,53.065647,5.332652,Kornwerderzand Spuihaven zuid,Kornwerderzand Spuihaven zuid
14902,kornwerderzand.ijsselmeer.vaargeul,ETRS89,53.04868,5.34483,Kornwerderzand IJsselmeer vaargeul,Kornwerderzand IJsselmeer vaargeul
10232,kornwerderzand.voorhaven,ETRS89,53.071839,5.335733,"Kornwerderzand, Voorhaven","Kornwerderzand, Voorhaven"
129,kornwerderzand.waddenzee.buitenhaven,ETRS89,53.07459,5.334757,Kornwerderzand Waddenzee buitenhaven,Kornwerderzand Waddenzee buitenhaven
7823,kornwerderzand.waddenzee.voorhaven.kolk,ETRS89,53.069944,5.337103,"Kornwerderzand, Waddenzee voorhaven kolk","Kornwerderzand, Waddenzee voorhaven kolk"
9537,kortgene,ETRS89,51.546479,3.80564,Kortgene,Kortgene
9305,kortgene.gebrokendak,ETRS89,51.553349,3.83593,"Kortgene, Gebroken Dak","Kortgene, Gebroken Dak"
18061,kortgene.schapendijk.badstrand,ETRS89,51.556108,3.833139,"Kortgene, Schapendijk, badstrand","Kortgene, Schapendijk, badstrand"
13071,kraaijenbergseplassen.2,ETRS89,51.751339,5.832835,"Kraaijenbergse Plassen, 2","Kraaijenbergse Plassen, 2"
18557,kraaijenbergseplassen.3,ETRS89,51.750018,5.823105,"Kraaijenbergse Plassen, 3","Kraaijenbergse Plassen, 3"
685,krabbendijke.roelshoek.badstrand,ETRS89,51.436473,4.125464,"Krabbendijke, Roelshoek, badstrand","Krabbendijke, Roelshoek, badstrand"
16399,krabbenkreek,ETRS89,51.610376,4.10489,Krabbenkreek,Krabbenkreek
2773,krabbersgat.buiten,ETRS89,52.706978,5.313226,"Krabbersgat, buiten","Krabbersgat, buiten"
17606,kralendijk.plazabeachterminal,ETRS89,12.149638,-68.277813,Kralendijk Plazabeach Terminal,Kralendijk Plazabeach Terminal
10449,krammerput,ETRS89,51.668111,4.183083,Krammerput,Krammerput
17494,krammersluislaagbekken.badstrand,ETRS89,51.648967,4.17475,"Krammersluis laagbekken, badstrand","Krammersluis laagbekken, badstrand"
12423,krammersluizen,ETRS89,51.66039,4.127685,Krammersluizen,Krammersluizen
18262,kreekraksluizen,ETRS89,51.438833,4.2409,Kreekraksluizen,Kreekraksluizen
17162,kreekraksluizen.bufferbekken.badstrand,ETRS89,51.437847,4.241212,"Kreekraksluizen, bufferbekken, badstrand","Kreekraksluizen, bufferbekken, badstrand"
12670,krimpenaandeijssel.hollandscheijssel,ETRS89,51.9165,4.579,"Krimpen aan de IJssel, Hollandsche IJssel","Krimpen aan de IJssel, Hollandsche IJssel"
6122,krimpenaandelek.lek,ETRS89,51.890722,4.628906,"Krimpen aan de Lek, Lek","Krimpen aan de Lek, Lek"
4482,kuilvanmarken,ETRS89,52.478941,5.270994,Kuil van Marken,Kuil van Marken
4483,laaksestrand,ETRS89,52.257505,5.440589,Laakse strand,Laakse strand
695,lageknarsluis,ETRS89,52.448161,5.43501,Lage Knarsluis,Lage Vaart
5819,lageweg.hollandscheijssel.groen12,ETRS89,51.945129,4.636945,Lichtopstand Rood 12 Hollandsche IJssel,Lichtopstand Rood 12 Hollandsche IJssel
7184,lageweg.hollandscheijssel.groen18,ETRS89,51.957339,4.644601,Lichtopstand Groen 18 Hollandsche IJssel,Lichtopstand Groen 18 Hollandsche IJssel
9451,lageweg.hollandscheijssel.groen26,ETRS89,51.971488,4.641844,Lichtopstand Groen 26 Hollandsche IJssel,Lichtopstand Groen 26 Hollandsche IJssel
14053,lageweg.hollandscheijssel.groen30,ETRS89,51.978059,4.664449,Lichtopstand Groen 30 Hollandsche IJssel,Lichtopstand Groen 30 Hollandsche IJssel
8979,lageweg.hollandscheijssel.groen35,ETRS89,51.994356,4.684584,Lichtopstand Rood 35 Hollandsche IJssel,Lichtopstand Rood 35 Hollandsche IJssel
18786,lamswaarde.boei59,ETRS89,51.371949,4.062615,"Lamswaarde, boei 59","Lamswaarde, boei 59"
7424,langezand,ETRS89,53.206074,5.22183,Lange Zand,Lange Zand
3428,larserringweg,ETRS89,52.505145,5.537433,Larserringweg,Lage Vaart
6146,larserweg,ETRS89,52.499812,5.479245,Larserweg,Lage Vaart
4077,lauwers,ETRS89,53.530958,6.417102,Lauwers,Lauwers
5319,lauwersoog.buitenhaven,ETRS89,53.415004,6.206095,"Lauwersoog, buitenhaven","Lauwersoog, buitenhaven"
11351,lauwersoog.havenmond,ETRS89,53.410553,6.199995,"Lauwersoog, havenmond","Lauwersoog, havenmond"
13584,lauwersoog.spuisluisbuiten,ETRS89,53.410619,6.190221,"Lauwersoog, spuisluis buiten","Lauwersoog, spuisluis buiten"
18288,lauwers.zuid,ETRS89,53.506523,6.452764,"Lauwers, zuid","Lauwers, zuid"
3781,leeuwarden.vanharinxmakanaal,ETRS89,53.18341,5.79713,Leeuwarden Van Harinxmakanaal,Leeuwarden Van Harinxmakanaal
17623,lekkerkerk.lek,ETRS89,51.89392,4.6910177,"Lekkerkerk, Lek","Lekkerkerk, Lek"
18529,lek.km985,ETRS89,51.89257,4.678719,"Lek, km. 985","Lek, km. 985"
5645,lek.km986,ETRS89,51.889596,4.665546,"Lek, km. 986","Lek, km. 986"
12412,lek.km987,ETRS89,51.889579,4.651282,"Lek, km. 987","Lek, km. 987"
62,lek.km988,ETRS89,51.891114,4.636642,"Lek, km. 988","Lek, km. 988"
11768,lek.km989,ETRS89,51.889324,4.622596,"Lek, km. 989","Lek, km. 989"
2185,lelystad,ETRS89,52.514675,5.365108,Lelystad,Lelystad
1777,lelystad.haven,ETRS89,52.505689,5.376159,"Lelystad, haven","Lelystad, haven"
9131,lelystad.houtribbaai,ETRS89,52.541628,5.438796,"Lelystad, Houtribbaai","Lelystad, Houtribbaai"
11751,lelystad.houtribhoek,ETRS89,52.560481,5.472736,"Lelystad, Houtribhoek","Lelystad, Houtribhoek"
344,lelystad.houtribhoek.strand,ETRS89,52.549447,5.455701,"Lelystad, Houtribhoek, strand","Lelystad, Houtribhoek, strand"
683,lelystad.houtribsluis.zuid,ETRS89,52.526351,5.433916,"Lelystad, Houtribsluis, zuid","Lelystad, Houtribsluis, zuid"
8838,lelystad.julianapad.markermeer,ETRS89,52.496702,5.372479,"Lelystad, Julianapad, Markermeer","Lelystad, Julianapad, Markermeer"
5146,lelystad.larservaart.meerkoetenweg,ETRS89,52.475062,5.516725,"Lelystad, Larservaart, Meerkoetenweg","Lelystad, Larservaart, Meerkoetenweg"
6313,lemsterstrand.lemmer,ETRS89,52.842398,5.70004,"Lemsterstrand, Lemmer","Lemsterstrand, Lemmer"
13026,lexkesveer,ETRS89,51.961091,5.689393,Lexkesveer,Lexkesveer
8763,linne.boven,ETRS89,51.167731,5.921065,"Linne, boven","Linne, boven"
739,linne.stuw.beneden,ETRS89,51.160525,5.942617,Linne beneden,"km 70,40"
3722,linne.stuw.boven,ETRS89,51.168812,5.922507,"Linne, stuw, boven","Linne, stuw, boven"
14681,lith.boven,ETRS89,51.81,5.455,"Lith, boven","Lith, boven"
12403,lithseham.dagstrand,ETRS89,51.810923,5.412579,"Lithse Ham, dagstrand","Lithse Ham, dagstrand"
1910,lithseham.gemeentestrand,ETRS89,51.815416,5.417657,"Lithse Ham, gemeentestrand","Lithse Ham, gemeentestrand"
13792,lithseham.recreatieplas,ETRS89,51.817214,5.414758,"Lithse Ham, recreatieplas","Lithse Ham, recreatieplas"
9383,lith.sluis,ETRS89,51.80911,5.452453,"Lith, beneden sluis","Lith, beneden sluis"
13110,lobith.bovenrijn.haven,ETRS89,51.857505,6.083651,"Lobith, Bovenrijn, haven","Lobith, Bovenrijn, haven"
15596,lobith.bovenrijn.tolkamer,ETRS89,51.8495,6.1024,"Lobith, Bovenrijn, Tolkamer","Lobith, Bovenrijn, Tolkamer"
10290,lobith.ponton,ETRS89,51.854205,6.091178,"Lobith, ponton","Lobith, ponton"
7801,lodijkschegat.speelmansplaten,ETRS89,51.497363,4.145091,"Lodijksche Gat, Speelmansplaten","Lodijksche Gat, Speelmansplaten"
8842,lodijksegat,ETRS89,51.515274,4.127053,Lodijkse Gat,Lodijkse Gat
13405,loenderveenseplas,ETRS89,52.201302,5.037454,Loenderveense Plas,Loenderveense Plas
3016,loenen,ETRS89,52.225746,5.007405,Loenen,Loenen
18315,loowaard.recreatieplas,ETRS89,51.919049,5.987533,"Loowaard, recreatieplas","Loowaard, recreatieplas"
9168,loozen.grens,ETRS89,51.21661444,5.58285265,Loozen grens,Loozen grens
11827,lopikerkapel.recreatieplas,ETRS89,51.987433,5.053972,"Lopikerkapel, recreatieplas","Lopikerkapel, recreatieplas"
6272,maarssen.kanaal,ETRS89,52.133807,5.039151,"Maarssen, kanaal","Maarssen, kanaal"
10442,maasbracht,ETRS89,51.140975,5.873028,Maasbracht,Maasbracht
6679,maaseik,ETRS89,51.094527,5.801669,Maaseik,"km 52,8"
18210,maasgouw.dilkensplas.1,ETRS89,51.110991,5.817734,"Maasgouw, Dilkensplas, meetpunt 1","Maasgouw, Dilkensplas, meetpunt 1"
3232,maassluis,ETRS89,51.917507,4.249788,Maassluis,Maassluis
18864,maastricht,ETRS89,50.856549,5.694513,Maastricht,Maastricht
8170,maastricht.borgharen.maas.boven,ETRS89,50.868809,5.698089,"Maastricht, Borgharen, Maas, boven",stuw
