cluster_id,n_stations,max_pairwise_km,site_ids,cap_km,countable_public_daily
uk_ea_s50_001,73,44.38127962012197,"ANGEL1,E00491A,E00497A,E01044A,E01087A,E01569A,E01613A,E01616A,E01617A,E01618A,E02044A,E02080A,E02532A,E02574A,E02613A,E02616A,E02617A,E03044A,E03050A,E03055A,E03380A,E03635A,E04004A,E04012A,E04044A,E04071A,E04095A,E04099A,E04137A,E04217A,E04366A,E04600A,E04687A,E05012A,E05021A,E05043A,E05065A,E05214A,E05263A,E05442A,E06021A,E06083A,E06409A,E07021A,E07275A,E07616A,E08109A,E09084A,E09118A,E10216A,E11003A,E11090A,E11232A,E12001A,E14039A,E15066A,E15121A,E16033A,E17016A,E17033A,E17560A,E18148A,E20073A,E23057A,E26044A,E30012A,E41998A,EP0128A,EP0131A,EP0132A,SALMON,TOTLK1,TOTLK2",50.0,False
uk_ea_s50_002,67,38.774393022265635,"370cba4c-c28e-4063-aaea-a99575c408b6,6ff82c44-bbf2-4593-8218-76569f550b47,E00429A,E00471A,E00473A,E00480A,E00516A,E00517A,E01204A,E01225A,E01326A,E01709A,E02224A,E02433A,E02731A,E03081A,E03252A,E03358A,E03387A,E03470A,E03582A,E03714A,E03787A,E04007A,E04278A,E04304A,E04326A,E04523A,E05158A,E05239A,E05270A,E05310A,E05569A,E06494A,E07012A,E07036A,E07087A,E07121A,E07278A,E07653A,E09095A,E09126A,E09135A,E09136A,E10266A,E11101A,E12253A,E13015A,E13069A,E13145A,E13160A,E13202A,E14049A,E14061A,E14233A,E16136A,E16160A,E16205A,E17001A,E17088A,E18095A,E22058A,E24058A,E81999A,bfc68b5e-abb1-4d68-97cb-f066350d2e01,da031053-d267-49da-857a-b8e28a7205eb,f8ae6b4c-56c4-45a1-b83f-4697843b937f",50.0,False
uk_ea_s50_003,64,40.31304040126729,"E01100A,E01136A,E01160A,E01216A,E01232A,E01331A,E01495A,E01570A,E01571A,E02005A,E02012A,E02115A,E02119A,E02124A,E02126A,E02218A,E02309A,E02799A,E03003A,E03007A,E03046A,E03062A,E03080A,E03111A,E03121A,E03129A,E03276A,E04030A,E04030B,E04034A,E04039A,E04073A,E04144A,E04610A,E05044A,E05114A,E06023A,E06040A,E06205A,E06262A,E06594A,E07052A,E07058A,E07073A,E07079A,E07089A,E07096A,E07163A,E07203A,E07252A,E08003A,E08054A,E08063A,E08085A,E10015A,E10235A,E12118A,E13363A,E16020A,E19021A,EN0091A,EP0141A,GPRSA1A,M01015A",50.0,False
uk_ea_s50_004,61,47.21967480012753,"BREPON,CADOG2,E00302A,E01023A,E01056A,E01061A,E01109A,E01146A,E01158A,E01163A,E01244A,E01251A,E01606A,E01659A,E01662A,E01663A,E01764A,E02031A,E02102A,E02314A,E02645A,E02663A,E02681A,E03077A,E03099A,E03266A,E03590A,E03721A,E05160A,E05433A,E06244A,E07080A,E07116A,E08380A,E09016A,E09017A,E09037A,E09082A,E09166A,E11051A,E11058A,E11085A,E12108A,E13017A,E14089A,E14113A,E15057A,E16017A,E18065A,E18136A,E25088A,E45998A,GPRS48A,GPRSB4A,GPRSB5A,GPRSB7A,GPRSB8A,GPRSD8A,HAMME2,KEWPON,PUTNEY",50.0,False
uk_ea_s50_005,56,33.16084505004275,"E01003A,E01209A,E01271A,E01394A,E01581A,E01786A,E01794A,E02477A,E02516A,E02561A,E02707A,E02767A,E02768A,E03672A,E03763A,E03764A,E04239A,E04590A,E04677A,E04781A,E05220A,E05687A,E06313A,E06439A,E06471A,E06602A,E07022A,E07126A,E08022A,E08083A,E08202A,E08232A,E08388A,E09106A,E09202A,E09409A,E09494A,E11043A,E11069A,E11104A,E11118A,E11233A,E13022A,E13089A,E14028A,E14106A,E14202A,E15067A,E16028A,E16115A,E18560A,E19065A,E19090A,E20136A,E25057A,E28058A",50.0,False
uk_ea_s50_006,50,48.90545069933544,"E00349A,E01573A,E01586A,E01614A,E01683A,E01687A,E01806A,E02269A,E02570A,E02691A,E03605A,E03651A,E03691A,E03700A,E04149A,E04240A,E04497A,E04691A,E05280A,E05343A,E05366A,E05497A,E05603A,E05691A,E05705A,E06103A,E07217A,E07263A,E07266A,E07527A,E08036A,E08266A,E08270A,E08368A,E08559A,E09053A,E09270A,E10118A,E11078A,E12063A,E12104A,E12140A,E12232A,E15030A,E15132A,E15217A,E16058A,E16102A,E17080A,E17123A",50.0,False
uk_ea_s50_007,49,31.323831923453632,"E01065A,E01071A,E01236A,E01248A,E01594A,E01798A,E01798B,E02043A,E02322A,E02567A,E02700A,E03053A,E03074A,E03227A,E04040A,E04066A,E04119A,E04211A,E05082A,E05313A,E05388A,E05608A,E06312A,E07040A,E07082A,E07090A,E07104A,E08211A,E09023A,E09079A,E09152A,E10003A,E10053A,E11048A,E11205A,E11253A,E12048A,E12130A,E15007A,E15010A,E16202A,E17163A,E17163B,E18051A,E19039A,E20033A,E22073A,E26015A,E26015B",50.0,False
uk_ea_s50_008,48,34.096113316662404,"E00496A,E01148A,E01235A,E01241A,E01804A,E02042A,E02045A,E02061A,E02103A,E02104A,E02107A,E02263A,E02281A,E02803A,E03005A,E03042A,E03068A,E03107A,E03108A,E03150A,E03258A,E04660A,E05039A,E05090A,E06063A,E06136A,E06230A,E07101A,E08069A,E08156A,E09077A,E10063A,E11031A,E12040A,E12132A,E12216A,E13108A,E13136A,E14115A,E24012A,EN0099A,EN0100A,EN0101A,EP0124A,EP0130A,EP0137A,GPRSA9A,GSML37",50.0,False
uk_ea_s50_009,48,46.18589352293584,"E00581A,E00584A,E01079A,E01085A,E01142A,E01143A,E01215A,E01561A,E01774A,E02100A,E02148A,E03028A,E03203A,E03221A,E04028A,E04123A,E04132A,E04329A,E04666A,E05008A,E05009A,E05016A,E05068A,E05104A,E05135A,E05216A,E05244A,E05773A,E06065A,E06073A,E06139A,E06145A,E08037A,E08107A,E09253A,E11034A,E12051A,E12120A,E12123A,E14102A,E14390A,EN0012A,EN0085A,GPRSC4A,GPRSC5A,GPRSC6A,GPRSC7A,GPRSC8A",50.0,False
uk_ea_s50_010,44,44.714042287479344,"E00330A,E00523A,E00524A,E01524A,E01761A,E01765A,E01773A,E01788A,E02524A,E02600A,E02763A,E03151A,E03228A,E03366A,E03685A,E04263A,E04370A,E04378A,E04612A,E04612B,E05274A,E05377A,E05467A,E05570A,E05685A,E06053A,E06441A,E07367A,E07602A,E07602B,E08687A,E09070A,E10096A,E10116A,E10217A,E11028A,E15019A,E16044A,E17044A,E17121A,E22085A,E26058A,P01020A,P01024A",50.0,False
uk_ea_s50_011,41,36.5811360614212,"E01010A,E01021A,E01069A,E01110A,E01123A,E01125A,E02025A,E02033A,E02034A,E02075A,E02144A,E03011A,E03017A,E03025A,E03066A,E03115A,E03163A,E04006A,E04058A,E04134A,E04162A,E05094A,E05131A,E05278A,E06074A,E06076A,E06085A,E06088A,E06124A,E07062A,E07220A,E08015A,E09232A,E10205A,E11060A,E12076A,E15202A,E16043A,E20039A,EP0111A,EP0112A",50.0,False
uk_ea_s50_012,40,44.764446259179905,"E01074A,E01095A,E01153A,E01154A,E01246A,E01247A,E01250A,E01576A,E01577A,E03075A,E03087A,E03094A,E03684A,E03733A,E03733B,E04001A,E04072A,E05129A,E06233A,E06233B,E07111A,E07114A,E08049A,E08143A,E08263A,E08263B,E08494A,E10230A,E12049A,E13140A,E14002A,E14002B,E14056A,E19102A,E19102B,E20088A,E23217A,E26088A,E26088B,M06018A",50.0,False
uk_ea_s50_013,39,31.146274911386357,"BARIERA,E01030A,E01336A,E01572A,E01578A,E01776A,E02577A,E02682A,E02790A,E03001A,E03036A,E03052A,E03091A,E03666A,E03719A,E04158A,E04688A,E04704A,E05072A,E05084A,E06116A,E07439A,E08019A,E08133A,E08136A,E08217A,E09020A,E09068A,E11054A,E12080A,E13067A,E16217A,E17217A,E26020A,EN0056A,EN0061A,ERITH1,MIN009,SPRING",50.0,False
uk_ea_s50_014,39,39.47134463853115,"E01274A,E01282A,E01358A,E01433A,E01595A,E02326A,E02358A,E02431A,E02646A,E02647A,E02660A,E03002A,E03154A,E03224A,E03326A,E03653A,E04252A,E04358A,E04605A,E04608A,E05162A,E05358A,E07027A,E07071A,E07390A,E08326A,E09107A,E10111A,E11033A,E11217A,E12021A,E14079A,E15015A,E15044A,E15074A,E16021A,E22089A,E23015A,E64999A",50.0,False
